COUNTY,ST,COUNTY_STATE,SSACD,COUNTY DESIGNA-TION,Primary Care Distance
Blanco,TX,"Blanco, TX",45140,Rural,30
Borden,TX,"Borden, TX",45150,CEAC,60
Bosque,TX,"Bosque, TX",45160,Rural,30
Bowie,TX,"Bowie, TX",45170,Metro,10
Brazoria,TX,"Brazoria, TX",45180,Metro,10
Brazos,TX,"Brazos, TX",45190,Metro,10
Brewster,TX,"Brewster, TX",45200,CEAC,60
Briscoe,TX,"Briscoe, TX",45201,CEAC,60
Brooks,TX,"Brooks, TX",45210,CEAC,60
Brown,TX,"Brown, TX",45220,Rural,30
Burleson,TX,"Burleson, TX",45221,Rural,30
Burnet,TX,"Burnet, TX",45222,Rural,30
Caldwell,TX,"Caldwell, TX",45223,Micro,20
Calhoun,TX,"Calhoun, TX",45224,Rural,30
Callahan,TX,"Callahan, TX",45230,Rural,30
Cameron,TX,"Cameron, TX",45240,Metro,10
Camp,TX,"Camp, TX",45250,Micro,20
Carson,TX,"Carson, TX",45251,CEAC,60
Cass,TX,"Cass, TX",45260,Rural,30
Castro,TX,"Castro, TX",45270,CEAC,60
Chambers,TX,"Chambers, TX",45280,Micro,20
Cherokee,TX,"Cherokee, TX",45281,Micro,20
Childress,TX,"Childress, TX",45290,Rural,30
Clay,TX,"Clay, TX",45291,CEAC,60
Cochran,TX,"Cochran, TX",45292,CEAC,60
Coke,TX,"Coke, TX",45300,CEAC,60
Coleman,TX,"Coleman, TX",45301,CEAC,60
Collin,TX,"Collin, TX",45310,Metro,10
Collingsworth,TX,"Collingsworth, TX",45311,CEAC,60
Colorado,TX,"Colorado, TX",45312,Rural,30
Comal,TX,"Comal, TX",45320,Metro,10
Comanche,TX,"Comanche, TX",45321,Rural,30
Concho,TX,"Concho, TX",45330,CEAC,60
Cooke,TX,"Cooke, TX",45340,Rural,30
Coryell,TX,"Coryell, TX",45341,Micro,20
Cottle,TX,"Cottle, TX",45350,CEAC,60
Crane,TX,"Crane, TX",45360,CEAC,60
Crockett,TX,"Crockett, TX",45361,CEAC,60
Crosby,TX,"Crosby, TX",45362,CEAC,60
Culberson,TX,"Culberson, TX",45370,CEAC,60
Dallam,TX,"Dallam, TX",45380,CEAC,60
Dallas,TX,"Dallas, TX",45390,Large Metro,5
Dawson,TX,"Dawson, TX",45391,Rural,30
Deaf Smith,TX,"Deaf Smith, TX",45392,Rural,30
Delta,TX,"Delta, TX",45400,Rural,30
Denton,TX,"Denton, TX",45410,Metro,10
DeWitt,TX,"DeWitt, TX",45420,Rural,30
Dickens,TX,"Dickens, TX",45421,CEAC,60
Dimmit,TX,"Dimmit, TX",45430,CEAC,60
Donley,TX,"Donley, TX",45431,CEAC,60
Duval,TX,"Duval, TX",45440,CEAC,60
Eastland,TX,"Eastland, TX",45450,Rural,30
Ector,TX,"Ector, TX",45451,Metro,10
Edwards,TX,"Edwards, TX",45460,CEAC,60
Ellis,TX,"Ellis, TX",45470,Metro,10
El Paso,TX,"El Paso, TX",45480,Metro,10
Erath,TX,"Erath, TX",45490,Rural,30
Falls,TX,"Falls, TX",45500,Rural,30
Fannin,TX,"Fannin, TX",45510,Rural,30
Fayette,TX,"Fayette, TX",45511,Rural,30
Fisher,TX,"Fisher, TX",45520,CEAC,60
Floyd,TX,"Floyd, TX",45521,CEAC,60
Foard,TX,"Foard, TX",45522,CEAC,60
Fort Bend,TX,"Fort Bend, TX",45530,Metro,10
Franklin,TX,"Franklin, TX",45531,Rural,30
Freestone,TX,"Freestone, TX",45540,Rural,30
Frio,TX,"Frio, TX",45541,Rural,30
Gaines,TX,"Gaines, TX",45542,Rural,30
Galveston,TX,"Galveston, TX",45550,Metro,10
Garza,TX,"Garza, TX",45551,CEAC,60
Gillespie,TX,"Gillespie, TX",45552,Rural,30
Glasscock,TX,"Glasscock, TX",45560,CEAC,60
Goliad,TX,"Goliad, TX",45561,CEAC,60
Gonzales,TX,"Gonzales, TX",45562,Rural,30
Gray,TX,"Gray, TX",45563,Rural,30
Grayson,TX,"Grayson, TX",45564,Metro,10
Gregg,TX,"Gregg, TX",45570,Metro,10
Grimes,TX,"Grimes, TX",45580,Rural,30
Guadalupe,TX,"Guadalupe, TX",45581,Metro,10
Hale,TX,"Hale, TX",45582,Rural,30
Hall,TX,"Hall, TX",45583,CEAC,60
Hamilton,TX,"Hamilton, TX",45590,CEAC,60
Hansford,TX,"Hansford, TX",45591,CEAC,60
Hardeman,TX,"Hardeman, TX",45592,CEAC,60
Hardin,TX,"Hardin, TX",45600,Micro,20
Harris,TX,"Harris, TX",45610,Large Metro,5
Harrison,TX,"Harrison, TX",45620,Micro,20
Hartley,TX,"Hartley, TX",45621,CEAC,60
Haskell,TX,"Haskell, TX",45630,CEAC,60
Hays,TX,"Hays, TX",45631,Metro,10
Hemphill,TX,"Hemphill, TX",45632,CEAC,60
Henderson,TX,"Henderson, TX",45640,Micro,20
Hidalgo,TX,"Hidalgo, TX",45650,Metro,10
Hill,TX,"Hill, TX",45651,Rural,30
Hockley,TX,"Hockley, TX",45652,Rural,30
Hood,TX,"Hood, TX",45653,Metro,10
Hopkins,TX,"Hopkins, TX",45654,Rural,30
Houston,TX,"Houston, TX",45660,Rural,30
Howard,TX,"Howard, TX",45661,Rural,30
Hudspeth,TX,"Hudspeth, TX",45662,CEAC,60
Hunt,TX,"Hunt, TX",45670,Metro,10
Hutchinson,TX,"Hutchinson, TX",45671,Rural,30
Irion,TX,"Irion, TX",45672,CEAC,60
Jack,TX,"Jack, TX",45680,CEAC,60
Jackson,TX,"Jackson, TX",45681,Rural,30
Jasper,TX,"Jasper, TX",45690,Rural,30
Jeff Davis,TX,"Jeff Davis, TX",45691,CEAC,60
Jefferson,TX,"Jefferson, TX",45700,Metro,10
Jim Hogg,TX,"Jim Hogg, TX",45710,CEAC,60
Jim Wells,TX,"Jim Wells, TX",45711,Rural,30
Johnson,TX,"Johnson, TX",45720,Metro,10
Jones,TX,"Jones, TX",45721,Rural,30
Karnes,TX,"Karnes, TX",45722,Rural,30
Kaufman,TX,"Kaufman, TX",45730,Metro,10
Kendall,TX,"Kendall, TX",45731,Micro,20
Kenedy,TX,"Kenedy, TX",45732,CEAC,60
Kent,TX,"Kent, TX",45733,CEAC,60
Kerr,TX,"Kerr, TX",45734,Micro,20
Kimble,TX,"Kimble, TX",45740,CEAC,60
King,TX,"King, TX",45741,CEAC,60
Kinney,TX,"Kinney, TX",45742,CEAC,60
Kleberg,TX,"Kleberg, TX",45743,Rural,30
Knox,TX,"Knox, TX",45744,CEAC,60
Lamar,TX,"Lamar, TX",45750,Micro,20
Lamb,TX,"Lamb, TX",45751,Rural,30
Lampasas,TX,"Lampasas, TX",45752,Rural,30
La Salle,TX,"La Salle, TX",45753,CEAC,60
Lavaca,TX,"Lavaca, TX",45754,Rural,30
Lee,TX,"Lee, TX",45755,Rural,30
Leon,TX,"Leon, TX",45756,Rural,30
Liberty,TX,"Liberty, TX",45757,Micro,20
Limestone,TX,"Limestone, TX",45758,Rural,30
Lipscomb,TX,"Lipscomb, TX",45759,CEAC,60
Live Oak,TX,"Live Oak, TX",45760,Rural,30
Llano,TX,"Llano, TX",45761,Rural,30
Loving,TX,"Loving, TX",45762,CEAC,60
Lubbock,TX,"Lubbock, TX",45770,Metro,10
Lynn,TX,"Lynn, TX",45771,CEAC,60
McCulloch,TX,"McCulloch, TX",45772,CEAC,60
McLennan,TX,"McLennan, TX",45780,Metro,10
McMullen,TX,"McMullen, TX",45781,CEAC,60
Madison,TX,"Madison, TX",45782,Rural,30
Marion,TX,"Marion, TX",45783,Rural,30
Martin,TX,"Martin, TX",45784,CEAC,60
Mason,TX,"Mason, TX",45785,CEAC,60
Matagorda,TX,"Matagorda, TX",45790,Rural,30
Maverick,TX,"Maverick, TX",45791,Micro,20
Medina,TX,"Medina, TX",45792,Rural,30
Menard,TX,"Menard, TX",45793,CEAC,60
Midland,TX,"Midland, TX",45794,Metro,10
Milam,TX,"Milam, TX",45795,Rural,30
Mills,TX,"Mills, TX",45796,CEAC,60
Mitchell,TX,"Mitchell, TX",45797,CEAC,60
Montague,TX,"Montague, TX",45800,Rural,30
Montgomery,TX,"Montgomery, TX",45801,Metro,10
Moore,TX,"Moore, TX",45802,Rural,30
Morris,TX,"Morris, TX",45803,Rural,30
Motley,TX,"Motley, TX",45804,CEAC,60
Nacogdoches,TX,"Nacogdoches, TX",45810,Micro,20
Navarro,TX,"Navarro, TX",45820,Rural,30
Newton,TX,"Newton, TX",45821,Rural,30
Nolan,TX,"Nolan, TX",45822,Rural,30
Nueces,TX,"Nueces, TX",45830,Metro,10
Ochiltree,TX,"Ochiltree, TX",45831,Rural,30
Oldham,TX,"Oldham, TX",45832,CEAC,60
Orange,TX,"Orange, TX",45840,Metro,10
Palo Pinto,TX,"Palo Pinto, TX",45841,Rural,30
Panola,TX,"Panola, TX",45842,Rural,30
Parker,TX,"Parker, TX",45843,Metro,10
Parmer,TX,"Parmer, TX",45844,Rural,30
Pecos,TX,"Pecos, TX",45845,CEAC,60
Polk,TX,"Polk, TX",45850,Rural,30
Potter,TX,"Potter, TX",45860,Metro,10
Presidio,TX,"Presidio, TX",45861,CEAC,60
Rains,TX,"Rains, TX",45870,Rural,30
Randall,TX,"Randall, TX",45871,Metro,10
Reagan,TX,"Reagan, TX",45872,CEAC,60
Real,TX,"Real, TX",45873,CEAC,60
Red River,TX,"Red River, TX",45874,Rural,30
Reeves,TX,"Reeves, TX",45875,CEAC,60
Refugio,TX,"Refugio, TX",45876,CEAC,60
Roberts,TX,"Roberts, TX",45877,CEAC,60
Robertson,TX,"Robertson, TX",45878,Rural,30
Rockwall,TX,"Rockwall, TX",45879,Metro,10
Runnels,TX,"Runnels, TX",45880,Rural,30
Rusk,TX,"Rusk, TX",45881,Micro,20
Sabine,TX,"Sabine, TX",45882,Rural,30
San Augustine,TX,"San Augustine, TX",45883,Rural,30
San Jacinto,TX,"San Jacinto, TX",45884,Rural,30
San Patricio,TX,"San Patricio, TX",45885,Micro,20
San Saba,TX,"San Saba, TX",45886,CEAC,60
Schleicher,TX,"Schleicher, TX",45887,CEAC,60
Scurry,TX,"Scurry, TX",45888,Rural,30
Shackelford,TX,"Shackelford, TX",45889,CEAC,60
Shelby,TX,"Shelby, TX",45890,Rural,30
Sherman,TX,"Sherman, TX",45891,CEAC,60
Smith,TX,"Smith, TX",45892,Metro,10
Somervell,TX,"Somervell, TX",45893,Rural,30
Starr,TX,"Starr, TX",45900,Micro,20
Stephens,TX,"Stephens, TX",45901,Rural,30
Sterling,TX,"Sterling, TX",45902,CEAC,60
Stonewall,TX,"Stonewall, TX",45903,CEAC,60
Sutton,TX,"Sutton, TX",45904,CEAC,60
Swisher,TX,"Swisher, TX",45905,CEAC,60
Tarrant,TX,"Tarrant, TX",45910,Large Metro,5
Taylor,TX,"Taylor, TX",45911,Metro,10
Terrell,TX,"Terrell, TX",45912,CEAC,60
Terry,TX,"Terry, TX",45913,Rural,30
Throckmorton,TX,"Throckmorton, TX",45920,CEAC,60
Titus,TX,"Titus, TX",45921,Micro,20
Tom Green,TX,"Tom Green, TX",45930,Micro,20
Travis,TX,"Travis, TX",45940,Large Metro,5
Trinity,TX,"Trinity, TX",45941,Rural,30
Tyler,TX,"Tyler, TX",45942,Rural,30
Upshur,TX,"Upshur, TX",45943,Micro,20
Upton,TX,"Upton, TX",45944,CEAC,60
Uvalde,TX,"Uvalde, TX",45945,Rural,30
Val Verde,TX,"Val Verde, TX",45946,Rural,30
Van Zandt,TX,"Van Zandt, TX",45947,Micro,20
Victoria,TX,"Victoria, TX",45948,Metro,15
Walker,TX,"Walker, TX",45949,Micro,20
Waller,TX,"Waller, TX",45950,Micro,20
Ward,TX,"Ward, TX",45951,Rural,30
Washington,TX,"Washington, TX",45952,Micro,20
Webb,TX,"Webb, TX",45953,Metro,10
Wharton,TX,"Wharton, TX",45954,Rural,30
Wheeler,TX,"Wheeler, TX",45955,CEAC,60
Wichita,TX,"Wichita, TX",45960,Metro,10
Wilbarger,TX,"Wilbarger, TX",45961,Rural,30
Willacy,TX,"Willacy, TX",45962,Rural,30
Williamson,TX,"Williamson, TX",45970,Metro,10
Wilson,TX,"Wilson, TX",45971,Micro,20
Winkler,TX,"Winkler, TX",45972,CEAC,60
Wise,TX,"Wise, TX",45973,Micro,20
Wood,TX,"Wood, TX",45974,Micro,20
Yoakum,TX,"Yoakum, TX",45980,Rural,30
Young,TX,"Young, TX",45981,Rural,30
Zapata,TX,"Zapata, TX",45982,Rural,30
Zavala,TX,"Zavala, TX",45983,CEAC,60
Beaver,UT,"Beaver, UT",46000,CEAC,60
Box Elder,UT,"Box Elder, UT",46010,CEAC,60
Cache,UT,"Cache, UT",46020,Metro,10
Carbon,UT,"Carbon, UT",46030,Rural,30
Daggett,UT,"Daggett, UT",46040,CEAC,60
Davis,UT,"Davis, UT",46050,Metro,10
Duchesne,UT,"Duchesne, UT",46060,CEAC,60
Emery,UT,"Emery, UT",46070,CEAC,60
Garfield,UT,"Garfield, UT",46080,CEAC,60
Grand,UT,"Grand, UT",46090,CEAC,60
Iron,UT,"Iron, UT",46100,Rural,30
Juab,UT,"Juab, UT",46110,CEAC,60
Kane,UT,"Kane, UT",46120,CEAC,60
Millard,UT,"Millard, UT",46130,CEAC,60
Morgan,UT,"Morgan, UT",46140,Rural,30
Piute,UT,"Piute, UT",46150,CEAC,60
Rich,UT,"Rich, UT",46160,CEAC,60
Salt Lake,UT,"Salt Lake, UT",46170,Large Metro,5
San Juan,UT,"San Juan, UT",46180,CEAC,60
Sanpete,UT,"Sanpete, UT",46190,Rural,30
Sevier,UT,"Sevier, UT",46200,Rural,30
Summit,UT,"Summit, UT",46210,Rural,30
Tooele,UT,"Tooele, UT",46220,CEAC,60
Uintah,UT,"Uintah, UT",46230,CEAC,60
Utah,UT,"Utah, UT",46240,Metro,10
Wasatch,UT,"Wasatch, UT",46250,Rural,30
Washington,UT,"Washington, UT",46260,Micro,20
Wayne,UT,"Wayne, UT",46270,CEAC,60
Weber,UT,"Weber, UT",46280,Metro,10
Addison,VT,"Addison, VT",47000,Rural,30
Bennington,VT,"Bennington, VT",47010,Micro,20
Caledonia,VT,"Caledonia, VT",47020,Rural,30
Chittenden,VT,"Chittenden, VT",47030,Metro,10
Essex,VT,"Essex, VT",47040,CEAC,60
Franklin,VT,"Franklin, VT",47050,Micro,20
Grand Isle,VT,"Grand Isle, VT",47060,Rural,30
Lamoille,VT,"Lamoille, VT",47070,Micro,20
Orange,VT,"Orange, VT",47080,Rural,30
Orleans,VT,"Orleans, VT",47090,Rural,30
Rutland,VT,"Rutland, VT",47100,Micro,20
Washington,VT,"Washington, VT",47110,Micro,20
Windham,VT,"Windham, VT",47120,Micro,20
Windsor,VT,"Windsor, VT",47130,Micro,20
St. Croix,VI,"St. Croix, VI",48010,Rural,30
St. John-Thomas,VI,"St. John-Thomas, VI",48020,Rural,30
Accomack,VA,"Accomack, VA",49000,Micro,20
Albemarle,VA,"Albemarle, VA",49010,Metro,10
Alexandria City,VA,"Alexandria city, VA",49011,Large Metro,5
Alleghany,VA,"Alleghany, VA",49020,Rural,30
Amelia,VA,"Amelia, VA",49030,Rural,30
Amherst,VA,"Amherst, VA",49040,Micro,20
Appomattox,VA,"Appomattox, VA",49050,Rural,30
Arlington,VA,"Arlington, VA",49060,Large Metro,5
Augusta,VA,"Augusta, VA",49070,Micro,20
Bath,VA,"Bath, VA",49080,CEAC,60
Bedford,VA,"Bedford, VA",49090,Metro,10
Bland,VA,"Bland, VA",49100,Rural,30
Botetourt,VA,"Botetourt, VA",49110,Micro,20
Bristol City,VA,"Bristol city, VA",49111,Metro,10
Brunswick,VA,"Brunswick, VA",49120,Rural,30
Buchanan,VA,"Buchanan, VA",49130,Rural,30
Buckingham,VA,"Buckingham, VA",49140,Rural,30
Buena Vista City,VA,"Buena Vista city, VA",49141,Rural,30
Campbell,VA,"Campbell, VA",49150,Metro,10
Caroline,VA,"Caroline, VA",49160,Micro,20
Carroll,VA,"Carroll, VA",49170,Micro,20
Charles City,VA,"Charles City, VA",49180,Rural,30
Charlotte,VA,"Charlotte, VA",49190,Rural,30
Charlottesville City,VA,"Charlottesville city, VA",49191,Metro,10
Chesapeake City,VA,"Chesapeake city, VA",49194,Metro,10
Chesterfield,VA,"Chesterfield, VA",49200,Metro,10
Clarke,VA,"Clarke, VA",49210,Micro,20
Colonial Heights City,VA,"Colonial Heights city, VA",49212,Metro,10
Covington City,VA,"Covington city, VA",49213,Rural,30
Craig,VA,"Craig, VA",49220,Rural,30
Culpeper,VA,"Culpeper, VA",49230,Micro,20
Cumberland,VA,"Cumberland, VA",49240,Rural,30
Danville City,VA,"Danville city, VA",49241,Micro,20
Dickenson,VA,"Dickenson, VA",49250,Rural,30
Dinwiddie,VA,"Dinwiddie, VA",49260,Micro,20
Emporia City,VA,"Emporia city, VA",49270,Rural,30
Essex,VA,"Essex, VA",49280,Rural,30
Fairfax City,VA,"Fairfax city, VA",49288,Large Metro,5
Fairfax,VA,"Fairfax, VA",49290,Large Metro,5
Falls Church City,VA,"Falls Church city, VA",49291,Large Metro,5
Fauquier,VA,"Fauquier, VA",49300,Metro,15
Floyd,VA,"Floyd, VA",49310,Rural,30
Fluvanna,VA,"Fluvanna, VA",49320,Micro,20
Franklin City,VA,"Franklin city, VA",49328,Rural,30
Franklin,VA,"Franklin, VA",49330,Micro,20
Frederick,VA,"Frederick, VA",49340,Metro,15
Fredericksburg City,VA,"Fredericksburg city, VA",49342,Metro,10
Galax City,VA,"Galax city, VA",49343,Rural,30
Giles,VA,"Giles, VA",49350,Rural,30
Gloucester,VA,"Gloucester, VA",49360,Micro,20
Goochland,VA,"Goochland, VA",49370,Micro,20
Grayson,VA,"Grayson, VA",49380,Rural,30
Greene,VA,"Greene, VA",49390,Micro,20
Greensville,VA,"Greensville, VA",49400,Rural,30
Halifax,VA,"Halifax, VA",49410,Rural,30
Hampton City,VA,"Hampton city, VA",49411,Metro,10
Hanover,VA,"Hanover, VA",49420,Metro,10
Harrisonburg City,VA,"Harrisonburg city, VA",49421,Metro,10
Henrico,VA,"Henrico, VA",49430,Metro,10
Henry,VA,"Henry, VA",49440,Metro,10
Highland,VA,"Highland, VA",49450,CEAC,60
Hopewell City,VA,"Hopewell city, VA",49451,Metro,10
Isle of Wight,VA,"Isle of Wight, VA",49460,Micro,20
James City,VA,"James City, VA",49470,Metro,10
King and Queen,VA,"King and Queen, VA",49480,Rural,30
King George,VA,"King George, VA",49490,Micro,20
King William,VA,"King William, VA",49500,Micro,20
Lancaster,VA,"Lancaster, VA",49510,Micro,20
Lee,VA,"Lee, VA",49520,Micro,20
Lexington City,VA,"Lexington city, VA",49522,Rural,30
Loudoun,VA,"Loudoun, VA",49530,Metro,10
Louisa,VA,"Louisa, VA",49540,Micro,20
Lunenburg,VA,"Lunenburg, VA",49550,Rural,30
Lynchburg City,VA,"Lynchburg city, VA",49551,Metro,10
Madison,VA,"Madison, VA",49560,Rural,30
Martinsville City,VA,"Martinsville city, VA",49561,Metro,10
Manassas City,VA,"Manassas city, VA",49563,Metro,10
Manassas Park City,VA,"Manassas Park city, VA",49565,Large Metro,5
Mathews,VA,"Mathews, VA",49570,Rural,30
Mecklenburg,VA,"Mecklenburg, VA",49580,Rural,30
Middlesex,VA,"Middlesex, VA",49590,Micro,20
Montgomery,VA,"Montgomery, VA",49600,Metro,10
Nelson,VA,"Nelson, VA",49620,Rural,30
New Kent,VA,"New Kent, VA",49621,Micro,20
Newport News City,VA,"Newport News city, VA",49622,Metro,10
Norfolk City,VA,"Norfolk city, VA",49641,Metro,10
Northampton,VA,"Northampton, VA",49650,Micro,20
Northumberland,VA,"Northumberland, VA",49660,Micro,20
Norton City,VA,"Norton city, VA",49661,Micro,20
Nottoway,VA,"Nottoway, VA",49670,Rural,30
Orange,VA,"Orange, VA",49680,Micro,20
Page,VA,"Page, VA",49690,Micro,20
Patrick,VA,"Patrick, VA",49700,Rural,30
Petersburg City,VA,"Petersburg city, VA",49701,Metro,10
Pittsylvania,VA,"Pittsylvania, VA",49710,Micro,20
Portsmouth City,VA,"Portsmouth city, VA",49711,Metro,10
Poquoson City,VA,"Poquoson city, VA",49712,Micro,20
Powhatan,VA,"Powhatan, VA",49720,Micro,20
Prince Edward,VA,"Prince Edward, VA",49730,Micro,20
Prince George,VA,"Prince George, VA",49740,Micro,20
Prince William,VA,"Prince William, VA",49750,Metro,10
Pulaski,VA,"Pulaski, VA",49770,Micro,20
Radford City,VA,"Radford city, VA",49771,Metro,10
Rappahannock,VA,"Rappahannock, VA",49780,Rural,30
Richmond,VA,"Richmond, VA",49790,Rural,30
Richmond City,VA,"Richmond city, VA",49791,Metro,10
Roanoke,VA,"Roanoke, VA",49800,Metro,10
Roanoke City,VA,"Roanoke city, VA",49801,Metro,10
Rockbridge,VA,"Rockbridge, VA",49810,Rural,30
Rockingham,VA,"Rockingham, VA",49820,Micro,20
Russell,VA,"Russell, VA",49830,Micro,20
Salem City,VA,"Salem city, VA",49838,Metro,10
Scott,VA,"Scott, VA",49840,Rural,30
Shenandoah,VA,"Shenandoah, VA",49850,Micro,20
Smyth,VA,"Smyth, VA",49860,Micro,20
Southampton,VA,"Southampton, VA",49870,Rural,30
Spotsylvania,VA,"Spotsylvania, VA",49880,Metro,10
Stafford,VA,"Stafford, VA",49890,Metro,10
Staunton City,VA,"Staunton city, VA",49891,Metro,10
Suffolk City,VA,"Suffolk city, VA",49892,Metro,10
Surry,VA,"Surry, VA",49900,Rural,30
Sussex,VA,"Sussex, VA",49910,Rural,30
Tazewell,VA,"Tazewell, VA",49920,Micro,20
Virginia Beach City,VA,"Virginia Beach city, VA",49921,Metro,10
Warren,VA,"Warren, VA",49930,Micro,20
Washington,VA,"Washington, VA",49950,Micro,20
Waynesboro City,VA,"Waynesboro city, VA",49951,Metro,10
Westmoreland,VA,"Westmoreland, VA",49960,Micro,20
Williamsburg City,VA,"Williamsburg city, VA",49961,Metro,10
Winchester City,VA,"Winchester city, VA",49962,Metro,10
Wise,VA,"Wise, VA",49970,Micro,20
Wythe,VA,"Wythe, VA",49980,Micro,20
York,VA,"York, VA",49981,Metro,10
Adams,WA,"Adams, WA",50000,Rural,30
Asotin,WA,"Asotin, WA",50010,Rural,30
Benton,WA,"Benton, WA",50020,Metro,10
Chelan,WA,"Chelan, WA",50030,Micro,20
Clallam,WA,"Clallam, WA",50040,Micro,20
Clark,WA,"Clark, WA",50050,Metro,10
Columbia,WA,"Columbia, WA",50060,CEAC,60
Cowlitz,WA,"Cowlitz, WA",50070,Micro,20
Douglas,WA,"Douglas, WA",50080,Rural,30
Ferry,WA,"Ferry, WA",50090,CEAC,60
Franklin,WA,"Franklin, WA",50100,Micro,20
Garfield,WA,"Garfield, WA",50110,CEAC,60
Grant,WA,"Grant, WA",50120,Micro,20
Grays Harbor,WA,"Grays Harbor, WA",50130,Micro,20
Island,WA,"Island, WA",50140,Metro,10
Jefferson,WA,"Jefferson, WA",50150,Rural,30
King,WA,"King, WA",50160,Large Metro,5
Kitsap,WA,"Kitsap, WA",50170,Metro,10
Kittitas,WA,"Kittitas, WA",50180,Rural,30
Klickitat,WA,"Klickitat, WA",50190,Rural,30
Lewis,WA,"Lewis, WA",50200,Micro,20
Lincoln,WA,"Lincoln, WA",50210,CEAC,60
Mason,WA,"Mason, WA",50220,Micro,20
Okanogan,WA,"Okanogan, WA",50230,CEAC,60
Pacific,WA,"Pacific, WA",50240,Rural,30
Pend Oreille,WA,"Pend Oreille, WA",50250,CEAC,60
Pierce,WA,"Pierce, WA",50260,Metro,10
San Juan,WA,"San Juan, WA",50270,Micro,20
Skagit,WA,"Skagit, WA",50280,Micro,20
Skamania,WA,"Skamania, WA",50290,CEAC,60
Snohomish,WA,"Snohomish, WA",50300,Metro,10
Spokane,WA,"Spokane, WA",50310,Metro,10
Stevens,WA,"Stevens, WA",50320,Rural,30
Thurston,WA,"Thurston, WA",50330,Metro,10
Wahkiakum,WA,"Wahkiakum, WA",50340,Rural,30
Walla Walla,WA,"Walla Walla, WA",50350,Micro,20
Whatcom,WA,"Whatcom, WA",50360,Metro,10
Whitman,WA,"Whitman, WA",50370,Rural,30
Yakima,WA,"Yakima, WA",50380,Metro,10
Barbour,WV,"Barbour, WV",51000,Rural,30
Berkeley,WV,"Berkeley, WV",51010,Metro,10
Boone,WV,"Boone, WV",51020,Rural,30
Braxton,WV,"Braxton, WV",51030,Rural,30
Brooke,WV,"Brooke, WV",51040,Micro,20
Cabell,WV,"Cabell, WV",51050,Metro,10
Calhoun,WV,"Calhoun, WV",51060,Rural,30
Clay,WV,"Clay, WV",51070,Rural,30
Doddridge,WV,"Doddridge, WV",51080,Rural,30
Fayette,WV,"Fayette, WV",51090,Micro,20
Gilmer,WV,"Gilmer, WV",51100,Rural,30
Grant,WV,"Grant, WV",51110,Rural,30
Greenbrier,WV,"Greenbrier, WV",51120,Rural,30
Hampshire,WV,"Hampshire, WV",51130,Rural,30
Hancock,WV,"Hancock, WV",51140,Micro,20
Hardy,WV,"Hardy, WV",51150,Rural,30
Harrison,WV,"Harrison, WV",51160,Metro,10
Jackson,WV,"Jackson, WV",51170,Micro,20
Jefferson,WV,"Jefferson, WV",51180,Metro,10
Kanawha,WV,"Kanawha, WV",51190,Metro,10
Lewis,WV,"Lewis, WV",51200,Rural,30
Lincoln,WV,"Lincoln, WV",51210,Rural,30
Logan,WV,"Logan, WV",51220,Micro,20
McDowell,WV,"McDowell, WV",51230,Rural,30
Marion,WV,"Marion, WV",51240,Metro,10
Marshall,WV,"Marshall, WV",51250,Micro,20
Mason,WV,"Mason, WV",51260,Micro,20
Mercer,WV,"Mercer, WV",51270,Metro,10
Mineral,WV,"Mineral, WV",51280,Micro,20
Mingo,WV,"Mingo, WV",51290,Micro,20
Monongalia,WV,"Monongalia, WV",51300,Metro,10
Monroe,WV,"Monroe, WV",51310,Rural,30
Morgan,WV,"Morgan, WV",51320,Micro,20
Nicholas,WV,"Nicholas, WV",51330,Rural,30
Ohio,WV,"Ohio, WV",51340,Micro,20
Pendleton,WV,"Pendleton, WV",51350,Rural,30
Pleasants,WV,"Pleasants, WV",51360,Rural,30
Pocahontas,WV,"Pocahontas, WV",51370,CEAC,60
Preston,WV,"Preston, WV",51380,Micro,20
Putnam,WV,"Putnam, WV",51390,Metro,10
Raleigh,WV,"Raleigh, WV",51400,Metro,10
Randolph,WV,"Randolph, WV",51410,Rural,30
Ritchie,WV,"Ritchie, WV",51420,Rural,30
Roane,WV,"Roane, WV",51430,Rural,30
Summers,WV,"Summers, WV",51440,Rural,30
Taylor,WV,"Taylor, WV",51450,Micro,20
Tucker,WV,"Tucker, WV",51460,Rural,30
Tyler,WV,"Tyler, WV",51470,Rural,30
Upshur,WV,"Upshur, WV",51480,Micro,20
Wayne,WV,"Wayne, WV",51490,Micro,20
Webster,WV,"Webster, WV",51500,Rural,30
Wetzel,WV,"Wetzel, WV",51510,Rural,30
Wirt,WV,"Wirt, WV",51520,Rural,30
Wood,WV,"Wood, WV",51530,Metro,10
Wyoming,WV,"Wyoming, WV",51540,Rural,30
Adams,WI,"Adams, WI",52000,Rural,30
Ashland,WI,"Ashland, WI",52010,Rural,30
Barron,WI,"Barron, WI",52020,Micro,20
Bayfield,WI,"Bayfield, WI",52030,Rural,30
Brown,WI,"Brown, WI",52040,Metro,10
Buffalo,WI,"Buffalo, WI",52050,Rural,30
Burnett,WI,"Burnett, WI",52060,Rural,30
Calumet,WI,"Calumet, WI",52070,Micro,20
Chippewa,WI,"Chippewa, WI",52080,Micro,20
Clark,WI,"Clark, WI",52090,Rural,30
Columbia,WI,"Columbia, WI",52100,Micro,20
Crawford,WI,"Crawford, WI",52110,Rural,30
