"GEOID","NAME","total_pop","total_black"
"01060","ZCTA5 01060",14975,276
"01062","ZCTA5 01062",9835,200
"01063","ZCTA5 01063",2532,135
"01066","ZCTA5 01066",51,0
"01068","ZCTA5 01068",1621,20
"01069","ZCTA5 01069",8870,316
"01070","ZCTA5 01070",621,1
"01071","ZCTA5 01071",1280,36
"01072","ZCTA5 01072",1374,12
"01073","ZCTA5 01073",6158,49
"01074","ZCTA5 01074",584,0
"01075","ZCTA5 01075",18051,280
"01077","ZCTA5 01077",9292,1
"01079","ZCTA5 01079",521,0
"01080","ZCTA5 01080",2276,14
"01081","ZCTA5 01081",1748,9
"01082","ZCTA5 01082",10441,160
"01083","ZCTA5 01083",2701,25
"01084","ZCTA5 01084",101,0
"01085","ZCTA5 01085",41715,728
"01088","ZCTA5 01088",663,0
"01089","ZCTA5 01089",28814,1092
"01092","ZCTA5 01092",1248,31
"01093","ZCTA5 01093",157,0
"01094","ZCTA5 01094",70,0
"01095","ZCTA5 01095",14737,461
"01096","ZCTA5 01096",2413,0
"01097","ZCTA5 01097",64,0
"01098","ZCTA5 01098",1042,0
"01103","ZCTA5 01103",2168,511
"01104","ZCTA5 01104",23226,3157
"01105","ZCTA5 01105",12527,2093
"01106","ZCTA5 01106",16150,242
"01107","ZCTA5 01107",12387,1577
"01108","ZCTA5 01108",26257,5311
"01109","ZCTA5 01109",31242,11059
"01118","ZCTA5 01118",15073,2602
"01119","ZCTA5 01119",13803,2893
"01128","ZCTA5 01128",3232,233
"01129","ZCTA5 01129",5916,892
"01144","ZCTA5 01144",0,0
"01151","ZCTA5 01151",9640,2001
"01201","ZCTA5 01201",45372,2301
"01220","ZCTA5 01220",8161,66
"01222","ZCTA5 01222",754,0
"01223","ZCTA5 01223",2658,21
"01224","ZCTA5 01224",186,0
"01225","ZCTA5 01225",3243,37
"01226","ZCTA5 01226",6356,42
"01229","ZCTA5 01229",142,0
"01230","ZCTA5 01230",9139,139
"01235","ZCTA5 01235",2610,14
"01236","ZCTA5 01236",1632,14
"01237","ZCTA5 01237",2332,2
"01238","ZCTA5 01238",5626,17
"01240","ZCTA5 01240",4926,105
"01242","ZCTA5 01242",279,0
"01243","ZCTA5 01243",163,0
"01244","ZCTA5 01244",164,0
"01245","ZCTA5 01245",771,0
"01247","ZCTA5 01247",15405,258
"01253","ZCTA5 01253",879,0
"01254","ZCTA5 01254",995,51
"01255","ZCTA5 01255",865,14
"01256","ZCTA5 01256",708,26
"01257","ZCTA5 01257",2034,1
"01258","ZCTA5 01258",161,0
"01259","ZCTA5 01259",720,35
"01260","ZCTA5 01260",331,0
"01262","ZCTA5 01262",1627,68
"01264","ZCTA5 01264",252,5
"01266","ZCTA5 01266",920,54
"01267","ZCTA5 01267",8166,267
"01270","ZCTA5 01270",949,0
"01301","ZCTA5 01301",17901,492
"01330","ZCTA5 01330",1542,0
"01331","ZCTA5 01331",13870,136
"01337","ZCTA5 01337",2492,0
"01338","ZCTA5 01338",97,0
"01339","ZCTA5 01339",1493,0
"01340","ZCTA5 01340",1818,15
"01341","ZCTA5 01341",1658,0
"01342","ZCTA5 01342",1135,26
"01343","ZCTA5 01343",152,0
"01344","ZCTA5 01344",1697,30
"01346","ZCTA5 01346",407,0
"01347","ZCTA5 01347",207,0
"01349","ZCTA5 01349",715,0
"01350","ZCTA5 01350",114,0
"01351","ZCTA5 01351",2725,33
"01354","ZCTA5 01354",1708,35
"01355","ZCTA5 01355",1010,0
"01360","ZCTA5 01360",2899,2
"01364","ZCTA5 01364",7684,73
"01366","ZCTA5 01366",1141,5
"01367","ZCTA5 01367",473,9
"01368","ZCTA5 01368",1461,0
"01370","ZCTA5 01370",3690,13
"01373","ZCTA5 01373",5076,0
"01375","ZCTA5 01375",3667,28
"01376","ZCTA5 01376",4968,7
"01378","ZCTA5 01378",762,0
"01379","ZCTA5 01379",819,73
"01380","ZCTA5 01380",47,0
"01420","ZCTA5 01420",41766,2705
"01430","ZCTA5 01430",6316,76
"01431","ZCTA5 01431",3189,8
"01432","ZCTA5 01432",7912,208
"01434","ZCTA5 01434",2245,555
"01436","ZCTA5 01436",3673,8
"01438","ZCTA5 01438",365,3
"01440","ZCTA5 01440",21310,537
"01450","ZCTA5 01450",11218,63
"01451","ZCTA5 01451",5068,0
"01452","ZCTA5 01452",4338,96
"01453","ZCTA5 01453",43478,2873
"01460","ZCTA5 01460",10063,15
"01462","ZCTA5 01462",11657,139
"01463","ZCTA5 01463",11707,125
"01464","ZCTA5 01464",7400,582
"01468","ZCTA5 01468",4058,0
"01469","ZCTA5 01469",7479,151
"01473","ZCTA5 01473",8148,0
"01474","ZCTA5 01474",1665,0
"01475","ZCTA5 01475",10292,88
"01501","ZCTA5 01501",16684,80
"01503","ZCTA5 01503",3326,35
"01504","ZCTA5 01504",9188,437
"01505","ZCTA5 01505",4810,0
"01506","ZCTA5 01506",3435,9
"01507","ZCTA5 01507",13312,97
"01510","ZCTA5 01510",15221,323
"01515","ZCTA5 01515",2040,26
"01516","ZCTA5 01516",9186,28
"01518","ZCTA5 01518",3299,30
"01519","ZCTA5 01519",7626,163
"01520","ZCTA5 01520",16752,533
"01521","ZCTA5 01521",2591,14
"01522","ZCTA5 01522",2907,50
"01523","ZCTA5 01523",8359,456
"01524","ZCTA5 01524",6296,262
"01525","ZCTA5 01525",31,0
"01527","ZCTA5 01527",13827,192
"01529","ZCTA5 01529",3166,25
"01531","ZCTA5 01531",1052,15
"01532","ZCTA5 01532",15605,603
"01534","ZCTA5 01534",6169,243
"01535","ZCTA5 01535",4757,62
"01536","ZCTA5 01536",7141,230
"01537","ZCTA5 01537",1775,76
"01540","ZCTA5 01540",11529,139
"01541","ZCTA5 01541",3502,18
"01542","ZCTA5 01542",2667,127
"01543","ZCTA5 01543",8988,46
"01545","ZCTA5 01545",38291,867
"01550","ZCTA5 01550",17643,781
"01560","ZCTA5 01560",4773,80
"01561","ZCTA5 01561",69,0
"01562","ZCTA5 01562",11963,171
"01564","ZCTA5 01564",8015,96
"01566","ZCTA5 01566",6507,63
"01568","ZCTA5 01568",7826,472
"01569","ZCTA5 01569",13948,101
"01570","ZCTA5 01570",17664,888
"01571","ZCTA5 01571",11890,386
"01581","ZCTA5 01581",21213,747
"01583","ZCTA5 01583",7607,284
"01585","ZCTA5 01585",4864,0
"01588","ZCTA5 01588",10206,16
"01590","ZCTA5 01590",9219,140
"01602","ZCTA5 01602",26711,2318
"01603","ZCTA5 01603",20184,2324
"01604","ZCTA5 01604",40961,5905
"01605","ZCTA5 01605",30353,4897
"01606","ZCTA5 01606",22883,2851
"01607","ZCTA5 01607",8836,1798
"01608","ZCTA5 01608",4782,497
"01609","ZCTA5 01609",23509,1856
"01610","ZCTA5 01610",26057,3447
"01611","ZCTA5 01611",2209,47
"01612","ZCTA5 01612",5005,388
"01701","ZCTA5 01701",33319,1506
"01702","ZCTA5 01702",38842,3177
"01718","ZCTA5 01718",767,0
"01719","ZCTA5 01719",5471,366
"01720","ZCTA5 01720",23107,993
"01721","ZCTA5 01721",18646,897
"01730","ZCTA5 01730",14233,436
"01731","ZCTA5 01731",1917,119
"01740","ZCTA5 01740",5606,11
"01741","ZCTA5 01741",5215,0
"01742","ZCTA5 01742",18393,774
"01745","ZCTA5 01745",538,0
"01746","ZCTA5 01746",14386,173
"01747","ZCTA5 01747",6012,35
"01748","ZCTA5 01748",18501,345
"01749","ZCTA5 01749",20032,100
"01752","ZCTA5 01752",41505,1424
"01754","ZCTA5 01754",10702,119
"01756","ZCTA5 01756",6212,33
"01757","ZCTA5 01757",30294,1041
"01760","ZCTA5 01760",36354,774
"01770","ZCTA5 01770",4406,16
"01772","ZCTA5 01772",9842,68
"01773","ZCTA5 01773",5155,12
"01775","ZCTA5 01775",7130,188
"01776","ZCTA5 01776",18912,272
"01778","ZCTA5 01778",14060,123
"01801","ZCTA5 01801",40967,1967
"01803","ZCTA5 01803",26234,560
"01810","ZCTA5 01810",35600,664
"01821","ZCTA5 01821",31499,1740
"01824","ZCTA5 01824",26574,197
"01826","ZCTA5 01826",32313,895
"01827","ZCTA5 01827",3369,0
"01830","ZCTA5 01830",27403,1253
"01832","ZCTA5 01832",25526,506
"01833","ZCTA5 01833",8384,23
"01834","ZCTA5 01834",6739,0
"01835","ZCTA5 01835",14164,752
"01840","ZCTA5 01840",6814,244
"01841","ZCTA5 01841",53180,3040
"01843","ZCTA5 01843",27804,1330
"01844","ZCTA5 01844",52502,3405
"01845","ZCTA5 01845",31394,699
"01850","ZCTA5 01850",16438,2558
"01851","ZCTA5 01851",32469,2475
"01852","ZCTA5 01852",36740,2778
"01854","ZCTA5 01854",29157,2514
"01860","ZCTA5 01860",6698,0
"01862","ZCTA5 01862",10719,882
"01863","ZCTA5 01863",9697,280
"01864","ZCTA5 01864",15549,203
"01867","ZCTA5 01867",25511,180
"01876","ZCTA5 01876",30930,1071
"01879","ZCTA5 01879",12454,210
"01880","ZCTA5 01880",27179,316
"01886","ZCTA5 01886",24535,154
"01887","ZCTA5 01887",23311,497
"01890","ZCTA5 01890",22875,408
"01901","ZCTA5 01901",2291,727
"01902","ZCTA5 01902",51008,8134
"01904","ZCTA5 01904",19912,1075
"01905","ZCTA5 01905",26962,4648
"01906","ZCTA5 01906",28521,993
"01907","ZCTA5 01907",15183,262
"01908","ZCTA5 01908",3354,51
"01913","ZCTA5 01913",17286,72
"01915","ZCTA5 01915",41545,1129
"01921","ZCTA5 01921",8265,0
"01922","ZCTA5 01922",3929,0
"01923","ZCTA5 01923",27789,721
"01929","ZCTA5 01929",3650,0
"01930","ZCTA5 01930",29814,631
"01937","ZCTA5 01937",177,0
"01938","ZCTA5 01938",13740,176
"01940","ZCTA5 01940",13023,276
"01944","ZCTA5 01944",5382,0
"01945","ZCTA5 01945",20397,84
"01949","ZCTA5 01949",9726,191
"01950","ZCTA5 01950",18282,74
"01951","ZCTA5 01951",2816,0
"01952","ZCTA5 01952",9152,97
"01960","ZCTA5 01960",54051,1841
"01965","ZCTA5 01965",903,0
"01966","ZCTA5 01966",7014,21
"01969","ZCTA5 01969",6135,60
"01970","ZCTA5 01970",44372,2253
"01982","ZCTA5 01982",7641,57
"01983","ZCTA5 01983",6530,106
"01984","ZCTA5 01984",5006,134
"01985","ZCTA5 01985",4500,0
"02019","ZCTA5 02019",16934,327
"02021","ZCTA5 02021",24122,2215
"02025","ZCTA5 02025",8295,86
"02026","ZCTA5 02026",25308,1919
"02030","ZCTA5 02030",5894,0
"02032","ZCTA5 02032",4878,152
"02035","ZCTA5 02035",18431,1032
"02038","ZCTA5 02038",33057,560
"02043","ZCTA5 02043",24061,160
"02045","ZCTA5 02045",10120,35
"02047","ZCTA5 02047",187,0
"02048","ZCTA5 02048",23768,498
"02050","ZCTA5 02050",25841,202
"02052","ZCTA5 02052",12775,31
"02053","ZCTA5 02053",13610,167
"02054","ZCTA5 02054",8481,145
"02056","ZCTA5 02056",11531,934
"02061","ZCTA5 02061",11258,23
"02062","ZCTA5 02062",31256,2465
"02066","ZCTA5 02066",18781,65
"02067","ZCTA5 02067",18477,318
"02071","ZCTA5 02071",1248,0
"02072","ZCTA5 02072",29028,4904
"02081","ZCTA5 02081",20287,579
"02090","ZCTA5 02090",16066,471
"02093","ZCTA5 02093",12077,278
"02108","ZCTA5 02108",4225,229
"02109","ZCTA5 02109",3627,37
"02110","ZCTA5 02110",2307,51
"02111","ZCTA5 02111",7841,167
"02113","ZCTA5 02113",6726,239
"02114","ZCTA5 02114",13401,554
"02115","ZCTA5 02115",28559,2272
"02116","ZCTA5 02116",22587,1091
"02118","ZCTA5 02118",27718,4819
"02119","ZCTA5 02119",28307,14378
"02120","ZCTA5 02120",15082,3257
"02121","ZCTA5 02121",29888,17298
"02122","ZCTA5 02122",23747,6801
"02124","ZCTA5 02124",56070,29937
"02125","ZCTA5 02125",32614,10657
"02126","ZCTA5 02126",25572,19990
"02127","ZCTA5 02127",35266,1759
"02128","ZCTA5 02128",45501,1341
"02129","ZCTA5 02129",20411,1577
"02130","ZCTA5 02130",41112,5780
"02131","ZCTA5 02131",32609,8146
"02132","ZCTA5 02132",26437,1500
"02133","ZCTA5 02133",0,0
"02134","ZCTA5 02134",18437,1263
"02135","ZCTA5 02135",45024,2665
"02136","ZCTA5 02136",40947,19934
"02138","ZCTA5 02138",39370,2339
"02139","ZCTA5 02139",39707,5497
"02140","ZCTA5 02140",20060,3173
"02141","ZCTA5 02141",13953,1231
"02142","ZCTA5 02142",4172,351
"02143","ZCTA5 02143",25264,1101
"02144","ZCTA5 02144",25367,1038
"02145","ZCTA5 02145",27359,1593
"02148","ZCTA5 02148",65386,10203
"02149","ZCTA5 02149",48584,6561
"02150","ZCTA5 02150",40009,3216
"02151","ZCTA5 02151",60736,2453
"02152","ZCTA5 02152",19088,790
"02155","ZCTA5 02155",62996,5260
"02163","ZCTA5 02163",2198,219
"02169","ZCTA5 02169",60459,4654
"02170","ZCTA5 02170",20130,835
"02171","ZCTA5 02171",19923,682
"02176","ZCTA5 02176",29401,1001
"02180","ZCTA5 02180",23077,538
"02184","ZCTA5 02184",38712,1262
"02186","ZCTA5 02186",28414,4750
"02188","ZCTA5 02188",16169,1241
"02189","ZCTA5 02189",15265,1194
"02190","ZCTA5 02190",17927,107
"02191","ZCTA5 02191",7856,104
"02199","ZCTA5 02199",1232,0
"02203","ZCTA5 02203",0,0
"02205","ZCTA5 02205",0,0
"02210","ZCTA5 02210",4830,148
"02215","ZCTA5 02215",25856,1620
"02301","ZCTA5 02301",68571,29618
"02302","ZCTA5 02302",35645,13083
"02322","ZCTA5 02322",4740,873
"02324","ZCTA5 02324",25245,1180
"02325","ZCTA5 02325",3082,465
"02330","ZCTA5 02330",11641,33
"02332","ZCTA5 02332",16004,63
"02333","ZCTA5 02333",14403,438
"02338","ZCTA5 02338",7737,63
"02339","ZCTA5 02339",14742,65
"02341","ZCTA5 02341",10419,29
"02343","ZCTA5 02343",11309,1301
"02346","ZCTA5 02346",24219,307
"02347","ZCTA5 02347",11514,207
"02350","ZCTA5 02350",182,0
"02351","ZCTA5 02351",16974,268
"02356","ZCTA5 02356",11943,654
"02357","ZCTA5 02357",1582,83
"02359","ZCTA5 02359",18329,37
"02360","ZCTA5 02360",60793,847
"02364","ZCTA5 02364",13618,67
"02366","ZCTA5 02366",194,20
"02367","ZCTA5 02367",2934,78
"02368","ZCTA5 02368",34696,14698
"02370","ZCTA5 02370",17774,526
"02375","ZCTA5 02375",11437,539
"02379","ZCTA5 02379",7622,115
"02382","ZCTA5 02382",15116,267
"02420","ZCTA5 02420",15451,174
"02421","ZCTA5 02421",18784,222
"02445","ZCTA5 02445",21485,494
"02446","ZCTA5 02446",31764,938
"02451","ZCTA5 02451",17965,1021
"02452","ZCTA5 02452",16193,1758
"02453","ZCTA5 02453",30441,1586
"02457","ZCTA5 02457",1848,125
"02458","ZCTA5 02458",12428,395
"02459","ZCTA5 02459",19081,560
"02460","ZCTA5 02460",9638,467
"02461","ZCTA5 02461",6899,90
"02462","ZCTA5 02462",1381,20
"02464","ZCTA5 02464",3595,106
"02465","ZCTA5 02465",11574,243
"02466","ZCTA5 02466",9109,252
"02467","ZCTA5 02467",23328,662
"02468","ZCTA5 02468",5305,56
"02472","ZCTA5 02472",35229,1304
"02474","ZCTA5 02474",28028,730
"02476","ZCTA5 02476",18017,811
"02478","ZCTA5 02478",27016,278
"02481","ZCTA5 02481",16997,573
"02482","ZCTA5 02482",10520,151
"02492","ZCTA5 02492",20927,489
"02493","ZCTA5 02493",11806,374
"02494","ZCTA5 02494",10881,236
"02532","ZCTA5 02532",12715,136
"02534","ZCTA5 02534",1127,11
"02535","ZCTA5 02535",2151,33
"02536","ZCTA5 02536",20261,269
"02537","ZCTA5 02537",7124,288
"02538","ZCTA5 02538",4663,0
"02539","ZCTA5 02539",5084,335
"02540","ZCTA5 02540",8888,121
"02542","ZCTA5 02542",847,36
"02543","ZCTA5 02543",924,0
"02553","ZCTA5 02553",30,0
"02554","ZCTA5 02554",13585,1818
"02556","ZCTA5 02556",2457,37
"02557","ZCTA5 02557",1762,236
"02558","ZCTA5 02558",1779,119
"02559","ZCTA5 02559",3307,12
"02561","ZCTA5 02561",1025,82
"02562","ZCTA5 02562",3204,0
"02563","ZCTA5 02563",9514,15
"02564","ZCTA5 02564",180,42
"02568","ZCTA5 02568",8810,325
"02571","ZCTA5 02571",10738,263
"02575","ZCTA5 02575",2432,0
"02576","ZCTA5 02576",3985,143
"02584","ZCTA5 02584",30,0
"02601","ZCTA5 02601",17175,1998
"02630","ZCTA5 02630",1953,4
"02631","ZCTA5 02631",10109,17
"02632","ZCTA5 02632",12038,253
"02633","ZCTA5 02633",4649,64
"02635","ZCTA5 02635",2902,183
"02637","ZCTA5 02637",292,0
"02638","ZCTA5 02638",3180,36
"02639","ZCTA5 02639",3439,269
"02641","ZCTA5 02641",178,0
"02642","ZCTA5 02642",5674,161
"02643","ZCTA5 02643",0,0
"02644","ZCTA5 02644",3713,0
"02645","ZCTA5 02645",10845,188
"02646","ZCTA5 02646",1801,22
"02647","ZCTA5 02647",166,0
"02648","ZCTA5 02648",7283,199
"02649","ZCTA5 02649",14996,442
"02650","ZCTA5 02650",764,5
"02652","ZCTA5 02652",990,0
"02653","ZCTA5 02653",6276,13
"02655","ZCTA5 02655",3341,63
"02657","ZCTA5 02657",3582,17
"02659","ZCTA5 02659",1141,26
"02660","ZCTA5 02660",6480,98
"02663","ZCTA5 02663",398,0
"02664","ZCTA5 02664",9010,111
"02666","ZCTA5 02666",585,0
"02667","ZCTA5 02667",3907,30
"02668","ZCTA5 02668",2604,61
"02670","ZCTA5 02670",1373,12
"02671","ZCTA5 02671",870,14
"02672","ZCTA5 02672",153,0
"02673","ZCTA5 02673",9351,1355
"02675","ZCTA5 02675",7178,6
"02702","ZCTA5 02702",4383,1
"02703","ZCTA5 02703",46126,1687
"02713","ZCTA5 02713",34,0
"02715","ZCTA5 02715",3531,4
"02717","ZCTA5 02717",4782,77
"02718","ZCTA5 02718",6867,437
"02719","ZCTA5 02719",15911,96
"02720","ZCTA5 02720",31210,1863
"02721","ZCTA5 02721",26981,2044
"02723","ZCTA5 02723",16577,1227
"02724","ZCTA5 02724",18127,1196
"02725","ZCTA5 02725",2490,40
"02726","ZCTA5 02726",15781,8
"02738","ZCTA5 02738",5378,71
"02739","ZCTA5 02739",6478,0
"02740","ZCTA5 02740",45990,3770
"02743","ZCTA5 02743",10443,28
"02744","ZCTA5 02744",12614,756
"02745","ZCTA5 02745",24884,592
"02746","ZCTA5 02746",16675,1004
"02747","ZCTA5 02747",22872,902
"02748","ZCTA5 02748",11496,85
"02760","ZCTA5 02760",28837,372
"02762","ZCTA5 02762",9760,256
"02763","ZCTA5 02763",1720,0
"02764","ZCTA5 02764",4472,27
"02766","ZCTA5 02766",19270,646
"02767","ZCTA5 02767",15255,948
"02769","ZCTA5 02769",12434,11
"02770","ZCTA5 02770",5702,12
"02771","ZCTA5 02771",15339,168
"02777","ZCTA5 02777",17020,116
"02779","ZCTA5 02779",6724,20
"02780","ZCTA5 02780",51911,3634
"02790","ZCTA5 02790",16237,8
"02791","ZCTA5 02791",361,0
"02802","ZCTA5 02802",501,0
"02804","ZCTA5 02804",2456,0
"02806","ZCTA5 02806",17201,53
"02807","ZCTA5 02807",1007,7
"02808","ZCTA5 02808",2432,0
"02809","ZCTA5 02809",22305,306
"02812","ZCTA5 02812",1043,0
"02813","ZCTA5 02813",8012,2
"02814","ZCTA5 02814",7638,0
"02815","ZCTA5 02815",155,0
"02816","ZCTA5 02816",32348,54
"02817","ZCTA5 02817",6500,152
"02818","ZCTA5 02818",19814,167
"02822","ZCTA5 02822",6155,44
"02823","ZCTA5 02823",25,0
"02824","ZCTA5 02824",140,0
"02825","ZCTA5 02825",5771,19
"02826","ZCTA5 02826",589,0
"02827","ZCTA5 02827",2357,13
"02828","ZCTA5 02828",7331,10
"02829","ZCTA5 02829",152,0
"02830","ZCTA5 02830",6377,2
"02831","ZCTA5 02831",4201,0
"02832","ZCTA5 02832",4901,59
"02833","ZCTA5 02833",782,0
"02835","ZCTA5 02835",5531,3
"02836","ZCTA5 02836",95,0
"02837","ZCTA5 02837",3600,27
"02838","ZCTA5 02838",3645,87
"02839","ZCTA5 02839",1313,0
"02840","ZCTA5 02840",23460,1767
"02841","ZCTA5 02841",1862,150
"02842","ZCTA5 02842",16983,1294
"02852","ZCTA5 02852",22979,141
"02857","ZCTA5 02857",7992,0
"02858","ZCTA5 02858",622,0
"02859","ZCTA5 02859",7401,19
"02860","ZCTA5 02860",48092,10254
"02861","ZCTA5 02861",27128,3009
"02863","ZCTA5 02863",22192,1525
"02864","ZCTA5 02864",36053,847
"02865","ZCTA5 02865",18269,214
"02871","ZCTA5 02871",17674,258
"02872","ZCTA5 02872",128,0
"02873","ZCTA5 02873",72,0
"02874","ZCTA5 02874",6615,65
"02875","ZCTA5 02875",305,0
"02876","ZCTA5 02876",782,0
"02878","ZCTA5 02878",16287,138
"02879","ZCTA5 02879",22325,446
"02881","ZCTA5 02881",6844,342
"02882","ZCTA5 02882",13574,96
"02885","ZCTA5 02885",11166,230
"02886","ZCTA5 02886",29991,665
"02888","ZCTA5 02888",18398,960
"02889","ZCTA5 02889",28433,591
"02891","ZCTA5 02891",21998,208
"02892","ZCTA5 02892",6144,4
