"GEOID","NAME","total_pop","total_black"
"87034","ZCTA5 87034",1821,0
"87053","ZCTA5 87053",1405,0
"87110","ZCTA5 87110",38495,1049
"87535","ZCTA5 87535",1258,0
"87518","ZCTA5 87518",0,0
"87522","ZCTA5 87522",2715,0
"87524","ZCTA5 87524",92,0
"87537","ZCTA5 87537",2698,11
"87540","ZCTA5 87540",792,0
"87001","ZCTA5 87001",3639,0
"87011","ZCTA5 87011",48,0
"87018","ZCTA5 87018",589,0
"87023","ZCTA5 87023",529,40
"87027","ZCTA5 87027",341,12
"87044","ZCTA5 87044",255,0
"87049","ZCTA5 87049",1600,47
"87061","ZCTA5 87061",320,0
"87102","ZCTA5 87102",19191,659
"87106","ZCTA5 87106",26025,1119
"87113","ZCTA5 87113",15712,82
"87124","ZCTA5 87124",55173,1354
"87320","ZCTA5 87320",519,0
"87321","ZCTA5 87321",2431,0
"87401","ZCTA5 87401",46614,467
"87419","ZCTA5 87419",359,0
"87461","ZCTA5 87461",1384,0
"87510","ZCTA5 87510",987,0
"87519","ZCTA5 87519",467,0
"87528","ZCTA5 87528",3546,46
"89161","ZCTA5 89161",136,0
"89166","ZCTA5 89166",25245,3148
"89169","ZCTA5 89169",21822,3839
"89178","ZCTA5 89178",40808,3472
"89179","ZCTA5 89179",7449,288
"89183","ZCTA5 89183",42480,4741
"87017","ZCTA5 87017",322,0
"87041","ZCTA5 87041",874,0
"87056","ZCTA5 87056",1063,0
"87832","ZCTA5 87832",199,0
"87937","ZCTA5 87937",3404,8
"87943","ZCTA5 87943",172,0
"87059","ZCTA5 87059",10488,37
"87083","ZCTA5 87083",487,19
"87104","ZCTA5 87104",13534,171
"87105","ZCTA5 87105",58119,689
"87112","ZCTA5 87112",42256,1638
"87116","ZCTA5 87116",3919,209
"87120","ZCTA5 87120",63884,2523
"87013","ZCTA5 87013",5556,0
"87016","ZCTA5 87016",3184,22
"87022","ZCTA5 87022",778,0
"87024","ZCTA5 87024",2334,13
"87025","ZCTA5 87025",1242,0
"87038","ZCTA5 87038",710,0
"87048","ZCTA5 87048",9072,146
"87107","ZCTA5 87107",30831,348
"87108","ZCTA5 87108",37438,1760
"87114","ZCTA5 87114",68789,2609
"87315","ZCTA5 87315",190,0
"87410","ZCTA5 87410",16766,118
"87416","ZCTA5 87416",5111,61
"87521","ZCTA5 87521",723,0
"87529","ZCTA5 87529",5116,0
"87569","ZCTA5 87569",438,0
"87581","ZCTA5 87581",33,0
"88254","ZCTA5 88254",57,0
"88267","ZCTA5 88267",1138,21
"88321","ZCTA5 88321",117,0
"88011","ZCTA5 88011",30308,862
"88020","ZCTA5 88020",683,0
"88030","ZCTA5 88030",22882,381
"88047","ZCTA5 88047",2132,0
"88012","ZCTA5 88012",30500,432
"88029","ZCTA5 88029",1201,0
"88033","ZCTA5 88033",0,0
"88044","ZCTA5 88044",3299,0
"88112","ZCTA5 88112",231,0
"85004","ZCTA5 85004",7164,401
"85006","ZCTA5 85006",27206,1184
"85020","ZCTA5 85020",35361,1187
"85033","ZCTA5 85033",64832,3484
"85304","ZCTA5 85304",28113,1396
"85356","ZCTA5 85356",5191,1
"85363","ZCTA5 85363",6802,332
"85373","ZCTA5 85373",19360,582
"85381","ZCTA5 85381",24997,965
"85605","ZCTA5 85605",540,0
"85606","ZCTA5 85606",1067,0
"92587","ZCTA5 92587",17237,0
"92590","ZCTA5 92590",5154,92
"92620","ZCTA5 92620",52569,947
"92630","ZCTA5 92630",59403,1177
"92657","ZCTA5 92657",9802,19
"92660","ZCTA5 92660",35446,323
"93063","ZCTA5 93063",56458,588
"93205","ZCTA5 93205",2030,0
"93224","ZCTA5 93224",471,0
"93226","ZCTA5 93226",121,5
"93240","ZCTA5 93240",6327,59
"93251","ZCTA5 93251",202,1
"93265","ZCTA5 93265",3379,9
"93287","ZCTA5 93287",72,0
"93309","ZCTA5 93309",58538,6231
"93311","ZCTA5 93311",45481,2519
"93427","ZCTA5 93427",6200,44
"93446","ZCTA5 93446",44636,353
"93451","ZCTA5 93451",4477,9
"93254","ZCTA5 93254",786,6
"93285","ZCTA5 93285",2477,0
"93286","ZCTA5 93286",9906,40
"93312","ZCTA5 93312",61628,1963
"93109","ZCTA5 93109",10771,174
"93111","ZCTA5 93111",17329,120
"93201","ZCTA5 93201",1580,4
"93221","ZCTA5 93221",14129,187
"93230","ZCTA5 93230",67605,3289
"93401","ZCTA5 93401",28854,563
"93207","ZCTA5 93207",256,0
"93544","ZCTA5 93544",1164,150
"93727","ZCTA5 93727",84449,4733
"93204","ZCTA5 93204",12961,560
"93238","ZCTA5 93238",673,2
"93266","ZCTA5 93266",1337,0
"93428","ZCTA5 93428",5859,33
"93434","ZCTA5 93434",7451,44
"93440","ZCTA5 93440",1659,31
"93535","ZCTA5 93535",74264,14874
"93510","ZCTA5 93510",7644,83
"93513","ZCTA5 93513",1621,14
"93517","ZCTA5 93517",641,4
"93543","ZCTA5 93543",14392,640
"93555","ZCTA5 93555",33833,2034
"93604","ZCTA5 93604",541,0
"93614","ZCTA5 93614",11982,132
"93625","ZCTA5 93625",8059,65
"93630","ZCTA5 93630",20764,96
"93631","ZCTA5 93631",16282,95
"93637","ZCTA5 93637",41108,1458
"93641","ZCTA5 93641",223,4
"93643","ZCTA5 93643",2783,0
"93926","ZCTA5 93926",9171,31
"90242","ZCTA5 90242",42694,2392
"90620","ZCTA5 90620",46414,1083
"90623","ZCTA5 90623",15662,727
"90630","ZCTA5 90630",49205,1893
"90713","ZCTA5 90713",28202,1516
"90715","ZCTA5 90715",20256,1852
"92078","ZCTA5 92078",50510,1648
"92117","ZCTA5 92117",56983,1483
"92123","ZCTA5 92123",32473,2220
"92139","ZCTA5 92139",36105,4537
"92173","ZCTA5 92173",31000,320
"92223","ZCTA5 92223",55580,4596
"51466","ZCTA5 51466",1095,0
"51510","ZCTA5 51510",3796,43
"51521","ZCTA5 51521",1784,0
"51525","ZCTA5 51525",1115,0
"51527","ZCTA5 51527",480,0
"51532","ZCTA5 51532",733,0
"51542","ZCTA5 51542",1182,0
"51548","ZCTA5 51548",515,0
"51552","ZCTA5 51552",265,0
"51559","ZCTA5 51559",1765,8
"51560","ZCTA5 51560",2049,7
"51601","ZCTA5 51601",5684,73
"51646","ZCTA5 51646",860,0
"51010","ZCTA5 51010",367,0
"51534","ZCTA5 51534",9470,30
"51558","ZCTA5 51558",436,0
"51544","ZCTA5 51544",627,0
"51554","ZCTA5 51554",239,0
"51556","ZCTA5 51556",465,0
"51566","ZCTA5 51566",6380,0
"51570","ZCTA5 51570",948,0
"51004","ZCTA5 51004",963,0
"51526","ZCTA5 51526",1673,0
"51549","ZCTA5 51549",576,0
"51563","ZCTA5 51563",697,0
"51575","ZCTA5 51575",1521,0
"51576","ZCTA5 51576",1928,16
"51246","ZCTA5 51246",3649,7
"51247","ZCTA5 51247",4834,0
"51433","ZCTA5 51433",475,0
"51436","ZCTA5 51436",844,0
"51441","ZCTA5 51441",377,0
"51450","ZCTA5 51450",1486,7
"51453","ZCTA5 51453",627,0
"51455","ZCTA5 51455",2296,0
"51462","ZCTA5 51462",1058,0
"51503","ZCTA5 51503",36914,660
"51523","ZCTA5 51523",380,2
"51528","ZCTA5 51528",741,0
"51529","ZCTA5 51529",1884,24
"51535","ZCTA5 51535",1840,0
"51551","ZCTA5 51551",1610,12
"51238","ZCTA5 51238",1220,0
"51012","ZCTA5 51012",6317,94
"51024","ZCTA5 51024",1874,45
"51025","ZCTA5 51025",1924,41
"51035","ZCTA5 51035",1579,113
"51058","ZCTA5 51058",819,6
"51103","ZCTA5 51103",16938,913
"51108","ZCTA5 51108",5084,13
"51231","ZCTA5 51231",386,0
"51232","ZCTA5 51232",748,7
"51234","ZCTA5 51234",1288,2
"54747","ZCTA5 54747",2513,56
"54757","ZCTA5 54757",3542,16
"54771","ZCTA5 54771",4377,6
"54813","ZCTA5 54813",631,0
"54011","ZCTA5 54011",6915,23
"54013","ZCTA5 54013",3349,0
"89319","ZCTA5 89319",132,0
"89402","ZCTA5 89402",16,0
"89412","ZCTA5 89412",114,7
"89438","ZCTA5 89438",91,0
"89441","ZCTA5 89441",12435,328
"89446","ZCTA5 89446",0,0
"89450","ZCTA5 89450",60,0
"89460","ZCTA5 89460",13570,0
"89508","ZCTA5 89508",13206,182
"89519","ZCTA5 89519",8766,0
"89521","ZCTA5 89521",33381,276
"89702","ZCTA5 89702",0,0
"89003","ZCTA5 89003",820,29
"89042","ZCTA5 89042",1247,0
"94933","ZCTA5 94933",837,3
"94941","ZCTA5 94941",32009,385
"94971","ZCTA5 94971",226,0
"94972","ZCTA5 94972",25,0
"94924","ZCTA5 94924",1127,0
"94920","ZCTA5 94920",12740,127
"94949","ZCTA5 94949",18695,1076
"94956","ZCTA5 94956",1146,0
"94002","ZCTA5 94002",27155,313
"94107","ZCTA5 94107",31461,1650
"94109","ZCTA5 94109",57302,2575
"94115","ZCTA5 94115",34604,3463
"94124","ZCTA5 94124",35747,9925
"94130","ZCTA5 94130",3008,685
"94133","ZCTA5 94133",26796,335
"94502","ZCTA5 94502",14701,532
"94507","ZCTA5 94507",15105,43
"94514","ZCTA5 94514",1475,52
"94523","ZCTA5 94523",35005,896
"94539","ZCTA5 94539",54982,682
"94544","ZCTA5 94544",79747,6617
"94005","ZCTA5 94005",4697,131
"94019","ZCTA5 94019",20512,125
"94024","ZCTA5 94024",23675,86
"94030","ZCTA5 94030",22625,155
"94037","ZCTA5 94037",2504,0
"94103","ZCTA5 94103",30703,2696
"94104","ZCTA5 94104",429,6
"94127","ZCTA5 94127",21151,502
"94128","ZCTA5 94128",146,10
"94129","ZCTA5 94129",4136,89
"94501","ZCTA5 94501",63821,5245
"94525","ZCTA5 94525",3290,239
"94549","ZCTA5 94549",29795,260
"94560","ZCTA5 94560",47171,1844
"94568","ZCTA5 94568",55608,2265
"94619","ZCTA5 94619",24112,5515
"94804","ZCTA5 94804",40931,10534
"94925","ZCTA5 94925",9838,228
"89146","ZCTA5 89146",18695,1913
"89404","ZCTA5 89404",0,0
"89405","ZCTA5 89405",134,0
"89411","ZCTA5 89411",643,0
"89414","ZCTA5 89414",154,0
"89422","ZCTA5 89422",182,0
"92694","ZCTA5 92694",29570,385
"92704","ZCTA5 92704",88321,730
"92867","ZCTA5 92867",44655,635
"92880","ZCTA5 92880",69656,5446
"92886","ZCTA5 92886",50784,486
"92562","ZCTA5 92562",64286,2427
"92019","ZCTA5 92019",43272,1458
"92805","ZCTA5 92805",74478,874
"92596","ZCTA5 92596",32256,2646
"92780","ZCTA5 92780",59499,1611
"92010","ZCTA5 92010",16346,377
"92011","ZCTA5 92011",24144,147
"92055","ZCTA5 92055",11765,1292
"92058","ZCTA5 92058",46029,3093
"92081","ZCTA5 92081",29596,790
"92132","ZCTA5 92132",0,0
"92134","ZCTA5 92134",285,66
"92135","ZCTA5 92135",635,84
"92140","ZCTA5 92140",3737,361
"92145","ZCTA5 92145",1883,85
"92147","ZCTA5 92147",518,117
"92155","ZCTA5 92155",456,79
"92222","ZCTA5 92222",0,0
"92322","ZCTA5 92322",672,0
"92344","ZCTA5 92344",23349,1248
"92378","ZCTA5 92378",234,16
"92385","ZCTA5 92385",216,0
"92391","ZCTA5 92391",1959,6
"92395","ZCTA5 92395",43908,5770
"92603","ZCTA5 92603",19558,113
"92617","ZCTA5 92617",17197,342
"92637","ZCTA5 92637",16053,114
"92678","ZCTA5 92678",584,2
"92394","ZCTA5 92394",34915,7137
"92544","ZCTA5 92544",49923,2379
"92067","ZCTA5 92067",7724,0
"92250","ZCTA5 92250",8655,98
"92364","ZCTA5 92364",6,0
"92545","ZCTA5 92545",41879,2434
"92626","ZCTA5 92626",50605,1463
"93001","ZCTA5 93001",32396,265
"93013","ZCTA5 93013",16652,63
"93041","ZCTA5 93041",24208,1376
"93101","ZCTA5 93101",31371,606
"93206","ZCTA5 93206",1704,13
"93004","ZCTA5 93004",31525,748
"93021","ZCTA5 93021",38581,581
"93022","ZCTA5 93022",7179,1
"93222","ZCTA5 93222",1583,0
"93234","ZCTA5 93234",7355,21
"93242","ZCTA5 93242",3474,0
"93247","ZCTA5 93247",18234,80
"93249","ZCTA5 93249",1875,0
"91006","ZCTA5 91006",32958,426
"91011","ZCTA5 91011",20301,154
"91201","ZCTA5 91201",23281,339
"91302","ZCTA5 91302",26712,318
"91901","ZCTA5 91901",18162,347
"91902","ZCTA5 91902",18896,631
"92230","ZCTA5 92230",2705,77
"92240","ZCTA5 92240",35278,3144
"92254","ZCTA5 92254",9779,0
"92280","ZCTA5 92280",0,0
"92313","ZCTA5 92313",12547,504
"92316","ZCTA5 92316",28704,935
"92324","ZCTA5 92324",59972,4202
"92354","ZCTA5 92354",22050,2440
"92377","ZCTA5 92377",20476,4109
"92507","ZCTA5 92507",59152,4543
"92548","ZCTA5 92548",7859,26
"92551","ZCTA5 92551",34011,6213
"92553","ZCTA5 92553",76102,12501
"92567","ZCTA5 92567",10648,177
"92570","ZCTA5 92570",60686,3493
"92604","ZCTA5 92604",28990,498
"92646","ZCTA5 92646",55870,719
"92662","ZCTA5 92662",2519,0
"92677","ZCTA5 92677",66314,1007
"92804","ZCTA5 92804",89915,3052
"92821","ZCTA5 92821",37712,709
"92860","ZCTA5 92860",26849,1262
"92866","ZCTA5 92866",15574,75
"92879","ZCTA5 92879",47872,2771
"92337","ZCTA5 92337",39240,4137
"92342","ZCTA5 92342",6737,509
"92345","ZCTA5 92345",82110,2961
"92346","ZCTA5 92346",63857,8631
"92347","ZCTA5 92347",702,0
"92359","ZCTA5 92359",9170,306
"92376","ZCTA5 92376",86085,9433
"92399","ZCTA5 92399",54268,940
"92405","ZCTA5 92405",30112,3777
"92410","ZCTA5 92410",45052,5229
"92503","ZCTA5 92503",95551,4493
"92532","ZCTA5 92532",25923,2272
"92555","ZCTA5 92555",44452,9267
"92869","ZCTA5 92869",36846,388
"92124","ZCTA5 92124",32600,1776
"92225","ZCTA5 92225",22460,2321
"92231","ZCTA5 92231",40064,125
"92234","ZCTA5 92234",54357,1482
"92253","ZCTA5 92253",40929,809
"92259","ZCTA5 92259",121,0
"92262","ZCTA5 92262",28618,1724
"92273","ZCTA5 92273",2010,27
"92275","ZCTA5 92275",2632,71
"92284","ZCTA5 92284",26182,1667
"92285","ZCTA5 92285",2430,50
"92332","ZCTA5 92332",97,0
"92026","ZCTA5 92026",50321,941
"95595","ZCTA5 95595",139,0
"95621","ZCTA5 95621",41740,1551
"85143","ZCTA5 85143",39153,2219
"85145","ZCTA5 85145",4203,10
"85147","ZCTA5 85147",3644,1
"85172","ZCTA5 85172",1991,68
"85173","ZCTA5 85173",3098,0
"85192","ZCTA5 85192",2616,0
"54082","ZCTA5 54082",1655,15
"54126","ZCTA5 54126",3870,28
"54137","ZCTA5 54137",1144,0
"54139","ZCTA5 54139",3221,13
"54149","ZCTA5 54149",1182,0
"54171","ZCTA5 54171",3674,0
"54173","ZCTA5 54173",4426,82
"54177","ZCTA5 54177",2785,0
"54227","ZCTA5 54227",1561,0
"54228","ZCTA5 54228",2769,5
"54234","ZCTA5 54234",1644,0
"54426","ZCTA5 54426",4533,0
"54433","ZCTA5 54433",1864,0
"54446","ZCTA5 54446",3092,18
"54447","ZCTA5 54447",439,7
"54648","ZCTA5 54648",1704,0
"54004","ZCTA5 54004",2207,1
"54025","ZCTA5 54025",7274,49
"54026","ZCTA5 54026",2018,0
"54814","ZCTA5 54814",2718,75
"54820","ZCTA5 54820",878,2
"54830","ZCTA5 54830",2807,19
"54843","ZCTA5 54843",11790,7
"54854","ZCTA5 54854",978,8
"54872","ZCTA5 54872",2682,17
"54888","ZCTA5 54888",1303,0
"54889","ZCTA5 54889",2648,0
"54891","ZCTA5 54891",3400,5
"54896","ZCTA5 54896",1427,0
"54135","ZCTA5 54135",3332,7
"54140","ZCTA5 54140",9589,53
"54143","ZCTA5 54143",14885,192
"54151","ZCTA5 54151",3238,24
"54155","ZCTA5 54155",7369,13
"54162","ZCTA5 54162",9127,46
"54208","ZCTA5 54208",6441,8
"54209","ZCTA5 54209",1326,0
"54214","ZCTA5 54214",257,0
"54302","ZCTA5 54302",31633,1427
"54311","ZCTA5 54311",36289,463
"54403","ZCTA5 54403",24525,65
"54406","ZCTA5 54406",3423,6
"54411","ZCTA5 54411",5226,4
"54416","ZCTA5 54416",1784,5
"54420","ZCTA5 54420",1268,0
"54442","ZCTA5 54442",1160,119
"54455","ZCTA5 54455",18174,75
"54460","ZCTA5 54460",2654,3
"54485","ZCTA5 54485",380,0
"54491","ZCTA5 54491",1555,11
"54511","ZCTA5 54511",1233,5
"54513","ZCTA5 54513",394,1
"54515","ZCTA5 54515",448,0
"56345","ZCTA5 56345",14498,176
"56347","ZCTA5 56347",7326,74
"56350","ZCTA5 56350",507,6
"56641","ZCTA5 56641",351,3
"56654","ZCTA5 56654",136,0
"56657","ZCTA5 56657",295,0
"89429","ZCTA5 89429",7715,2
"89501","ZCTA5 89501",3961,240
"92309","ZCTA5 92309",572,0
"92311","ZCTA5 92311",33454,4798
"92339","ZCTA5 92339",1077,0
"92341","ZCTA5 92341",222,0
"92358","ZCTA5 92358",722,0
"92404","ZCTA5 92404",62915,8210
"92407","ZCTA5 92407",68545,8088
"92561","ZCTA5 92561",1462,14
"92651","ZCTA5 92651",24800,194
"92653","ZCTA5 92653",30012,449
"92656","ZCTA5 92656",52268,1258
"92692","ZCTA5 92692",46800,463
"92703","ZCTA5 92703",69112,600
"92782","ZCTA5 92782",23084,533
"92801","ZCTA5 92801",66594,3009
"92807","ZCTA5 92807",35687,575
"92831","ZCTA5 92831",37359,1013
"92832","ZCTA5 92832",25837,1204
"92833","ZCTA5 92833",52435,911
"92845","ZCTA5 92845",16273,263
"92612","ZCTA5 92612",33234,1190
"92614","ZCTA5 92614",27187,242
"92627","ZCTA5 92627",63161,602
"92647","ZCTA5 92647",62199,1427
"92648","ZCTA5 92648",46228,365
"92655","ZCTA5 92655",8382,24
"92663","ZCTA5 92663",21951,201
"92676","ZCTA5 92676",2068,6
"92707","ZCTA5 92707",60831,544
"92841","ZCTA5 92841",33754,181
"92844","ZCTA5 92844",23189,487
"92861","ZCTA5 92861",5822,27
"92865","ZCTA5 92865",20664,333
"92868","ZCTA5 92868",27072,1007
"92009","ZCTA5 92009",46612,300
"92014","ZCTA5 92014",13568,185
"92029","ZCTA5 92029",19382,388
"92057","ZCTA5 92057",60414,3830
"92061","ZCTA5 92061",2660,10
"92082","ZCTA5 92082",18705,119
"92102","ZCTA5 92102",44010,4066
"92131","ZCTA5 92131",34727,811
"92203","ZCTA5 92203",31140,617
"92239","ZCTA5 92239",227,5
"92258","ZCTA5 92258",559,53
"92268","ZCTA5 92268",455,0
"92281","ZCTA5 92281",2591,61
"92352","ZCTA5 92352",5578,72
"92368","ZCTA5 92368",1019,3
"92373","ZCTA5 92373",33353,1655
"92374","ZCTA5 92374",43391,2702
"80401","ZCTA5 80401",42665,573
"80459","ZCTA5 80459",2801,0
"80501","ZCTA5 80501",42077,650
"80514","ZCTA5 80514",5488,35
"80530","ZCTA5 80530",4718,2
"80634","ZCTA5 80634",59702,607
"91934","ZCTA5 91934",323,0
"91914","ZCTA5 91914",17379,1179
"91916","ZCTA5 91916",1939,11
"91932","ZCTA5 91932",26492,1285
"91935","ZCTA5 91935",8550,202
"91950","ZCTA5 91950",62859,2925
"91381","ZCTA5 91381",19390,760
"91384","ZCTA5 91384",29212,1806
"91405","ZCTA5 91405",55506,2738
"91505","ZCTA5 91505",30902,1131
"91607","ZCTA5 91607",30611,1865
"91701","ZCTA5 91701",39461,2024
"91722","ZCTA5 91722",34631,791
"91748","ZCTA5 91748",47079,629
"91761","ZCTA5 91761",61425,3227
"91773","ZCTA5 91773",34007,656
"91784","ZCTA5 91784",26090,725
"91905","ZCTA5 91905",1472,87
"91910","ZCTA5 91910",74855,3146
"91304","ZCTA5 91304",54361,2709
"91324","ZCTA5 91324",29670,1507
"91335","ZCTA5 91335",81824,3567
"91342","ZCTA5 91342",94595,3645
"91343","ZCTA5 91343",66743,2998
"91105","ZCTA5 91105",12617,730
"91016","ZCTA5 91016",41105,2209
"91108","ZCTA5 91108",13375,246
"91204","ZCTA5 91204",18723,581
"91303","ZCTA5 91303",31586,967
"91306","ZCTA5 91306",49678,1983
"91331","ZCTA5 91331",105458,3228
"91604","ZCTA5 91604",32910,1551
"91608","ZCTA5 91608",21,0
"91702","ZCTA5 91702",62066,2014
"91024","ZCTA5 91024",10932,112
"91106","ZCTA5 91106",25543,1802
"91107","ZCTA5 91107",32503,1714
"91355","ZCTA5 91355",30526,1098
"91401","ZCTA5 91401",39755,2167
"91406","ZCTA5 91406",54890,2476
"91423","ZCTA5 91423",33172,2155
"91502","ZCTA5 91502",10708,320
"91602","ZCTA5 91602",19672,1021
"91706","ZCTA5 91706",76930,1166
"91710","ZCTA5 91710",91773,4839
"91711","ZCTA5 91711",36777,1863
"91906","ZCTA5 91906",4428,49
"91913","ZCTA5 91913",54114,3080
"91942","ZCTA5 91942",40151,2577
"91948","ZCTA5 91948",130,0
"91962","ZCTA5 91962",2106,35
"91978","ZCTA5 91978",10506,1266
"91001","ZCTA5 91001",37818,9735
"82201","ZCTA5 82201",6858,0
"82214","ZCTA5 82214",1078,1
"82324","ZCTA5 82324",232,0
"82443","ZCTA5 82443",4518,0
"82925","ZCTA5 82925",213,0
"82604","ZCTA5 82604",28064,432
"94951","ZCTA5 94951",4574,43
"94806","ZCTA5 94806",64286,9631
"94903","ZCTA5 94903",30427,472
"94930","ZCTA5 94930",8728,34
"94954","ZCTA5 94954",38763,474
"93932","ZCTA5 93932",709,24
"93953","ZCTA5 93953",4028,47
"93003","ZCTA5 93003",51629,1041
"93023","ZCTA5 93023",19895,78
"93103","ZCTA5 93103",20538,363
"93108","ZCTA5 93108",10401,67
"93601","ZCTA5 93601",1674,0
"93603","ZCTA5 93603",175,0
"93928","ZCTA5 93928",854,86
"93245","ZCTA5 93245",38480,2766
"93449","ZCTA5 93449",8180,229
"93628","ZCTA5 93628",83,0
"93652","ZCTA5 93652",540,0
"93033","ZCTA5 93033",84701,2176
"93036","ZCTA5 93036",48162,1184
"93042","ZCTA5 93042",118,35
"93043","ZCTA5 93043",144,0
"93064","ZCTA5 93064",0,0
"93220","ZCTA5 93220",65,0
"93258","ZCTA5 93258",1952,0
"93314","ZCTA5 93314",28963,290
"93410","ZCTA5 93410",0,0
"93519","ZCTA5 93519",0,0
"93524","ZCTA5 93524",165,36
"93558","ZCTA5 93558",26,0
"93592","ZCTA5 93592",115,0
"93619","ZCTA5 93619",39473,487
"93633","ZCTA5 93633",0,0
"93636","ZCTA5 93636",13255,173
"93723","ZCTA5 93723",13936,270
"93730","ZCTA5 93730",12770,202
"93943","ZCTA5 93943",0,0
"93235","ZCTA5 93235",4215,0
"93283","ZCTA5 93283",2261,0
"93426","ZCTA5 93426",1568,30
"93545","ZCTA5 93545",1821,2
"93623","ZCTA5 93623",114,0
"93611","ZCTA5 93611",49053,1427
"92114","ZCTA5 92114",68851,14434
"92115","ZCTA5 92115",64343,7650
"92120","ZCTA5 92120",30550,1550
"92122","ZCTA5 92122",48071,1003
"92154","ZCTA5 92154",88979,5260
"92220","ZCTA5 92220",33525,2629
"92233","ZCTA5 92233",7509,1161
"92274","ZCTA5 92274",15317,160
"92308","ZCTA5 92308",42207,3409
"94063","ZCTA5 94063",34867,870
"80653","ZCTA5 80653",774,4
"80734","ZCTA5 80734",3044,9
"80742","ZCTA5 80742",207,3
"80825","ZCTA5 80825",461,1
"80744","ZCTA5 80744",410,0
"80755","ZCTA5 80755",101,0
"73761","ZCTA5 73761",306,0
"73771","ZCTA5 73771",365,3
"73832","ZCTA5 73832",996,0
"73843","ZCTA5 73843",889,0
"73852","ZCTA5 73852",2193,0
"73853","ZCTA5 73853",554,0
"73858","ZCTA5 73858",1583,7
"73860","ZCTA5 73860",1288,0
"77831","ZCTA5 77831",3179,115
"77837","ZCTA5 77837",1922,879
"77840","ZCTA5 77840",59371,5491
"77969","ZCTA5 77969",246,0
"77990","ZCTA5 77990",811,15
"77016","ZCTA5 77016",30741,19390
"77018","ZCTA5 77018",28229,1644
"77029","ZCTA5 77029",17781,3556
"77044","ZCTA5 77044",48783,14828
"77048","ZCTA5 77048",18383,12292
"77051","ZCTA5 77051",17221,13299
"77054","ZCTA5 77054",23267,8185
"77059","ZCTA5 77059",17254,313
"77062","ZCTA5 77062",26477,2230
"77066","ZCTA5 77066",35676,8394
"77075","ZCTA5 77075",44517,7035
"77078","ZCTA5 77078",15663,8461
"77085","ZCTA5 77085",17991,5441
"77950","ZCTA5 77950",170,11
"77957","ZCTA5 77957",8735,980
"77975","ZCTA5 77975",1609,0
"77979","ZCTA5 77979",17916,553
"77988","ZCTA5 77988",559,6
"77482","ZCTA5 77482",1779,122
"77484","ZCTA5 77484",10875,749
"77486","ZCTA5 77486",7491,431
"77506","ZCTA5 77506",38765,540
"77518","ZCTA5 77518",10856,253
"77520","ZCTA5 77520",35350,4591
"77532","ZCTA5 77532",29963,3766
"77533","ZCTA5 77533",938,3
"77541","ZCTA5 77541",18609,2030
"77561","ZCTA5 77561",103,0
"77565","ZCTA5 77565",8650,585
"77577","ZCTA5 77577",1481,12
"77586","ZCTA5 77586",22548,1010
"77598","ZCTA5 77598",26460,4189
"77612","ZCTA5 77612",9408,118
"77619","ZCTA5 77619",15662,1195
"77002","ZCTA5 77002",15613,6027
"77091","ZCTA5 77091",27750,12688
"77024","ZCTA5 77024",38190,717
"77036","ZCTA5 77036",74472,10694
"77046","ZCTA5 77046",1207,37
"77049","ZCTA5 77049",36434,7925
"77061","ZCTA5 77061",26253,6134
"77073","ZCTA5 77073",39939,13109
"77076","ZCTA5 77076",36009,2302
"77079","ZCTA5 77079",34122,4578
"77080","ZCTA5 77080",45586,1844
"77087","ZCTA5 77087",37886,5205
"62610","ZCTA5 62610",119,0
"62928","ZCTA5 62928",192,0
"62914","ZCTA5 62914",2375,1517
"62917","ZCTA5 62917",2154,159
"62924","ZCTA5 62924",2956,35
"62931","ZCTA5 62931",1484,20
"62034","ZCTA5 62034",13487,474
"62049","ZCTA5 62049",8513,1001
"62056","ZCTA5 62056",8507,53
"62065","ZCTA5 62065",127,0
"62080","ZCTA5 62080",2355,6
"62083","ZCTA5 62083",167,0
"62090","ZCTA5 62090",1417,1341
"62203","ZCTA5 62203",8366,7855
"62217","ZCTA5 62217",773,0
"62218","ZCTA5 62218",1713,0
"75421","ZCTA5 75421",666,102
"75453","ZCTA5 75453",3046,21
"75474","ZCTA5 75474",15017,109
"75477","ZCTA5 75477",1183,81
"75492","ZCTA5 75492",456,0
"75561","ZCTA5 75561",4939,488
"75565","ZCTA5 75565",206,0
"75572","ZCTA5 75572",3896,614
"75605","ZCTA5 75605",30501,4736
"75639","ZCTA5 75639",2926,864
"75670","ZCTA5 75670",17539,7229
"75684","ZCTA5 75684",7894,1085
"75692","ZCTA5 75692",4414,948
"75708","ZCTA5 75708",7698,585
"75750","ZCTA5 75750",3766,367
"75759","ZCTA5 75759",54,28
"75778","ZCTA5 75778",2947,133
"75035","ZCTA5 75035",75485,6837
"75038","ZCTA5 75038",29990,8815
"75051","ZCTA5 75051",40923,5222
"75060","ZCTA5 75060",47764,2963
"75856","ZCTA5 75856",215,0
"75024","ZCTA5 75024",43551,3505
"75028","ZCTA5 75028",47804,2236
"75039","ZCTA5 75039",20108,4162
"75041","ZCTA5 75041",30880,2213
"75043","ZCTA5 75043",62601,15094
"75056","ZCTA5 75056",60554,5190
"75076","ZCTA5 75076",8156,0
"75102","ZCTA5 75102",1358,82
"75082","ZCTA5 75082",23483,1763
"75093","ZCTA5 75093",46788,3900
"75103","ZCTA5 75103",14530,310
