"GEOID","NAME","total_pop","total_black"
"57017","ZCTA5 57017",1412,0
"57465","ZCTA5 57465",310,0
"59538","ZCTA5 59538",2861,0
"59544","ZCTA5 59544",188,0
"59008","ZCTA5 59008",512,0
"59024","ZCTA5 59024",444,0
"59027","ZCTA5 59027",628,0
"59041","ZCTA5 59041",1748,22
"59344","ZCTA5 59344",487,0
"59414","ZCTA5 59414",923,0
"59416","ZCTA5 59416",280,2
"59444","ZCTA5 59444",253,0
"59462","ZCTA5 59462",172,0
"59465","ZCTA5 59465",37,0
"59483","ZCTA5 59483",612,0
"59520","ZCTA5 59520",1033,10
"59522","ZCTA5 59522",1802,0
"59535","ZCTA5 59535",86,0
"59601","ZCTA5 59601",31901,150
"59643","ZCTA5 59643",363,0
"59711","ZCTA5 59711",8839,54
"59001","ZCTA5 59001",1558,0
"59002","ZCTA5 59002",127,0
"59011","ZCTA5 59011",3120,0
"59019","ZCTA5 59019",4380,7
"59026","ZCTA5 59026",200,0
"59034","ZCTA5 59034",5454,4
"59035","ZCTA5 59035",204,0
"59046","ZCTA5 59046",379,0
"59070","ZCTA5 59070",1033,0
"59072","ZCTA5 59072",4328,0
"59074","ZCTA5 59074",331,10
"59077","ZCTA5 59077",91,0
"59089","ZCTA5 59089",471,0
"59324","ZCTA5 59324",933,0
"59327","ZCTA5 59327",2535,0
"59349","ZCTA5 59349",1032,0
"65710","ZCTA5 65710",1181,9
"65738","ZCTA5 65738",19253,350
"65753","ZCTA5 65753",4984,62
"65756","ZCTA5 65756",598,0
"65676","ZCTA5 65676",400,0
"65543","ZCTA5 65543",167,0
"54536","ZCTA5 54536",169,0
"54554","ZCTA5 54554",1043,10
"54558","ZCTA5 54558",2000,36
"54615","ZCTA5 54615",10532,331
"54642","ZCTA5 54642",2148,4
"54655","ZCTA5 54655",1816,8
"54669","ZCTA5 54669",7905,38
"54740","ZCTA5 54740",1989,2
"54742","ZCTA5 54742",5033,14
"54761","ZCTA5 54761",1146,0
"54763","ZCTA5 54763",1128,0
"54768","ZCTA5 54768",6150,407
"54213","ZCTA5 54213",1347,0
"54235","ZCTA5 54235",16840,218
"54301","ZCTA5 54301",21501,507
"54313","ZCTA5 54313",38837,178
"54409","ZCTA5 54409",12900,214
"54412","ZCTA5 54412",2036,4
"54423","ZCTA5 54423",2347,0
"54424","ZCTA5 54424",1531,3
"54430","ZCTA5 54430",156,0
"54443","ZCTA5 54443",2142,10
"54457","ZCTA5 54457",8155,54
"54476","ZCTA5 54476",19025,336
"54486","ZCTA5 54486",1917,4
"54487","ZCTA5 54487",9489,25
"54495","ZCTA5 54495",7326,148
"54499","ZCTA5 54499",2984,28
"54514","ZCTA5 54514",1791,0
"54526","ZCTA5 54526",734,11
"54564","ZCTA5 54564",395,0
"54616","ZCTA5 54616",2650,6
"54622","ZCTA5 54622",1882,12
"54626","ZCTA5 54626",1340,9
"54627","ZCTA5 54627",1707,7
"54631","ZCTA5 54631",1706,14
"54639","ZCTA5 54639",2708,18
"54656","ZCTA5 54656",17670,340
"54660","ZCTA5 54660",15887,429
"54731","ZCTA5 54731",721,0
"54737","ZCTA5 54737",531,0
"54772","ZCTA5 54772",1068,0
"54812","ZCTA5 54812",5591,543
"54824","ZCTA5 54824",2208,5
"54846","ZCTA5 54846",496,0
"54864","ZCTA5 54864",1249,22
"54870","ZCTA5 54870",1548,6
"54927","ZCTA5 54927",470,0
"54945","ZCTA5 54945",3338,0
"54962","ZCTA5 54962",1144,0
"54984","ZCTA5 54984",3121,16
"54517","ZCTA5 54517",105,0
"54534","ZCTA5 54534",2278,3
"56367","ZCTA5 56367",6697,28
"56484","ZCTA5 56484",3343,20
"56543","ZCTA5 56543",217,0
"56627","ZCTA5 56627",246,0
"56652","ZCTA5 56652",549,0
"56701","ZCTA5 56701",12998,146
"55406","ZCTA5 55406",33563,4192
"55411","ZCTA5 55411",31183,16067
"55420","ZCTA5 55420",21644,3497
"55421","ZCTA5 55421",28582,4963
"55313","ZCTA5 55313",24633,140
"55327","ZCTA5 55327",3501,30
"55332","ZCTA5 55332",1796,0
"55333","ZCTA5 55333",849,27
"55335","ZCTA5 55335",1580,23
"55339","ZCTA5 55339",1135,0
"55358","ZCTA5 55358",5440,23
"55363","ZCTA5 55363",4737,58
"55416","ZCTA5 55416",33036,1683
"55373","ZCTA5 55373",5741,14
"55381","ZCTA5 55381",2075,17
"55385","ZCTA5 55385",1176,3
"55417","ZCTA5 55417",26593,2165
"55970","ZCTA5 55970",1044,1
"55976","ZCTA5 55976",7853,6
"55977","ZCTA5 55977",170,0
"55992","ZCTA5 55992",4932,11
"55442","ZCTA5 55442",12747,408
"55425","ZCTA5 55425",10737,1631
"55433","ZCTA5 55433",34441,2907
"55434","ZCTA5 55434",31149,2403
"55454","ZCTA5 55454",10024,5017
"55455","ZCTA5 55455",1118,12
"55707","ZCTA5 55707",3321,1
"55709","ZCTA5 55709",3994,36
"55721","ZCTA5 55721",3253,24
"55738","ZCTA5 55738",514,0
"55742","ZCTA5 55742",302,0
"55749","ZCTA5 55749",440,2
"55760","ZCTA5 55760",3009,12
"55787","ZCTA5 55787",524,7
"55798","ZCTA5 55798",638,0
"55810","ZCTA5 55810",8292,13
"55811","ZCTA5 55811",27938,472
"55901","ZCTA5 55901",55363,4504
"55904","ZCTA5 55904",27506,3726
"55910","ZCTA5 55910",1225,6
"55912","ZCTA5 55912",28970,1527
"55929","ZCTA5 55929",1271,7
"55932","ZCTA5 55932",2091,0
"55939","ZCTA5 55939",1973,6
"55949","ZCTA5 55949",1697,5
"55954","ZCTA5 55954",1438,0
"55965","ZCTA5 55965",2460,4
"55419","ZCTA5 55419",27966,2741
"55424","ZCTA5 55424",9966,118
"55008","ZCTA5 55008",15579,99
"55011","ZCTA5 55011",10787,63
"55019","ZCTA5 55019",2069,17
"64859","ZCTA5 64859",1391,15
"64461","ZCTA5 64461",790,0
"64468","ZCTA5 64468",15599,573
"64470","ZCTA5 64470",1540,39
"64482","ZCTA5 64482",2138,5
"64505","ZCTA5 64505",13537,606
"56278","ZCTA5 56278",2661,0
"56292","ZCTA5 56292",604,29
"56301","ZCTA5 56301",34524,5302
"56311","ZCTA5 56311",743,0
"56318","ZCTA5 56318",1048,0
"56332","ZCTA5 56332",1589,3
"56336","ZCTA5 56336",1456,0
"56353","ZCTA5 56353",9300,31
"56433","ZCTA5 56433",1679,2
"56449","ZCTA5 56449",1991,0
"56465","ZCTA5 56465",2097,13
"56481","ZCTA5 56481",1936,2
"56482","ZCTA5 56482",6829,68
"56527","ZCTA5 56527",875,0
"56531","ZCTA5 56531",1918,7
"56536","ZCTA5 56536",395,0
"56542","ZCTA5 56542",2808,11
"56567","ZCTA5 56567",3238,10
"56572","ZCTA5 56572",5323,290
"56573","ZCTA5 56573",6273,56
"56587","ZCTA5 56587",1353,0
"56601","ZCTA5 56601",34785,663
"56637","ZCTA5 56637",196,0
"56663","ZCTA5 56663",178,0
"56688","ZCTA5 56688",132,0
"56733","ZCTA5 56733",303,4
"56735","ZCTA5 56735",746,0
"56011","ZCTA5 56011",9403,162
"56026","ZCTA5 56026",2020,28
"56035","ZCTA5 56035",349,0
"56054","ZCTA5 56054",1054,0
"56072","ZCTA5 56072",2189,0
"56101","ZCTA5 56101",5871,38
"56119","ZCTA5 56119",964,15
"56131","ZCTA5 56131",2310,3
"56132","ZCTA5 56132",431,0
"56138","ZCTA5 56138",906,19
"56157","ZCTA5 56157",727,5
"56164","ZCTA5 56164",5329,114
"56167","ZCTA5 56167",630,0
"56168","ZCTA5 56168",806,4
"56180","ZCTA5 56180",1180,3
"56201","ZCTA5 56201",23562,2238
"56025","ZCTA5 56025",435,0
"56031","ZCTA5 56031",11802,59
"56041","ZCTA5 56041",1068,2
"56051","ZCTA5 56051",706,0
"56074","ZCTA5 56074",2099,0
"56075","ZCTA5 56075",145,0
"56255","ZCTA5 56255",362,0
"56090","ZCTA5 56090",656,5
"56097","ZCTA5 56097",3692,9
"56122","ZCTA5 56122",613,0
"62903","ZCTA5 62903",3242,226
"62961","ZCTA5 62961",31,0
"62965","ZCTA5 62965",95,0
"62413","ZCTA5 62413",277,0
"62268","ZCTA5 62268",861,0
"62343","ZCTA5 62343",860,19
"65529","ZCTA5 65529",244,0
"65535","ZCTA5 65535",1591,0
"65542","ZCTA5 65542",6121,468
"65566","ZCTA5 65566",862,0
"65582","ZCTA5 65582",2440,26
"65583","ZCTA5 65583",12266,1082
"65610","ZCTA5 65610",4901,4
"65611","ZCTA5 65611",2193,11
"65631","ZCTA5 65631",5965,12
"65633","ZCTA5 65633",4096,8
"65230","ZCTA5 65230",633,2
"65648","ZCTA5 65648",6419,15
"65649","ZCTA5 65649",1565,0
"65661","ZCTA5 65661",2641,9
"65707","ZCTA5 65707",2230,47
"65720","ZCTA5 65720",979,0
"65721","ZCTA5 65721",31876,310
"65730","ZCTA5 65730",0,0
"65735","ZCTA5 65735",76,0
"65742","ZCTA5 65742",13264,13
"65746","ZCTA5 65746",8359,58
"65752","ZCTA5 65752",321,0
"65772","ZCTA5 65772",1904,16
"65810","ZCTA5 65810",22652,725
"65276","ZCTA5 65276",1527,23
"65279","ZCTA5 65279",1743,16
"65284","ZCTA5 65284",2029,4
"65285","ZCTA5 65285",605,0
"65286","ZCTA5 65286",131,0
"65305","ZCTA5 65305",4112,421
"65338","ZCTA5 65338",2889,6
"65349","ZCTA5 65349",2486,109
"65350","ZCTA5 65350",2125,14
"65802","ZCTA5 65802",47378,1739
"65011","ZCTA5 65011",2534,20
"65025","ZCTA5 65025",672,5
"65039","ZCTA5 65039",2809,0
"65052","ZCTA5 65052",3817,54
"65066","ZCTA5 65066",5942,16
"65079","ZCTA5 65079",4043,10
"65084","ZCTA5 65084",6885,83
"65026","ZCTA5 65026",11142,5
"65043","ZCTA5 65043",10427,314
"65058","ZCTA5 65058",886,5
"65059","ZCTA5 65059",889,0
"65076","ZCTA5 65076",780,1
"65082","ZCTA5 65082",1179,30
"65085","ZCTA5 65085",1252,4
"65202","ZCTA5 65202",47721,6698
"65233","ZCTA5 65233",12070,982
"65237","ZCTA5 65237",939,5
"65301","ZCTA5 65301",33881,1403
"65330","ZCTA5 65330",452,1
"68337","ZCTA5 68337",310,0
"68344","ZCTA5 68344",379,0
"68350","ZCTA5 68350",223,0
"68351","ZCTA5 68351",838,0
"68357","ZCTA5 68357",319,0
"68365","ZCTA5 68365",301,6
"56761","ZCTA5 56761",464,0
"56728","ZCTA5 56728",1493,9
"63072","ZCTA5 63072",4150,131
"63438","ZCTA5 63438",309,0
"63441","ZCTA5 63441",1000,7
"63445","ZCTA5 63445",3457,2
"63460","ZCTA5 63460",323,0
"63533","ZCTA5 63533",682,0
"63549","ZCTA5 63549",2762,21
"63563","ZCTA5 63563",724,0
"63601","ZCTA5 63601",15624,299
"63622","ZCTA5 63622",777,0
"63663","ZCTA5 63663",820,0
"63629","ZCTA5 63629",1300,0
"63633","ZCTA5 63633",706,14
"63654","ZCTA5 63654",631,0
"63665","ZCTA5 63665",199,0
"63750","ZCTA5 63750",19,0
"63771","ZCTA5 63771",2860,172
"63774","ZCTA5 63774",244,0
"63825","ZCTA5 63825",4273,20
"63847","ZCTA5 63847",155,0
"63852","ZCTA5 63852",1163,0
"63857","ZCTA5 63857",12264,1736
"63869","ZCTA5 63869",3334,1004
"63880","ZCTA5 63880",151,22
"63932","ZCTA5 63932",1000,78
"63942","ZCTA5 63942",721,0
"63953","ZCTA5 63953",1763,0
"63957","ZCTA5 63957",5722,32
"63656","ZCTA5 63656",304,0
"63626","ZCTA5 63626",1170,0
"63636","ZCTA5 63636",674,0
"63653","ZCTA5 63653",1398,0
"63664","ZCTA5 63664",9176,43
"63736","ZCTA5 63736",3693,73
"63543","ZCTA5 63543",291,0
"63660","ZCTA5 63660",4022,458
"63567","ZCTA5 63567",241,0
"63038","ZCTA5 63038",6998,119
"63451","ZCTA5 63451",199,0
"63373","ZCTA5 63373",607,0
"63450","ZCTA5 63450",159,0
"63501","ZCTA5 63501",20954,662
"63828","ZCTA5 63828",217,0
"63462","ZCTA5 63462",1512,0
"63620","ZCTA5 63620",1299,60
"63867","ZCTA5 63867",1061,18
"63781","ZCTA5 63781",1301,0
"63853","ZCTA5 63853",168,0
"63473","ZCTA5 63473",272,0
"63557","ZCTA5 63557",235,0
"63637","ZCTA5 63637",1519,25
"50450","ZCTA5 50450",2826,32
"50452","ZCTA5 50452",983,11
"50455","ZCTA5 50455",591,0
"50456","ZCTA5 50456",1813,17
"50469","ZCTA5 50469",1465,6
"50480","ZCTA5 50480",916,0
"64624","ZCTA5 64624",1457,0
"64651","ZCTA5 64651",657,0
"64660","ZCTA5 64660",442,18
"64673","ZCTA5 64673",2496,18
"64724","ZCTA5 64724",2031,8
"64725","ZCTA5 64725",2289,57
"64745","ZCTA5 64745",156,0
"64090","ZCTA5 64090",123,0
"64056","ZCTA5 64056",16718,1455
"64058","ZCTA5 64058",6852,348
"64097","ZCTA5 64097",1350,28
"64112","ZCTA5 64112",8666,309
"64114","ZCTA5 64114",24548,2693
"64129","ZCTA5 64129",8615,3834
"64132","ZCTA5 64132",14206,10551
"64147","ZCTA5 64147",602,324
"64157","ZCTA5 64157",20051,1090
"64164","ZCTA5 64164",238,0
"64192","ZCTA5 64192",0,0
"64402","ZCTA5 64402",2595,19
"64427","ZCTA5 64427",604,0
"64429","ZCTA5 64429",12961,1127
"64434","ZCTA5 64434",478,0
"64444","ZCTA5 64444",1355,1
"64016","ZCTA5 64016",4715,27
"64057","ZCTA5 64057",14232,881
"64061","ZCTA5 64061",2944,45
"64064","ZCTA5 64064",18771,2152
"64077","ZCTA5 64077",1690,0
"64088","ZCTA5 64088",1335,0
"64119","ZCTA5 64119",28513,1659
"64137","ZCTA5 64137",10961,3154
"64449","ZCTA5 64449",565,2
"64456","ZCTA5 64456",1455,11
"64471","ZCTA5 64471",434,0
"64474","ZCTA5 64474",803,0
"64477","ZCTA5 64477",3506,157
"64484","ZCTA5 64484",1047,0
"64490","ZCTA5 64490",1801,18
"64493","ZCTA5 64493",563,2
"64501","ZCTA5 64501",11894,1028
"64503","ZCTA5 64503",12425,553
"64504","ZCTA5 64504",11205,392
"64506","ZCTA5 64506",24180,1554
"64622","ZCTA5 64622",573,0
"64635","ZCTA5 64635",548,13
"64034","ZCTA5 64034",9301,204
"64167","ZCTA5 64167",572,0
"64154","ZCTA5 64154",11258,1280
"64163","ZCTA5 64163",870,58
"64166","ZCTA5 64166",199,0
"64438","ZCTA5 64438",144,0
"64443","ZCTA5 64443",1708,0
"49126","ZCTA5 49126",1225,45
"49224","ZCTA5 49224",13966,2739
"49234","ZCTA5 49234",2650,24
"49255","ZCTA5 49255",2617,0
"49266","ZCTA5 49266",3323,30
"49274","ZCTA5 49274",3365,8
"62473","ZCTA5 62473",1262,3
"62571","ZCTA5 62571",1628,0
"62952","ZCTA5 62952",3144,33
"65032","ZCTA5 65032",1684,0
"65035","ZCTA5 65035",2049,0
"65037","ZCTA5 65037",4764,71
"65041","ZCTA5 65041",5429,43
"65051","ZCTA5 65051",4845,15
"65068","ZCTA5 65068",786,0
"65074","ZCTA5 65074",2872,8
"65078","ZCTA5 65078",3814,2
"65246","ZCTA5 65246",50,23
"65010","ZCTA5 65010",6031,16
"65013","ZCTA5 65013",2639,0
"65016","ZCTA5 65016",1508,0
"65048","ZCTA5 65048",126,0
"65050","ZCTA5 65050",905,2
"65063","ZCTA5 65063",3936,18
"65065","ZCTA5 65065",6728,96
"65069","ZCTA5 65069",590,0
"65072","ZCTA5 65072",1568,2
"65077","ZCTA5 65077",327,0
"65109","ZCTA5 65109",39188,3195
"65201","ZCTA5 65201",47090,3711
"65236","ZCTA5 65236",1604,81
"65239","ZCTA5 65239",1376,15
"65257","ZCTA5 65257",1464,7
"65265","ZCTA5 65265",15053,666
"65725","ZCTA5 65725",3056,9
"65732","ZCTA5 65732",1073,0
"65747","ZCTA5 65747",3150,0
"65757","ZCTA5 65757",7022,42
"65759","ZCTA5 65759",1407,0
"65773","ZCTA5 65773",717,0
"65785","ZCTA5 65785",5087,3
"65248","ZCTA5 65248",4459,454
"65259","ZCTA5 65259",3257,56
"65275","ZCTA5 65275",2585,159
"65326","ZCTA5 65326",2031,0
"65436","ZCTA5 65436",45,0
"65439","ZCTA5 65439",166,0
"65441","ZCTA5 65441",5613,2
"65453","ZCTA5 65453",8560,52
"65463","ZCTA5 65463",1098,0
"65466","ZCTA5 65466",1854,2
"65483","ZCTA5 65483",4449,30
"65550","ZCTA5 65550",2788,2
"65589","ZCTA5 65589",72,0
"65601","ZCTA5 65601",530,0
"64401","ZCTA5 64401",1248,22
"64433","ZCTA5 64433",289,0
"64445","ZCTA5 64445",238,0
"64446","ZCTA5 64446",1010,8
"49829","ZCTA5 49829",16869,105
"49877","ZCTA5 49877",17,0
"49948","ZCTA5 49948",593,11
"49060","ZCTA5 49060",1902,16
"49113","ZCTA5 49113",1773,10
"49256","ZCTA5 49256",3750,0
"68372","ZCTA5 68372",3980,8
"68403","ZCTA5 68403",181,0
"68434","ZCTA5 68434",8558,49
"68628","ZCTA5 68628",820,1
"68632","ZCTA5 68632",3797,12
"68305","ZCTA5 68305",4078,6
"68340","ZCTA5 68340",982,0
"68355","ZCTA5 68355",4802,14
"68362","ZCTA5 68362",38,0
"68370","ZCTA5 68370",1975,23
"68378","ZCTA5 68378",656,7
"68416","ZCTA5 68416",197,0
"68420","ZCTA5 68420",1295,0
"68422","ZCTA5 68422",510,0
"68428","ZCTA5 68428",1476,0
"68431","ZCTA5 68431",270,2
"68512","ZCTA5 68512",13822,555
"68521","ZCTA5 68521",35592,1818
"68528","ZCTA5 68528",6340,328
"68620","ZCTA5 68620",2772,0
"68112","ZCTA5 68112",11363,2884
"68107","ZCTA5 68107",30428,1719
"68108","ZCTA5 68108",14588,560
"68124","ZCTA5 68124",15951,666
"68127","ZCTA5 68127",22117,1126
"68142","ZCTA5 68142",4590,126
"68304","ZCTA5 68304",295,0
"68015","ZCTA5 68015",1124,0
"68037","ZCTA5 68037",2822,10
"68042","ZCTA5 68042",74,0
"68050","ZCTA5 68050",761,0
"68063","ZCTA5 68063",271,0
"68065","ZCTA5 68065",1530,3
"68067","ZCTA5 68067",1234,5
"68068","ZCTA5 68068",85,0
"68118","ZCTA5 68118",10040,9
"68131","ZCTA5 68131",13396,2435
"68132","ZCTA5 68132",14319,1459
"68144","ZCTA5 68144",23308,714
"68310","ZCTA5 68310",13593,116
"68331","ZCTA5 68331",1049,2
"68424","ZCTA5 68424",649,0
"68444","ZCTA5 68444",56,0
"68461","ZCTA5 68461",855,0
"68503","ZCTA5 68503",15557,1899
"68506","ZCTA5 68506",29415,515
"68522","ZCTA5 68522",13329,914
"68601","ZCTA5 68601",28642,159
"68631","ZCTA5 68631",487,0
"68637","ZCTA5 68637",363,0
"68641","ZCTA5 68641",1115,34
"68781","ZCTA5 68781",1517,33
"67352","ZCTA5 67352",506,0
"70454","ZCTA5 70454",30088,4451
"70456","ZCTA5 70456",2482,1466
"70463","ZCTA5 70463",122,22
"70464","ZCTA5 70464",606,0
"70466","ZCTA5 70466",9416,2420
"70508","ZCTA5 70508",40265,4656
"50211","ZCTA5 50211",13152,133
"50214","ZCTA5 50214",866,0
"50233","ZCTA5 50233",1357,0
"50235","ZCTA5 50235",371,26
"50237","ZCTA5 50237",3101,3
"50541","ZCTA5 50541",837,0
"50548","ZCTA5 50548",5557,23
"50567","ZCTA5 50567",280,0
"50569","ZCTA5 50569",650,1
"50570","ZCTA5 50570",217,0
"50606","ZCTA5 50606",742,0
"50609","ZCTA5 50609",422,0
"50643","ZCTA5 50643",2773,0
"50651","ZCTA5 50651",3920,9
"50665","ZCTA5 50665",2883,0
"50670","ZCTA5 50670",2270,27
"50676","ZCTA5 50676",2196,0
"50648","ZCTA5 50648",4247,0
"50669","ZCTA5 50669",2259,0
"50675","ZCTA5 50675",2407,0
"50020","ZCTA5 50020",1330,0
"50021","ZCTA5 50021",28306,1095
"50029","ZCTA5 50029",617,0
"50049","ZCTA5 50049",6403,8
"50052","ZCTA5 50052",162,0
"50112","ZCTA5 50112",11411,330
"50511","ZCTA5 50511",6767,44
"50531","ZCTA5 50531",181,0
"50554","ZCTA5 50554",1625,30
"50556","ZCTA5 50556",181,0
"50561","ZCTA5 50561",475,6
"50566","ZCTA5 50566",485,2
"50576","ZCTA5 50576",325,3
"50585","ZCTA5 50585",1302,8
"50057","ZCTA5 50057",315,0
"50064","ZCTA5 50064",159,0
"50102","ZCTA5 50102",183,0
"50111","ZCTA5 50111",14472,0
"50116","ZCTA5 50116",198,0
"50143","ZCTA5 50143",651,0
"50563","ZCTA5 50563",2561,10
"50581","ZCTA5 50581",841,0
"50604","ZCTA5 50604",1779,8
"50607","ZCTA5 50607",466,0
"50622","ZCTA5 50622",3213,4
"50624","ZCTA5 50624",1560,17
"50652","ZCTA5 50652",91,0
"50653","ZCTA5 50653",619,0
"50654","ZCTA5 50654",502,0
"50668","ZCTA5 50668",1168,0
"50673","ZCTA5 50673",182,0
"50542","ZCTA5 50542",967,0
"50573","ZCTA5 50573",84,0
"52151","ZCTA5 52151",1849,21
"52255","ZCTA5 52255",1730,143
"52330","ZCTA5 52330",798,0
"52404","ZCTA5 52404",40279,4494
"52048","ZCTA5 52048",402,0
"52208","ZCTA5 52208",3102,0
"49302","ZCTA5 49302",8717,4
"49326","ZCTA5 49326",4308,189
"49335","ZCTA5 49335",224,0
"49340","ZCTA5 49340",2786,43
"49343","ZCTA5 49343",5551,35
"49349","ZCTA5 49349",7871,183
"49412","ZCTA5 49412",11419,132
"49415","ZCTA5 49415",6905,60
"49431","ZCTA5 49431",17274,125
"49445","ZCTA5 49445",21670,322
"49451","ZCTA5 49451",6025,25
"49507","ZCTA5 49507",39323,12701
"49509","ZCTA5 49509",28323,2601
"49512","ZCTA5 49512",18170,5162
"49622","ZCTA5 49622",2475,1
"49628","ZCTA5 49628",165,0
"49776","ZCTA5 49776",1747,27
"49779","ZCTA5 49779",4448,19
"49820","ZCTA5 49820",294,17
"49837","ZCTA5 49837",9349,9
"49849","ZCTA5 49849",12412,100
"49866","ZCTA5 49866",8134,20
"49872","ZCTA5 49872",166,0
"49886","ZCTA5 49886",553,0
"49903","ZCTA5 49903",79,0
"49920","ZCTA5 49920",4144,11
"49947","ZCTA5 49947",1338,341
"49967","ZCTA5 49967",458,0
"49419","ZCTA5 49419",8612,12
"49423","ZCTA5 49423",45040,1517
"49425","ZCTA5 49425",3823,0
"49428","ZCTA5 49428",27445,253
"49457","ZCTA5 49457",10137,185
"49508","ZCTA5 49508",39571,9847
"49546","ZCTA5 49546",34111,3277
"49613","ZCTA5 49613",677,21
"49615","ZCTA5 49615",3925,16
"49621","ZCTA5 49621",3908,6
"49623","ZCTA5 49623",1226,10
"49629","ZCTA5 49629",2045,0
"49632","ZCTA5 49632",1051,0
"49638","ZCTA5 49638",849,4
"49643","ZCTA5 49643",6956,49
"49655","ZCTA5 49655",3538,15
"49659","ZCTA5 49659",6809,62
"49663","ZCTA5 49663",6205,33
"49684","ZCTA5 49684",40681,176
"49706","ZCTA5 49706",4300,3
"49710","ZCTA5 49710",383,0
"49713","ZCTA5 49713",2099,11
"49720","ZCTA5 49720",8766,69
"49726","ZCTA5 49726",1051,0
"49727","ZCTA5 49727",7312,15
"52052","ZCTA5 52052",3068,4
"53583","ZCTA5 53583",6015,12
"53809","ZCTA5 53809",4246,0
"53576","ZCTA5 53576",2300,28
"53575","ZCTA5 53575",16357,1093
"53577","ZCTA5 53577",1387,17
"49037","ZCTA5 49037",20647,4932
"49048","ZCTA5 49048",25416,5522
"49074","ZCTA5 49074",160,8
"49084","ZCTA5 49084",39,0
"49104","ZCTA5 49104",668,195
"49815","ZCTA5 49815",281,0
"49836","ZCTA5 49836",855,10
"49848","ZCTA5 49848",71,0
"49861","ZCTA5 49861",518,5
"49862","ZCTA5 49862",5163,682
"49883","ZCTA5 49883",118,1
"49884","ZCTA5 49884",367,0
"49230","ZCTA5 49230",10331,263
"49236","ZCTA5 49236",4807,64
"49242","ZCTA5 49242",14809,172
"49245","ZCTA5 49245",4745,0
"49247","ZCTA5 49247",5690,6
"49250","ZCTA5 49250",6322,75
"49262","ZCTA5 49262",1243,1
"49263","ZCTA5 49263",65,0
"49287","ZCTA5 49287",2019,11
"49301","ZCTA5 49301",20302,317
"49322","ZCTA5 49322",1532,22
"49328","ZCTA5 49328",4288,74
"49330","ZCTA5 49330",5724,108
"49401","ZCTA5 49401",24900,890
"49417","ZCTA5 49417",31496,139
"49450","ZCTA5 49450",3314,6
"49456","ZCTA5 49456",19480,116
"49458","ZCTA5 49458",80,0
"49504","ZCTA5 49504",39633,2706
"49505","ZCTA5 49505",32372,4782
"49506","ZCTA5 49506",34528,4837
"49611","ZCTA5 49611",285,0
"49612","ZCTA5 49612",1332,0
"49617","ZCTA5 49617",3047,16
"49636","ZCTA5 49636",427,23
"49637","ZCTA5 49637",3411,0
"49640","ZCTA5 49640",1610,5
"49649","ZCTA5 49649",7101,144
"49654","ZCTA5 49654",424,6
"49679","ZCTA5 49679",1291,28
"49707","ZCTA5 49707",21771,139
"49736","ZCTA5 49736",475,0
"49642","ZCTA5 49642",771,213
"49645","ZCTA5 49645",1608,48
"49653","ZCTA5 49653",1969,11
"49656","ZCTA5 49656",1667,0
"49004","ZCTA5 49004",16434,1712
"49010","ZCTA5 49010",18001,653
"49011","ZCTA5 49011",2272,51
"49013","ZCTA5 49013",5301,290
"49021","ZCTA5 49021",6382,194
"53182","ZCTA5 53182",9888,235
"53183","ZCTA5 53183",2945,0
"53188","ZCTA5 53188",35730,1377
"53204","ZCTA5 53204",38678,4231
"53206","ZCTA5 53206",22520,21245
"53214","ZCTA5 53214",35543,2931
"70524","ZCTA5 70524",205,101
"70525","ZCTA5 70525",14293,3059
"70544","ZCTA5 70544",10267,5893
"70554","ZCTA5 70554",5600,1752
"70555","ZCTA5 70555",8431,874
"70559","ZCTA5 70559",3061,46
"70580","ZCTA5 70580",192,0
"70634","ZCTA5 70634",26713,4510
"70639","ZCTA5 70639",501,0
"70646","ZCTA5 70646",859,0
"70653","ZCTA5 70653",3285,297
"70436","ZCTA5 70436",948,900
"70444","ZCTA5 70444",9872,2951
"70458","ZCTA5 70458",36878,6049
"70592","ZCTA5 70592",25736,2814
"70049","ZCTA5 70049",1785,1641
"70057","ZCTA5 70057",4658,2749
"70080","ZCTA5 70080",1586,0
"70341","ZCTA5 70341",4347,2601
"70372","ZCTA5 70372",2328,469
"70393","ZCTA5 70393",769,158
"70426","ZCTA5 70426",5902,2190
"70460","ZCTA5 70460",22766,6422
"70462","ZCTA5 70462",4930,707
"70510","ZCTA5 70510",25623,6687
"70512","ZCTA5 70512",10195,2383
"70526","ZCTA5 70526",18116,4995
"70529","ZCTA5 70529",13480,3211
"70546","ZCTA5 70546",17312,2984
"70577","ZCTA5 70577",3696,368
"70582","ZCTA5 70582",19408,6247
"70586","ZCTA5 70586",19680,6337
"70615","ZCTA5 70615",14206,7440
"70637","ZCTA5 70637",1101,0
"70659","ZCTA5 70659",1568,114
"70706","ZCTA5 70706",22586,1310
"70541","ZCTA5 70541",363,182
"70517","ZCTA5 70517",27854,7814
"70523","ZCTA5 70523",722,256
"70532","ZCTA5 70532",2462,512
"70542","ZCTA5 70542",3888,231
"70550","ZCTA5 70550",0,0
"70576","ZCTA5 70576",1294,154
"70607","ZCTA5 70607",28687,10404
"70640","ZCTA5 70640",273,180
"70647","ZCTA5 70647",9097,1944
"70806","ZCTA5 70806",28588,11796
"70820","ZCTA5 70820",19218,4577
"70558","ZCTA5 70558",0,0
"70643","ZCTA5 70643",327,0
"70712","ZCTA5 70712",3780,2322
