"ZCTA","alcoholoutlet_pop"
"02648",0
"02649",0.000282725473565168
"02650",0
"02651",0
"02652",0
"02653",0.000512295081967213
"02655",0
"02657",0.00134544231416078
"02659",0
"02660",0.000484183344092963
"02663",0
"02664",0.000575175428505694
"02666",0
"02667",0
"02668",0
"02669",0
"02670",0
"02671",0
"02672",0
"02673",0
"02675",0
"02702",0
"02703",0.000290249838129898
"02713",0
"02715",0
"02717",0
"02718",0
"02719",0.000249298846992833
"02720",0.00023209549071618
"02721",0.000192470552005543
"02723",0
"02724",0.000168833361472227
"02725",0
"02726",0.000255134583492792
"02738",0
"02739",0
"02740",0.000115064205826851
"02743",0.000474878905879001
"02744",0.00026857654431513
"02745",0.000160044812547513
"02746",0.000259453849646494
"02747",0
"02748",0
"02760",0.000327582441581131
"02762",0.000326690623979092
"02763",0
"02764",0
"02766",0
"02767",0
"02769",0
"02770",0
"02771",0.000259050579625672
"02777",0.000181082875596064
"02779",0
"02780",0.000237915857091875
"02790",0.000189957576141328
"02791",0
"02802",0
"02804",0
"02806",0
"02807",0
"02808",0
"02809",0.000180407721450478
"02812",0
"02813",0
"02814",0
"02815",0
"02816",0.000183273260431303
"02817",0
"02818",0.000218674830527006
"02822",0.000475888324873096
"02825",0
"02826",0
"02827",0
"02828",0
"02830",0
"02831",0
"02832",0
"02833",0
"02835",0
"02836",0
"02837",0
"02838",0
"02839",0
"02840",0.000519210799584631
"02841",0
"02842",0.000188253012048193
"02852",0.000181422351233672
"02857",0
"02858",0
"02859",0
"02860",0.000280396005435369
"02861",0.00027320271641558
"02863",0.000257585904899284
"02864",0.0001724286576429
"02865",0.000169808116827984
"02871",0.000292073135113032
"02872",0
"02873",0
"02874",0
"02875",0
"02876",0
"02878",0.000190186382655002
"02879",0.000242600679281902
"02881",0
"02882",0.000213842754294675
"02885",0.000286779466590192
"02886",0.000139004726160689
"02888",0.000214052549901001
"02889",0.000179810838997375
"02891",0.00014189093316937
"02892",0
"02893",0.000240194901005387
"02894",0
"02895",0.000216330553085114
"02896",0
"02898",0
"02903",0.0003643319063667
"02904",0.000293992748178878
"02905",0.000267440971956904
"02906",0.000215633423180593
"02907",0.000287595066146865
"02908",0.000220300710469791
"02909",0.000318557181013992
"02910",0.000268012685933801
"02911",0
"02912",0
"02914",0.000186159072927817
"02915",0.000180072028811525
"02916",0
"02917",0
"02919",0.000136486163715153
"02920",0.000188349253329746
"02921",0
"03031",0
"03032",0
"03033",0
"03034",0
"03036",0
"03037",0
"03038",0
"03042",0
"03043",0
"03044",0
"03045",0
"03046",0
"03047",0
"03048",0
"03049",0
"03051",0
"03052",0
"03053",0
"03054",0
"03055",0
"03057",0
"03060",9.94859890565412e-05
"03062",0
"03063",0.000182637282357239
"03064",0
"03070",0
"03071",0
"03076",0
"03077",0
"03079",0
"03082",0
"03084",0
"03086",0
"03087",0
"03101",0
"03102",0
"03103",0
"03104",0
"03106",0.000280249421985567
"03109",0
"03110",0
"03215",0
"03216",0
"03217",0
"03218",0
"03220",0
"03221",0
"03222",0
"03223",0
"03224",0
"03225",0
"03226",0
"03227",0
"03229",0
"03230",0
"03231",0
"03233",0
"03234",0
"03235",0
"03237",0
"03238",0
"03240",0
"03241",0
"03242",0
"03243",0
"03244",0
"03245",0
"03246",0
"03249",0
"03251",0
"03253",0
"03254",0
"03255",0
"03256",0
"03257",0
"03258",0
"03259",0
"03260",0
"03261",0
"03262",0
"03263",0
"03264",0
"03266",0
"03268",0
"03269",0
"03273",0
"03275",0
"03276",0
"03278",0
"03279",0
"03280",0
"03281",0
"03282",0
"03284",0
"03285",0
"03287",0
"03290",0
"03291",0
"03293",0
"03301",0
"03303",0
"03304",0
"03307",0
"03431",0
"03440",0
"03441",0
"03442",0
"03443",0
"03444",0
"03445",0
"03446",0
"03447",0
"03448",0
"03449",0
"03450",0
"03451",0
"03452",0
"03455",0
"03456",0
"03457",0
"03458",0
"03461",0
"03462",0
"03464",0
"03465",0
"03466",0
"03467",0
"03470",0
"03561",0
"03570",0
"03574",0
"03575",0
"03576",0
"03579",0
"03580",0
"03581",0
"03582",0
"03583",0
"03584",0
"03585",0
"03586",0
"03588",0
"03590",0
"03592",0
"03593",0
"03595",0
"03597",0
"03598",0
"03601",0
"03602",0
"03603",0
"03604",0
"03605",0
"03607",0
"03608",0
"03609",0
"03740",0
"03741",0
"03743",0
"03745",0
"03746",0
"03748",0
"03750",0
"03751",0
"03752",0
"03753",0
"03754",0
"03755",0
"03765",0
"03766",0
"03768",0
"03770",0
"03771",0
"03773",0
"03774",0
"03777",0
"03779",0
"03780",0
"03781",0
"03782",0
"03784",0
"03785",0
"03801",0.000133404482390608
"03809",0
"03810",0
"03811",0
"03812",0
"03813",0
"03814",0
"03816",0
"03817",0
"03818",0
"03819",0
"03820",0
"03823",0
"03824",0
"03825",0
"03826",0
"03827",0
"03830",0
"03832",0
"03833",0
"03835",0
"03836",0
"03837",0
"03838",0
"03839",0
"03840",0
"03841",0
"03842",0
"03844",0
"03845",0
"03846",0
"03847",0
"03848",0
"03849",0
"03850",0
"03851",0
"03852",0
"03853",0
"03854",0
"03855",0
"03856",0
"03857",0
"03858",0
"03860",0
"03861",0
"03862",0
"03864",0
"03865",0
"03867",0
"03868",0
"03869",0
"03870",0
"03871",0
"03872",0
"03873",0
"03874",0.000336134453781513
"03875",0
"03878",0
"03882",0
"03883",0
"03884",0
"03885",0
"03886",0
"03887",0
"03890",0
"03894",0
"03901",0
"03902",0
"03903",0
"03904",0
"03905",0
"03906",0
"03907",0
"03908",0
"03909",0
"03910",0
"03911",0
"04001",0
"04002",0
"04003",0
"04005",0
"04006",0
"04008",0
"04009",0
"04010",0
"04011",0
"04015",0
"04017",0
"04019",0
"04020",0
"04021",0
"04022",0
"04024",0
"04027",0
"04029",0
"04030",0
"04032",0
"04037",0
"04038",0
"04039",0
"04040",0
"04041",0
"04042",0
"04043",0
"04046",0
"04047",0
"04048",0
"04049",0
"04050",0
"04051",0
"04055",0
"04056",0
"04057",0
"04061",0
"04062",0
"04063",0
"04064",0
"04066",0
"04068",0
"04069",0
"04071",0
"04072",0
"04073",0
"04074",0
"04076",0
"04079",0
"04083",0
"04084",0
"04085",0
"04086",0
"04087",0
"04088",0
"04090",0
"04091",0
"04092",0
"04093",0
"04095",0
"04096",0
"04097",0
"04101",0.000348108609886285
"04102",0
"04103",0
"04105",0
"04106",0
"04107",0
"04108",0
"04109",0
"04110",0
"04210",0.000129382843834907
"04216",0
"04217",0
"04219",0
"04220",0
"04221",0
"04222",0
"04224",0
"04226",0
"04227",0
"04228",0
"04231",0
"04234",0
"04236",0
"04237",0
"04238",0
"04239",0
"04240",0.000166228009419587
"04250",0
"04252",0
"04253",0
"04254",0
"04255",0
"04256",0
"04257",0
"04258",0
"04259",0
"04260",0
"04261",0
"04263",0
"04265",0
"04267",0
"04268",0
"04270",0
"04271",0
"04274",0
"04275",0
"04276",0
"04280",0
"04281",0
"04282",0
"04284",0
"04285",0
"04286",0
"04287",0
"04289",0
"04290",0
"04292",0
"04294",0
"04330",0
"04342",0
"04343",0
"04344",0
"04345",0
"04346",0
"04347",0
"04348",0
"04349",0
"04350",0
"04351",0
"04352",0
"04353",0
"04354",0
"04355",0
"04357",0
"04358",0
"04359",0
"04360",0
"04363",0
"04364",0
"04401",0
"04406",0
"04408",0
"04410",0
"04411",0
"04412",0
"04413",0
"04414",0
"04415",0
"04416",0
"04417",0
"04418",0
"04419",0
"04421",0
"04422",0
"04424",0
"04426",0
"04427",0
"04428",0
"04429",0
"04430",0
"04431",0
"04434",0
"04435",0
"04438",0
"04441",0
"04442",0
"04443",0
"04444",0
"04448",0
"04449",0
"04450",0
"04451",0
"04453",0
"04454",0
"04455",0
"04456",0
"04457",0
"04459",0
"04460",0
"04461",0
"04462",0
"04463",0
"04464",0
"04468",0
"04469",0
"04471",0
"04472",0
"04473",0
"04474",0
"04475",0
"04476",0
"04478",0
"04479",0
"04481",0
"04485",0
"04487",0
"04488",0
"04489",0
"04490",0
"04491",0
"04492",0
"04493",0
"04495",0
"04496",0
"04497",0
"04530",0
"04535",0
"04537",0
"04538",0
"04539",0
"04541",0
"04543",0
"04544",0
"04547",0
"04548",0
"04551",0
"04553",0
"04554",0
"04555",0
"04556",0
"04558",0
"04562",0
"04563",0
"04564",0
"04568",0
"04570",0
"04571",0
"04572",0
"04573",0
"04574",0
"04575",0
"04576",0
"04578",0
"04579",0
"04605",0
"04606",0
"04607",0
"04609",0
"04611",0
"04612",0
"04613",0
"04614",0
"04616",0
"04617",0
"04619",0
"04622",0
"04623",0
"04624",0
"04625",0
"04626",0
"04627",0
"04628",0
"04629",0
"04630",0
"04631",0
"04634",0
"04635",0
"04637",0
"04640",0
"04642",0
"04643",0
"04644",0
"04645",0
"04646",0
"04648",0
"04649",0
"04650",0
"04652",0
"04653",0
"04654",0
"04655",0
"04657",0
"04658",0
"04660",0
"04662",0
"04664",0
"04666",0
"04667",0
"04668",0
"04669",0
"04671",0
"04673",0
"04674",0
"04675",0
"04676",0
"04677",0
"04679",0
"04680",0
"04681",0
"04683",0
"04684",0
"04685",0
"04686",0
"04691",0
"04693",0
"04694",0
"04730",0
"04732",0
"04733",0
"04734",0
"04735",0
"04736",0
"04739",0
"04740",0
"04741",0
"04742",0
"04743",0
"04745",0
"04746",0
"04747",0
"04750",0
"04756",0
"04757",0
"04758",0
"04760",0
"04761",0
"04762",0
"04763",0
"04764",0
"04765",0
"04766",0
"04768",0
"04769",0
"04772",0
"04773",0
"04774",0
"04776",0
"04777",0
"04779",0
"04780",0
"04781",0
"04783",0
"04785",0
"04786",0
"04787",0
"04841",0
"04843",0
"04847",0
"04848",0
"04849",0
"04851",0
"04852",0
"04853",0
"04854",0
"04855",0
"04856",0
"04858",0
"04859",0
"04860",0
"04861",0
"04862",0
"04863",0
"04864",0
"04901",0
"04910",0
"04911",0
"04912",0
"04915",0
"04917",0
"04918",0
"04920",0
"04921",0
"04922",0
"04923",0
"04924",0
"04925",0
"04926",0
"04927",0
"04928",0
"04929",0
"04930",0
"04932",0
"04933",0
"04936",0
"04937",0
"04938",0
"04939",0
"04940",0
"04941",0
"04942",0
"04943",0
"04944",0
"04945",0
"04947",0
"04949",0
"04950",0
"04951",0
"04952",0
"04953",0
"04955",0
"04956",0
"04957",0
"04958",0
"04961",0
"04962",0
"04963",0
"04964",0
"04965",0
"04966",0
"04967",0
"04969",0
"04970",0
"04971",0
"04973",0
"04974",0
"04975",0
"04976",0
"04978",0
"04979",0
"04981",0
"04982",0
"04983",0
"04984",0
"04985",0
"04986",0
"04987",0
"04988",0
"04989",0
"04992",0
"05001",0
"05031",0
"05032",0
"05033",0
"05034",0
"05035",0
"05036",0
"05037",0
"05038",0
"05039",0
"05040",0
"05041",0
"05042",0
"05043",0
"05045",0
"05046",0
"05048",0
"05050",0
"05051",0
"05052",0
"05053",0
"05055",0
"05056",0
"05058",0
"05059",0
"05060",0
"05061",0
"05062",0
"05065",0
"05067",0
"05068",0
"05069",0
"05070",0
"05071",0
"05072",0
"05075",0
"05076",0
"05077",0
"05079",0
"05081",0
"05083",0
"05084",0
"05086",0
"05089",0
"05091",0.000908265213442325
"05101",0
"05141",0
"05142",0
"05143",0
"05146",0
"05148",0
"05149",0
"05150",0
"05151",0
"05152",0
"05153",0
"05154",0
"05155",0
"05156",0
"05158",0
"05161",0
"05201",0.000213007668276058
"05250",0
"05251",0
"05252",0
"05253",0
"05254",0
"05255",0
"05257",0
"05260",0
"05261",0
"05262",0
"05301",0.000185185185185185
"05340",0
"05341",0
"05342",0
"05343",0
"05345",0
"05346",0
"05350",0
"05352",0
"05353",0
"05354",0
"05355",0
"05356",0
"05358",0
"05359",0
"05360",0
"05361",0
"05362",0
"05363",0
"05401",0.000207547822477429
"05403",0.00021320825115932
"05404",0
"05405",0
"05408",0
"05439",0
"05440",0
"05441",0
"05442",0
"05443",0
"05444",0
"05445",0
"05446",0
"05447",0
"05448",0
"05450",0
"05452",0
"05454",0
"05455",0
"05456",0
"05457",0
"05458",0
"05459",0
"05461",0
"05462",0
"05463",0
"05464",0
"05465",0
"05468",0
"05471",0
"05472",0
"05473",0
"05474",0
"05476",0
"05477",0
"05478",0.000202088245200404
"05481",0
"05482",0
"05483",0
"05485",0
"05486",0
"05487",0
"05488",0
"05489",0
"05491",0
"05492",0
"05494",0
"05495",0
"05602",0
"05640",0
"05641",0
"05647",0
"05648",0
"05649",0
"05650",0
"05651",0
"05652",0
"05653",0
"05654",0
"05655",0
"05656",0
"05657",0
"05658",0
"05660",0
"05661",0
"05663",0
"05664",0
"05667",0
"05669",0
"05672",0.000677812923633077
"05673",0
"05674",0
"05675",0
"05676",0.000656167979002625
"05677",0
"05678",0
"05679",0
"05680",0
"05681",0
"05682",0
"05701",0.000200160128102482
"05730",0
"05732",0
"05733",0
"05734",0
"05735",0
"05736",0
"05737",0
"05738",0
"05739",0
"05740",0
"05742",0
"05743",0
"05744",0
"05747",0
"05748",0
"05751",0
"05753",0
"05757",0
"05758",0
"05759",0
"05760",0
"05761",0
"05762",0
"05763",0
"05764",0
"05765",0
"05766",0
"05767",0
"05769",0
"05770",0
"05772",0
"05773",0
"05774",0
"05775",0
"05776",0
"05777",0
"05778",0
"05819",0
"05820",0
"05821",0
"05822",0
"05824",0
"05825",0
"05826",0
"05827",0
"05828",0
"05829",0
"05830",0
"05832",0
"05833",0
"05836",0
"05837",0
"05839",0
"05841",0
"05842",0
"05843",0
"05845",0
"05846",0
"05847",0
"05850",0
"05851",0
"05853",0
"05855",0
"05857",0
"05858",0
"05859",0
"05860",0
"05862",0
"05866",0
"05867",0
"05868",0
"05871",0
"05872",0
"05873",0
"05874",0
"05875",0
"05901",0
"05902",0
"05903",0
"05904",0
"05905",0
"05906",0
"05907",0
"06001",0.000216029379995679
"06002",0.000285415279231282
"06010",0.000265701285329968
"06013",0
"06016",0
"06018",0
"06019",0.000295624753646039
"06020",0
"06021",0
"06022",0
"06023",0
"06024",0
"06026",0
"06027",0
"06029",0.000310077519379845
"06031",0
"06032",0.000339404910057699
"06033",0.000209073803052478
"06035",0.000508582326764145
"06037",0.000158512099756948
"06039",0
"06040",0.000346210438244713
"06042",0.000216038714137573
"06043",0.000610873549175321
"06051",0.000264629023188118
"06052",0
"06053",0.000232207128758853
"06057",0
"06058",0
"06059",0
"06060",0
"06061",0
"06062",0.000283784550769056
"06063",0
"06065",0
"06066",0.000204939030638385
"06067",0.000148750495834986
"06068",0
"06069",0
"06070",0.000254226515825601
"06071",0
"06073",0
"06074",0.000386130203104487
"06076",0.000318192665659057
"06078",0
"06081",0
"06082",0.00015857553859049
"06084",0.000271868415686808
"06085",0
"06088",0.000877963125548727
"06089",0
"06090",0
"06091",0
"06092",0
"06093",0
"06095",0.000276874091506887
"06096",0.000473522216083971
"06098",0.000334392242099983
"06103",0.00212992545260916
"06105",0.000158654608916389
"06106",0.000312679139090104
"06107",0.000261725293132328
"06108",0.000286017814823895
"06109",0.00026747162890222
"06110",0.000471216523992775
"06111",0.000297678110736257
"06112",0.000142220536645492
"06114",0.000176292221987166
"06117",0
"06118",0.000270960749400016
"06119",0.000262536098713573
"06120",0.00028123461998172
"06160",0
"06226",0
"06231",0
"06232",0
"06234",0
"06235",0
"06237",0
"06238",0.00032242463324198
"06239",0
"06241",0
"06242",0
"06243",0
"06247",0
"06248",0
"06249",0
"06250",0
"06254",0
"06255",0
"06256",0
"06259",0
"06260",0.000534587832780926
"06262",0
"06263",0
"06264",0
"06266",0
"06268",0.000479846449136276
"06269",0
"06277",0
"06278",0
"06279",0
"06280",0
"06281",0
"06282",0
"06320",0.000259268861809697
"06330",0
"06331",0
"06332",0
"06333",0
"06334",0
"06335",0.00048363694986297
"06336",0
"06339",0
"06340",0.000230240436799
"06350",0
"06351",0.000314920954840335
"06353",0
"06354",0
"06355",0
"06357",0.000606165569795636
"06359",0
"06360",0.000247279920870425
"06365",0
"06370",0
"06371",0.000309725376832542
"06373",0
"06374",0.000413793103448276
"06375",0
"06376",0
"06377",0
"06378",0.000536288880943868
"06379",0.000347021399652979
"06380",0
"06382",0.000249563264287497
"06384",0
"06385",0.000195950359242325
"06387",0
"06389",0
"06390",0
"06401",0.000213618157543391
"06403",0
"06405",0.000360867525531377
"06409",0
"06410",0.000103270223752151
"06412",0.000944733112895607
"06413",0.000386757425742574
"06414",0
"06415",0.000361206429474445
"06416",0.000431344356578001
"06417",0
"06418",0.000318420633657061
"06419",0
"06420",0
"06422",0
"06423",0
"06424",0.000313873195229127
"06426",0
"06437",0.000225063017644941
"06438",0
"06441",0.000598682897625224
"06442",0
"06443",0.00027604482968034
"06444",0
"06447",0
"06450",0.00019877892943348
"06451",0.000203898540086453
"06455",0
"06456",0
"06457",0.000236503192793103
"06460",0.000385020149387818
"06461",0
"06467",0
"06468",0.000153484088816126
"06469",0
"06470",0.000482771106149297
"06471",0
"06472",0
"06473",0.000207400033184005
"06475",0.000495540138751239
"06477",0
"06478",0.000305670181873758
"06479",0.000313414124529879
"06480",0.000321819352070371
"06481",0
"06482",0
"06483",0.000302883450448267
"06484",0.000267373180039377
"06488",0.00030486255779686
"06489",0.000208818089612792
"06492",0.000223748685476473
"06498",0
"06510",0
"06511",0.000279293202003463
"06512",0.000210940795949937
"06513",0.000124884481854285
"06514",0.000290549865620687
"06515",0.000218054949847362
"06516",0.000219126052261563
"06517",0.000419199329281073
"06518",0.000157695542472666
"06519",0.000382409177820268
"06524",0
"06525",0
"06604",0.000110489098408957
"06605",0.000162370610919424
"06606",0.000105436295390325
"06607",0
"06608",0
"06610",0.000172622130157086
"06611",0.000138927479855515
"06612",0
"06614",0.000210216523018709
"06615",0.000425057117050104
"06702",0.000974025974025974
"06704",0.000119350732017823
"06705",0.000272872568510506
"06706",0
"06708",0.000236334785104156
"06710",0
"06712",0
"06716",0.00036111947035811
"06750",0
"06751",0
"06752",0
"06754",0
"06755",0
"06756",0
"06757",0
"06758",0
"06759",0
"06762",0.000389559797428905
"06763",0
"06770",0.000190132141838578
"06776",0.000345847903777428
"06777",0
"06778",0
"06779",0
"06782",0
"06783",0
"06784",0
"06785",0
"06786",0.000323380403147569
"06787",0
"06790",0.000232335259779862
"06791",0
"06793",0
"06794",0
"06795",0.000360724334463603
"06796",0
"06798",0.000313741895001046
"06801",0
"06804",0
"06807",0
"06810",0.000285453299840146
"06811",0.000282805429864253
"06812",0.000214976710856324
"06820",0.000275963572808389
"06824",0.000198025403830377
"06825",0.000364980154204115
"06830",0.000359482345422591
"06831",0.000205648478201261
"06840",0.000197277569540343
"06850",0
"06851",0.000331882882218453
"06853",0
"06854",0.000194457948468644
"06855",0.000468384074941452
"06856",0
"06870",0
"06877",0.000278984496432984
"06878",0.000369822485207101
"06880",0.000317169438962504
"06883",0
"06890",0
"06896",0
"06897",0.00021664951524671
"06901",0
"06902",0.000128670688817087
"06903",0
"06905",0.000295916354310515
"06906",0
"06907",0
"07001",0
"07002",0.000230446605521501
"07003",0.000162403572878603
"07004",0
"07005",0.000200816654394538
"07006",0.000156537392869722
"07008",0.000254355843825512
"07009",0
"07010",0.000238796465812306
"07011",0.000377045471683885
"07012",0.000391972405142678
"07013",0.000263792583659934
"07014",0.000566037735849057
"07016",0
