"ZCTA","alcoholoutlet_pop"
"11742",0
"11743",0.000238788862887435
"11746",0.000117884561543109
"11747",0.000164041994750656
"11749",0
"11751",0
"11752",0.000310687655343828
"11753",0.000388893209924555
"11754",0.000167168171180207
"11755",0
"11756",0.000207153708051374
"11757",0.000270465200144248
"11758",0.000170509444328666
"11762",0.000268360318454245
"11763",0.000139962909828895
"11764",0
"11765",0
"11766",0
"11767",0
"11768",0.000284185099227964
"11769",0
"11770",0
"11771",0.000327868852459016
"11772",0.000195690461177187
"11776",0.000200400801603206
"11777",0
"11778",0.000331098419005049
"11779",0.000237862409810503
"11780",0.00031057829678862
"11782",0.000400935516204477
"11783",0.000281954887218045
"11784",0.000236807830445593
"11786",0
"11787",0.00020363043984175
"11788",0.000361816317915938
"11789",0
"11790",0
"11791",0.000191314329443275
"11792",0.000382019610339997
"11793",0.000163169402473648
"11794",0
"11795",0.000161453077699294
"11796",0
"11797",0
"11798",0.000201829924650161
"11801",0.000198570293884035
"11803",0.000210378681626928
"11804",0
"11901",0.000387501321027231
"11930",0
"11931",0
"11932",0
"11933",0
"11934",0
"11935",0
"11937",0.000433785709859329
"11939",0
"11940",0
"11941",0
"11942",0
"11944",0
"11946",0.0003235617679415
"11947",0
"11948",0
"11949",0.000218023255813953
"11950",0
"11951",0
"11952",0.000798403193612774
"11953",0
"11954",0.000814111261872456
"11955",0
"11956",0
"11957",0
"11958",0
"11959",0
"11960",0
"11961",0
"11962",0
"11963",0.000837871805613741
"11964",0
"11965",0
"11967",0.000323113376893803
"11968",0.000665589046305981
"11970",0
"11971",0.000663790242283438
"11972",0
"11973",0
"11975",0
"11976",0
"11977",0
"11978",0.000972132209980557
"11980",0
"12007",0
"12008",0
"12009",0
"12010",0.000284171639670361
"12015",0
"12017",0
"12018",0
"12019",0
"12020",0.000148973572088312
"12022",0
"12023",0
"12024",0
"12025",0
"12027",0
"12028",0
"12029",0
"12031",0
"12032",0
"12033",0
"12035",0
"12036",0
"12037",0
"12040",0
"12041",0
"12042",0
"12043",0
"12045",0
"12046",0
"12047",0
"12051",0
"12052",0
"12053",0
"12054",0.000236127508854782
"12056",0
"12057",0
"12058",0
"12059",0
"12060",0
"12061",0
"12062",0
"12063",0
"12064",0
"12065",0.000163930587105688
"12066",0
"12067",0
"12068",0
"12069",0
"12070",0
"12071",0
"12072",0
"12074",0
"12075",0
"12076",0
"12077",0
"12078",0.000128101114479696
"12083",0
"12084",0
"12085",0
"12086",0
"12087",0
"12089",0
"12090",0
"12092",0
"12093",0
"12094",0
"12095",0.000249045326249377
"12106",0
"12108",0
"12110",0.000276944380336949
"12115",0
"12116",0
"12117",0
"12118",0
"12120",0
"12121",0
"12122",0
"12123",0
"12124",0
"12125",0
"12130",0
"12131",0
"12132",0
"12134",0
"12136",0
"12137",0
"12138",0
"12139",0
"12140",0
"12143",0
"12144",0.000197970799307102
"12147",0
"12148",0
"12149",0
"12150",0
"12151",0
"12153",0
"12154",0
"12155",0
"12156",0
"12157",0
"12158",0
"12159",0
"12160",0
"12161",0
"12164",0
"12165",0
"12166",0
"12167",0
"12168",0
"12169",0
"12170",0
"12172",0
"12173",0
"12174",0
"12175",0
"12176",0
"12177",0
"12180",0.000130929223402663
"12182",0
"12183",0
"12184",0
"12185",0
"12186",0
"12187",0
"12188",0
"12189",0.000173510699826489
"12190",0
"12192",0
"12193",0
"12194",0
"12195",0
"12196",0
"12197",0
"12198",0
"12202",0
"12203",0.000166611129623459
"12204",0
"12205",0.000222708882372592
"12206",0.000303398058252427
"12207",0.00136239782016349
"12208",0.00013846579894766
"12209",0
"12210",0.000313054367108421
"12211",0
"12222",0
"12302",0.000182635058625854
"12303",0.00017551249648975
"12304",0.000134952766531714
"12305",0
"12306",0.000111944475540132
"12307",0
"12308",0
"12309",9.9976672109841e-05
"12401",0.000369402136849284
"12404",0
"12405",0
"12406",0
"12407",0
"12409",0
"12410",0
"12411",0
"12412",0
"12413",0
"12414",0.000501052209640244
"12416",0
"12417",0
"12418",0
"12419",0
"12420",0
"12421",0
"12422",0
"12423",0
"12424",0
"12427",0
"12428",0.000580973129992738
"12429",0
"12430",0
"12431",0
"12432",0
"12433",0
"12434",0
"12435",0
"12436",0
"12438",0
"12439",0
"12440",0
"12441",0
"12442",0
"12443",0
"12444",0
"12446",0
"12448",0
"12449",0
"12450",0
"12451",0
"12452",0
"12453",0
"12454",0
"12455",0
"12456",0
"12457",0
"12458",0
"12459",0
"12460",0
"12461",0
"12463",0
"12464",0
"12465",0
"12466",0
"12468",0
"12469",0
"12470",0
"12471",0
"12472",0
"12473",0
"12474",0
"12475",0
"12477",0.000221483942414175
"12480",0
"12481",0
"12482",0
"12483",0
"12484",0
"12485",0
"12486",0
"12487",0
"12489",0
"12490",0
"12491",0
"12492",0
"12493",0
"12494",0
"12495",0
"12496",0
"12498",0
"12501",0
"12502",0
"12503",0
"12504",0
"12507",0
"12508",0.000252206809583859
"12512",0
"12513",0
"12514",0
"12515",0
"12516",0
"12517",0
"12518",0
"12520",0
"12521",0
"12522",0
"12523",0
"12524",0.000188276641144722
"12525",0
"12526",0
"12527",0
"12528",0.000234429944518246
"12529",0
"12530",0
"12531",0
"12533",0.000196649099347125
"12534",0.000388737713111568
"12538",0.00028407073361267
"12540",0.000484966052376334
"12542",0
"12543",0
"12545",0
"12546",0.00103986135181976
"12547",0
"12548",0
"12549",0.000366468163078333
"12550",0.000199459645687138
"12553",0
"12561",0.000267193929353925
"12563",0
"12564",0.000397403629619817
"12565",0
"12566",0
"12567",0
"12569",0
"12570",0
"12571",0.000300480769230769
"12572",0.000337381916329285
"12574",0
"12575",0
"12577",0
"12578",0
"12580",0
"12581",0
"12582",0
"12583",0
"12585",0
"12586",0
"12589",0
"12590",0.000143225436837582
"12592",0
"12594",0
"12601",0.000217433320448396
"12603",0.000117536436295252
"12604",0
"12701",0.000347041471455839
"12719",0
"12720",0
"12721",0
"12722",0
"12723",0
"12724",0
"12725",0
"12726",0
"12729",0
"12732",0
"12733",0
"12734",0
"12736",0
"12737",0
"12738",0
"12740",0
"12741",0
"12742",0
"12743",0
"12745",0
"12746",0
"12747",0
"12748",0
"12749",0
"12750",0
"12751",0
"12752",0
"12754",0.000605877006967586
"12758",0
"12759",0
"12760",0
"12762",0
"12763",0
"12764",0
"12765",0
"12766",0
"12767",0
"12768",0
"12769",0
"12770",0
"12771",0
"12775",0
"12776",0
"12777",0
"12778",0
"12779",0
"12780",0
"12781",0
"12783",0
"12784",0
"12785",0
"12786",0
"12787",0
"12788",0
"12789",0
"12790",0
"12791",0
"12792",0
"12801",0
"12803",0
"12804",0.000305495092985069
"12808",0
"12809",0
"12810",0
"12811",0
"12812",0
"12814",0
"12815",0
"12816",0
"12817",0
"12819",0
"12821",0
"12822",0
"12823",0
"12824",0
"12827",0
"12828",0
"12831",0
"12832",0
"12833",0
"12834",0
"12835",0
"12836",0
"12837",0
"12838",0
"12839",0
"12841",0
"12842",0
"12843",0
"12844",0
"12845",0.000656455142231947
"12846",0
"12847",0
"12849",0
"12850",0
"12851",0
"12852",0
"12853",0
"12855",0
"12856",0
"12857",0
"12858",0
"12859",0
"12860",0
"12861",0
"12862",0
"12863",0
"12864",0
"12865",0
"12866",0.000302350777293457
"12870",0
"12871",0.000679040289723857
"12872",0
"12873",0
"12874",0
"12878",0
"12883",0
"12884",0
"12885",0.000680272108843537
"12886",0
"12887",0
"12901",0.000210134486071085
"12903",0
"12910",0
"12911",0
"12912",0
"12913",0
"12914",0
"12916",0
"12917",0
"12918",0
"12919",0.00100874243443174
"12920",0
"12921",0
"12922",0
"12923",0
"12924",0
"12926",0
"12927",0
"12928",0
"12929",0
"12930",0
"12932",0
"12933",0
"12934",0
"12935",0
"12936",0
"12937",0
"12939",0
"12941",0
"12942",0
"12943",0
"12944",0
"12945",0
"12946",0.00168563000421408
"12950",0
"12952",0
"12953",0
"12955",0
"12956",0
"12957",0
"12958",0
"12959",0
"12960",0
"12961",0
"12962",0
"12964",0
"12965",0
"12966",0
"12967",0
"12969",0
"12970",0
"12972",0
"12973",0
"12974",0
"12975",0
"12976",0
"12977",0
"12978",0
"12979",0
"12980",0
"12981",0
"12983",0.000401983116709098
"12985",0
"12986",0
"12987",0
"12989",0
"12992",0
"12993",0
"12996",0
"12997",0
"12998",0
"13020",0
"13021",0.00018498454057768
"13024",0
"13026",0
"13027",0.000121032406426821
"13028",0
"13029",0
"13030",0
"13031",0.00019893899204244
"13032",0
"13033",0
"13034",0
"13035",0
"13036",0
"13037",0
"13039",0
"13040",0
"13041",0
"13042",0
"13044",0
"13045",0.000172914649329091
"13051",0
"13052",0
"13053",0
"13054",0
"13057",0.000219892985413765
"13060",0
"13061",0
"13062",0
"13063",0
"13064",0
"13066",0
"13068",0
"13069",0
"13071",0
"13072",0
"13073",0
"13074",0
"13076",0
"13077",0
"13078",0
"13080",0
"13081",0
"13082",0
"13083",0
"13084",0
"13087",0
"13088",0
"13090",0.000100438581807225
"13092",0
"13101",0
"13102",0
"13103",0
"13104",0
"13108",0
"13110",0
"13111",0
"13112",0
"13113",0
"13114",0
"13115",0
"13116",0
"13117",0
"13118",0
"13120",0
"13122",0
"13123",0
"13124",0
"13126",0.000139536181731923
"13131",0
"13132",0
"13134",0
"13135",0
"13136",0
"13138",0
"13140",0
"13141",0
"13142",0
"13143",0
"13144",0
"13145",0
"13146",0
"13147",0
"13148",0
"13152",0
"13153",0
"13155",0
"13156",0
"13157",0
"13158",0
"13159",0
"13160",0
"13162",0
"13163",0
"13164",0
"13165",0
"13166",0
"13167",0
"13202",0
"13203",0
"13204",0
"13205",0
"13206",0
"13207",0
"13208",0
"13209",0
"13210",0
"13211",0
"13212",0
"13214",0
"13215",0
"13219",0.000198583438141259
"13224",0.000597442944198829
"13290",0
"13301",0
"13302",0
"13303",0
"13304",0.00185528756957328
"13305",0
"13308",0
"13309",0
"13310",0
"13312",0
"13313",0
"13314",0
"13315",0
"13316",0
"13317",0
"13318",0
"13319",0
"13320",0
"13321",0
"13322",0
"13323",0
"13324",0
"13325",0
"13326",0
"13327",0
"13328",0
"13329",0
"13331",0
"13332",0
"13333",0
"13334",0
"13335",0
"13337",0
"13338",0
"13339",0
"13340",0
"13341",0
"13342",0
"13343",0
"13345",0
"13346",0
"13348",0
"13350",0
"13352",0
"13353",0
"13354",0
"13355",0
"13357",0
"13360",0
"13361",0
"13362",0
"13363",0
"13364",0
"13365",0
"13367",0
"13368",0
"13402",0
"13403",0
"13404",0
"13406",0
"13407",0
"13408",0
"13409",0
"13410",0
"13411",0
"13413",0.000316917031121252
"13415",0
"13416",0
"13417",0
"13418",0
"13420",0
"13421",0.000304205643014678
"13424",0
"13425",0
"13428",0
"13431",0
"13433",0
"13435",0
"13436",0
"13437",0
"13438",0
"13439",0
"13440",0.000121909591846687
"13441",0
"13450",0
"13452",0
"13454",0
"13456",0
"13459",0
"13460",0
"13461",0
"13464",0
"13468",0
"13469",0
"13470",0
"13471",0
"13472",0
"13473",0
"13475",0
"13476",0
"13477",0
"13478",0
"13480",0
"13483",0
"13484",0
"13485",0
"13486",0
"13488",0
"13489",0
"13490",0
"13491",0
"13492",0
"13493",0
"13494",0
"13495",0
"13501",0
"13502",0
"13601",0.000239693192713327
"13602",0
"13603",0
"13605",0
"13606",0
"13607",0
"13608",0
"13612",0
"13613",0
"13614",0
"13615",0
"13616",0
"13617",0
"13618",0
"13619",0
"13620",0
"13621",0
"13622",0
"13623",0
"13624",0
"13625",0
"13626",0
"13628",0
"13630",0
"13633",0
"13634",0
"13635",0
"13636",0
"13637",0
"13638",0
"13639",0
"13640",0
"13641",0
"13642",0
"13643",0
"13646",0
"13647",0
"13648",0
"13650",0
"13651",0
"13652",0
"13654",0
"13655",0
"13656",0
"13658",0
"13659",0
"13660",0
"13661",0
"13662",0.000184422450359624
"13664",0
"13665",0
"13666",0
"13667",0
"13668",0
"13669",0.000314307266784008
"13670",0
"13672",0
"13673",0
"13674",0
"13675",0
"13676",0
"13677",0
"13678",0
"13679",0
"13680",0
"13681",0
"13682",0
"13684",0
"13685",0
"13687",0
"13690",0
"13691",0
"13692",0
"13693",0
"13694",0
"13695",0
"13696",0
"13697",0
"13730",0
"13731",0
"13732",0
"13733",0
"13734",0
"13736",0
"13739",0
"13740",0
"13743",0
"13744",0
"13746",0
"13748",0
"13750",0
"13751",0
"13752",0
"13753",0
"13754",0
"13755",0
"13756",0
"13757",0
"13760",9.44019635608421e-05
"13774",0
"13775",0
"13776",0
"13777",0
"13778",0
"13780",0
"13782",0
"13783",0
"13784",0
"13786",0
"13787",0
"13788",0
"13790",0
"13794",0
"13795",0
"13796",0
"13797",0
"13801",0
"13802",0
"13803",0
"13804",0
"13806",0
"13807",0
"13808",0
"13809",0
"13810",0
"13811",0
"13812",0
"13813",0
"13815",0.000309358081979892
"13820",0.000271862256456729
"13825",0
"13826",0
"13827",0
"13830",0
"13832",0
"13833",0
"13834",0
"13835",0
"13838",0
"13839",0
"13841",0
"13842",0
"13843",0
"13844",0
"13845",0
"13846",0
"13847",0
"13849",0
"13850",0.000134222182452687
"13856",0
"13859",0
"13860",0
"13861",0
"13862",0
"13863",0
"13864",0
"13865",0
"13901",0.000260010400416017
"13902",0
"13903",0
"13904",0
"13905",0.000154499806875241
"14001",0
"14004",0
"14005",0
"14006",0
"14008",0
"14009",0
"14011",0
"14012",0
"14013",0
"14020",0.000264235698242833
"14024",0
"14025",0
"14026",0
"14028",0
"14030",0
"14031",0
"14032",0
"14033",0
"14034",0
"14035",0
"14036",0
"14037",0
"14039",0
"14040",0
"14041",0
"14042",0
"14043",0.000285271823294482
"14047",0
"14048",0.000210039907582441
"14051",0.000148375290568277
"14052",0.000299904030710173
"14054",0
"14055",0
"14057",0
"14058",0
"14059",0
"14060",0
"14061",0
"14062",0
"14063",0
"14065",0
"14066",0
"14067",0
"14068",0
"14069",0
"14070",0
"14072",0
"14075",0.000163627863487611
"14080",0
"14081",0
"14082",0
"14085",0
"14086",9.20669019487494e-05
"14091",0
"14092",0
"14094",0.00014211178106665
"14098",0
"14101",0
"14102",0
"14103",0
"14105",0
"14108",0
"14109",0
"14111",0
"14112",0
"14113",0
"14120",0
"14125",0
"14126",0
"14127",0.000198734722268226
"14129",0
"14130",0
"14131",0
"14132",0
"14134",0
"14135",0
"14136",0
"14138",0
"14139",0
"14141",0
"14143",0
"14145",0
"14150",9.79192166462668e-05
"14167",0
"14168",0
"14169",0
"14170",0
"14171",0
"14172",0
"14173",0
"14174",0
"14201",0.000251361541684122
"14202",0
"14203",0
"14204",0.000347101700798334
"14206",0.000246184145741014
"14207",0.000257787325456498
"14208",0
"14209",0
"14210",0
"14211",0.000133362969548789
"14212",0
"14213",0.000216328473153636
"14214",0
"14215",9.65367442982985e-05
"14216",0.000269191080802189
"14217",0
"14218",0.000211059518784297
"14219",0
"14220",0
"14221",0.000166827315192408
"14222",0
"14223",0
"14224",7.35023888276369e-05
"14225",0.000181318183191804
"14226",0.000163164077796632
"14227",0
"14228",0.000183158569531572
"14261",0
"14301",0.000314861460957179
"14302",0
"14303",0.00053744177714081
"14304",0.000170870070398469
"14305",0
"14411",0
"14414",0
"14415",0
"14416",0
"14418",0
"14420",0.000190421784252118
"14422",0
"14423",0
"14424",0.000143472022955524
"14425",0
"14427",0
"14428",0
"14432",0
"14433",0
"14435",0
"14437",0
"14441",0
"14445",0
"14450",0
"14454",0
"14456",0.000154059466954244
"14462",0
"14464",0
"14466",0
"14467",0
"14468",0
"14469",0
"14470",0
"14471",0
"14472",0
"14475",0
"14476",0
"14477",0
"14478",0
"14479",0
"14480",0
"14481",0
"14482",0
"14485",0
"14486",0
"14487",0
"14489",0
"14502",0
"14504",0
"14505",0
"14506",0
"14507",0
"14510",0
"14511",0
"14512",0
"14513",0
"14514",0
"14516",0
"14517",0
"14519",0
"14521",0
"14522",0
"14525",0
"14526",0.000150202773744555
"14527",0.000392310710082385
"14529",0
"14530",0
"14532",0
"14533",0
"14534",0
"14536",0
"14537",0
"14539",0
"14541",0
"14542",0
"14543",0
"14544",0
"14545",0
"14546",0
"14548",0
"14549",0
"14550",0
"14551",0
"14555",0
"14559",0
"14560",0
"14561",0
"14564",0
"14568",0
"14569",0
"14571",0
"14572",0
"14580",0.00011410097936674
"14585",0
"14586",0
"14588",0
"14589",0
"14590",0
"14591",0
"14592",0
"14604",0
"14605",0
"14606",0
"14607",0.000302645118334241
"14608",0.000259920291110726
"14609",9.71628449280995e-05
"14610",0
"14611",0.000235821247494399
"14612",0
"14613",0
"14614",0
"14615",0.000235807345398809
"14616",0.000148434021077631
"14617",0
"14618",0
"14619",0
"14620",0.000167820432137613
"14621",0.00012097018085042
"14622",0
"14623",0.000308963812613448
"14624",0.000109379272627837
"14625",0
"14626",0.00013204806549584
"14627",0
"14701",0.000153006579282909
"14706",0
"14707",0
"14708",0
"14709",0
"14710",0
"14711",0
"14712",0
"14714",0
"14715",0
"14716",0
"14717",0
"14718",0
"14719",0
"14720",0
"14721",0
"14722",0
"14723",0
"14724",0
"14726",0
"14727",0
"14728",0
"14729",0
"14731",0
"14732",0
"14733",0
"14735",0
"14736",0
"14737",0
"14738",0
"14739",0
"14740",0
"14741",0
"14742",0
"14743",0
"14744",0
"14747",0
"14748",0
"14750",0
"14752",0
"14753",0
"14754",0
"14755",0
"14756",0
"14757",0
"14760",0.000226757369614512
"14767",0
"14769",0
"14770",0
"14772",0
"14774",0
"14775",0
"14777",0
"14778",0
"14779",0
"14781",0
"14782",0
"14783",0
"14784",0
"14787",0
"14788",0
"14801",0
"14802",0
"14803",0
"14804",0
"14805",0
"14806",0
"14807",0
"14808",0
"14809",0
"14810",0
"14812",0
"14813",0
"14814",0
"14815",0
"14816",0
"14817",0
"14818",0
"14819",0
"14820",0
"14821",0
"14822",0
"14823",0
"14824",0
"14825",0
"14826",0
"14827",0
"14830",0.000204907535474617
"14836",0
"14837",0
"14838",0
"14839",0
"14840",0
"14841",0
"14842",0
"14843",0
"14845",0.000149917545350057
"14846",0
"14847",0
"14850",0.000217997228320954
"14853",0
"14854",0
"14855",0
"14856",0
"14858",0
"14859",0
"14860",0
"14861",0
"14864",0
"14865",0
"14867",0
"14869",0
"14870",0
"14871",0
"14872",0
"14873",0
"14874",0
"14877",0
"14878",0
"14879",0
"14880",0
"14881",0
"14882",0
"14883",0
"14884",0
"14885",0
"14886",0
"14889",0
"14891",0
"14892",0
"14893",0
"14894",0
"14895",0
"14897",0
"14898",0
"14901",0
"14903",0
"14904",0
"14905",0
"15001",0.000193043981853866
"15003",0.000267546597699099
"15004",0
"15005",0
"15006",0
"15007",0
"15009",0
"15010",0.00014609203798393
"15012",0.000394218134034166
"15014",0
"15015",0
"15017",0.000251035521526296
"15018",0
"15019",0
"15020",0
"15021",0
"15022",0
"15024",0
"15025",0
"15026",0
"15027",0
"15028",0
"15030",0
"15031",0
"15033",0
"15034",0
"15035",0
"15037",0
"15038",0
"15042",0
"15043",0
"15044",0.000108166576527853
"15045",0
"15046",0
"15047",0
"15049",0
"15050",0
"15051",0
"15052",0
"15053",0
"15054",0
"15055",0
"15056",0
"15057",0
"15059",0
"15060",0
"15061",0
"15062",0
"15063",0
"15064",0
"15065",0
"15066",0
"15067",0
"15068",0.000189010395571756
"15071",0
"15072",0
"15074",0.000381000762001524
"15075",0
"15076",0
"15077",0
"15078",0
"15081",0
"15082",0
"15083",0
"15084",0
"15085",0
"15086",0
"15087",0
"15088",0
"15089",0.000464900046490005
"15090",0.000173792144595064
"15101",0
"15102",0.000135062128579146
"15104",0
"15106",0.000152539787461229
"15108",0.000122037538746919
"15110",0
"15112",0
"15116",0.000284474788421876
"15120",0.000216076058772688
"15122",0.00015193719929096
"15126",0
"15129",0
"15131",0.0003813882532418
"15132",0.000141937925813777
"15133",0
"15135",0
"15136",0.00021852191774835
"15137",0.000303520841764468
"15139",0
"15140",0
"15142",0
"15143",0.000141843971631206
"15144",0
"15145",0
"15146",0.000252908447142135
"15147",0.000230229077932543
"15148",0
"15201",0.00031890297377023
"15202",0
"15203",0
"15204",0
"15205",0.000372526193247963
"15206",0
"15207",0
"15208",0.000300721732157177
"15209",0
"15210",0.000114324911398194
"15211",0
"15212",0.00025791238347887
"15213",0.000143482315804577
"15214",0
"15215",0
"15216",0.000132860938883968
"15217",0
"15218",0
"15219",0
"15220",0.000169453230908269
"15221",9.94398223341841e-05
"15222",0.00093492894540015
"15223",0
"15224",0
"15225",0
"15226",0.000296055066242321
"15227",0.000140518513314129
"15228",0
"15229",0.000294659300184162
"15232",0
"15233",0
"15234",0.000370919881305638
"15235",0.000144738746562455
"15236",0.000174984251417372
"15237",0.000305443951034985
"15238",0.00030902348578492
"15239",0.000194146483521817
"15241",0
"15243",0
"15260",0
"15290",0
"15301",0.000143404420953435
"15310",0
"15311",0
"15312",0
"15313",0
"15314",0
"15315",0
"15316",0
"15317",0.000179399779594557
"15320",0.000527983104540655
"15321",0
"15322",0
"15323",0
"15324",0
"15325",0
"15327",0
"15329",0
"15330",0
"15331",0
"15332",0
"15333",0
"15334",0
"15337",0
"15338",0
"15340",0
"15341",0
"15342",0
"15344",0
"15345",0
"15346",0
"15347",0
"15348",0
"15349",0
"15350",0
"15351",0
"15352",0
"15353",0
"15357",0
"15358",0
"15359",0
"15360",0
"15361",0
"15362",0
"15363",0
"15364",0
"15366",0
"15367",0
"15368",0
"15370",0.000207756232686981
"15376",0
"15377",0
"15378",0
"15379",0
"15380",0
"15401",0.000290032548097064
"15410",0
"15411",0
"15412",0
"15413",0
"15417",0
"15419",0
"15420",0
"15421",0
"15422",0
"15423",0
"15424",0
"15425",0
"15427",0
"15428",0
"15429",0
"15430",0
"15431",0
"15432",0
"15433",0
"15434",0
"15435",0
"15436",0
"15437",0
"15438",0
"15440",0
"15442",0
"15443",0
"15444",0
"15445",0
"15446",0
"15447",0
"15448",0
"15449",0
"15450",0
"15451",0
"15454",0
"15455",0
"15456",0
"15458",0
"15459",0
"15460",0
"15461",0
"15462",0
"15463",0
"15464",0
"15466",0
"15467",0
"15468",0
"15469",0
"15470",0
"15472",0
"15473",0
"15474",0
"15475",0
"15476",0
"15477",0
"15478",0
"15479",0
"15480",0
"15482",0
"15483",0
"15484",0
"15486",0
"15489",0
"15490",0
"15492",0
"15501",0.000246093269349083
"15502",0
"15510",0
"15520",0
"15521",0
"15522",0.000438519557972286
"15530",0
"15531",0
"15532",0
"15533",0
"15534",0
"15535",0
"15536",0
"15537",0
"15538",0
"15539",0
"15540",0
"15541",0
"15542",0
"15544",0
"15545",0
"15546",0
"15547",0
"15550",0
"15551",0
"15552",0
"15554",0
"15555",0
"15557",0
"15558",0
"15559",0
"15560",0
"15561",0
"15562",0
"15563",0
"15564",0
"15601",0.000210692652093758
"15610",0
"15611",0
"15612",0
"15613",0
"15615",0
"15616",0
"15617",0
"15618",0
"15620",0
"15621",0
"15622",0
"15623",0
"15624",0
"15625",0
"15626",0
"15627",0
"15628",0
"15629",0
"15631",0
"15632",0
"15633",0
"15634",0
"15635",0
"15636",0
"15637",0
"15638",0
"15639",0
"15640",0
"15641",0
"15642",0.000180680714592226
"15644",0.000215784646922371
"15646",0
"15647",0
"15650",0.000221983795182952
"15655",0
"15656",0
"15658",0
"15660",0
"15661",0
"15662",0
"15663",0
"15665",0
"15666",0.000379867046533713
"15668",0
"15670",0
"15671",0
"15672",0
"15673",0
"15675",0
"15676",0
"15677",0
"15678",0
"15679",0
"15680",0
"15681",0
"15683",0
"15684",0
"15686",0
"15687",0
"15688",0
"15689",0
"15690",0.000343053173241852
"15691",0
"15692",0
"15693",0
"15695",0
"15696",0
"15697",0.00104022191400832
"15698",0
"15701",0.000176201104193586
"15710",0
"15711",0
"15712",0
"15713",0
"15714",0.000632644453816955
"15715",0
"15716",0
"15717",0
"15721",0
"15722",0
"15723",0
"15724",0
"15725",0
"15727",0
"15728",0
"15729",0
"15730",0
"15731",0
"15732",0
"15733",0
"15734",0
"15736",0
"15737",0
"15738",0
"15739",0
"15741",0
"15742",0
"15744",0
"15745",0
"15746",0
"15747",0
"15748",0
"15750",0
"15752",0
"15753",0
"15754",0
"15756",0
"15757",0
"15759",0
"15760",0
"15761",0
"15762",0
"15764",0
"15765",0
"15767",0.000278280228189787
"15770",0
"15771",0
"15772",0
"15773",0
"15774",0
"15775",0
"15776",0
"15777",0
"15778",0
"15779",0
"15780",0
"15781",0
"15783",0
"15784",0
"15801",0.000157745293932064
"15821",0
"15823",0
"15824",0
"15825",0.000336322869955157
"15827",0
"15828",0
"15829",0
"15832",0
"15834",0
"15840",0
"15841",0
"15845",0
"15846",0
"15847",0
"15848",0
"15849",0
"15851",0
"15853",0.000474833808167142
"15856",0
"15857",0.00023872045834328
"15860",0
"15861",0
"15863",0
"15864",0
"15865",0
"15866",0
"15868",0
"15870",0
"15901",0
"15902",0
"15904",0.000250893809195258
"15905",0.000151983383150109
"15906",0.000277700638711469
"15909",0
"15920",0
"15921",0
"15922",0
"15923",0
"15924",0
"15925",0
"15926",0
"15927",0
"15928",0
"15929",0
"15930",0
"15931",0
"15934",0
"15935",0
"15936",0
"15937",0
"15938",0
"15940",0
"15942",0
"15943",0
"15944",0
"15945",0
"15946",0
"15948",0
"15949",0
"15951",0
"15952",0
"15953",0
"15954",0
"15955",0
"15956",0
"15957",0
"15958",0
"15960",0
"15961",0
"15962",0
"15963",0
"16001",0.000231678121862692
"16002",0
"16020",0
"16022",0
"16023",0
"16024",0
"16025",0
"16027",0
"16028",0
"16029",0
"16030",0
"16033",0
"16034",0
"16035",0
"16036",0
"16037",0
"16038",0
"16040",0
"16041",0
"16045",0
"16046",0.000179651476136296
"16048",0
"16049",0
"16050",0
"16051",0
"16052",0
"16053",0
"16054",0
"16055",0
"16056",0
"16057",0
"16059",0
"16061",0
"16063",0
"16066",0
"16101",0.000214618592102036
"16102",0
"16105",0.000199786893979755
"16110",0
"16111",0
"16112",0
"16113",0
"16114",0
"16115",0
"16116",0
"16117",0.000176480969468792
"16120",0
"16121",0
"16123",0
"16124",0
"16125",0.000176740897843761
"16127",0.000256426694018847
"16130",0
"16131",0
"16132",0
"16133",0
"16134",0
"16136",0
"16137",0.00024265954865324
"16140",0
"16141",0
"16142",0
"16143",0
"16145",0
"16146",0
"16148",0.000310173697270471
"16150",0
"16151",0
"16153",0
"16154",0
"16155",0
"16156",0
"16157",0
"16159",0
"16160",0
"16161",0
"16201",0.000235696187614165
"16210",0
"16211",0
"16212",0
"16213",0
"16214",0.000296618548546569
"16217",0
"16218",0
"16222",0
"16223",0
"16224",0
"16226",0
"16228",0
"16229",0
"16230",0
"16232",0
"16233",0
"16235",0
"16236",0
"16238",0
"16239",0
"16240",0
"16242",0
"16244",0
"16245",0
"16246",0
"16248",0
"16249",0
"16250",0
"16253",0
"16254",0
"16255",0
"16256",0
"16258",0
"16259",0
"16260",0
"16262",0
"16263",0
"16301",0.000194577766247243
"16311",0
"16312",0
"16313",0
"16314",0
"16316",0
"16317",0
"16319",0
"16321",0
"16322",0
"16323",0.000256016385048643
"16326",0
"16327",0
"16328",0
"16329",0
"16331",0
"16332",0
"16333",0
"16334",0
"16335",0.000182355301068602
"16340",0
"16341",0
"16342",0
"16343",0
"16344",0
"16345",0
"16346",0
"16347",0.00141442715700141
"16350",0
"16351",0
"16352",0
"16353",0
"16354",0.000284656988329063
"16360",0
"16361",0
"16362",0
"16364",0
"16365",0.000170077668802086
"16370",0
"16371",0
"16372",0
"16373",0
"16374",0
"16401",0
"16402",0
"16403",0
"16404",0
"16405",0
"16406",0
"16407",0.000271886895051658
"16410",0
"16411",0
"16412",0
"16415",0
"16416",0
"16417",0
"16420",0
"16421",0
"16422",0
"16423",0
"16424",0
"16426",0
"16427",0
"16428",0.000407199283329261
