ZCTA,policeviolence_harmonicmean_pop,policeviolence_harmonicmean_black
12952,0,0
12953,8.19E-06,0
12955,1.51E-06,0
12956,0,0
12957,3.93E-06,0
12958,0,0
12959,0,0
12960,0,0
12961,0,0
12962,0,0
12964,0,0
12965,1.81E-06,0
12966,3.93E-06,0
12967,1.81E-06,0
12969,3.93E-06,0
12970,3.93E-06,0
12972,0,0
12973,1.81E-06,0
12974,0,0
12975,0,0
12976,3.93E-06,0
12977,0,0
12978,0,0
12979,0,0
12980,2.48E-06,0
12981,1.51E-06,0
12983,2.24E-06,0
12985,0,0
12986,2.48E-06,0
12987,0,0
12989,3.93E-06,0
12992,0,0
12993,0,0
12996,0,0
12997,0,0
12998,0,0
13020,2.15E-06,1.91E-05
13021,1.84E-06,1.79E-05
13024,0,0
13026,0,0
13027,1.84E-06,1.79E-05
13028,1.67E-06,0
13029,2.15E-06,1.91E-05
13030,2.17E-06,1.86E-05
13031,2.15E-06,1.91E-05
13032,2.31E-06,0
13033,0,0
13034,0,0
13035,2.17E-06,1.86E-05
13036,1.67E-06,0
13037,2.17E-06,1.86E-05
13039,2.15E-06,1.91E-05
13040,0,0
13041,2.15E-06,1.91E-05
13042,1.77E-06,1.23E-05
13044,6.30E-06,0
13045,8.68E-07,0
13051,2.15E-06,1.91E-05
13052,1.84E-06,1.82E-05
13053,1.32E-06,0
13054,1.82E-06,1.34E-05
13057,2.15E-06,1.91E-05
13060,2.15E-06,1.91E-05
13061,2.31E-06,0
13062,1.93E-06,0
13063,2.15E-06,1.91E-05
13064,0,0
13066,2.15E-06,1.91E-05
13068,1.93E-06,0
13069,1.67E-06,0
13071,0,0
13072,1.37E-06,0
13073,1.10E-06,0
13074,1.01E-06,0
13076,1.67E-06,0
13077,1.69E-06,1.77E-05
13078,2.15E-06,1.91E-05
13080,1.84E-06,1.79E-05
13081,0,0
13082,2.17E-06,1.86E-05
13083,8.48E-07,0
13084,2.15E-06,1.91E-05
13087,0,0
13088,2.15E-06,1.91E-05
13090,2.15E-06,1.91E-05
13092,1.10E-06,0
13101,0,0
13102,1.93E-06,0
13103,1.67E-06,0
13104,2.17E-06,1.86E-05
13108,2.15E-06,1.91E-05
13110,2.15E-06,1.91E-05
13111,1.01E-06,0
13112,2.15E-06,1.91E-05
13113,0,0
13114,1.67E-06,0
13115,1.67E-06,0
13116,2.15E-06,1.91E-05
13117,0,0
13118,0,0
13120,2.15E-06,1.91E-05
13122,2.17E-06,1.86E-05
13123,1.82E-06,1.34E-05
13124,0,0
13126,1.01E-06,0
13131,1.67E-06,0
13132,1.67E-06,0
13134,2.31E-06,0
13135,2.05E-06,1.87E-05
13136,0,0
13138,2.15E-06,1.91E-05
13140,0,0
13141,1.94E-06,1.88E-05
13142,1.67E-06,0
13143,0,0
13144,1.67E-06,0
13145,1.67E-06,0
13146,0,0
13147,0,0
13148,0,0
13152,1.84E-06,1.79E-05
13153,2.15E-06,1.91E-05
13155,0,0
13156,6.89E-07,0
13157,1.82E-06,1.34E-05
13158,1.94E-06,1.88E-05
13159,1.94E-06,1.88E-05
13160,0,0
13162,1.82E-06,1.34E-05
13163,2.31E-06,0
13164,2.15E-06,1.91E-05
13165,0,0
13166,1.84E-06,1.79E-05
13167,1.67E-06,0
13202,2.15E-06,1.91E-05
13203,2.15E-06,1.91E-05
13204,6.57E-06,4.38E-05
13205,5.44E-06,2.10E-05
13206,2.15E-06,1.91E-05
13207,2.15E-06,1.91E-05
13208,4.96E-06,3.32E-05
13209,2.15E-06,1.91E-05
13210,4.52E-06,2.97E-05
13211,2.15E-06,1.91E-05
13212,2.15E-06,1.91E-05
13214,2.15E-06,1.91E-05
13215,2.15E-06,1.91E-05
13219,2.15E-06,1.91E-05
13224,2.15E-06,1.91E-05
13290,2.15E-06,1.91E-05
13301,1.82E-06,1.34E-05
13302,1.67E-06,0
13303,1.82E-06,1.34E-05
13304,1.47E-06,1.33E-05
13305,0,0
13308,1.82E-06,1.34E-05
13309,1.63E-06,1.32E-05
13310,2.31E-06,0
13312,0,0
13313,1.82E-06,1.34E-05
13314,2.31E-06,0
13315,0,0
13316,1.64E-06,1.21E-05
13317,0,0
13318,1.82E-06,1.34E-05
13319,1.82E-06,1.34E-05
13320,0,0
13321,1.82E-06,1.34E-05
13322,1.47E-06,1.33E-05
13323,1.82E-06,1.34E-05
13324,2.01E-07,1.24E-05
13325,0,0
13326,0,0
13327,0,0
13328,1.82E-06,1.34E-05
13329,1.04E-06,6.11E-06
13331,2.01E-07,1.24E-05
13332,1.37E-06,0
13333,0,0
13334,2.31E-06,0
13335,0,0
13337,0,0
13338,1.47E-06,1.33E-05
13339,7.33E-07,4.24E-06
13340,2.01E-07,1.24E-05
13341,1.82E-06,1.34E-05
13342,0,0
13343,0,0
13345,0,0
13346,2.31E-06,0
13348,0,0
13350,2.01E-07,1.24E-05
13352,1.82E-06,1.34E-05
13353,5.43E-05,0
13354,1.82E-06,1.34E-05
13355,2.31E-06,0
13357,1.02E-07,5.74E-06
13360,5.43E-05,0
13361,1.02E-07,5.74E-06
13362,1.82E-06,1.34E-05
13363,1.82E-06,1.34E-05
13364,2.31E-06,0
13365,2.01E-07,1.24E-05
13367,1.40E-07,1.00E-05
13368,0,0
13402,1.93E-06,1.22E-05
13403,1.82E-06,1.34E-05
13404,0,0
13406,2.01E-07,1.24E-05
13407,2.01E-07,1.24E-05
13408,2.31E-06,0
13409,2.31E-06,0
13410,0,0
13411,0,0
13413,1.47E-06,1.33E-05
13415,0,0
13416,2.01E-07,1.24E-05
13417,1.82E-06,1.34E-05
13418,2.31E-06,0
13420,2.01E-07,1.24E-05
13421,5.56E-06,1.22E-05
13424,1.82E-06,1.34E-05
13425,1.93E-06,1.22E-05
13428,0,0
13431,1.47E-06,1.33E-05
13433,0,0
13435,1.82E-06,1.34E-05
13436,5.43E-05,0
13437,1.36E-06,0
13438,1.47E-06,1.33E-05
13439,1.02E-07,5.74E-06
13440,3.40E-06,1.34E-05
13441,1.82E-06,1.34E-05
13450,0,0
13452,1.05E-06,0
13454,2.01E-07,1.24E-05
13456,1.47E-06,1.33E-05
13459,2.46E-07,0
13460,1.37E-06,0
13461,1.82E-06,1.34E-05
13464,0,0
13468,0,0
13469,1.82E-06,1.34E-05
13470,1.04E-06,6.11E-06
13471,1.63E-06,1.32E-05
13472,2.01E-07,1.24E-05
13473,0,0
13475,2.01E-07,1.24E-05
13476,1.82E-06,1.34E-05
13477,1.82E-06,1.34E-05
13478,1.82E-06,1.34E-05
13480,1.93E-06,1.22E-05
13483,1.82E-06,1.34E-05
13484,2.31E-06,0
13485,9.16E-07,0
13486,1.82E-06,1.34E-05
13488,0,0
13489,1.63E-06,1.32E-05
13490,1.82E-06,1.34E-05
13491,9.17E-07,3.51E-06
13492,1.82E-06,1.34E-05
13493,1.67E-06,0
13494,1.82E-06,1.34E-05
13495,1.82E-06,1.34E-05
13501,1.82E-06,1.34E-05
13502,3.43E-06,2.91E-05
13601,0,0
13602,0,0
13603,0,0
13605,0,0
13606,0,0
13607,0,0
13608,8.83E-07,0
13612,0,0
13613,1.81E-06,0
13614,1.81E-06,0
13615,0,0
13616,0,0
13617,1.81E-06,0
13618,0,0
13619,0,0
13620,0,0
13621,1.81E-06,0
13622,0,0
13623,1.81E-06,0
13624,0,0
13625,1.81E-06,0
13626,0,0
13628,0,0
13630,1.81E-06,0
13633,1.81E-06,0
13634,0,0
13635,1.81E-06,0
13636,0,0
13637,0,0
13638,0,0
13639,1.81E-06,0
13640,0,0
13641,0,0
13642,8.83E-07,0
13643,0,0
13646,8.83E-07,0
13647,1.81E-06,0
13648,1.45E-06,0
13650,0,0
13651,0,0
13652,1.81E-06,0
13654,1.81E-06,0
13655,2.48E-06,0
13656,0,0
13658,1.81E-06,0
13659,0,0
13660,1.81E-06,0
13661,8.48E-07,0
13662,1.81E-06,0
13664,1.81E-06,0
13665,0,0
13666,1.81E-06,0
13667,1.81E-06,0
13668,1.81E-06,0
13669,1.81E-06,0
13670,1.81E-06,0
13672,1.81E-06,0
13673,0,0
13674,0,0
13675,0,0
13676,4.96E-06,0
13677,1.81E-06,0
13678,1.81E-06,0
13679,8.83E-07,0
13680,1.81E-06,0
13681,1.81E-06,0
13682,0,0
13684,1.81E-06,0
13685,0,0
13687,1.81E-06,0
13690,1.81E-06,0
13691,0,0
13692,0,0
13693,0,0
13694,1.81E-06,0
13695,1.81E-06,0
13696,1.81E-06,0
13697,1.81E-06,0
13730,8.18E-07,0
13731,0,0
13732,0,0
13733,0,0
13734,0,0
13736,1.15E-06,0
13739,0,0
13740,0,0
13743,0,0
13744,1.02E-06,0
13746,8.18E-07,0
13748,1.02E-06,0
13750,0,0
13751,0,0
13752,0,0
13753,0,0
13754,8.28E-07,0
13755,0,0
13756,0,0
13757,0,0
13760,8.15E-07,0
13774,0,0
13775,0,0
13776,0,0
13777,1.02E-06,0
13778,8.18E-07,0
13780,0,0
13782,0,0
13783,0,0
13784,0,0
13786,0,0
13787,8.18E-07,0
13788,0,0
13790,1.02E-06,0
13794,1.02E-06,0
13795,1.02E-06,0
13796,0,0
13797,1.02E-06,0
13801,0,0
13802,1.02E-06,0
13803,8.20E-07,0
13804,0,0
13806,0,0
13807,0,0
13808,0,0
13809,0,0
13810,0,0
13811,8.15E-07,0
13812,0,0
13813,8.18E-07,0
13815,0,0
13820,0,0
13825,0,0
13826,1.02E-06,0
13827,0,0
13830,0,0
13832,0,0
13833,1.02E-06,0
13834,0,0
13835,6.81E-07,0
13838,0,0
13839,0,0
13841,0,0
13842,0,0
13843,0,0
13844,0,0
13845,0,0
13846,0,0
13847,0,0
13849,0,0
13850,1.02E-06,0
13856,0,0
13859,0,0
13860,0,0
13861,0,0
13862,8.20E-07,0
13863,0,0
13864,1.30E-06,0
13865,1.02E-06,0
13901,1.02E-06,0
13902,1.02E-06,0
13903,1.02E-06,0
13904,3.55E-06,0
13905,1.02E-06,0
14001,8.39E-07,1.43E-06
14004,9.80E-07,1.58E-06
14005,3.44E-06,0
14006,8.68E-07,1.62E-06
14008,0,0
14009,0,0
14011,2.02E-06,0
14012,0,0
14013,1.02E-06,1.60E-06
14020,3.44E-06,0
14024,0,0
14025,8.68E-07,1.62E-06
14026,8.68E-07,1.62E-06
14028,0,0
14030,7.69E-07,1.58E-06
14031,8.68E-07,1.62E-06
14032,8.68E-07,1.62E-06
14033,8.68E-07,1.62E-06
14034,8.68E-07,1.62E-06
14035,8.68E-07,1.62E-06
14036,1.09E-05,0
14037,8.31E-07,1.60E-06
14039,0,0
14040,2.02E-06,0
14041,0,0
14042,0,0
14043,8.68E-07,1.62E-06
14047,8.68E-07,1.62E-06
14048,1.53E-06,0
14051,8.68E-07,1.62E-06
14052,8.68E-07,1.62E-06
14054,2.02E-06,0
14055,8.68E-07,1.62E-06
14057,8.68E-07,1.62E-06
14058,3.97E-06,0
14059,8.68E-07,1.62E-06
14060,0,0
14061,8.68E-07,1.62E-06
14062,1.53E-06,0
14063,4.59E-06,0
14065,0,0
14066,0,0
14067,0,0
14068,8.68E-07,1.62E-06
14069,8.68E-07,1.62E-06
14070,8.00E-07,1.60E-06
14072,8.68E-07,1.62E-06
14075,8.68E-07,1.62E-06
14080,8.68E-07,1.62E-06
14081,8.85E-07,1.56E-06
14082,0,0
14085,8.68E-07,1.62E-06
14086,8.68E-07,1.62E-06
14091,8.68E-07,1.62E-06
14092,0,0
14094,0,0
14098,4.71E-06,0
14101,0,0
14102,8.68E-07,1.62E-06
14103,4.71E-06,0
14105,1.27E-06,0
14108,0,0
14109,0,0
14111,8.68E-07,1.62E-06
14112,8.68E-07,1.62E-06
14113,0,0
14120,0,0
14125,3.97E-06,0
14126,0,0
14127,8.68E-07,1.62E-06
14129,0,0
14130,0,0
14131,0,0
14132,0,0
14134,8.68E-07,1.62E-06
14135,1.53E-06,0
14136,1.53E-06,0
14138,9.58E-07,0
14139,8.68E-07,1.62E-06
14141,8.00E-07,1.60E-06
14143,3.44E-06,0
14145,8.31E-07,1.60E-06
14150,8.68E-07,1.62E-06
14167,0,0
14168,0,0
14169,8.68E-07,1.62E-06
14170,8.68E-07,1.62E-06
14171,0,0
14172,0,0
14173,0,0
14174,0,0
14201,8.68E-07,1.62E-06
14202,8.68E-07,1.62E-06
14203,8.68E-07,1.62E-06
14204,8.68E-07,1.62E-06
14206,8.68E-07,1.62E-06
14207,3.01E-06,5.95E-06
14208,8.68E-07,1.62E-06
14209,8.68E-07,1.62E-06
14210,8.68E-07,1.62E-06
14211,8.68E-07,1.62E-06
14212,8.68E-07,1.62E-06
14213,2.64E-06,1.62E-06
14214,8.68E-07,1.62E-06
14215,8.68E-07,1.62E-06
14216,8.68E-07,1.62E-06
14217,8.68E-07,1.62E-06
14218,8.68E-07,1.62E-06
14219,8.68E-07,1.62E-06
14220,8.68E-07,1.62E-06
14221,8.68E-07,1.62E-06
14222,8.68E-07,1.62E-06
14223,8.68E-07,1.62E-06
14224,8.68E-07,1.62E-06
14225,2.42E-06,1.62E-06
14226,8.68E-07,1.62E-06
14227,8.68E-07,1.62E-06
14228,8.68E-07,1.62E-06
14261,8.68E-07,1.62E-06
14301,0,0
14302,0,0
14303,0,0
14304,0,0
14305,0,0
14411,4.71E-06,0
14414,1.24E-06,3.45E-06
14415,0,0
14416,1.50E-06,3.45E-06
14418,0,0
14420,1.52E-06,3.42E-06
14422,3.97E-06,0
14423,0,0
14424,4.17E-06,0.000208219
14425,1.83E-06,7.59E-05
14427,0,0
14428,1.35E-06,3.50E-06
14432,1.83E-06,7.59E-05
14433,0,0
14435,0,0
14437,0,0
14441,0,0
14445,1.35E-06,3.50E-06
14450,1.20E-06,3.42E-06
14454,0,0
14456,1.18E-06,4.28E-05
14462,0,0
14464,1.52E-06,3.42E-06
14466,1.15E-06,4.70E-05
14467,1.35E-06,3.50E-06
14468,1.35E-06,3.50E-06
14469,1.83E-06,7.59E-05
14470,5.18E-06,3.42E-06
14471,1.15E-06,4.70E-05
14472,1.31E-06,5.06E-06
14475,1.83E-06,7.59E-05
14476,1.52E-06,3.42E-06
14477,4.71E-06,0
14478,0,0
14479,4.71E-06,0
14480,0,0
14481,0,0
14482,1.39E-06,3.41E-06
14485,1.15E-06,4.70E-05
14486,0,0
14487,1.15E-06,4.70E-05
14489,8.48E-07,2.79E-05
14502,1.20E-06,3.42E-06
14504,1.83E-06,7.59E-05
14505,0,0
14506,1.35E-06,3.50E-06
14507,0,0
14510,0,0
14511,1.35E-06,3.50E-06
14512,8.63E-07,4.40E-05
14513,9.95E-07,3.71E-05
14514,1.35E-06,3.50E-06
14516,0,0
14517,0,0
14519,1.20E-06,3.42E-06
14521,0,0
14522,9.95E-07,3.71E-05
14525,1.22E-06,0
14526,1.35E-06,3.50E-06
14527,0,0
14529,0,0
14530,0,0
14532,1.39E-06,4.52E-05
14533,0,0
14534,1.41E-06,5.13E-06
14536,0,0
14537,1.83E-06,7.59E-05
14539,0,0
14541,0,0
14542,0,0
14543,1.35E-06,3.50E-06
14544,1.49E-06,6.95E-05
14545,0,0
14546,1.35E-06,3.50E-06
14548,1.83E-06,7.59E-05
14549,0,0
14550,0,0
14551,0,0
14555,0,0
14559,1.35E-06,3.50E-06
14560,1.15E-06,4.70E-05
14561,1.49E-06,6.95E-05
14564,1.41E-06,5.13E-06
14568,0,0
14569,0,0
14571,4.71E-06,0
14572,0,0
14580,1.20E-06,3.42E-06
14585,1.83E-06,7.59E-05
14586,1.35E-06,3.50E-06
14588,0,0
14589,0,0
14590,0,0
14591,2.02E-06,0
14592,0,0
14604,1.35E-06,3.50E-06
14605,1.35E-06,3.50E-06
14606,1.35E-06,3.50E-06
14607,1.35E-06,3.50E-06
14608,1.35E-06,3.50E-06
14609,1.35E-06,3.50E-06
14610,4.21E-06,1.34E-05
14611,4.01E-06,8.85E-06
14612,4.00E-06,3.50E-06
14613,1.35E-06,3.50E-06
14614,1.35E-06,3.50E-06
14615,1.35E-06,3.50E-06
14616,1.35E-06,3.50E-06
14617,1.35E-06,3.50E-06
14618,1.35E-06,3.50E-06
14619,1.35E-06,3.50E-06
14620,1.35E-06,3.50E-06
14621,1.35E-06,3.50E-06
14622,1.35E-06,3.50E-06
14623,1.35E-06,3.50E-06
14624,1.35E-06,3.50E-06
14625,1.35E-06,3.50E-06
14626,3.34E-06,3.50E-06
14627,1.35E-06,3.50E-06
14701,1.53E-06,0
14706,0,0
14707,0,0
14708,0,0
14709,0,0
14710,1.53E-06,0
14711,0,0
14712,1.53E-06,0
14714,0,0
14715,0,0
14716,1.53E-06,0
14717,0,0
14718,1.53E-06,0
14719,0,0
14720,1.53E-06,0
14721,0,0
14722,1.53E-06,0
14723,1.53E-06,0
14724,1.53E-06,0
14726,9.58E-07,0
14727,0,0
14728,1.53E-06,0
14729,0,0
14731,0,0
14732,1.53E-06,0
14733,1.53E-06,0
14735,0,0
14736,1.53E-06,0
14737,0,0
14738,9.58E-07,0
14739,0,0
14740,1.53E-06,0
14741,0,0
14742,1.53E-06,0
14743,0,0
14744,0,0
14747,9.58E-07,0
14748,0,0
14750,1.53E-06,0
14752,1.53E-06,0
14753,0,0
14754,0,0
14755,0,0
14756,1.53E-06,0
14757,1.53E-06,0
14760,0,0
14767,1.53E-06,0
14769,1.53E-06,0
14770,0,0
14772,0,0
14774,0,0
14775,1.53E-06,0
14777,0,0
14778,0,0
14779,0,0
14781,1.53E-06,0
14782,1.53E-06,0
14783,0,0
14784,1.53E-06,0
14787,1.53E-06,0
14788,0,0
14801,0,0
14802,0,0
14803,0,0
14804,0,0
14805,0,0
14806,0,0
14807,0,0
14808,0,0
14809,0,0
14810,0,0
14812,2.97E-06,0
14813,0,0
14814,3.26E-06,0
14815,0,0
14816,6.95E-06,0
14817,1.30E-06,0
14818,0,0
14819,0,0
14820,0,0
14821,0,0
14822,0,0
14823,0,0
14824,5.73E-06,0
14825,6.95E-06,0
14826,0,0
14827,0,0
14830,3.26E-06,0
14836,0,0
14837,0,0
14838,6.95E-06,0
14839,0,0
14840,0,0
14841,0,0
14842,0,0
14843,0,0
14845,8.81E-06,0
14846,0,0
14847,0,0
14850,2.67E-06,0
14853,1.93E-06,0
14854,1.93E-06,0
14855,0,0
14856,0,0
14858,0,0
14859,4.41E-06,0
14860,0,0
14861,6.95E-06,0
14864,5.73E-06,0
14865,0,0
14867,1.93E-06,0
14869,0,0
14870,0,0
14871,3.26E-06,0
14872,6.95E-06,0
14873,0,0
14874,0,0
14877,0,0
14878,0,0
14879,0,0
14880,0,0
14881,1.93E-06,0
14882,1.93E-06,0
14883,1.30E-06,0
14884,0,0
14885,0,0
14886,1.27E-06,0
14889,3.88E-06,0
14891,0,0
14892,4.41E-06,0
14893,0,0
14894,6.95E-06,0
14895,0,0
14897,0,0
14898,0,0
14901,1.03E-05,0
14903,6.95E-06,0
14904,1.06E-05,0
14905,6.95E-06,0
15001,1.19E-06,0
15003,1.88E-06,1.30E-05
15004,2.87E-06,3.09E-05
15005,1.88E-06,1.30E-05
15006,1.98E-06,1.39E-05
15007,1.98E-06,1.39E-05
15009,1.19E-06,0
15010,1.19E-06,0
15012,2.83E-06,2.00E-05
15014,1.98E-06,1.39E-05
15015,1.98E-06,1.39E-05
15017,2.11E-06,1.45E-05
15018,1.98E-06,1.39E-05
15019,2.87E-06,3.09E-05
15020,1.98E-06,1.39E-05
15021,2.87E-06,3.09E-05
15022,2.87E-06,3.09E-05
15024,1.98E-06,1.39E-05
15025,2.11E-06,1.45E-05
15026,2.01E-06,1.37E-05
15027,1.19E-06,0
15028,1.98E-06,1.39E-05
15030,1.98E-06,1.39E-05
15031,1.98E-06,1.39E-05
15033,2.87E-06,3.09E-05
15034,1.98E-06,1.39E-05
15035,1.98E-06,1.39E-05
15037,1.98E-06,1.39E-05
15038,2.87E-06,3.09E-05
15042,1.19E-06,0
15043,1.19E-06,0
15044,1.86E-06,1.37E-05
15045,1.98E-06,1.39E-05
15046,1.98E-06,1.39E-05
15047,1.98E-06,1.39E-05
15049,1.98E-06,1.39E-05
15050,1.19E-06,0
15051,1.98E-06,1.39E-05
15052,1.19E-06,0
15053,2.87E-06,3.09E-05
15054,2.87E-06,3.09E-05
15055,2.87E-06,3.09E-05
15056,1.98E-06,1.39E-05
15057,2.11E-06,1.45E-05
15059,4.44E-06,0
15060,2.87E-06,3.09E-05
15061,1.19E-06,0
15062,2.17E-06,2.40E-05
15063,2.11E-06,1.45E-05
15064,1.98E-06,1.39E-05
15065,1.98E-06,1.39E-05
15066,1.19E-06,0
15067,2.87E-06,3.09E-05
15068,3.76E-06,1.44E-05
15071,1.98E-06,1.39E-05
15072,2.17E-06,2.40E-05
15074,1.19E-06,0
15075,1.98E-06,1.39E-05
15076,1.98E-06,1.39E-05
15077,1.19E-06,0
15078,2.87E-06,3.09E-05
15081,1.19E-06,0
15082,1.98E-06,1.39E-05
15083,2.17E-06,2.40E-05
15084,1.98E-06,1.39E-05
15085,2.02E-06,1.44E-05
15086,1.86E-06,1.37E-05
15087,2.17E-06,2.40E-05
15088,1.98E-06,1.39E-05
15089,2.02E-06,1.44E-05
15090,1.98E-06,1.39E-05
15101,1.98E-06,1.39E-05
15102,1.98E-06,1.39E-05
15104,1.98E-06,1.39E-05
15106,1.98E-06,1.39E-05
15108,1.98E-06,1.39E-05
15110,1.98E-06,1.39E-05
15112,7.25E-06,4.45E-05
15116,5.55E-06,1.39E-05
15120,1.98E-06,1.39E-05
15122,1.98E-06,1.39E-05
15126,2.11E-06,1.45E-05
15129,2.11E-06,1.45E-05
15131,2.02E-06,1.44E-05
15132,1.98E-06,1.39E-05
15133,1.98E-06,1.39E-05
15135,1.98E-06,1.39E-05
15136,1.98E-06,1.39E-05
15137,2.02E-06,1.44E-05
15139,1.98E-06,1.39E-05
15140,1.98E-06,1.39E-05
15142,1.98E-06,1.39E-05
15143,1.88E-06,1.30E-05
15144,1.98E-06,1.39E-05
15145,1.98E-06,1.39E-05
15146,2.02E-06,1.44E-05
15147,1.98E-06,1.39E-05
15148,1.98E-06,1.39E-05
15201,1.98E-06,1.39E-05
15202,1.98E-06,1.39E-05
15203,1.98E-06,1.39E-05
15204,1.98E-06,1.39E-05
15205,1.98E-06,1.39E-05
15206,4.22E-06,1.69E-05
15207,1.98E-06,1.39E-05
15208,6.09E-06,2.44E-05
15209,1.98E-06,1.39E-05
15210,4.42E-06,2.12E-05
15211,5.99E-06,4.71E-05
15212,1.98E-06,1.39E-05
15213,1.98E-06,1.39E-05
15214,1.98E-06,1.39E-05
15215,1.98E-06,1.39E-05
15216,1.98E-06,1.39E-05
15217,1.98E-06,1.39E-05
15218,1.98E-06,1.39E-05
15219,1.98E-06,1.39E-05
15220,1.98E-06,1.39E-05
15221,6.07E-06,2.80E-05
15222,1.98E-06,1.39E-05
15223,1.98E-06,1.39E-05
15224,1.98E-06,1.39E-05
15225,1.98E-06,1.39E-05
15226,5.63E-06,4.90E-05
15227,1.98E-06,1.39E-05
15228,1.98E-06,1.39E-05
15229,1.98E-06,1.39E-05
15232,1.98E-06,1.39E-05
15233,1.98E-06,1.39E-05
15234,1.98E-06,1.39E-05
15235,3.92E-06,1.46E-05
15236,1.98E-06,1.39E-05
15237,3.50E-06,4.50E-05
15238,1.98E-06,1.39E-05
15239,1.98E-06,1.39E-05
15241,2.11E-06,1.45E-05
15243,1.98E-06,1.39E-05
15260,1.98E-06,1.39E-05
15290,1.98E-06,1.39E-05
15301,5.58E-06,5.50E-05
15310,0,0
15311,2.87E-06,3.09E-05
15312,9.89E-06,3.09E-05
15313,2.87E-06,3.09E-05
15314,2.87E-06,3.09E-05
15315,0,0
15316,0,0
15317,2.87E-06,3.09E-05
15320,0,0
15321,2.87E-06,3.09E-05
15322,2.44E-06,2.52E-05
15323,2.87E-06,3.09E-05
15324,2.87E-06,3.09E-05
15325,0,0
15327,0,0
15329,2.44E-06,2.52E-05
15330,2.87E-06,3.09E-05
15331,2.87E-06,3.09E-05
15332,2.11E-06,1.45E-05
15333,2.87E-06,3.09E-05
15334,0,0
15337,0,0
15338,0,0
15340,2.87E-06,3.09E-05
15341,0,0
15342,2.87E-06,3.09E-05
15344,0,0
15345,2.44E-06,2.52E-05
15346,0,0
15347,2.87E-06,3.09E-05
15348,2.87E-06,3.09E-05
15349,0,0
15350,2.87E-06,3.09E-05
15351,0,0
15352,0,0
15353,0,0
15357,0,0
15358,2.87E-06,3.09E-05
15359,0,0
15360,2.87E-06,3.09E-05
15361,2.87E-06,3.09E-05
15362,0,0
15363,2.87E-06,3.09E-05
15364,0,0
15366,2.87E-06,3.09E-05
15367,2.87E-06,3.09E-05
15368,2.87E-06,3.09E-05
15370,2.44E-06,2.52E-05
15376,2.87E-06,3.09E-05
15377,2.44E-06,2.52E-05
15378,2.87E-06,3.09E-05
15379,2.87E-06,3.09E-05
15380,0,0
15401,4.53E-06,0
15410,4.53E-06,0
15411,2.64E-06,0
15412,2.87E-06,3.09E-05
15413,4.53E-06,0
15417,3.52E-06,1.72E-05
15419,2.87E-06,3.09E-05
15420,4.53E-06,0
15421,4.53E-06,0
15422,4.53E-06,0
15423,2.87E-06,3.09E-05
15424,3.84E-06,0
15425,4.53E-06,0
15427,2.87E-06,3.09E-05
15428,4.53E-06,0
15429,2.87E-06,3.09E-05
15430,4.53E-06,0
15431,4.53E-06,0
15432,2.87E-06,3.09E-05
15433,4.53E-06,0
15434,2.87E-06,3.09E-05
15435,4.53E-06,0
15436,1.53E-05,0
15437,4.53E-06,0
15438,4.53E-06,0
15440,4.53E-06,0
15442,4.53E-06,0
15443,4.53E-06,0
15444,4.53E-06,0
15445,4.53E-06,0
15446,4.53E-06,0
15447,4.53E-06,0
15448,2.17E-06,2.40E-05
15449,4.53E-06,0
15450,4.53E-06,0
15451,4.53E-06,0
15454,4.53E-06,0
15455,4.53E-06,0
15456,4.53E-06,0
15458,4.53E-06,0
15459,4.53E-06,0
15460,4.53E-06,0
15461,1.41E-05,0
15462,4.53E-06,0
15463,4.53E-06,0
15464,4.53E-06,0
15466,4.53E-06,0
15467,4.53E-06,0
15468,4.53E-06,0
15469,4.53E-06,0
15470,4.53E-06,0
15472,4.53E-06,0
15473,1.43E-05,0
15474,4.53E-06,0
15475,4.53E-06,0
15476,4.53E-06,0
15477,2.87E-06,3.09E-05
15478,4.53E-06,0
15479,2.17E-06,2.40E-05
15480,4.53E-06,0
15482,4.53E-06,0
15483,2.87E-06,3.09E-05
15484,4.53E-06,0
15486,4.53E-06,0
15489,4.53E-06,0
15490,4.53E-06,0
15492,4.53E-06,0
15501,5.82E-06,1.94E-05
15502,2.64E-06,0
15510,2.64E-06,0
15520,2.64E-06,0
15521,5.39E-07,0
15522,5.39E-07,0
15530,2.64E-06,0
15531,2.26E-06,1.94E-05
15532,2.64E-06,0
15533,3.57E-06,0
15534,1.82E-06,0
15535,5.39E-07,0
15536,1.35E-05,0
15537,5.39E-07,0
15538,2.64E-06,0
15539,5.39E-07,0
15540,2.64E-06,0
15541,2.64E-06,0
15542,2.64E-06,0
15544,2.64E-06,0
15545,1.82E-06,0
15546,2.64E-06,0
15547,2.64E-06,0
15550,5.39E-07,0
15551,2.64E-06,0
15552,2.64E-06,0
15554,5.39E-07,0
15555,2.64E-06,0
15557,3.84E-06,0
15558,2.64E-06,0
15559,1.82E-06,0
15560,2.64E-06,0
15561,2.64E-06,0
15562,2.64E-06,0
15563,2.64E-06,0
15564,2.64E-06,0
15601,5.34E-06,5.98E-05
15610,2.81E-06,1.48E-05
15611,2.17E-06,2.40E-05
15612,2.17E-06,2.40E-05
15613,1.83E-06,2.23E-05
15615,2.17E-06,2.40E-05
15616,2.17E-06,2.40E-05
15617,2.17E-06,2.40E-05
15618,1.52E-06,1.80E-05
15620,2.17E-06,2.40E-05
