"ZCTA","third_spaces_total","population","thirdspaces_pop"
"30293",3,2609,114.986584898429
"30294",42,42484,98.8607475755579
"30295",25,4214,593.260560037969
"30296",29,28169,102.950051475026
"30297",88,28966,303.80446040185
"30303",293,6628,4420.63971031986
"30305",364,24551,1482.62799885952
"30306",173,23973,721.64518416552
"30307",208,20036,1038.13136354562
"30308",231,18839,1226.1797335315
"30309",316,26526,1191.2840232225
"30310",112,28664,390.734021769467
"30311",83,36389,228.090906592652
"30312",186,24782,750.544750221935
"30313",50,11415,438.020148926851
"30314",47,24974,188.195723552495
"30315",102,35143,290.242722590559
"30316",159,33670,472.230472230472
"30317",52,13820,376.266280752533
"30318",342,56109,609.52788322729
"30319",145,43011,337.123061542396
"30322",10,2780,359.712230215827
"30324",224,27806,805.581529166367
"30326",120,6529,1837.95374483076
"30327",75,22893,327.611060149391
"30328",334,38648,864.210308424757
"30329",250,28383,880.808934925836
"30331",131,66658,196.525548321282
"30332",4,3034,131.8391562294
"30334",0,0,0
"30336",35,274,12773.7226277372
"30337",81,13962,580.146110872368
"30338",213,35903,593.265186753196
"30339",305,23960,1272.95492487479
"30340",212,27796,762.699669017125
"30341",235,32601,720.836784147726
"30342",250,30873,809.769053865837
"30344",130,32690,397.675130009177
"30345",97,25797,376.012714656743
"30346",95,4914,1933.25193325193
"30349",148,74590,198.41801850114
"30350",104,39075,266.154830454255
"30354",72,15680,459.183673469388
"30360",65,15856,409.939455095863
"30363",29,3773,768.619135966075
"30401",46,13740,334.788937409025
"30410",0,1813,0
"30411",0,5333,0
"30412",0,65,0
"30413",4,1818,220.02200220022
"30415",11,6765,162.60162601626
"30417",31,10768,287.890044576523
"30420",0,988,0
"30421",4,2723,146.896804994491
"30423",0,222,0
"30425",0,1458,0
"30426",0,773,0
"30427",32,12571,254.554132527245
"30428",0,2815,0
"30429",0,168,0
"30434",17,5331,318.889514162446
"30436",20,11879,168.364340432696
"30438",0,24,0
"30439",30,10819,277.289952860708
"30441",0,1689,0
"30442",23,7887,291.619120071003
"30445",9,3851,233.705531030901
"30446",3,1055,284.36018957346
"30448",0,80,0
"30449",0,140,0
"30450",0,2170,0
"30451",0,42,0
"30452",0,1576,0
"30453",21,10936,192.026335040234
"30454",0,866,0
"30455",0,544,0
"30456",0,2099,0
"30457",22,5816,378.266850068776
"30458",227,44329,512.080128132825
"30460",0,2119,0
"30461",21,13882,151.275032416078
"30464",0,122,0
"30467",36,12184,295.469468154957
"30470",0,337,0
"30471",6,4744,126.475548060708
"30473",0,2442,0
"30474",76,16913,449.358481641341
"30475",6,0,0
"30477",0,2805,0
"30501",280,31127,899.540591769204
"30504",51,27202,187.486214248952
"30506",65,43765,148.520507254656
"30507",31,30499,101.642676809076
"30510",4,8488,47.1253534401508
"30511",11,3874,283.944243675787
"30512",89,21541,413.16559119818
"30513",93,12108,768.08721506442
"30516",0,2221,0
"30517",69,15909,433.716764095795
"30518",221,53780,410.933432502789
"30519",235,47685,492.817447834749
"30520",4,5774,69.2760651195012
"30521",15,5018,298.923874053408
"30522",3,987,303.951367781155
"30523",53,12465,425.190533493783
"30525",59,7730,763.260025873221
"30527",6,4321,138.856746123582
"30528",72,25280,284.810126582278
"30529",63,11358,554.675118858954
"30530",5,6887,72.6005517641934
"30531",58,10924,530.941047235445
"30533",81,27113,298.749677276583
"30534",141,29530,477.480528276329
"30535",20,7984,250.501002004008
"30536",14,8864,157.942238267148
"30537",3,1552,193.298969072165
"30538",9,3404,264.394829612221
"30540",86,19634,438.015687073444
"30541",4,1498,267.022696929239
"30542",130,37185,349.603334677962
"30543",3,4570,65.6455142231948
"30545",43,929,4628.6329386437
"30546",40,7199,555.632726767607
"30547",4,3057,130.847235852143
"30548",36,19796,181.854920185896
"30549",69,25530,270.27027027027
"30552",4,1741,229.753015508329
"30553",32,8009,399.550505681109
"30554",6,8126,73.837066207236
"30555",11,2400,458.333333333333
"30557",6,5076,118.203309692671
"30558",3,5322,56.369785794814
"30559",0,4740,0
"30560",8,4772,167.644593461861
"30562",4,1326,301.659125188537
"30563",6,5973,100.452034153692
"30564",7,3844,182.10197710718
"30565",0,4614,0
"30566",34,7710,440.985732814527
"30567",4,3820,104.712041884817
"30568",0,1348,0
"30571",10,3459,289.100896212778
"30572",0,864,0
"30573",3,46,6521.73913043478
"30575",0,1800,0
"30576",0,2574,0
"30577",84,20814,403.574517151917
"30581",0,141,0
"30582",4,4998,80.0320128051221
"30601",201,24267,828.28532575102
"30602",6,2952,203.252032520325
"30605",144,41593,346.212102998101
"30606",294,45457,646.765074685967
"30607",19,10474,181.401565781936
"30609",0,2308,0
"30619",0,1141,0
"30620",32,14228,224.90863086871
"30621",0,5300,0
"30622",24,11846,202.600033766672
"30623",0,67,0
"30624",4,3273,122.212037885732
"30625",0,2327,0
"30627",0,2418,0
"30628",9,7391,121.769719929644
"30629",11,4832,227.649006622517
"30630",0,2285,0
"30631",0,1623,0
"30633",17,8979,189.330660429892
"30634",3,1949,153.925089789636
"30635",48,14996,320.085356094959
"30641",4,1882,212.539851222104
"30642",60,12392,484.183344092963
"30643",62,15166,408.809178425425
"30646",16,6945,230.381569474442
"30648",5,3003,166.500166500167
"30650",68,12020,565.723793677205
"30655",99,26516,373.359481068034
"30656",11,15284,71.9706883014918
"30660",0,1270,0
"30662",30,8941,335.532938150095
"30663",7,3255,215.05376344086
"30664",0,19,0
"30665",0,77,0
"30666",14,10876,128.723795513056
"30667",0,855,0
"30668",0,1650,0
"30669",3,3263,91.9399325773828
"30673",30,7180,417.827298050139
"30677",89,18450,482.384823848239
"30678",0,1383,0
"30680",127,44800,283.482142857143
"30683",9,6866,131.080687445383
"30701",151,40974,368.526382584078
"30705",75,34031,220.38729393788
"30707",33,16593,198.879045380582
"30708",0,241,0
"30710",3,7158,41.9111483654652
"30711",0,3332,0
"30720",157,27414,572.700080250967
"30721",151,53960,279.836916234248
"30725",5,4442,112.561909049977
"30726",0,0,0
"30728",42,20426,205.620287868403
"30730",0,1711,0
"30731",3,2314,129.645635263613
"30733",0,2027,0
"30734",3,3608,83.1485587583149
"30735",4,6719,59.5326685518678
"30736",89,42604,208.900572716177
"30738",7,3697,189.342710305653
"30739",9,7237,124.360923034407
"30740",8,8428,94.921689606075
"30741",35,28520,122.720897615708
"30742",78,7882,989.596549099213
"30746",3,1025,292.682926829268
"30747",50,15902,314.425858382593
"30750",0,4558,0
"30751",0,46,0
"30752",35,8616,406.220984215413
"30753",14,6873,203.695620544158
"30755",5,9784,51.1038430089943
"30756",0,143,0
"30757",0,2061,0
"30802",10,6173,161.995788109509
"30803",0,988,0
"30805",0,2408,0
"30807",0,83,0
"30808",0,4157,0
"30809",183,48525,377.125193199382
"30810",7,2049,341.630063445583
"30812",0,413,0
"30813",83,44459,186.688859398547
"30814",20,8673,230.600714862216
"30815",52,41629,124.912921280838
"30816",0,1895,0
"30817",30,7747,387.246676132697
"30818",0,648,0
"30820",0,1032,0
"30821",4,884,452.488687782805
"30822",0,600,0
"30823",0,1469,0
"30824",71,17266,411.212788138538
"30828",7,4052,172.754195459033
"30830",46,13927,330.29367415811
"30833",16,3589,445.806631373642
"30901",141,16338,863.018729342637
"30903",10,791,1264.22250316056
"30904",105,25175,417.08043694141
"30905",4,7869,50.8323802262041
"30906",149,59609,249.962254022044
"30907",246,52252,470.795376253541
"30909",252,41261,610.746225249025
"30912",0,183,0
"31001",0,4547,0
"31002",0,3065,0
"31003",0,87,0
"31005",38,17961,211.569511719837
"31006",10,4411,226.70596236681
"31007",0,1070,0
"31008",42,18046,232.738557020946
"31009",0,1260,0
"31011",3,902,332.594235033259
"31012",3,2963,101.24873439082
"31014",32,13180,242.792109256449
"31015",78,21466,363.365321904407
"31016",0,2167,0
"31017",0,1984,0
"31018",0,2673,0
"31019",0,2156,0
"31020",4,1580,253.164556962025
"31021",151,27976,539.748355733486
"31022",3,1801,166.574125485841
"31023",45,14315,314.355571079287
"31024",62,20626,300.591486473383
"31025",0,879,0
"31027",14,8803,159.036692036806
"31028",24,6406,374.648766781143
"31029",62,16322,379.855409876241
"31030",51,17926,284.502956599353
"31031",14,6780,206.489675516224
"31032",43,15580,275.99486521181
"31033",3,1937,154.878678368611
"31035",0,1098,0
"31036",38,12077,314.647677403329
"31037",3,3838,78.1657113079729
"31038",0,458,0
"31039",0,0,0
"31041",3,623,481.540930979133
"31042",0,1429,0
"31044",6,3161,189.813350205631
"31045",0,13,0
"31046",0,3348,0
"31047",21,14908,140.863965656024
"31049",4,1961,203.977562468129
"31050",0,843,0
"31051",0,156,0
"31052",9,9028,99.6898537882144
"31054",0,1505,0
"31055",21,8565,245.183887915937
"31057",4,2006,199.401794616152
"31058",0,1827,0
"31060",3,1642,182.704019488429
"31061",176,43123,408.134870022958
"31062",0,477,0
"31063",13,5006,259.688373951258
"31064",23,9478,242.667229373285
"31065",0,1169,0
"31066",0,1291,0
"31067",0,288,0
"31068",7,5329,131.356727340965
"31069",79,20296,389.239258967284
"31070",0,1179,0
"31071",0,1297,0
"31072",0,1278,0
"31075",0,2978,0
"31076",5,3124,160.051216389245
"31077",0,1363,0
"31078",10,2861,349.52813701503
"31079",3,2212,135.623869801085
"31081",0,16,0
"31082",31,9728,318.667763157895
"31083",0,386,0
"31084",0,65,0
"31085",0,1116,0
"31087",12,8659,138.584132116873
"31088",197,57094,345.045013486531
"31089",10,4427,225.886604924328
"31090",3,1072,279.850746268657
"31091",4,4376,91.4076782449726
"31092",17,6843,248.429051585562
"31093",150,27313,549.189030864424
"31094",0,1116,0
"31096",16,7039,227.305014916892
"31097",3,1345,223.048327137546
"31098",0,3489,0
"31201",132,8391,1573.11405076868
"31204",112,29765,376.280866789854
"31206",152,26216,579.798596277083
"31207",0,1089,0
"31210",220,34230,642.711072158925
"31211",51,15261,334.185177904462
"31213",0,0,0
"31216",46,16802,273.7769313177
"31217",20,16484,121.32977432662
"31220",28,14859,188.437983713574
"31301",5,3447,145.053669857847
"31302",12,7794,153.964588144727
"31303",0,2682,0
"31304",0,35,0
"31305",22,5409,406.729524865964
"31307",0,947,0
"31308",3,7250,41.3793103448276
"31309",0,923,0
"31312",19,20873,91.0266851913956
"31313",165,40467,407.739639706427
"31314",0,1621,0
"31315",0,8022,0
"31316",15,14117,106.254870014876
"31318",0,387,0
"31320",17,7769,218.818380743982
"31321",17,7947,213.91720145967
"31322",182,26126,696.62405266784
"31323",0,1257,0
"31324",114,26684,427.222305501424
"31326",69,20933,329.623083170114
"31327",0,212,0
"31328",40,3460,1156.06936416185
"31329",23,10499,219.068482712639
"31331",15,8475,176.991150442478
"31401",361,19839,1819.64816775039
"31404",129,32816,393.100926377377
"31405",191,37399,510.708842482419
"31406",268,35227,760.780083458711
"31407",33,13879,237.769291735716
"31408",52,10371,501.398129399286
"31409",0,885,0
"31410",87,24727,351.84211590569
"31411",21,9076,231.379462318202
"31415",13,12209,106.478827094766
"31419",159,58800,270.408163265306
"31501",110,15441,712.389093970598
"31503",40,20344,196.618167518679
"31510",34,9730,349.434737923947
"31512",0,2153,0
"31513",55,16105,341.508848183794
"31516",45,14953,300.942954591052
"31518",3,933,321.543408360129
"31519",5,3562,140.370578326783
"31520",165,22847,722.195474241695
"31522",149,16745,889.817856076441
"31523",37,13651,271.04241447513
"31524",0,0,0
"31525",117,30257,386.687378127375
"31527",7,883,792.751981879955
"31532",0,565,0
"31533",90,17087,526.716217007081
"31535",8,10893,73.4416597815111
"31537",16,10858,147.35678762203
"31539",37,14733,251.136903549854
"31542",3,2805,106.951871657754
"31543",7,4242,165.016501650165
"31544",0,770,0
"31545",66,16119,409.454680811465
"31546",25,8415,297.08853238265
"31547",8,1262,633.91442155309
"31548",79,21680,364.391143911439
"31549",0,2143,0
"31550",0,796,0
"31551",0,848,0
"31552",0,1194,0
"31553",20,4660,429.184549356223
"31554",7,8293,84.4085373206319
"31555",0,2451,0
"31556",0,94,0
"31557",7,3296,212.378640776699
"31558",78,21586,361.345316408784
"31560",6,2448,245.098039215686
"31561",0,47,0
"31562",0,2478,0
"31563",0,1369,0
"31565",0,2009,0
"31566",6,4787,125.339461040318
"31567",0,768,0
"31568",0,609,0
"31569",6,5789,103.644843669027
"31601",186,30597,607.90273556231
"31602",166,36626,453.229945940043
"31605",40,23437,170.670307633229
"31606",0,3743,0
"31620",38,10835,350.715274573143
"31622",0,1904,0
"31623",0,94,0
"31624",0,1332,0
"31625",0,1008,0
"31626",3,3416,87.8220140515222
"31627",0,257,0
"31629",0,956,0
"31630",0,448,0
"31631",0,456,0
"31632",14,13483,103.834458206631
"31634",23,5726,401.676563045756
"31635",20,6774,295.246530853262
"31636",27,11005,245.343025897319
"31637",5,2900,172.413793103448
"31638",0,1047,0
"31639",26,9943,261.490495826209
"31641",0,1872,0
"31642",14,4804,291.423813488759
"31643",31,8344,371.524448705657
"31645",4,5048,79.2393026941363
"31647",3,3781,79.3440888653795
"31648",0,828,0
"31649",0,1091,0
"31650",0,3982,0
"31698",0,744,0
"31699",0,685,0
"31701",128,18699,684.528584416279
"31705",57,31935,178.48755284171
"31707",161,25405,633.733517024208
"31709",85,15802,537.906594102012
"31711",0,715,0
"31712",0,1056,0
"31714",22,5533,397.614314115308
"31716",0,3079,0
"31719",16,9036,177.069499778663
"31720",0,237,0
"31721",16,20600,77.6699029126214
"31722",0,473,0
"31730",34,8056,422.045680238332
"31733",6,1284,467.289719626168
"31735",0,686,0
"31738",4,1922,208.116545265349
"31743",0,343,0
"31744",0,2925,0
"31747",0,196,0
"31749",0,2825,0
"31750",55,17998,305.589509945549
"31756",0,1000,0
"31757",28,10905,256.762952773957
"31763",47,24352,193.002628120894
"31764",0,1456,0
"31765",4,2668,149.925037481259
"31768",100,23016,434.480361487661
"31771",3,6903,43.4593654932638
"31772",0,518,0
"31773",3,3702,81.0372771474878
"31774",12,6831,175.669740887132
"31775",0,3332,0
"31778",0,2277,0
"31779",18,10092,178.359096313912
"31780",0,2026,0
"31781",0,2263,0
"31783",0,932,0
"31784",0,885,0
"31787",0,1392,0
"31788",22,9434,233.199067203731
"31789",0,947,0
"31790",5,2105,237.529691211401
"31791",29,11894,243.820413653943
"31792",151,23572,640.590531138639
"31793",38,9208,412.684622067767
"31794",145,28119,515.665564209253
"31795",0,1819,0
"31796",3,1082,277.264325323475
"31798",0,834,0
"31801",0,3237,0
"31803",12,5317,225.691179236412
"31804",4,6186,64.6621403168445
"31805",0,2745,0
"31806",11,5183,212.232297896971
"31807",4,3167,126.302494474266
"31808",17,7716,220.321410057024
"31810",0,212,0
"31811",14,6442,217.323812480596
"31812",0,547,0
"31814",0,192,0
"31815",3,3889,77.1406531241965
"31816",19,5271,360.462910263707
"31820",20,11750,170.212765957447
"31821",0,267,0
"31822",31,5396,574.499629355078
"31823",4,857,466.744457409568
"31824",4,1567,255.264837268666
"31825",7,2292,305.410122164049
"31826",0,1872,0
"31827",3,2194,136.736554238833
"31829",4,758,527.704485488127
"31830",11,2558,430.023455824863
"31831",8,3272,244.498777506112
"31832",0,298,0
"31833",32,7082,451.849759954815
"31836",0,953,0
"31901",143,6181,2313.54149813946
"31903",71,17922,396.161142729606
"31904",204,32717,623.52905217471
"31905",4,17743,22.5441018993406
"31906",90,20349,442.282176028306
"31907",144,57967,248.4172028913
"31909",211,39151,538.938979847258
"32003",131,28676,456.828009485284
"32008",13,4425,293.785310734463
"32009",3,3661,81.9448238186288
"32011",47,14509,323.936866772348
"32024",22,19452,113.098910137775
"32025",71,23416,303.211479330372
"32026",0,2002,0
"32033",3,4676,64.1573994867408
"32034",216,36395,593.488116499519
"32038",3,10184,29.4579732914376
"32040",6,7329,81.8665575112566
"32043",60,26743,224.357775866582
"32044",0,1711,0
"32046",23,9418,244.213208749204
"32052",19,9427,201.548742972314
"32053",4,3538,113.058224985868
"32054",13,11811,110.06688680044
"32055",112,16590,675.105485232068
"32058",0,4368,0
"32059",5,2418,206.782464846981
"32060",29,24064,120.511968085106
"32061",0,514,0
"32062",0,1826,0
"32063",63,13482,467.289719626168
"32064",45,6890,653.120464441219
"32065",91,37195,244.656539857508
"32066",21,7420,283.018867924528
"32068",98,57305,171.014745659192
"32071",4,3903,102.485267742762
"32072",0,211,0
"32073",227,42520,533.866415804327
"32079",0,451,0
"32080",163,22261,732.222272135124
"32081",34,14856,228.863758750673
"32082",168,30539,550.116244801729
"32083",0,4115,0
"32084",309,35761,864.069796705909
"32086",133,29580,449.628127112914
"32087",8,7097,112.723686064534
"32091",68,15256,445.726271630834
"32092",91,37014,245.852920516561
"32094",5,2575,194.174757281553
"32095",46,11800,389.830508474576
"32096",3,2186,137.236962488564
"32097",68,19030,357.330530740935
"32102",4,2283,175.20805957074
"32110",47,8267,568.525462682956
"32112",19,7646,248.495945592467
"32113",7,5216,134.20245398773
"32114",275,32847,837.21496635918
"32117",111,26425,420.056764427625
"32118",178,17520,1015.98173515982
"32119",113,22344,505.728607232367
"32124",15,6117,245.218244237371
"32127",159,30398,523.060727679453
"32128",48,21183,226.59679932021
"32129",65,22185,292.9907595222
"32130",11,5703,192.880939856216
"32131",14,4365,320.733104238259
"32132",25,7570,330.250990752972
"32133",0,17,0
"32134",12,7754,154.758834150116
"32136",64,8306,770.527329641223
"32137",175,43876,398.851308232291
"32139",0,971,0
"32140",5,1439,347.463516330785
"32141",25,19031,131.364615627135
"32145",5,5723,87.3667656823344
"32147",0,790,0
"32148",15,10710,140.056022408964
"32157",0,363,0
"32159",104,29920,347.593582887701
"32162",78,54951,141.94464158978
"32164",71,47341,149.975708159946
"32168",131,27679,473.28299432783
"32169",124,10228,1212.35823230348
"32174",255,51165,498.387569627675
"32176",92,14460,636.237897648686
"32177",113,26845,420.934997206184
"32179",7,7919,88.3949993686071
"32180",12,4535,264.608599779493
"32181",0,2558,0
"32187",4,1871,213.789417423838
"32189",0,5874,0
"32190",3,1309,229.182582123759
"32193",0,705,0
"32195",0,2926,0
"32202",129,6523,1977.61766058562
"32204",134,7547,1775.53994964887
"32205",199,30305,656.657317274377
"32206",89,16027,555.312909465277
"32207",238,35488,670.649233543733
"32208",100,30841,324.243701566097
"32209",77,34945,220.346258406067
"32210",278,62048,448.040226921093
"32211",120,35657,336.539809855007
"32212",0,2466,0
"32216",241,38231,630.378488661034
"32217",131,19899,658.324538921554
"32218",230,64007,359.335697658069
"32219",20,12685,157.666535277887
"32220",24,12981,184.885602033742
"32221",58,30900,187.702265372168
"32222",34,11521,295.113271417412
"32223",149,24571,606.40592568475
"32224",133,44058,301.874801398157
"32225",246,55018,447.126394998001
"32226",35,15667,223.399502138252
"32227",0,3337,0
"32228",3,470,638.297872340425
"32233",117,24979,468.393450498419
"32234",18,5867,306.800749957389
"32244",127,59402,213.797515235177
"32246",262,51589,507.860202756402
"32250",326,27246,1196.50590912428
"32254",68,13431,506.291415382324
"32256",315,47943,657.030223390276
"32257",166,39000,425.641025641026
"32258",91,34036,267.363967563756
"32259",162,52296,309.775126204681
"32266",49,7101,690.043655823123
"32277",67,32327,207.257091595261
"32301",380,31317,1213.39847367245
"32303",325,48507,670.00639083019
"32304",161,49927,322.470807378773
"32305",14,20902,66.9792364367046
"32308",213,22029,966.907258613646
"32309",76,31597,240.529164161155
"32310",30,15544,193.000514668039
"32311",47,22264,211.103126122889
"32312",129,32783,393.496629350578
"32317",22,14876,147.889217531595
"32320",23,3887,591.715976331361
"32321",5,6321,79.1014080050625
"32322",19,3994,475.713570355533
"32323",0,137,0
"32324",14,4716,296.861747243427
"32327",61,28525,213.84750219106
"32328",29,3415,849.194729136164
"32330",0,651,0
"32331",4,4193,95.3970903887431
"32332",3,1077,278.551532033426
"32333",30,11314,265.158211065936
"32334",3,2024,148.221343873518
"32336",3,1128,265.957446808511
"32340",32,11374,281.343414805697
"32343",3,3221,93.1387767773983
"32344",31,12356,250.890255746196
"32346",8,1933,413.86445938955
"32347",33,7609,433.696937836772
"32348",37,12935,286.045612678779
"32350",4,1272,314.465408805031
"32351",49,18720,261.752136752137
"32352",6,6246,96.0614793467819
"32355",0,244,0
"32356",0,0,0
"32358",3,2021,148.441365660564
"32359",7,1271,550.747442958301
"32361",0,383,0
"32399",11,0,0
"32401",122,22027,553.865710264675
"32403",0,2779,0
"32404",84,39503,212.642077816875
"32405",149,32239,462.173144328298
"32407",120,10822,1108.85233783035
"32408",104,18864,551.314673452078
"32409",5,10144,49.2902208201893
"32410",0,964,0
"32413",140,14805,945.626477541371
"32420",3,1958,153.217568947906
"32421",5,4834,103.434009102193
"32423",3,966,310.55900621118
"32424",20,7514,266.169816342827
"32425",31,13586,228.176063594877
"32426",0,814,0
"32427",0,1034,0
"32428",59,17564,335.914370302892
"32430",0,1173,0
"32431",7,4145,168.878166465621
"32432",0,0,0
"32433",35,17877,195.782290093416
"32435",38,7494,507.072324526288
"32437",0,843,0
"32438",0,3822,0
"32439",19,10413,182.464227408048
"32440",19,7777,244.310145300244
"32442",8,3299,242.497726583813
"32443",0,3165,0
"32444",49,22163,221.089202725263
"32445",6,2497,240.288346015218
"32446",48,11115,431.848852901484
"32447",0,159,0
"32448",27,8405,321.237358715051
"32449",0,552,0
"32455",6,4081,147.022788532223
"32456",49,8036,609.756097560976
"32459",148,17213,859.81525591123
"32460",7,5690,123.022847100176
"32461",26,36,72222.2222222222
"32462",3,3488,86.0091743119266
"32463",0,216,0
"32464",6,4367,137.394092054042
"32465",9,7962,113.036925395629
"32466",0,5795,0
"32501",94,11134,844.260822705227
"32502",70,3331,2101.4710297208
"32503",124,34233,362.223585429264
"32504",177,22562,784.504919776616
"32505",99,26354,375.654549593989
"32506",74,36664,201.832860571678
"32507",129,31036,415.646346178631
"32508",0,5383,0
"32509",0,675,0
"32511",0,1034,0
"32514",110,42444,259.165017434738
"32526",66,37470,176.140912730184
"32530",3,40,7500
"32531",6,5526,108.5776330076
"32533",39,29713,131.255679332279
"32534",65,14742,440.917107583774
"32535",15,6094,246.143747948802
"32536",118,24105,489.524994814354
"32539",21,30131,69.6956622747337
"32541",276,19066,1447.60306304416
"32542",0,3128,0
"32544",0,1962,0
"32547",123,34330,358.287212350714
"32548",192,21708,884.466556108347
"32550",109,7978,1366.25720732013
"32561",97,9925,977.329974811083
"32563",59,25912,227.693732633529
"32564",3,2959,101.385603244339
"32565",19,5014,378.938970881532
"32566",94,40232,233.644859813084
"32567",0,3099,0
"32568",4,2853,140.203294777427
"32569",50,12657,395.038318716916
"32570",81,31341,258.447401167799
"32571",118,35520,332.207207207207
"32577",5,4390,113.895216400911
"32578",121,33130,365.227890129792
"32579",24,10338,232.153221125943
"32580",14,4491,311.734580271654
"32583",19,29365,64.7028775753448
"32601",201,19363,1038.06228373702
"32603",59,6949,849.04302777378
"32605",133,25556,520.425731726405
"32606",108,23442,460.71154338367
"32607",83,30214,274.707089428742
"32608",214,49659,430.93900400733
"32609",82,20105,407.858741606566
"32612",0,7164,0
"32615",44,13635,322.698936560323
"32616",3,1235,242.914979757085
"32617",3,4541,66.0647434485796
"32618",9,8264,108.90609874153
"32619",3,5639,53.2009221493173
"32621",7,4946,141.52850788516
"32622",3,1032,290.697674418605
"32625",12,1686,711.743772241993
"32626",40,8782,455.477112275108
"32628",14,5380,260.223048327138
"32631",0,155,0
"32639",0,194,0
"32640",13,11299,115.054429595539
"32641",22,14959,147.068654321813
"32643",34,11666,291.445225441454
"32648",0,392,0
"32653",19,14030,135.424091233072
"32656",34,15150,224.422442244224
"32658",0,375,0
"32664",0,391,0
"32666",14,6664,210.084033613445
"32667",12,4352,275.735294117647
"32668",3,4678,64.1299700726806
"32669",50,14037,356.201467550046
"32680",14,10139,138.080678567906
"32681",0,31,0
"32683",0,268,0
"32686",3,4737,63.3312222925902
"32692",0,160,0
"32693",29,11882,244.066655445211
"32694",0,2023,0
"32696",44,12436,353.811514956578
"32697",0,253,0
"32701",116,22940,505.666957279861
"32702",0,2796,0
"32703",174,53763,323.642653869762
"32707",146,36036,405.150405150405
"32708",124,45323,273.59177459568
"32709",4,1832,218.340611353712
"32712",85,48151,176.528005648896
"32713",51,20892,244.112578977599
"32714",205,37981,539.743555988521
"32720",172,32421,530.520341753802
"32724",120,36961,324.666540407457
"32725",75,49923,150.231356288685
"32726",89,22485,395.819435179008
"32730",26,5943,437.489483425879
"32732",4,4576,87.4125874125874
"32735",0,4728,0
"32736",10,10848,92.1828908554572
"32738",47,45611,103.045318015391
"32744",4,3807,105.069608615708
"32746",283,45244,625.497303509858
"32750",140,25025,559.440559440559
"32751",139,22471,618.575052289618
"32754",10,10984,91.0415149308084
"32757",142,27990,507.324044301536
"32759",6,3014,199.07100199071
"32763",102,23277,438.200799072045
"32764",0,3165,0
"32765",281,64268,437.231592705545
"32766",15,16855,88.9943636902996
"32767",0,3334,0
"32771",278,56266,494.081683432268
"32773",78,31225,249.799839871898
"32776",18,12029,149.63837392967
"32778",89,22454,396.365903625189
"32779",73,29603,246.596628720062
"32780",149,36116,412.559530402038
"32784",25,12371,202.085522593161
"32789",325,26483,1227.20235622852
"32792",224,51659,433.612729630848
"32796",65,20609,315.396186132272
"32798",9,2882,312.283136710618
"32801",245,12243,2001.14351057747
"32803",347,20148,1722.25531070081
"32804",164,18023,909.948399267602
"32805",105,18908,555.320499259573
"32806",175,27661,632.659701384621
"32807",121,34749,348.21145932257
"32808",139,59291,234.436929719519
"32809",257,29095,883.313284069428
"32810",121,37861,319.590079501334
"32811",107,41057,260.613293713618
"32812",88,35855,245.432994003626
"32814",25,8021,311.681835182646
"32817",138,35737,386.154405797912
"32818",93,58198,159.799305818069
"32819",586,27840,2104.88505747126
"32820",18,10442,172.380769967439
"32821",124,17680,701.357466063348
"32822",186,61760,301.165803108808
"32824",69,46482,148.4445591842
"32825",76,61289,124.002675847216
"32826",79,35981,219.560323504072
"32827",70,9427,742.548000424313
"32828",193,69497,277.709829201261
"32829",22,20376,107.970160973695
"32830",54,6,9e+05
"32831",0,3228,0
"32832",84,27919,300.870375013432
"32833",0,9857,0
"32835",133,48078,276.633803402804
"32836",110,20053,548.546352166758
"32837",227,51310,442.4088871565
"32839",153,52886,289.301516469387
"32901",168,25089,669.616166447447
"32903",66,14557,453.390121590987
"32904",169,32138,525.857240649698
"32905",92,23302,394.815895631276
"32907",67,45037,148.76656970935
"32908",0,13397,0
"32909",35,31251,111.996416114684
"32920",72,10283,700.184770981231
"32922",100,16709,598.479861152672
"32925",0,1533,0
"32926",40,21915,182.523385808807
"32927",47,27377,171.676955108303
"32931",163,13771,1183.64679398736
"32934",41,19105,214.603506935357
"32935",216,41209,524.157344269456
"32937",153,27551,555.333744691663
"32940",188,42171,445.803988522919
"32948",12,7564,158.646218931782
"32949",0,2468,0
"32950",7,4522,154.798761609907
"32951",40,11974,334.057123768164
"32952",92,20966,438.805685395402
"32953",119,23939,497.096787668658
"32955",148,38889,380.570341227596
"32958",110,28617,384.386902889891
"32960",265,22036,1202.57760029043
"32962",33,26459,124.721266865717
"32963",83,15027,552.339122912092
"32966",77,18462,417.072906510671
"32967",57,22319,255.387786191138
"32968",38,13154,288.885510110993
"32970",0,369,0
"32976",19,9092,208.974923009239
"33001",3,331,906.344410876133
"33004",99,16082,615.595075239398
"33009",254,41578,610.899995189764
"33010",156,45246,344.781859169871
"33012",257,73828,348.106409492334
"33013",70,31712,220.736629667003
"33014",170,41924,405.495658811182
"33015",139,67191,206.872944293134
"33016",169,51700,326.885880077369
"33018",95,53419,177.839345551208
"33019",103,13729,750.236725180275
"33020",260,45147,575.896515826079
"33021",256,49941,512.604873751026
"33023",168,73973,227.109891446879
"33024",313,76508,409.107544309092
"33025",120,73428,163.425396306586
"33026",154,31891,482.894860618983
"33027",221,60679,364.211671253646
"33028",56,26848,208.581644815256
"33029",106,48161,220.095097693154
"33030",128,35303,362.575418519673
"33031",9,7124,126.333520494104
