"fips","alcoholoutlet_pop"
"47177",0.000884477421256941
"47179",0.000680724541293377
"47119",0.000913281725667565
"48055",0.000759301442672741
"48189",0.000768639508070715
"48419",0.000749536470866701
"48451",0.000669570966046819
"48459",0.000560729435857428
"48469",0.000738255762194791
"48481",0.00108232917237896
"48485",0.000554728107237302
"48329",0.000445985240861762
"48181",0.00068694948631444
"48299",0.00128284316054545
"48363",0.000840925017519271
"48041",0.000641310246164471
"48183",0.000899200440689225
"48179",0.000847835787594824
"48303",0.00049867457547046
"48257",0.000605796258602307
"48259",0.000525486074619023
"48035",0.000929164844774814
"48029",0.000542286297464773
"48071",0.00123471734656821
"48027",0.000608192234647449
"48061",0.00061897331062974
"48121",0.000479718692958449
"48117",0.000640478223740393
"48167",0.000817098998152515
"48141",0.00047006083280905
"48463",0.00115156017830609
"48043",0.00108330625067707
"48215",0.000555441219117468
"48423",0.000677074860738012
"48199",0.000739892539416894
"48207",0.00122249388753056
"48227",0.000632754683760214
"48337",0.000564420955410744
"01081",0.000663969420174742
"01073",0.000973199126849381
"01039",0.00120967741935484
"01077",0.00096158001642249
"01083",0.000738965659210151
"01117",0.000805877281757187
"01115",0.000829649160690541
"01003",0.000798759573368416
"01043",0.000881078536685455
"01051",0.000887311446317658
"01069",0.000907337013619606
"01071",0.0010607112551107
"01121",0.00104494507818428
"01125",0.000771809652444466
"01103",0.000956271547566121
"01109",0.000840008400084001
"01021",0.000862558165928952
"01033",0.00131456427671578
"27141",0.000518721615870764
"27159",0.00109857917093892
"27009",0.000872187196291958
"27019",0.000549294254970623
"27047",0.000656534156189476
"27061",0.00121840455461775
"27085",0.000837240455458808
"27123",0.000637349800346042
"27151",0.00128218826797735
"27169",0.00059142434696895
"27139",0.000468077783514025
"27157",0.000928634443051493
"27035",0.00107448183502811
"27171",0.000535562861690891
"27041",0.00103963959160824
"27051",0.00202190395956192
"27079",0.00099143120175625
"27025",0.000741209436861611
"27127",0.000982897582071948
"27173",0.00122274302017526
"27153",0.00102065812035601
"27007",0.000840462901105532
"27013",0.000523991316715323
"27055",0.000858000858000858
"27077",0.000795544948289578
"27111",0.00099664919666638
"27137",0.000836007388903629
"27003",0.000553885334315481
"27145",0.000915103627597001
"27037",0.000519630895971793
"27083",0.000931749359422315
"27095",0.0011598685482312
"27129",0.00109200109200109
"27163",0.000480585141714009
"27017",0.00092610782140151
"27031",0.00223214285714286
"48231",0.000785879654212952
"48187",0.000471799001044248
"48347",0.000841763724574909
"48367",0.000463340084148538
"48465",0.000653474647225796
"48135",0.000541789399610161
"48169",0.000988467874794069
"48453",0.000648024747209214
"48085",0.000490771342649775
"48209",0.000534293186355839
"48039",0.00057114814640246
"48013",0.000827814569536424
"48353",0.00127482555018787
"48325",0.000759134586571309
"48213",0.000777106204514617
"48203",0.000690898167617903
"48277",0.00082642962246276
"48149",0.00103416729644803
"48491",0.000540536592135923
"48477",0.000910047493103546
"48343",0.00145478057059727
"48361",0.000915914308484697
"48201",0.000750651547465583
"48053",0.00079518590156888
"48171",0.0010960353754866
"48177",0.000916501857122184
"48113",0.000665933219480235
"48221",0.000617305120203025
"48309",0.000724842585696705
"48073",0.000690740243294064
"48249",0.000829835009274627
"48339",0.000617187896123605
"48479",0.000533770098637789
"48157",0.00077345785307959
"48097",0.00104892485202667
"48031",0.00121972469071267
"01045",0.000852324613917243
"01055",0.000963522404329038
"01049",0.000939559669050624
"01097",0.000842763103879608
"01015",0.000907361845434399
"01017",0.00103980986333928
"01101",0.00104873072736967
"01095",0.00102464372719384
"01089",0.000803254976868465
"01001",0.000704225352112676
"01123",0.00110998742014257
"02090",8.0749354005168e-05
"02170",0.000104395030796534
"02110",0.000155149408880752
"02240",0.000436173306193661
"02020",0.00013286501255404
"02122",0.000205254515599343
"04019",0.000411796259176583
"04013",0.000354831928405266
"04007",0.000690994658798043
"04003",0.000595867066030016
"04015",0.000577770288162931
"04005",0.000743236547418492
"04025",0.000521776495503514
"04027",0.000529913877059981
"04017",0.000631463347670907
"04021",0.000272647662970519
"05037",0.00106990014265335
"05027",0.000967362045760431
"05125",0.00049407528367458
"05009",0.000857196431919852
"48241",0.000704106348222836
"48245",0.000947550522922073
"48439",0.000641535391775663
"48139",0.000690560044195843
"48265",0.000829427309376386
"48355",0.000843613431432207
"48089",0.00146061062947606
"48409",0.00088049188156638
"48381",0.000462596809574262
"48385",0.00205399061032864
"48193",0.0014402304368699
"48497",0.000724091114798612
