"ZCTA","all_results_pop","approved_pop","all_results_black","approved_black","all_results_nonwhite","approved_nonwhite","approval_rate_pop","approval_rate_black","approval_difference_black","approval_rate_nonwhite","approval_difference_pop"
"05450",221,100,0,0,3,1,45.2488687782805,,,33.3333333333333,-11.9155354449472
"05452",282,127,1,0,9,2,45.0354609929078,0,-45.0354609929078,22.2222222222222,-22.8132387706856
"05454",189,82,2,0,6,0,43.3862433862434,0,-43.3862433862434,0,-43.3862433862434
"05455",40,17,0,0,0,0,42.5,,,,
"05456",38,12,0,0,0,0,31.5789473684211,,,,
"05457",138,61,0,0,2,0,44.2028985507246,,,0,-44.2028985507246
"05458",63,23,0,0,6,1,36.5079365079365,,,16.6666666666667,-19.8412698412698
"05459",88,39,0,0,1,0,44.3181818181818,,,0,-44.3181818181818
"05461",99,41,0,0,2,0,41.4141414141414,,,0,-41.4141414141414
"05462",18,10,0,0,1,0,55.5555555555556,,,0,-55.5555555555556
"05463",79,28,0,0,4,1,35.4430379746835,,,25,-10.4430379746835
"05464",137,68,2,0,4,1,49.6350364963504,0,-49.6350364963504,25,-24.6350364963504
"05465",133,56,0,0,6,1,42.1052631578947,,,16.6666666666667,-25.4385964912281
"05468",196,85,2,1,13,1,43.3673469387755,50,6.63265306122449,7.69230769230769,-35.6750392464678
"05471",97,35,0,0,2,1,36.0824742268041,,,50,13.9175257731959
"05472",112,48,0,0,0,0,42.8571428571429,,,,
"05473",77,31,0,0,0,0,40.2597402597403,,,,
"05474",79,28,0,0,4,1,35.4430379746835,,,25,-10.4430379746835
"05476",93,44,0,0,2,1,47.3118279569892,,,50,2.68817204301075
"05477",110,51,0,0,3,1,46.3636363636364,,,33.3333333333333,-13.030303030303
"05478",494,236,2,0,18,3,47.7732793522267,0,-47.7732793522267,16.6666666666667,-31.1066126855601
"05481",78,38,0,0,0,0,48.7179487179487,,,,
"05482",159,64,0,0,5,1,40.251572327044,,,20,-20.251572327044
"05483",215,102,0,0,5,1,47.4418604651163,,,20,-27.4418604651163
"05485",88,39,0,0,1,0,44.3181818181818,,,0,-44.3181818181818
"05486",63,23,0,0,6,1,36.5079365079365,,,16.6666666666667,-19.8412698412698
"05487",86,43,0,0,4,1,50,,,25,-25
"05488",253,123,0,0,5,1,48.6166007905138,,,20,-28.6166007905138
"05489",133,56,0,0,6,1,42.1052631578947,,,16.6666666666667,-25.4385964912281
"05491",149,58,1,0,3,0,38.9261744966443,0,-38.9261744966443,0,-38.9261744966443
"05492",35,13,0,0,2,0,37.1428571428571,,,0,-37.1428571428571
"05494",81,37,0,0,2,1,45.679012345679,,,50,4.32098765432099
"05495",142,56,1,0,4,0,39.4366197183099,0,-39.4366197183099,0,-39.4366197183099
"05602",189,88,0,0,21,5,46.5608465608466,,,23.8095238095238,-22.7513227513227
"05640",18,5,0,0,4,1,27.7777777777778,,,25,-2.77777777777778
"05641",296,128,2,0,23,4,43.2432432432432,0,-43.2432432432432,17.3913043478261,-25.8519388954172
"05647",55,22,0,0,6,2,40,,,33.3333333333333,-6.66666666666667
"05648",18,5,0,0,4,1,27.7777777777778,,,25,-2.77777777777778
"05649",132,56,2,0,12,1,42.4242424242424,0,-42.4242424242424,8.33333333333333,-34.0909090909091
"05650",18,5,0,0,4,1,27.7777777777778,,,25,-2.77777777777778
"05651",27,12,0,0,3,1,44.4444444444444,,,33.3333333333333,-11.1111111111111
"05652",35,13,0,0,2,0,37.1428571428571,,,0,-37.1428571428571
"05653",35,13,0,0,2,0,37.1428571428571,,,0,-37.1428571428571
"05654",121,52,2,0,14,2,42.9752066115703,0,-42.9752066115703,14.2857142857143,-28.689492325856
"05655",31,8,0,0,3,1,25.8064516129032,,,33.3333333333333,7.5268817204301
"05656",68,26,1,0,3,1,38.2352941176471,0,-38.2352941176471,33.3333333333333,-4.90196078431373
"05657",46,15,2,0,4,0,32.6086956521739,0,-32.6086956521739,0,-32.6086956521739
"05658",73,27,0,0,10,3,36.986301369863,,,30,-6.98630136986301
"05660",140,79,0,0,10,2,56.4285714285714,,,20,-36.4285714285714
"05661",148,49,3,0,14,4,33.1081081081081,0,-33.1081081081081,28.5714285714286,-4.53667953667954
"05663",197,85,0,0,21,4,43.1472081218274,,,19.047619047619,-24.0995890742084
"05664",75,30,0,0,7,2,40,,,28.5714285714286,-11.4285714285714
"05667",100,39,0,0,13,4,39,,,30.7692307692308,-8.23076923076923
"05669",127,45,0,0,12,3,35.4330708661417,,,25,-10.4330708661417
"05672",90,41,0,0,10,1,45.5555555555556,,,10,-35.5555555555556
"05673",80,53,0,0,3,1,66.25,,,33.3333333333333,-32.9166666666667
"05674",93,72,1,0,3,1,77.4193548387097,0,-77.4193548387097,33.3333333333333,-44.0860215053764
"05675",29,7,1,0,4,0,24.1379310344828,0,-24.1379310344828,0,-24.1379310344828
"05676",190,98,0,0,9,2,51.5789473684211,,,22.2222222222222,-29.3567251461988
"05677",49,35,0,0,0,0,71.4285714285714,,,,
"05678",53,25,1,0,5,1,47.1698113207547,0,-47.1698113207547,20,-27.1698113207547
"05679",90,33,1,0,13,1,36.6666666666667,0,-36.6666666666667,7.69230769230769,-28.974358974359
"05680",77,23,2,0,7,1,29.8701298701299,0,-29.8701298701299,14.2857142857143,-15.5844155844156
"05681",18,5,0,0,4,1,27.7777777777778,,,25,-2.77777777777778
"05682",39,16,0,0,4,1,41.025641025641,,,25,-16.025641025641
"05701",277,116,1,1,16,6,41.8772563176895,100,58.1227436823105,37.5,-4.37725631768953
"05730",35,15,1,1,1,1,42.8571428571429,100,57.1428571428571,100,57.1428571428571
"05732",87,38,0,0,4,2,43.6781609195402,,,50,6.32183908045977
"05733",202,66,2,0,9,2,32.6732673267327,0,-32.6732673267327,22.2222222222222,-10.4510451045105
"05734",80,32,0,0,2,0,40,,,0,-40
"05735",151,60,0,0,5,2,39.7350993377483,,,40,0.264900662251655
"05736",70,26,0,0,3,0,37.1428571428571,,,0,-37.1428571428571
"05737",14,5,0,0,3,1,35.7142857142857,,,33.3333333333333,-2.38095238095239
"05738",117,50,1,1,10,6,42.7350427350427,100,57.2649572649573,60,17.2649572649573
"05739",63,22,1,1,2,1,34.9206349206349,100,65.0793650793651,50,15.0793650793651
"05740",33,12,0,0,3,0,36.3636363636364,,,0,-36.3636363636364
"05742",35,15,1,1,1,1,42.8571428571429,100,57.1428571428571,100,57.1428571428571
"05743",115,48,0,0,5,3,41.7391304347826,,,60,18.2608695652174
"05744",47,13,0,0,2,0,27.6595744680851,,,0,-27.6595744680851
"05747",30,9,0,0,1,1,30,,,100,70
"05748",30,9,0,0,1,1,30,,,100,70
"05751",82,35,0,0,9,5,42.6829268292683,,,55.5555555555556,12.8726287262873
"05753",121,48,0,0,5,0,39.6694214876033,,,0,-39.6694214876033
"05757",52,19,0,0,1,0,36.5384615384615,,,0,-36.5384615384615
"05758",35,15,1,1,1,1,42.8571428571429,100,57.1428571428571,100,57.1428571428571
"05759",47,16,0,0,2,0,34.0425531914894,,,0,-34.0425531914894
"05760",83,30,0,0,4,1,36.144578313253,,,25,-11.144578313253
"05761",48,18,0,0,1,0,37.5,,,0,-37.5
"05762",14,5,0,0,3,1,35.7142857142857,,,33.3333333333333,-2.38095238095239
"05763",49,15,0,0,5,1,30.6122448979592,,,20,-10.6122448979592
"05764",37,16,0,0,0,0,43.2432432432432,,,,
"05765",48,21,1,1,2,1,43.75,100,56.25,50,6.25
"05766",30,9,0,0,1,1,30,,,100,70
"05767",55,18,0,0,7,3,32.7272727272727,,,42.8571428571429,10.1298701298701
"05769",24,7,0,0,0,0,29.1666666666667,,,,
"05770",45,15,0,0,2,0,33.3333333333333,,,0,-33.3333333333333
"05772",68,19,0,0,5,1,27.9411764705882,,,20,-7.94117647058824
"05773",80,29,1,1,3,1,36.25,100,63.75,33.3333333333333,-2.91666666666667
"05774",72,30,0,0,1,0,41.6666666666667,,,0,-41.6666666666667
"05775",20,11,0,0,0,0,55,,,,
"05776",5,1,0,0,0,0,20,,,,
"05777",44,13,0,0,2,0,29.5454545454545,,,0,-29.5454545454545
"05778",107,37,0,0,4,1,34.5794392523364,,,25,-9.57943925233645
"05819",110,33,0,0,2,0,30,,,0,-30
"05820",50,15,0,0,1,0,30,,,0,-30
"05821",94,32,0,0,2,0,34.0425531914894,,,0,-34.0425531914894
"05822",108,34,1,0,4,0,31.4814814814815,0,-31.4814814814815,0,-31.4814814814815
"05824",64,18,0,0,1,0,28.125,,,0,-28.125
"05825",31,6,0,0,2,0,19.3548387096774,,,0,-19.3548387096774
"05826",72,23,0,0,1,0,31.9444444444444,,,0,-31.9444444444444
"05827",72,23,0,0,1,0,31.9444444444444,,,0,-31.9444444444444
"05828",97,21,1,1,6,2,21.6494845360825,100,78.3505154639175,33.3333333333333,11.6838487972509
"05829",74,32,0,0,5,0,43.2432432432432,,,0,-43.2432432432432
"05830",54,27,0,0,3,0,50,,,0,-50
"05832",43,17,0,0,2,1,39.5348837209302,,,50,10.4651162790698
"05833",20,10,0,0,1,0,50,,,0,-50
"05836",94,22,1,1,8,3,23.4042553191489,100,76.5957446808511,37.5,14.0957446808511
"05837",104,25,1,1,6,2,24.0384615384615,100,75.9615384615385,33.3333333333333,9.29487179487179
"05839",22,8,0,0,0,0,36.3636363636364,,,,
"05841",22,8,0,0,0,0,36.3636363636364,,,,
"05842",116,30,1,1,8,3,25.8620689655172,100,74.1379310344828,37.5,11.6379310344828
"05843",112,27,1,1,12,4,24.1071428571429,100,75.8928571428571,33.3333333333333,9.22619047619047
"05845",50,15,0,0,1,0,30,,,0,-30
"05846",19,5,0,0,2,0,26.3157894736842,,,0,-26.3157894736842
"05847",50,15,0,0,1,0,30,,,0,-30
"05850",28,10,0,0,0,0,35.7142857142857,,,,
"05851",138,41,1,1,7,3,29.7101449275362,100,70.2898550724638,42.8571428571429,13.1469979296066
"05853",20,10,0,0,1,0,50,,,0,-50
"05855",181,61,0,0,9,0,33.7016574585635,,,0,-33.7016574585635
"05857",85,19,0,0,3,0,22.3529411764706,,,0,-22.3529411764706
"05858",37,11,0,0,1,0,29.7297297297297,,,0,-29.7297297297297
"05859",54,13,0,0,1,0,24.0740740740741,,,0,-24.0740740740741
"05860",108,34,1,0,4,0,31.4814814814815,0,-31.4814814814815,0,-31.4814814814815
"05862",29,11,0,0,1,0,37.9310344827586,,,0,-37.9310344827586
"05866",67,14,1,1,5,2,20.8955223880597,100,79.1044776119403,40,19.1044776119403
"05867",67,14,1,1,5,2,20.8955223880597,100,79.1044776119403,40,19.1044776119403
"05868",54,13,0,0,1,0,24.0740740740741,,,0,-24.0740740740741
"05871",94,21,1,1,5,2,22.3404255319149,100,77.6595744680851,40,17.6595744680851
"05872",54,27,0,0,3,0,50,,,0,-50
"05873",126,32,1,1,7,2,25.3968253968254,100,74.6031746031746,28.5714285714286,3.17460317460317
"05874",54,13,0,0,1,0,24.0740740740741,,,0,-24.0740740740741
"05875",49,21,1,0,1,0,42.8571428571429,0,-42.8571428571429,0,-42.8571428571429
"05901",12,3,0,0,1,0,25,,,0,-25
"05902",12,3,0,0,1,0,25,,,0,-25
"05903",12,3,0,0,1,0,25,,,0,-25
"05904",37,11,0,0,1,0,29.7297297297297,,,0,-29.7297297297297
"05905",49,14,0,0,2,0,28.5714285714286,,,0,-28.5714285714286
"05906",37,11,0,0,1,0,29.7297297297297,,,0,-29.7297297297297
"05907",12,3,0,0,1,0,25,,,0,-25
"06001",488,258,8,2,72,24,52.8688524590164,25,-27.8688524590164,33.3333333333333,-19.5355191256831
"06002",385,170,110,16,135,22,44.1558441558442,14.5454545454545,-29.6103896103896,16.2962962962963,-27.8595478595479
"06010",879,451,47,7,111,20,51.3083048919226,14.8936170212766,-36.414687870646,18.018018018018,-33.2902868739046
"06013",222,113,3,2,11,3,50.9009009009009,66.6666666666667,15.7657657657658,27.2727272727273,-23.6281736281736
"06016",207,97,9,1,24,2,46.8599033816425,11.1111111111111,-35.7487922705314,8.33333333333333,-38.5265700483092
"06018",63,28,0,0,5,1,44.4444444444444,,,20,-24.4444444444444
"06019",164,83,1,0,8,1,50.609756097561,0,-50.609756097561,12.5,-38.109756097561
"06020",95,45,1,0,5,1,47.3684210526316,0,-47.3684210526316,20,-27.3684210526316
"06021",25,9,0,0,2,1,36,,,50,14
"06022",95,45,1,0,5,1,47.3684210526316,0,-47.3684210526316,20,-27.3684210526316
"06023",153,68,2,0,13,2,44.4444444444444,0,-44.4444444444444,15.3846153846154,-29.0598290598291
"06024",38,15,0,0,4,0,39.4736842105263,,,0,-39.4736842105263
"06026",95,54,1,0,9,3,56.8421052631579,0,-56.8421052631579,33.3333333333333,-23.5087719298246
"06027",35,20,0,0,0,0,57.1428571428571,,,,
"06029",246,131,5,0,29,10,53.2520325203252,0,-53.2520325203252,34.4827586206897,-18.7692738996355
"06031",148,58,1,0,5,1,39.1891891891892,0,-39.1891891891892,20,-19.1891891891892
"06032",305,145,8,4,51,19,47.5409836065574,50,2.45901639344262,37.2549019607843,-10.2860816457731
"06033",623,316,11,3,85,30,50.7223113964687,27.2727272727273,-23.4495841237414,35.2941176470588,-15.4281937494099
"06035",288,156,1,0,17,4,54.1666666666667,0,-54.1666666666667,23.5294117647059,-30.6372549019608
"06037",274,133,2,0,21,5,48.5401459854015,0,-48.5401459854015,23.8095238095238,-24.7306221758777
"06039",46,17,0,0,1,0,36.9565217391304,,,0,-36.9565217391304
"06040",714,389,58,14,161,40,54.4817927170868,24.1379310344828,-30.3438616826041,24.8447204968944,-29.6370722201924
"06042",562,298,39,10,127,34,53.0249110320285,25.6410256410256,-27.3838853910028,26.7716535433071,-26.2532574887214
"06043",140,75,0,0,9,4,53.5714285714286,,,44.4444444444444,-9.12698412698413
"06051",418,199,42,5,144,24,47.6076555023923,11.9047619047619,-35.7028935976304,16.6666666666667,-30.9409888357257
"06052",267,139,13,1,49,10,52.059925093633,7.69230769230769,-44.3676174013253,20.4081632653061,-31.6517618283268
"06053",626,308,46,9,157,34,49.2012779552716,19.5652173913043,-29.6360605639672,21.656050955414,-27.5452269998576
"06057",77,40,0,0,4,0,51.9480519480519,,,0,-51.9480519480519
"06058",98,39,0,0,5,2,39.7959183673469,,,40,0.204081632653065
"06059",62,28,0,0,1,0,45.1612903225806,,,0,-45.1612903225806
"06060",167,88,0,0,2,0,52.6946107784431,,,0,-52.6946107784431
"06061",77,40,0,0,4,0,51.9480519480519,,,0,-51.9480519480519
"06062",300,147,5,1,34,9,49,20,-29,26.4705882352941,-22.5294117647059
"06063",62,28,0,0,1,0,45.1612903225806,,,0,-45.1612903225806
"06065",97,48,0,0,1,0,49.4845360824742,,,0,-49.4845360824742
"06066",602,311,21,4,92,20,51.6611295681063,19.047619047619,-32.6135105204873,21.7391304347826,-29.9219991333237
"06067",296,139,8,0,56,10,46.9594594594595,0,-46.9594594594595,17.8571428571429,-29.1023166023166
"06068",84,32,0,0,5,0,38.0952380952381,,,0,-38.0952380952381
"06069",33,7,0,0,1,0,21.2121212121212,,,0,-21.2121212121212
"06070",401,214,8,3,41,12,53.3665835411471,37.5,-15.8665835411471,29.2682926829268,-24.0982908582203
"06071",252,126,1,0,8,2,50,0,-50,25,-25
"06073",302,161,4,1,29,14,53.3112582781457,25,-28.3112582781457,48.2758620689655,-5.03539620918017
"06074",524,279,20,4,144,57,53.2442748091603,20,-33.2442748091603,39.5833333333333,-13.660941475827
"06076",184,94,0,0,9,3,51.0869565217391,,,33.3333333333333,-17.7536231884058
"06078",191,110,5,1,26,5,57.5916230366492,20,-37.5916230366492,19.2307692307692,-38.36085380588
"06081",41,19,0,0,4,0,46.3414634146341,,,0,-46.3414634146341
"06082",714,402,23,5,70,18,56.3025210084034,21.7391304347826,-34.5633905736208,25.7142857142857,-30.5882352941176
"06084",365,186,3,0,29,7,50.958904109589,0,-50.958904109589,24.1379310344828,-26.8209730751063
"06085",232,110,6,2,40,15,47.4137931034483,33.3333333333333,-14.0804597701149,37.5,-9.91379310344828
"06088",114,46,3,0,14,1,40.3508771929825,0,-40.3508771929825,7.14285714285714,-33.2080200501253
"06089",174,96,6,1,20,5,55.1724137931034,16.6666666666667,-38.5057471264368,25,-30.1724137931034
"06090",132,68,0,0,2,0,51.5151515151515,,,0,-51.5151515151515
"06091",35,20,0,0,0,0,57.1428571428571,,,,
"06092",263,137,8,3,24,7,52.0912547528517,37.5,-14.5912547528517,29.1666666666667,-22.924588086185
"06093",146,91,2,1,9,2,62.3287671232877,50,-12.3287671232877,22.2222222222222,-40.1065449010655
"06095",575,278,126,23,194,40,48.3478260869565,18.2539682539683,-30.0938578329883,20.6185567010309,-27.7292693859256
"06096",225,125,9,2,27,6,55.5555555555556,22.2222222222222,-33.3333333333333,22.2222222222222,-33.3333333333333
"06098",310,133,1,0,18,1,42.9032258064516,0,-42.9032258064516,5.55555555555556,-37.3476702508961
"06103",16,4,5,0,6,0,25,0,-25,0,-25
"06105",421,208,22,3,62,8,49.4061757719715,13.6363636363636,-35.7698121356079,12.9032258064516,-36.5029499655199
"06106",403,199,76,14,162,32,49.3796526054591,18.4210526315789,-30.9585999738801,19.7530864197531,-29.626566185706
"06107",715,360,11,1,74,18,50.3496503496504,9.09090909090909,-41.2587412587413,24.3243243243243,-26.025326025326
"06108",420,210,74,18,157,34,50,24.3243243243243,-25.6756756756757,21.656050955414,-28.343949044586
"06109",510,263,12,6,71,19,51.5686274509804,50,-1.5686274509804,26.7605633802817,-24.8080640706987
"06110",377,177,20,1,94,16,46.9496021220159,5,-41.9496021220159,17.0212765957447,-29.9283255262712
"06111",540,273,16,5,97,24,50.5555555555556,31.25,-19.3055555555556,24.7422680412371,-25.8132875143184
"06112",259,112,125,22,137,23,43.2432432432432,17.6,-25.6432432432432,16.7883211678832,-26.45492207536
"06114",289,139,61,12,112,20,48.0968858131488,19.672131147541,-28.4247546656078,17.8571428571429,-30.2397429560059
"06117",460,235,7,1,39,7,51.0869565217391,14.2857142857143,-36.8012422360248,17.9487179487179,-33.1382385730212
"06118",537,265,73,19,170,36,49.3482309124767,26.027397260274,-23.3208336522028,21.1764705882353,-28.1717603242414
"06119",303,157,8,0,43,6,51.8151815181518,0,-51.8151815181518,13.953488372093,-37.8616931460588
"06120",114,45,43,6,58,8,39.4736842105263,13.953488372093,-25.5201958384333,13.7931034482759,-25.6805807622505
"06160",7,4,2,0,2,0,57.1428571428571,0,-57.1428571428571,0,-57.1428571428571
"06226",277,118,6,0,45,4,42.5992779783394,0,-42.5992779783394,8.88888888888889,-33.7103890894505
"06231",165,96,2,1,6,1,58.1818181818182,50,-8.18181818181818,16.6666666666667,-41.5151515151515
"06232",61,34,0,0,4,2,55.7377049180328,,,50,-5.73770491803278
"06234",196,75,0,0,8,2,38.265306122449,,,25,-13.265306122449
"06235",18,6,1,0,2,1,33.3333333333333,0,-33.3333333333333,50,16.6666666666667
"06237",198,97,0,0,10,4,48.989898989899,,,40,-8.98989898989899
"06238",213,104,1,0,12,2,48.8262910798122,0,-48.8262910798122,16.6666666666667,-32.1596244131455
"06239",431,192,4,0,28,10,44.5475638051044,0,-44.5475638051044,35.7142857142857,-8.83327809081869
"06241",205,85,1,0,9,2,41.4634146341463,0,-41.4634146341463,22.2222222222222,-19.2411924119241
"06242",77,26,0,0,6,1,33.7662337662338,,,16.6666666666667,-17.0995670995671
"06243",144,56,0,0,7,2,38.8888888888889,,,28.5714285714286,-10.3174603174603
"06247",54,17,0,0,1,0,31.4814814814815,,,0,-31.4814814814815
"06248",165,96,2,1,6,1,58.1818181818182,50,-8.18181818181818,16.6666666666667,-41.5151515151515
"06249",111,49,1,0,5,2,44.1441441441441,0,-44.1441441441441,40,-4.14414414414414
"06250",126,61,2,0,10,3,48.4126984126984,0,-48.4126984126984,30,-18.4126984126984
"06254",30,7,0,0,0,0,23.3333333333333,,,,
"06255",160,71,1,0,6,2,44.375,0,-44.375,33.3333333333333,-11.0416666666667
"06256",93,27,2,0,10,0,29.0322580645161,0,-29.0322580645161,0,-29.0322580645161
"06259",77,24,0,0,5,1,31.1688311688312,,,20,-11.1688311688312
"06260",149,70,1,0,13,4,46.9798657718121,0,-46.9798657718121,30.7692307692308,-16.2106350025813
"06262",78,33,0,0,2,0,42.3076923076923,,,0,-42.3076923076923
"06263",61,29,1,0,2,0,47.5409836065574,0,-47.5409836065574,0,-47.5409836065574
"06264",29,9,0,0,0,0,31.0344827586207,,,,
"06266",93,27,2,0,10,0,29.0322580645161,0,-29.0322580645161,0,-29.0322580645161
"06268",145,75,1,0,11,3,51.7241379310345,0,-51.7241379310345,27.2727272727273,-24.4514106583072
"06269",102,54,1,0,8,2,52.9411764705882,0,-52.9411764705882,25,-27.9411764705882
"06277",309,141,2,0,19,6,45.6310679611651,0,-45.6310679611651,31.5789473684211,-14.052120592744
"06278",92,39,0,0,8,2,42.3913043478261,,,25,-17.3913043478261
"06279",62,24,0,0,2,0,38.7096774193548,,,0,-38.7096774193548
"06280",122,36,2,0,10,0,29.5081967213115,0,-29.5081967213115,0,-29.5081967213115
"06281",201,94,2,0,12,1,46.7661691542289,0,-46.7661691542289,8.33333333333333,-38.4328358208955
"06282",123,61,2,0,10,1,49.5934959349593,0,-49.5934959349593,10,-39.5934959349593
"06320",321,122,28,8,96,15,38.006230529595,28.5714285714286,-9.43480195816645,15.625,-22.381230529595
"06330",56,21,1,0,2,0,37.5,0,-37.5,0,-37.5
"06331",100,36,1,0,3,1,36,0,-36,33.3333333333333,-2.66666666666667
"06332",59,24,2,0,4,1,40.6779661016949,0,-40.6779661016949,25,-15.6779661016949
"06333",172,79,5,1,21,6,45.9302325581395,20,-25.9302325581395,28.5714285714286,-17.358803986711
"06334",91,45,5,0,12,2,49.4505494505495,0,-49.4505494505495,16.6666666666667,-32.7838827838828
"06335",247,106,4,0,34,4,42.914979757085,0,-42.914979757085,11.7647058823529,-31.1502738747321
"06336",28,17,0,0,0,0,60.7142857142857,,,,
"06339",247,106,4,0,34,4,42.914979757085,0,-42.914979757085,11.7647058823529,-31.1502738747321
"06340",324,140,10,2,47,12,43.2098765432099,20,-23.2098765432099,25.531914893617,-17.6779616495929
"06350",27,12,1,0,2,0,44.4444444444444,0,-44.4444444444444,0,-44.4444444444444
"06351",369,142,8,1,24,4,38.4823848238482,12.5,-25.9823848238482,16.6666666666667,-21.8157181571816
"06353",85,41,1,0,5,2,48.2352941176471,0,-48.2352941176471,40,-8.23529411764706
"06354",314,148,6,0,23,8,47.1337579617834,0,-47.1337579617834,34.7826086956522,-12.3511492661313
"06355",331,140,4,1,24,5,42.2960725075529,25,-17.2960725075529,20.8333333333333,-21.4627391742195
"06357",203,95,4,1,20,5,46.7980295566502,25,-21.7980295566502,25,-21.7980295566502
"06359",197,81,4,0,22,2,41.1167512690355,0,-41.1167512690355,9.09090909090909,-32.0258421781264
"06360",477,204,22,3,100,17,42.7672955974843,13.6363636363636,-29.1309319611206,17,-25.7672955974843
"06365",77,27,0,0,2,0,35.0649350649351,,,0,-35.0649350649351
"06370",171,75,3,0,17,4,43.859649122807,0,-43.859649122807,23.5294117647059,-20.3302373581011
"06371",200,92,2,2,11,4,46,100,54,36.3636363636364,-9.63636363636363
"06373",73,38,1,0,7,3,52.0547945205479,0,-52.0547945205479,42.8571428571429,-9.19765166340509
"06374",241,110,5,0,16,5,45.643153526971,0,-45.643153526971,31.25,-14.393153526971
"06375",223,96,7,2,30,5,43.0493273542601,28.5714285714286,-14.4778987828315,16.6666666666667,-26.3826606875934
"06376",99,56,1,1,6,2,56.5656565656566,100,43.4343434343434,33.3333333333333,-23.2323232323232
"06377",73,38,1,0,7,3,52.0547945205479,0,-52.0547945205479,42.8571428571429,-9.19765166340509
"06378",192,72,3,1,13,2,37.5,33.3333333333333,-4.16666666666667,15.3846153846154,-22.1153846153846
"06379",263,109,4,0,23,4,41.4448669201521,0,-41.4448669201521,17.3913043478261,-24.053562572326
"06380",109,45,6,2,23,5,41.2844036697248,33.3333333333333,-7.95107033639145,21.7391304347826,-19.5452732349422
"06382",232,104,5,3,22,6,44.8275862068966,60,15.1724137931034,27.2727272727273,-17.5548589341693
"06384",116,53,6,0,12,3,45.6896551724138,0,-45.6896551724138,25,-20.6896551724138
"06385",289,123,6,1,33,4,42.560553633218,16.6666666666667,-25.8938869665513,12.1212121212121,-30.4393415120059
"06387",59,24,2,0,4,1,40.6779661016949,0,-40.6779661016949,25,-15.6779661016949
"06389",63,28,5,0,12,2,44.4444444444444,0,-44.4444444444444,16.6666666666667,-27.7777777777778
"06390",92,28,0,0,3,0,30.4347826086957,,,0,-30.4347826086957
"06401",275,135,15,5,67,17,49.0909090909091,33.3333333333333,-15.7575757575758,25.3731343283582,-23.7177747625509
"06403",99,42,1,1,14,6,42.4242424242424,100,57.5757575757576,42.8571428571429,0.432900432900432
"06405",487,242,4,0,38,9,49.6919917864476,0,-49.6919917864476,23.6842105263158,-26.0077812601318
"06409",107,57,0,0,1,1,53.2710280373832,,,100,46.7289719626168
"06410",578,310,8,0,42,10,53.6332179930796,0,-53.6332179930796,23.8095238095238,-29.8236941835558
"06412",52,31,0,0,1,0,59.6153846153846,,,0,-59.6153846153846
"06413",271,123,0,0,17,4,45.3874538745387,,,23.5294117647059,-21.8580421098329
"06414",167,92,0,0,8,3,55.0898203592814,,,37.5,-17.5898203592814
"06415",374,172,8,1,31,7,45.9893048128342,12.5,-33.4893048128342,22.5806451612903,-23.4086596515439
"06416",254,133,1,0,19,1,52.3622047244094,0,-52.3622047244094,5.26315789473684,-47.0990468296726
"06417",85,40,1,1,4,2,47.0588235294118,100,52.9411764705882,50,2.94117647058824
"06418",356,165,24,7,67,16,46.3483146067416,29.1666666666667,-17.1816479400749,23.8805970149254,-22.4677175918162
"06419",137,70,0,0,8,0,51.0948905109489,,,0,-51.0948905109489
"06420",166,78,4,0,10,2,46.9879518072289,0,-46.9879518072289,20,-26.9879518072289
"06422",108,54,0,0,7,0,50,,,0,-50
"06423",185,101,1,0,8,3,54.5945945945946,0,-54.5945945945946,37.5,-17.0945945945946
"06424",390,206,0,0,18,6,52.8205128205128,,,33.3333333333333,-19.4871794871795
"06426",107,57,0,0,1,1,53.2710280373832,,,100,46.7289719626168
"06437",445,220,4,2,28,12,49.438202247191,50,0.561797752808992,42.8571428571429,-6.58105939004815
"06438",158,86,0,0,4,2,54.4303797468354,,,50,-4.43037974683544
"06441",158,86,0,0,4,2,54.4303797468354,,,50,-4.43037974683544
"06442",107,57,0,0,1,1,53.2710280373832,,,100,46.7289719626168
"06443",333,170,1,0,16,10,51.0510510510511,0,-51.0510510510511,62.5,11.4489489489489
"06444",95,44,2,1,9,1,46.3157894736842,50,3.68421052631579,11.1111111111111,-35.2046783625731
"06447",132,66,1,0,12,6,50,0,-50,50,0
"06450",621,316,56,6,158,24,50.8856682769726,10.7142857142857,-40.1713825626869,15.1898734177215,-35.6957948592511
"06451",467,241,39,3,108,13,51.6059957173448,7.69230769230769,-43.9136880250371,12.037037037037,-39.5689586803077
"06455",66,35,0,0,1,0,53.030303030303,,,0,-53.030303030303
"06456",59,33,0,0,4,2,55.9322033898305,,,50,-5.93220338983051
"06457",632,305,63,15,115,27,48.2594936708861,23.8095238095238,-24.4499698613623,23.4782608695652,-24.7812328013209
"06460",827,382,21,3,91,24,46.1910519951632,14.2857142857143,-31.905337709449,26.3736263736264,-19.8174256215369
"06461",354,177,11,2,44,13,50,18.1818181818182,-31.8181818181818,29.5454545454545,-20.4545454545455
"06467",95,44,2,1,9,1,46.3157894736842,50,3.68421052631579,11.1111111111111,-35.2046783625731
"06468",399,218,12,3,41,11,54.6365914786967,25,-29.6365914786967,26.8292682926829,-27.8073231860138
"06469",94,58,0,0,4,2,61.7021276595745,,,50,-11.7021276595745
