"fips","alcoholoutlet_pop"
"51015",0.000594028038123399
"51107",0.000412028264645508
"51153",0.000458407056898169
"51161",0.000626972572606612
"51145",0.000717875089734386
"51171",0.000897769388365829
"51061",0.000540133327647719
"51790",0.00105433901054339
"06107",0.000674634393421776
"06113",0.000479947342920091
"06023",0.000800875820162967
"06039",0.000596440596440596
"06045",0.00103317644357709
"06087",0.000604019475052165
"06037",0.000529147322861136
"06065",0.0004384986201035
"06071",0.000510512676806632
"06085",0.000451054599951465
"06041",0.000524203961594351
"06061",0.000543646104252436
"06093",0.000965162239176395
"06089",0.000708440482632052
"06095",0.000539886353922499
"06015",0.000469449660551784
"06007",0.000591016548463357
"06031",0.000635382884373552
"06079",0.000697303171136604
"06019",0.000654410606299308
"06029",0.000601708987985989
"06059",0.000486697819953349
"06111",0.000567644947546059
"06009",0.000785545954438335
"06101",0.000726781913512952
"06081",0.000493715575420279
"06077",0.000594719370954545
"06005",0.000768777387694437
"08007",0.000735943479540771
"08031",0.000723586979904397
"08055",0.0016250553996159
"08015",0.00170195725083846
"08045",0.00097307272879792
"08051",0.00122670716747474
"08059",0.00061852642127178
"08091",0.00224948875255624
"08103",0.0015701051970482
"08123",0.000558041022356518
"06073",0.000521966203064408
"08001",0.000637449886631989
"08035",0.000363076565586151
"08037",0.00096433770014556
"08067",0.000926288788343012
"08081",0.00091254752851711
"08097",0.0010567296996663
"08105",0.00079646017699115
"08069",0.000570575967910808
"08075",0.0004487927475092
"08083",0.00106601690398233
"08113",0.00172626387176326
"08119",0.000960730154917738
"08013",0.000591347841888371
"08039",0.000343118566526878
"08071",0.00111708440969071
"08125",0.000898831519025267
"08107",0.0011454753722795
"08117",0.00126891166422645
"08003",0.000928620070575125
"08029",0.000812796670784836
"08043",0.000607647983237297
"42055",0.000555003420369916
"42119",0.000557649840512146
"42127",0.000819224467504096
"42009",0.000892968393072227
"42089",0.000580486186798086
"42061",0.00068667626536715
"42125",0.000647089786122339
"42101",0.00091430392448836
"42133",0.000542861483195868
"42063",0.000663012206528302
"42041",0.000560665163606866
"42003",0.000671383312267109
"42129",0.000670046361505694
"42053",0.000834492350486787
"42013",0.000742887464794481
"42073",0.000777731346055625
"42015",0.000905782184087877
"42021",0.000759814909088146
"42029",0.000478945553469482
"42011",0.000610888126339301
"42111",0.000744813390390553
"42087",0.00095281404967626
"29047",0.000425998052580331
"29179",0.00127510360216768
"29189",0.000593266872720666
"29009",0.000926575880949038
"29019",0.000595423585451632
"29055",0.000833889259506338
"29149",0.00113625603636019
"29069",0.00121387867956975
"29095",0.000583674523677349
"29213",0.000755898709572917
"29027",0.000645247419010324
"29037",0.000534927928013985
"29049",0.000536506852655709
"29113",0.000520923771488106
"29145",0.000892121877573428
"29183",0.000446706418518742
"29031",0.000621559225714793
"51001",0.00125921375921376
"51047",0.000616154808895735
"51085",0.000666428879836302
"51137",0.000767102271170653
