zcta,adult_population,presidential_votes,voter_percent_of_population
05454,3586,3082,0.85945343
05455,865,653,0.754913295
05456,1005,832,0.827860697
05457,1214,840,0.691927512
05458,1783,1393,0.781267527
05459,1730,1048,0.605780347
05461,3585,3199,0.892329149
05462,1592,1378,0.865577889
05463,357,349,0.977591036
05464,2541,1817,0.715072806
05465,4029,3855,0.956813105
05468,10836,7836,0.723145072
05471,478,564,1
05472,1489,1119,0.751511081
05473,1203,957,0.795511222
05474,754,705,0.935013263
05476,2619,1357,0.518136693
05477,3552,3189,0.897804054
05478,11827,7750,0.655280291
05481,0,0,NA
05482,6132,5447,0.888290933
05483,1190,631,0.530252101
05485,58,43,0.74137931
05486,1384,1325,0.957369942
05487,1292,876,0.678018576
05488,5973,3906,0.653942742
05489,2736,2338,0.854532164
05491,4700,3627,0.771702128
05492,533,464,0.87054409
05494,1524,1240,0.813648294
05495,7949,7277,0.915461064
05602,9534,7791,0.817180617
05640,124,115,0.927419355
05641,13263,8613,0.649400588
05647,851,714,0.839012926
05648,409,302,0.738386308
05649,345,334,0.968115942
05650,1009,782,0.775024777
05651,1174,1063,0.905451448
05652,572,372,0.65034965
05653,482,262,0.543568465
05654,858,576,0.671328671
05655,2267,1684,0.742831936
05656,3082,1620,0.525632706
05657,60,39,0.65
05658,1187,860,0.724515586
05660,1435,1187,0.8271777
05661,4523,3466,0.766305549
05663,5650,2783,0.492566372
05664,96,32,0.333333333
05667,1727,1391,0.805442965
05669,571,396,0.69352014
05672,3573,3406,0.953260565
05673,1964,1869,0.951629328
05674,1184,1262,1
05675,972,621,0.638888889
05676,3683,3436,0.932935107
05677,2030,1542,0.759605911
05678,120,98,0.816666667
05679,2731,1817,0.665324057
05680,1769,1266,0.715658564
05681,285,298,1
05682,1024,807,0.788085938
05701,16764,10782,0.643163923
05730,250,207,0.828
05732,558,340,0.609318996
05733,4578,3317,0.724552206
05734,1116,791,0.708781362
05735,3870,2081,0.537726098
05736,401,412,1
05737,753,592,0.786188579
05738,971,695,0.715756952
05739,1019,786,0.771344455
05740,27,13,0.481481481
05742,562,381,0.677935943
05743,2969,2187,0.736611654
05744,534,302,0.565543071
05747,229,159,0.694323144
05748,265,170,0.641509434
05751,542,833,1
05753,9187,5775,0.628605638
05757,649,591,0.910631741
05758,546,534,0.978021978
05759,1378,1052,0.763425254
05760,896,672,0.75
05761,746,593,0.794906166
05762,303,331,1
05763,2041,1627,0.797158256
05764,2763,1684,0.609482447
05765,1370,1001,0.730656934
05766,415,361,0.869879518
05767,946,734,0.77589852
05769,977,718,0.734902764
05770,833,671,0.805522209
05772,548,461,0.841240876
05773,1805,1300,0.720221607
05774,876,723,0.825342466
05775,367,374,1
05776,547,437,0.798903108
05777,2712,1819,0.670722714
05778,530,401,0.756603774
05819,7359,4573,0.621415953
05820,428,379,0.885514019
05821,970,829,0.854639175
05822,1314,907,0.690258752
05824,938,617,0.657782516
05825,61,101,1
05826,689,632,0.917271408
05827,273,194,0.710622711
05828,1593,1285,0.806654112
05829,1317,1085,0.823842065
05830,1074,819,0.762569832
05832,702,524,0.746438746
05833,207,145,0.700483092
05836,913,597,0.65388828
05837,239,178,0.744769874
05839,585,460,0.786324786
05841,335,272,0.811940299
05842,389,311,0.799485861
05843,2061,1370,0.664725861
05845,966,617,0.638716356
05846,1007,615,0.610724926
05847,657,486,0.739726027
05850,218,94,0.431192661
05851,5185,2809,0.541755063
05853,423,385,0.910165485
05855,5802,3247,0.559634609
05857,2156,749,0.347402597
05858,379,208,0.548812665
05859,1292,901,0.697368421
05860,2126,1302,0.612417686
05862,247,251,1
05866,516,391,0.757751938
05867,669,470,0.702541106
05868,262,190,0.72519084
05871,1119,903,0.806970509
05872,682,419,0.614369501
05873,516,439,0.850775194
05874,504,327,0.648809524
05875,308,256,0.831168831
05901,10,12,1
05902,176,94,0.534090909
05903,623,430,0.690208668
05904,165,130,0.787878788
05905,656,525,0.800304878
05906,1106,576,0.52079566
05907,115,110,0.956521739
98001,25684,18178,0.707755801
98002,25176,13555,0.538409596
98003,37403,19412,0.518995802
98004,30029,18341,0.61077625
98005,15186,9493,0.625115238
98006,28868,21578,0.747471248
98007,23454,9539,0.406711009
98008,20069,14052,0.700184364
98010,4485,3817,0.851059086
98011,26626,19816,0.744234958
98012,50004,33413,0.668206543
98014,5528,4695,0.84931259
98019,8744,7711,0.881861848
98020,16220,14764,0.910234279
98021,23859,17967,0.753049164
98022,16689,14044,0.841512373
98023,38492,24142,0.627195261
98024,5024,3907,0.777667197
98026,30809,24238,0.786718167
98027,23996,18770,0.782213702
98028,17845,14159,0.793443542
98029,21299,15219,0.714540589
98030,28575,14838,0.519265092
98031,29058,17838,0.613875697
98032,29806,14038,0.470978998
98033,31813,23714,0.74541854
98034,34559,23916,0.692033913
98036,31755,21451,0.675515667
98037,24324,15281,0.628227265
98038,25109,22190,0.883746864
98039,2425,1920,0.791752577
98040,19720,16804,0.852129817
98042,37728,27708,0.734414758
98043,16982,11735,0.691025792
98045,11814,10609,0.89800237
98047,5200,2749,0.528653846
98050,341,241,0.706744868
98051,3371,2529,0.750222486
98052,54424,31729,0.582996472
98053,16490,13283,0.805518496
98055,19553,12001,0.613767708
98056,28631,17360,0.60633579
98057,10105,6042,0.597921821
98058,33497,24570,0.733498522
98059,29281,22219,0.758819712
98065,10858,9176,0.845091177
98068,407,333,0.818181818
98070,8614,8558,0.993498955
98072,18160,15669,0.862830396
98074,20067,15737,0.784222853
98075,16886,13638,0.807651309
98077,10219,9594,0.938839417
98087,31422,18066,0.574947489
98092,35825,23665,0.660572226
98101,13094,7983,0.60966855
98102,24139,17552,0.727122085
98103,45362,36219,0.798443631
98104,14044,6527,0.464753631
98105,45064,20015,0.444146103
98106,20752,13793,0.664658828
98107,24399,19506,0.799458994
98108,18270,11754,0.643349754
98109,27885,17725,0.635646405
98110,18968,19027,1
98112,21255,17280,0.81298518
98115,44288,36249,0.818483562
98116,22784,18965,0.832382374
98117,28114,24901,0.885715302
98118,38776,25119,0.647797607
98119,23131,15306,0.661709394
98121,18769,9483,0.505248015
98122,34886,24504,0.70240211
98125,35878,24817,0.691705223
98126,18601,15078,0.810601581
98133,40922,28843,0.704828698
98134,818,617,0.754278729
98136,13806,11818,0.856004636
98144,27204,19053,0.700374945
98146,21668,14385,0.663882223
98148,9160,5119,0.558842795
98154,0,0,NA
98155,27942,22204,0.794646053
98158,0,0,NA
98164,177,111,0.627118644
98166,17190,13314,0.77452007
98168,25766,14624,0.567569665
98174,0,0,NA
98177,16510,14439,0.874560872
98178,21369,13222,0.618746783
98188,19858,10573,0.532430255
98195,48,0,0
98198,29703,17300,0.582432751
98199,18103,15655,0.864773794
98201,24765,15167,0.612436907
98203,28500,18761,0.658280702
98204,32272,14960,0.463559742
98205,11279,9355,0.829417502
98207,1684,196,0.116389549
98208,44537,30247,0.679143184
98220,629,418,0.6645469
98221,17862,16298,0.912439816
98222,84,34,0.404761905
98223,34313,26512,0.772651765
98224,209,159,0.76076555
98225,45597,29490,0.646753076
98226,34673,28410,0.819369538
98229,26216,22400,0.854440037
98230,14072,11878,0.84408755
98232,3454,3032,0.877822814
98233,12466,8048,0.645596021
98235,51,67,1
98236,5115,4785,0.935483871
98237,3680,2413,0.655706522
98238,0,56,1
98239,6342,5146,0.811415957
98240,2433,2087,0.857788738
98241,1590,1193,0.750314465
98243,525,405,0.771428571
98244,2402,2068,0.860949209
98245,3297,2895,0.878070974
98247,7408,5532,0.746760259
98248,19392,15805,0.815026815
98249,3881,3941,1
98250,6910,6397,0.925759768
98251,3519,2724,0.774083546
98252,7472,6073,0.812767666
98253,1566,1733,1
98255,126,105,0.833333333
98256,284,265,0.933098592
98257,3580,3221,0.89972067
98258,24335,19997,0.821738237
98260,4915,4713,0.958901322
98261,2460,2142,0.870731707
98262,842,806,0.957244656
98263,73,38,0.520547945
98264,15426,13813,0.895436276
98266,3067,1938,0.631887838
98267,252,321,1
98270,38198,26168,0.685062045
98271,22704,16578,0.730179704
98272,22933,15882,0.692539136
98273,23116,15097,0.653097422
98274,14183,11149,0.786081929
98275,16727,13455,0.804388115
98276,404,290,0.717821782
98277,29374,20136,0.685504187
98278,2161,321,0.148542342
98279,574,554,0.965156794
98280,409,388,0.948655257
98281,1003,1004,1
98282,14366,13151,0.91542531
98283,323,262,0.811145511
98284,20760,14415,0.694364162
98286,140,168,1
98288,202,174,0.861386139
98290,28326,23627,0.834110005
98292,17278,15448,0.894084964
98294,5453,3978,0.729506694
98295,1907,1489,0.780807551
98296,22610,18833,0.832950022
98297,42,100,1
98303,1095,1035,0.945205479
98304,965,482,0.499481865
98305,290,253,0.872413793
98310,16813,10635,0.632546244
98311,21864,15407,0.704674351
98312,24720,16872,0.682524272
98314,2942,690,0.23453433
98315,4917,1018,0.207036811
98320,1126,969,0.860568384
98321,11998,10321,0.860226704
98323,578,481,0.832179931
98325,1353,1500,1
98326,728,372,0.510989011
98327,6713,4722,0.703411292
98328,8053,6958,0.864025829
98329,8851,7034,0.794712462
98330,102,96,0.941176471
98331,5024,2511,0.499800955
98332,14977,13693,0.914268545
98333,3118,3101,0.994547787
98335,20177,19292,0.956138177
98336,640,520,0.8125
98337,6317,2900,0.459078677
98338,21876,16033,0.732903639
98339,2665,2278,0.85478424
98340,2537,2190,0.863224281
98342,1101,1089,0.989100817
98345,386,359,0.930051813
98346,8189,6711,0.819513982
98349,3537,2990,0.845349166
98350,274,195,0.711678832
98351,986,852,0.864097363
98353,18,3,0.166666667
98354,5803,4102,0.706875754
98355,589,429,0.728353141
98356,1581,1260,0.796963947
98357,1049,553,0.527168732
98358,704,844,1
98359,3879,3492,0.900232019
98360,10454,8255,0.789649895
98361,747,767,1
98362,19458,15019,0.771867612
98363,11246,8546,0.759914636
98364,44,34,0.772727273
98365,4542,4321,0.951343021
98366,27197,20118,0.739713939
98367,23525,19808,0.841997875
98368,13707,12688,0.925658423
98370,24544,21073,0.858580508
98371,17360,13468,0.775806452
98372,20924,14605,0.698002294
98373,19645,13629,0.693764317
98374,31096,24668,0.79328531
98375,22084,15742,0.712823764
98376,1745,1607,0.920916905
98377,1620,1162,0.717283951
98380,3353,2952,0.880405607
98381,264,98,0.371212121
98382,25615,22303,0.870700761
98383,17314,12307,0.71081206
98385,335,297,0.886567164
98387,36300,23883,0.657933884
98388,5426,4120,0.75930704
98390,8439,6161,0.730062804
98391,38262,32287,0.843839841
98392,2495,1856,0.743887776
98394,1279,839,0.655981235
98396,596,388,0.651006711
98402,5848,3557,0.608242134
98403,6748,5420,0.803200948
98404,25699,13639,0.53072104
98405,19117,12229,0.63969242
98406,18708,14130,0.755291854
98407,17444,14866,0.852212795
98408,16389,9471,0.577887608
98409,19807,10452,0.52769223
98416,938,210,0.223880597
98418,7472,4908,0.656852248
98421,1557,100,0.064226076
98422,16741,12562,0.750373335
98424,8532,4661,0.546296296
98430,0,2,1
98433,13715,1970,0.143638352
98438,584,66,0.113013699
98439,3600,956,0.265555556
98443,4411,3364,0.762638857
98444,26433,12423,0.469980706
98445,24374,14662,0.601542627
98446,8859,6597,0.744666441
98447,728,167,0.229395604
98465,5671,4031,0.710809381
98466,22453,16963,0.755489244
98467,11785,8743,0.741875265
98498,23156,15512,0.669891173
98499,24242,11742,0.484365976
98501,33576,27891,0.83068263
98502,28944,22033,0.761228579
98503,31318,20778,0.663452328
98506,14346,12454,0.868116548
98512,24632,19408,0.787918155
98513,27070,20022,0.739637976
98516,19816,16281,0.821608801
98520,18835,9865,0.523758959
98524,3382,2553,0.75487877
98526,151,102,0.675496689
98527,248,220,0.887096774
98528,9084,6179,0.680206957
98530,503,255,0.50695825
98531,19799,12421,0.627354917
98532,18799,14875,0.791265493
98533,359,439,1
98535,713,291,0.408134642
98536,76,109,1
98537,1682,1274,0.757431629
98538,307,201,0.654723127
98541,8048,5484,0.681411531
98542,521,455,0.873320537
98544,30,53,1
98546,2665,2184,0.819512195
98547,1335,887,0.664419476
98548,2089,1606,0.768788894
98550,9018,5394,0.598137059
98552,383,222,0.579634465
98555,319,447,1
98557,2631,2004,0.761687571
98558,214,117,0.546728972
98559,0,48,1
98560,99,88,0.888888889
98562,47,122,1
98563,6071,5019,0.82671718
98564,1835,1474,0.803269755
98565,656,336,0.512195122
98568,1959,1325,0.676365493
98569,5659,5283,0.933557166
98570,3304,2689,0.813861985
98571,231,280,1
98572,548,459,0.837591241
98575,135,81,0.6
98576,3873,3116,0.804544281
98577,5875,3618,0.615829787
98579,10338,7472,0.722770362
98580,8699,7220,0.829980458
98581,525,341,0.64952381
98582,163,432,1
98583,137,68,0.496350365
98584,29415,20459,0.695529492
98585,691,471,0.681620839
98586,1288,980,0.760869565
98587,548,353,0.644160584
98588,1564,1287,0.822890026
98589,6137,4837,0.788170116
98590,258,189,0.73255814
98591,2971,2747,0.92460451
98592,1626,1644,1
98593,950,597,0.628421053
98595,2118,1564,0.738432483
98596,5918,4079,0.689253126
98597,17749,12888,0.726125416
98601,2276,2039,0.895869947
98602,147,148,1
98603,921,740,0.803474484
98604,27138,22595,0.832596359
98605,953,647,0.678908709
98606,6779,6853,1
98607,23294,21353,0.916673822
98610,2339,1682,0.719110731
98611,7266,6327,0.87076796
98612,2431,2087,0.858494447
98613,356,321,0.901685393
98614,164,225,1
98616,98,124,1
98617,1119,651,0.581769437
98619,428,336,0.785046729
98620,6089,4616,0.758088356
98621,250,169,0.676
98624,1255,1012,0.806374502
98625,5363,4769,0.889241096
98626,18751,13483,0.719054984
98628,239,230,0.962343096
98629,6889,6164,0.894759762
98631,2788,2390,0.857245337
98632,39941,26495,0.663353446
98635,1414,1248,0.882602546
98638,1043,915,0.877277085
98639,834,511,0.612709832
98640,4257,3835,0.900869157
98641,23,6,0.260869565
98642,14920,15239,1
98643,370,275,0.743243243
98644,395,392,0.992405063
98645,1067,1126,1
98647,308,274,0.88961039
98648,2684,2107,0.785022355
98649,707,701,0.991513437
98650,762,755,0.990813648
98651,705,610,0.865248227
98660,10366,6707,0.647019101
98661,37065,21403,0.577445029
98662,25017,18688,0.747012032
98663,11470,8617,0.751264167
98664,18535,12581,0.678769895
98665,20386,14858,0.728833513
98670,39,64,1
98671,17505,14825,0.846900885
98672,5551,4354,0.784363178
98673,465,179,0.384946237
98674,9866,7971,0.807926211
98675,5332,4167,0.781507877
98682,44895,32176,0.716694509
98683,26108,19109,0.73192125
98684,22479,16199,0.720628142
98685,22245,19141,0.860463025
98686,15960,12971,0.812719298
98801,32627,22796,0.698685138
98802,23163,17095,0.73803048
98811,207,51,0.246376812
98812,3593,1535,0.427219594
98813,1822,593,0.32546652
98814,790,398,0.503797468
98815,5641,4042,0.716539621
98816,4547,4149,0.91246976
98817,130,307,1
98819,176,132,0.75
98821,306,253,0.826797386
98822,1565,1327,0.847923323
98823,8118,5716,0.704114314
98824,274,35,0.127737226
98826,6095,5381,0.882854799
98827,502,93,0.185258964
98828,2003,1340,0.668996505
98829,475,253,0.532631579
98830,484,303,0.626033058
98831,2528,2178,0.861550633
98832,162,155,0.956790123
98833,124,169,1
98834,161,188,1
98836,764,347,0.454188482
98837,32173,19328,0.600752184
98840,3638,2015,0.553875756
98841,6883,4020,0.584047654
98843,1411,918,0.65060241
98844,3587,2367,0.659882911
98845,252,79,0.313492063
98846,846,591,0.69858156
98847,1715,1079,0.629154519
98848,8265,4273,0.516999395
98849,929,766,0.824542519
98850,1269,742,0.584712372
98851,3442,2015,0.585415456
98852,9,71,1
98853,14,13,0.928571429
98855,4773,3463,0.725539493
98856,1971,2031,1
98857,2541,1122,0.441558442
98858,1566,992,0.633461047
98859,149,151,1
98860,189,144,0.761904762
98862,2049,2195,1
98901,22689,10625,0.468288598
98902,32536,15897,0.488597246
98903,10778,7565,0.701892744
98908,28907,21663,0.749403259
98921,127,178,1
98922,5614,4772,0.850017813
98923,754,617,0.818302387
98925,485,543,1
98926,28697,17832,0.621388995
98929,0,0,NA
98930,10250,4170,0.406829268
98932,3509,1362,0.388144771
98933,746,407,0.545576408
98934,770,553,0.718181818
98935,2744,973,0.354591837
98936,4471,2897,0.647953478
98937,3144,2464,0.783715013
98938,1588,659,0.414987406
98939,91,54,0.593406593
98940,220,715,1
98941,440,736,1
98942,12814,9790,0.764008116
98943,815,459,0.563190184
98944,14755,5546,0.375872586
98946,522,363,0.695402299
98947,2306,1098,0.476149176
98948,8854,3330,0.376101197
98950,57,64,1
98951,8565,3656,0.426853473
98952,1558,644,0.413350449
98953,4813,2935,0.609806773
99001,5919,2902,0.490285521
99003,3792,3437,0.906381857
99004,17240,10967,0.636136891
99005,6590,6678,1
99006,9627,8528,0.885841903
99008,628,441,0.702229299
99009,3184,2633,0.826947236
99011,2240,572,0.255357143
99012,668,642,0.961077844
99013,1302,903,0.693548387
99016,11666,10791,0.924995714
99017,93,82,0.88172043
99018,184,173,0.940217391
99019,8952,8463,0.945375335
99020,0,66,1
99021,7379,6392,0.866242038
99022,6922,5122,0.739959549
99023,486,442,0.909465021
99025,4267,3387,0.793766112
99026,7056,6733,0.954223356
99027,5090,4118,0.809037328
99029,798,857,1
99030,826,751,0.909200969
99031,1118,871,0.779069767
99032,626,400,0.638977636
99033,640,499,0.7796875
99034,34,103,1
99036,1232,1221,0.991071429
99037,11365,9665,0.85041795
99039,61,63,1
99040,544,251,0.461397059
99101,1128,943,0.835992908
99102,461,261,0.566160521
99103,393,306,0.778625954
99105,30,37,1
99109,4077,3285,0.805739514
99110,1306,1033,0.790964778
99111,3510,2581,0.735327635
99113,615,521,0.847154472
99114,10239,7746,0.756519191
99115,828,786,0.949275362
99116,1204,725,0.602159468
99117,385,357,0.927272727
99118,611,490,0.801963993
99119,1024,737,0.719726563
99121,160,97,0.60625
99122,3114,2551,0.819203597
99123,761,619,0.813403417
99124,213,132,0.61971831
99125,464,334,0.719827586
99126,739,579,0.783491204
99128,270,191,0.707407407
99129,600,445,0.741666667
99130,701,502,0.716119829
99131,163,123,0.754601227
99133,1468,805,0.548365123
99134,430,408,0.948837209
99135,207,184,0.888888889
99136,17,13,0.764705882
99137,292,194,0.664383562
99138,888,516,0.581081081
99139,974,841,0.863449692
99140,344,167,0.485465116
99141,4230,3598,0.850591017
99143,571,439,0.76882662
99144,18,20,1
99146,24,36,1
99147,123,156,1
99148,1694,1646,0.971664699
99149,226,106,0.469026549
99150,321,225,0.700934579
99151,98,89,0.908163265
99152,82,127,1
99153,351,292,0.831908832
99154,23,16,0.695652174
99155,799,378,0.473091364
99156,6923,5360,0.774230825
99157,568,448,0.788732394
99158,477,411,0.86163522
99159,1203,798,0.663341646
99160,98,96,0.979591837
99161,1191,976,0.819479429
99163,30417,12567,0.413157116
99164,0,0,NA
99166,2701,2058,0.761940022
99167,484,483,0.997933884
99169,1967,1417,0.720386375
99170,798,715,0.895989975
99171,933,660,0.707395498
99173,1358,982,0.723122239
99174,48,28,0.583333333
99176,122,94,0.770491803
99179,336,293,0.87202381
99180,994,674,0.67806841
99181,1338,1149,0.858744395
99185,1002,920,0.918163673
99201,11311,7312,0.646450358
99202,17536,8608,0.490875912
99203,16553,14792,0.893614451
99204,5458,3852,0.705753023
99205,33925,24332,0.717229182
99206,29449,21156,0.718394513
