"STCNTY","Num_Alt_Services","Num_Mainstream_Services","Financial_Accessibility_County"
"37085",8,5,-3
"37105",17,2,-15
"37101",39,8,-31
"37183",192,85,-107
"37077",4,3,-1
"37181",14,3,-11
"37069",10,1,-9
"37191",30,8,-22
"37079",0,1,1
"37185",0,1,1
"37195",17,4,-13
"37127",26,5,-21
"37065",6,5,-1
"37091",8,3,-5
"37013",4,3,-1
"37117",4,2,-2
"37147",48,9,-39
"37131",0,1,1
"37083",20,2,-18
"37073",0,1,1
"37167",12,3,-9
"37071",52,12,-40
"37109",11,3,-8
"37007",0,1,1
"37045",26,7,-19
"37161",14,3,-11
"37025",31,9,-22
"37119",281,62,-219
"37035",41,13,-28
"37179",40,7,-33
"37023",10,7,-3
"37149",0,1,1
"37111",5,5,0
"37051",105,19,-86
"37093",7,1,-6
"37017",6,2,-4
"37163",16,1,-15
"37047",16,3,-13
"37061",8,1,-7
"37155",37,5,-32
"37165",11,3,-8
"37103",0,1,1
"37107",14,4,-10
"37049",19,8,-11
"37003",6,1,-5
"37027",14,5,-9
"37011",0,1,1
"37189",0,2,2
"37009",3,1,-2
"37005",0,1,1
"37021",63,26,-37
"37115",0,1,1
"37075",0,1,1
"37173",0,1,1
"37089",24,11,-13
"37121",3,1,-2
"37199",0,1,1
"37099",0,4,4
"37175",3,5,2
"37113",7,2,-5
"37087",15,7,-8
"37043",0,1,1
"37039",0,3,3
"45027",10,1,-9
"45085",47,10,-37
"45009",5,3,-2
"45063",139,27,-112
"45081",3,1,-2
"45025",15,3,-12
"45055",20,8,-12
"45061",4,1,-3
"45023",11,4,-7
"45039",6,1,-5
"45079",141,53,-88
"45035",43,8,-35
"45075",40,5,-35
"45017",3,2,-1
"45087",10,1,-9
"45071",22,1,-21
"45059",22,3,-19
"45089",15,1,-14
"45057",29,9,-20
"45015",64,17,-47
"45031",24,7,-17
"45041",75,17,-58
"45037",0,1,1
"45047",26,9,-17
"45083",118,16,-102
"45021",28,2,-26
"45045",204,43,-161
"45069",12,1,-11
"45067",10,4,-6
"45033",19,1,-18
"45007",65,12,-53
"45077",29,5,-24
"45001",6,3,-3
"45065",0,0,-1791
"45073",18,1,-17
"45091",90,19,-71
"45005",0,3,3
"45049",7,3,-4
"13089",218,26,-192
"13057",50,9,-41
"13117",44,3,-41
"13121",412,54,-358
"13067",291,30,-261
"13013",18,1,-17
"13135",310,27,-283
"13247",39,3,-36
"13297",26,3,-23
"13217",25,1,-24
"13159",0,1,1
"13211",7,3,-4
"13015",35,7,-28
"13223",20,7,-13
"13115",31,8,-23
"13129",18,1,-17
"13233",17,3,-14
"13055",6,1,-5
"13097",48,5,-43
"13227",4,1,-3
"13045",43,2,-41
"13149",0,0,-1791
"13143",7,2,-5
"13085",0,1,1
"01019",5,3,-2
"13123",8,1,-7
"13171",0,0,-1791
"13207",4,2,-2
"13293",10,1,-9
"13113",24,7,-17
"13255",36,1,-35
"13231",0,0,-1791
"13063",106,7,-99
"13035",4,0,-4
"13285",34,2,-32
"13199",3,2,-1
"13077",42,6,-36
"13151",53,9,-44
"13107",8,1,-7
"13209",0,0,-1791
"13175",25,2,-23
"13309",0,1,1
"13163",3,5,2
"13167",0,1,1
"13303",4,2,-2
"13031",23,4,-19
"13043",0,0,-1791
"13165",0,1,1
"13033",8,1,-7
"13251",0,2,2
"13279",16,2,-14
"13283",0,0,-1791
"13139",69,8,-61
"13011",0,1,1
"13137",14,3,-11
"13257",6,6,0
"13111",9,1,-8
"13291",0,2,2
"13119",4,2,-2
"13147",5,1,-4
"13157",12,1,-11
"13241",3,1,-2
"13311",6,1,-5
"13281",0,1,1
"13187",6,2,-4
"13195",0,3,3
"13059",46,5,-41
"13219",6,2,-4
"13221",0,1,1
"13105",6,1,-5
"13237",7,1,-6
"13133",3,2,-1
"13265",0,0,-1791
"13317",4,2,-2
"13181",0,1,1
"13141",0,0,-1791
"13213",10,1,-9
"13047",13,5,-8
"13295",5,5,0
"13313",33,1,-32
"13083",0,1,1
"47065",115,41,-74
"13125",0,0,-1791
"13301",0,1,1
"13315",0,2,2
"13319",0,0,-1791
"13153",53,14,-39
"13269",0,2,2
"13093",0,2,2
"13079",0,0,-1791
"13225",11,1,-10
"13091",7,1,-6
"13023",0,1,1
"13235",3,1,-2
"13289",0,0,-1791
"13081",12,1,-11
"13021",77,21,-56
"13193",3,1,-2
"13009",18,4,-14
"13169",0,1,1
"13271",0,1,1
"13197",0,0,-1791
"13249",0,0,-1791
"13017",6,1,-5
"13229",0,1,1
"13005",3,2,-1
"13069",12,2,-10
"13001",6,1,-5
"13161",3,1,-2
"13003",0,1,1
"13027",0,1,1
"13185",35,12,-23
"13075",3,1,-2
"13019",3,4,1
"13275",22,6,-16
"13071",16,2,-14
"13277",25,2,-23
"13095",47,5,-42
"13177",0,2,2
"13205",0,1,1
"13321",3,3,0
"13261",12,1,-11
"13287",0,2,2
"13007",0,1,1
"13273",0,2,2
"13087",17,3,-14
"13155",0,1,1
"13131",9,1,-8
"13307",0,0,-1791
"13145",0,1,1
"13259",0,2,2
"13243",0,0,-1791
"12041",0,2,2
"12121",8,2,-6
"12007",6,3,-3
"12125",0,1,1
"12107",14,4,-10
"12001",46,30,-16
"12039",7,2,-5
"12063",8,5,-3
"12059",0,1,1
"12117",124,33,-91
"12049",0,2,2
"12027",5,2,-3
"01115",27,7,-20
"01073",222,74,-148
"01125",61,36,-25
"01127",37,4,-33
"01117",60,29,-31
"01037",0,1,1
"01051",23,8,-15
"01123",13,2,-11
"01009",6,1,-5
"01121",45,9,-36
"01043",32,5,-27
"01095",53,9,-44
"01103",62,18,-44
"01105",0,0,-1791
"01133",0,2,2
"01027",0,0,-1791
"01055",46,7,-39
"01065",0,2,2
"01063",0,1,1
"01107",0,2,2
"01119",0,1,1
"01057",0,2,2
"01093",10,2,-8
"01075",0,3,3
"01059",14,3,-11
"01079",0,4,4
"01077",38,16,-22
"01083",30,10,-20
"01033",32,15,-17
"01089",113,35,-78
"01071",12,4,-8
"01049",20,5,-15
"01001",21,5,-16
"01005",11,1,-10
"01011",0,0,-1791
"01109",12,3,-9
"01041",0,4,4
"01101",82,27,-55
"01067",0,1,1
"01039",22,6,-16
"01087",0,3,3
"01013",11,2,-9
"01085",0,2,2
"01035",0,1,1
"01099",9,2,-7
"01111",5,1,-4
"01017",11,1,-10
"01061",0,2,2
"01069",45,15,-30
"01053",20,3,-17
"01131",0,1,1
"01129",0,3,3
"01023",0,2,2
"01091",6,3,-3
"01081",47,8,-39
"47147",19,7,-12
"47041",3,1,-2
"47159",0,3,3
"47189",42,3,-39
"47037",199,46,-153
"47149",79,20,-59
"47187",44,11,-33
"47021",5,1,-4
"47015",0,0,-1791
"47003",8,2,-6
"47031",25,4,-21
"47117",8,2,-6
"47111",7,2,-5
"47165",43,8,-35
"47169",0,0,-1791
"47043",24,2,-22
"47081",0,2,2
"47087",0,1,1
"47135",0,0,-1791
"47055",9,1,-8
"47103",8,1,-7
"47083",0,1,1
"47085",0,3,3
"47119",26,5,-21
"47101",4,4,0
"47181",0,1,1
"47061",0,2,2
"47153",0,4,4
"47177",20,1,-19
"47127",0,1,1
"47027",0,0,-1791
"47107",20,6,-14
"47051",13,1,-12
"47011",44,15,-29
"47121",0,1,1
"47007",0,1,1
"47143",12,1,-11
"47123",10,3,-7
"47115",4,1,-3
"47019",16,4,-12
"47171",4,1,-3
"47179",44,22,-22
"47059",16,9,-7
"47163",61,21,-40
"47091",8,2,-6
"47073",5,8,3
"47009",39,13,-26
"47001",11,13,2
"47057",0,1,1
"47093",126,67,-59
"47063",28,9,-19
"47029",14,1,-13
"47129",0,2,2
"47155",22,5,-17
"47089",6,2,-4
"47049",3,1,-2
"47067",0,0,-1791
"47105",16,6,-10
"47145",14,6,-8
"47033",0,2,2
"47047",4,4,0
"47167",13,2,-11
"47075",5,1,-4
"47113",49,12,-37
"47045",13,2,-11
"47069",8,3,-5
"47097",3,5,2
"47023",3,3,0
"47109",3,1,-2
"47053",23,1,-22
"47095",0,0,-1791
"47131",13,1,-12
"47017",3,1,-2
"47079",19,1,-18
"47183",0,2,2
"47005",0,1,1
"47071",8,2,-6
"47039",3,3,0
"47077",7,1,-6
"28141",0,3,3
"47099",14,8,-6
"47133",6,2,-4
"47141",29,6,-23
"21053",0,1,1
"28071",12,3,-9
"28009",0,0,-1791
"28139",4,2,-2
"28107",18,1,-17
"28119",0,2,2
"28145",12,1,-11
"28033",63,5,-58
"28093",5,7,2
"28011",13,5,-8
"28137",10,1,-9
"28135",0,1,1
"28161",0,1,1
"28003",18,2,-16
"28125",0,2,2
"28133",3,3,0
"28083",15,2,-13
"28053",0,2,2
"05041",0,3,3
"28081",51,5,-46
"28115",5,4,-1
"28057",7,2,-5
"28095",18,4,-14
"28117",5,1,-4
"28013",4,3,-1
"28017",4,2,-2
"28015",0,0,-1791
"28043",15,2,-13
"28097",4,2,-2
"28155",3,3,0
"28051",3,4,1
"28163",7,1,-6
"28049",65,27,-38
"28089",33,7,-26
"28121",48,10,-38
"28129",3,1,-2
"28127",10,2,-8
"28007",7,4,-3
"28079",6,1,-5
"28099",11,2,-9
"28101",8,1,-7
"28123",16,1,-15
"28029",6,3,-3
"28037",0,0,-1791
"28063",0,1,1
"28085",19,1,-18
"28021",0,1,1
"28159",7,1,-6
"28019",0,0,-1791
"28031",3,4,1
"28065",0,1,1
"28001",8,3,-5
"28077",0,3,3
"28149",17,6,-11
"28067",32,4,-28
"28023",3,1,-2
"28075",54,6,-48
"28069",0,0,-1791
"28153",14,1,-13
"28061",0,2,2
"28103",0,1,1
"28041",0,1,1
"28035",27,9,-18
"28073",16,4,-12
"28091",16,3,-13
"28111",0,2,2
"28109",27,2,-25
"28039",7,1,-6
"28131",0,1,1
"28147",3,0,-3
"28005",0,1,1
"28157",0,2,2
"28113",30,3,-27
"28087",25,8,-17
"28025",8,2,-6
"28105",21,2,-19
"13037",0,0,-1791
"13099",0,2,2
"13201",0,1,1
"13061",0,0,-1791
"13253",0,1,1
"13239",0,1,1
"21073",11,4,-7
"21211",17,1,-16
"21179",7,2,-5
"21103",0,2,2
"21215",0,0,-1791
"21045",0,1,1
"21155",0,5,5
"21217",4,1,-3
"21005",4,1,-3
"21229",0,0,-1791
"21123",0,1,1
"21085",3,1,-2
"21183",4,1,-3
"21167",0,1,1
"21011",0,3,3
"21017",0,2,2
"21181",0,0,-1791
"21201",0,0,-1791
"21065",0,1,1
"21197",0,1,1
"21205",6,1,-5
"21165",0,1,1
"21067",73,23,-50
"21209",14,3,-11
"21021",12,1,-11
"21109",0,2,2
"21129",0,0,-1791
"21173",7,5,-2
"21113",7,1,-6
"21239",0,2,2
"21043",0,1,1
"21063",0,1,1
"21069",0,4,4
"21049",7,1,-6
"21187",0,1,1
"21097",0,0,-1791
"21151",30,2,-28
"21175",0,2,2
"21079",0,1,1
"21203",0,0,-1791
"21137",3,7,4
"21199",18,1,-17
"21189",0,0,-1791
"21051",3,1,-2
"21121",8,2,-6
"21125",16,3,-13
"21235",6,2,-4
"21147",3,1,-2
"21095",7,1,-6
"21131",0,1,1
"21013",9,1,-8
"21133",0,1,1
"21193",9,4,-5
"21081",0,3,3
"21127",0,2,2
"21159",0,1,1
"21115",4,1,-3
"21071",5,1,-4
"21025",0,1,1
"21237",0,0,-1791
"21119",0,1,1
"21153",0,1,1
"21195",14,6,-8
"21083",4,3,-1
"21035",10,3,-7
"21157",0,2,2
"21033",4,0,-4
"21031",0,3,3
"21061",0,1,1
"21227",31,8,-23
"21213",3,3,0
"21003",0,1,1
"21009",5,3,-2
"21169",0,0,-1791
"21099",0,2,2
"21001",0,4,4
"21171",0,3,3
"21057",0,1,1
"21141",3,1,-2
"21219",0,1,1
"21087",0,0,-1791
"21177",3,2,-1
"21149",0,1,1
"21233",0,3,3
"21107",15,3,-12
"21231",0,1,1
"21207",0,2,2
"39089",29,9,-20
"39049",329,62,-267
"39041",32,8,-24
"39117",3,2,-1
"39083",6,2,-4
"39031",4,1,-3
"39075",0,6,6
"39159",4,4,0
"39021",6,2,-4
"39023",29,9,-20
"39005",4,3,-1
"39139",28,10,-18
"39097",4,2,-2
"39045",28,3,-25
"39119",17,3,-14
"39091",4,6,2
"39127",0,4,4
"39141",8,7,-1
"39073",3,1,-2
"39129",9,1,-8
"39047",0,1,1
"39163",0,0,-1791
"39057",24,18,-6
"39033",3,2,-1
"39101",13,4,-9
"39065",5,5,0
"39063",13,8,-5
"39147",0,5,5
"39175",0,2,2
"39011",9,3,-6
"39173",14,9,-5
"39143",10,8,-2
"39171",0,3,3
"39051",4,8,4
"39069",0,1,1
"39039",8,3,-5
"39125",0,1,1
"39137",0,2,2
"39121",0,1,1
"39013",13,3,-10
"39111",0,2,2
"39115",0,1,1
"39059",7,2,-5
"39009",0,4,4
"39157",16,7,-9
"39167",14,5,-9
"39067",0,0,-1791
"39081",9,7,-2
"39019",3,2,-1
"39029",21,3,-18
"39055",9,2,-7
"39153",124,27,-97
"39155",42,15,-27
"39103",13,7,-6
"39151",74,39,-35
"39169",9,6,-3
"39099",38,10,-28
"39077",7,4,-3
"39061",186,56,-130
"39017",80,24,-56
"39135",0,1,1
"39113",114,49,-65
"39165",33,13,-20
"39027",0,1,1
"39001",0,6,6
"39015",0,2,2
"39025",39,11,-28
"39071",4,1,-3
"39131",6,4,-2
"39149",4,3,-1
"39037",5,1,-4
"39109",8,6,-2
"39107",6,2,-4
"39079",6,3,-3
"39145",16,9,-7
"39053",10,1,-9
"39087",12,1,-11
"39105",4,1,-3
"39003",24,14,-10
"39161",0,1,1
"18035",19,15,-4
"18095",28,8,-20
"18057",64,18,-46
"18159",0,3,3
"18011",7,2,-5
"18023",0,3,3
"18107",3,2,-1
"18053",12,13,1
"18059",6,2,-4
"18015",0,1,1
"18063",26,7,-19
"18065",6,2,-4
"18157",37,20,-17
"18067",25,9,-16
"18097",246,62,-184
"18139",0,1,1
"18133",3,2,-1
"18081",26,9,-17
"18109",8,5,-3
"18145",3,3,0
"18119",0,2,2
"18041",3,3,0
"18121",0,2,2
"18105",20,11,-9
"18031",0,2,2
"18021",4,1,-3
"18047",0,1,1
"18073",0,1,1
"18111",0,2,2
"18131",0,1,1
"18149",0,0,-1791
"18049",0,3,3
"18099",5,7,2
"18085",10,7,-3
"18141",51,45,-6
"18039",38,26,-12
"18087",6,3,-3
"18113",3,4,1
"18183",4,5,1
"18069",0,7,7
"18169",3,6,3
"18151",3,4,1
"18003",94,66,-28
"18033",6,9,3
"18001",4,4,0
"18179",0,5,5
"18017",3,4,1
"18103",0,3,3
"18009",0,1,1
"18181",0,2,2
"18029",7,2,-5
"18115",0,0,-1791
"18161",0,1,1
"18155",0,0,-1791
"18071",9,2,-7
"18143",4,2,-2
"18019",30,9,-21
"18043",21,6,-15
"18175",8,1,-7
"18117",3,2,-1
"18061",3,3,0
"18025",0,0,-1791
"18123",3,1,-2
"18093",8,4,-4
"18075",5,2,-3
"18135",4,2,-2
"18177",18,12,-6
"18055",3,3,0
"18037",0,2,2
"18153",0,1,1
"18027",0,4,4
"18083",0,1,1
"18147",0,2,2
"18173",3,9,6
"18125",0,1,1
"18129",4,6,2
"18163",54,29,-25
"18167",22,8,-14
"18165",0,0,-1791
"18171",0,0,-1791
"18007",0,2,2
"18045",0,3,3
"26087",5,7,2
"26125",254,126,-128
"26161",29,34,5
"26093",18,7,-11
"26075",21,24,3
"26091",10,10,0
"26049",80,50,-30
"26155",3,9,6
"26145",26,48,22
"26051",0,1,1
"26129",0,5,5
"26035",4,2,-2
"26111",5,7,2
"26057",0,6,6
"26073",7,7,0
"26107",5,3,-2
"26133",0,2,2
"26037",4,9,5
"26067",11,7,-4
"26081",88,104,16
"26117",0,9,9
"26025",18,25,7
"26045",13,15,2
"26065",42,32,-10
"26015",0,6,6
"26077",35,48,13
"26023",0,4,4
"26149",5,7,2
"26027",3,3,0
"26059",0,2,2
"26123",4,5,1
"26085",0,1,1
"26165",0,5,5
"26137",0,4,4
"26043",0,4,4
"26071",0,4,4
"19181",0,2,2
"19001",0,1,1
"19009",0,0,-1791
"19077",0,4,4
"19049",10,6,-4
"19127",6,4,-2
"19069",0,1,1
"19079",0,1,1
"19083",0,2,2
"19153",130,57,-73
"19185",0,3,3
"19169",12,10,-2
"19015",0,1,1
"19029",0,1,1
"19165",0,1,1
"19073",0,3,3
"19123",0,1,1
"19157",0,2,2
"19099",5,1,-4
"19121",0,1,1
"19197",0,1,1
"19125",4,2,-2
"19135",0,1,1
"19117",0,1,1
"19025",0,3,3
"19027",3,1,-2
"19053",0,1,1
"19159",0,2,2
"19175",0,1,1
"19107",0,3,3
"19171",0,1,1
"19039",0,1,1
"19095",0,4,4
"19187",3,7,4
"19033",3,6,3
"19081",0,3,3
"19109",0,1,1
"19189",0,1,1
"19131",0,3,3
"19091",0,1,1
"19023",0,1,1
"19067",0,1,1
"19195",0,2,2
"19089",0,1,1
"19021",0,1,1
"19151",0,1,1
"19063",0,2,2
"19041",0,2,2
"19147",0,1,1
"19161",0,4,4
"19075",0,2,2
"19037",0,3,3
"19043",0,4,4
"19065",3,1,-2
"19019",0,2,2
"19013",26,30,4
"19017",0,2,2
"19011",0,1,1
"19055",0,1,1
"19003",0,2,2
"19173",0,1,1
"19137",0,2,2
"19145",0,1,1
"19149",0,1,1
"46127",0,1,1
"19035",0,1,1
"19167",0,7,7
"19193",25,11,-14
"19047",0,3,3
"19093",0,1,1
"19141",0,1,1
"19133",0,5,5
"19119",0,1,1
"19143",0,1,1
"19059",0,1,1
"27063",0,1,1
"19155",13,10,-3
"19129",0,2,2
"19085",0,2,2
"31021",0,1,1
"19071",0,3,3
"29005",0,0,-1791
"19061",12,24,12
"19097",3,1,-2
"19105",0,1,1
"19045",0,10,10
"19191",0,1,1
"19183",3,1,-2
"19113",35,30,-5
"19103",6,8,2
"19031",0,3,3
"19115",3,3,0
"19179",0,10,10
"19101",3,1,-2
"19177",0,1,1
"19051",0,1,1
"29199",0,1,1
"19007",0,2,2
"29045",0,1,1
"19057",4,4,0
"19111",5,6,1
"19087",0,2,2
"19139",6,5,-1
"19163",41,27,-14
"55027",8,5,-3
"55131",16,7,-9
"55133",87,43,-44
"55055",15,12,-3
"55127",16,8,-8
"55105",38,17,-21
"55045",6,3,-3
"55049",0,2,2
"55065",0,5,5
"55043",12,5,-7
"55103",6,2,-4
"55021",6,3,-3
"55111",14,7,-7
"55077",0,4,4
"55001",0,0,-1791
"55047",0,3,3
"55081",9,9,0
"55095",4,8,4
"55093",0,4,4
"55109",19,10,-9
"55005",12,5,-7
"55033",10,8,-2
"55041",0,2,2
"55087",26,33,7
"55115",3,4,1
"55037",0,0,-1791
"55135",0,5,5
"55067",0,4,4
"55073",17,21,4
"55019",0,7,7
"55097",11,11,0
"55141",12,12,0
"55119",0,6,6
"55085",8,5,-3
"55017",4,11,7
"55069",4,4,0
"55099",0,3,3
"55053",0,4,4
"55125",0,1,1
"55113",0,2,2
"55107",0,2,2
"55011",0,5,5
"55035",22,22,0
"55091",0,1,1
"55013",0,1,1
"55129",3,1,-2
"27163",28,16,-12
"27003",55,21,-34
"27025",3,2,-1
"27059",4,5,1
"27065",0,2,2
"27115",0,2,2
"27037",75,27,-48
"27049",7,1,-6
"27131",7,3,-4
"27139",14,6,-8
"27157",3,1,-2
"27123",95,43,-52
"27147",3,4,1
"27095",0,4,4
"27161",4,1,-3
"27053",265,75,-190
"27171",10,3,-7
"27143",0,2,2
"27141",6,4,-2
"27129",0,1,1
"27085",6,2,-4
"27019",8,3,-5
"27145",27,24,-3
"27093",3,0,-3
"27103",0,2,2
"27015",0,4,4
"27127",3,5,2
"27009",4,3,-1
"27017",4,5,1
"27061",5,6,1
"27001",0,3,3
"27071",0,2,2
"27021",0,3,3
"27109",17,15,-2
"27099",3,4,1
"27169",4,2,-2
"27047",4,4,0
"27039",0,1,1
"27055",0,1,1
"27045",3,9,6
"27013",11,5,-6
"27043",0,2,2
"27079",0,3,3
"27091",3,1,-2
"27033",4,1,-3
"27165",0,3,3
"27105",0,2,2
"27081",0,0,-1791
"27083",3,6,3
"27101",0,1,1
"27133",0,1,1
"27117",0,4,4
"46011",4,2,-2
"46101",0,0,-1791
"27067",4,2,-2
"27149",0,1,1
"27151",0,1,1
"27011",0,0,-1791
"27023",0,1,1
"27073",0,2,2
"27155",0,1,1
"27173",0,1,1
"27121",0,1,1
"46109",0,2,2
"46039",0,0,-1791
"27051",0,3,3
"27097",4,2,-2
"27041",7,4,-3
"27111",3,4,1
"27153",0,3,3
"27035",8,10,2
"27057",3,2,-1
"27159",0,3,3
"27005",3,2,-1
"27029",0,1,1
"27107",0,1,1
"27027",12,4,-8
"27167",0,1,1
"27087",0,1,1
"27119",3,3,0
"27125",0,3,3
"27135",0,2,2
"27113",0,1,1
"27089",0,2,2
"27069",0,2,2
"38035",7,12,5
"38099",0,1,1
"46083",3,3,0
"46099",56,17,-39
"46027",0,1,1
"46087",0,0,-1791
"46125",0,4,4
"46079",4,2,-2
"46067",0,1,1
"46135",6,1,-5
"46009",0,1,1
"46077",0,1,1
"46097",0,1,1
"46029",0,3,3
"46057",0,4,4
"46051",0,0,-1791
"46025",0,0,-1791
"46037",0,2,2
"46091",0,3,3
"38077",0,2,2
"46115",0,1,1
"46035",3,2,-1
"46061",0,0,-1791
"46005",0,9,9
"46073",0,0,-1791
"46111",0,1,1
"46023",0,2,2
"46043",0,2,2
"46053",0,1,1
"46015",0,2,2
"46017",0,0,-1791
"46003",0,0,-1791
"46069",0,0,-1791
"46059",0,1,1
"46085",0,2,2
"46013",16,3,-13
"46129",4,1,-3
"46049",0,0,-1791
"46045",0,4,4
"38081",0,1,1
"46021",0,0,-1791
"46089",0,1,1
"46041",0,1,1
"46107",0,2,2
"46119",0,0,-1791
"46065",3,3,0
"46071",0,0,-1791
"46095",0,0,-1791
"46123",0,1,1
"46075",0,1,1
"46117",0,0,-1791
"46055",0,0,-1791
"46007",0,0,-1791
"46121",0,0,-1791
"46031",0,1,1
"46105",0,2,2
"46137",0,0,-1791
"46093",0,5,5
"38001",0,1,1
"38037",0,2,2
"38085",0,0,-1791
"38029",0,1,1
"46063",0,0,-1791
"46103",22,20,-2
"46102",0,1,1
"30011",0,1,1
"46019",0,2,2
"46081",3,4,1
"46033",0,3,3
"46047",0,1,1
"31165",0,0,-1791
"38017",40,27,-13
"38097",0,1,1
"38091",0,0,-1791
"38003",0,1,1
"38073",0,2,2
"38045",0,3,3
"38039",0,1,1
"38063",0,2,2
"38067",0,1,1
"38019",0,2,2
"38071",0,2,2
"38005",0,2,2
"38079",0,1,1
"38095",0,1,1
"38069",0,1,1
"38009",0,2,2
"38083",0,1,1
"38103",0,1,1
"38027",0,1,1
"38031",0,1,1
"38049",0,1,1
"38093",0,4,4
"38021",0,2,2
"38051",0,2,2
"38043",0,1,1
"38047",0,1,1
"38015",12,10,-2
"38059",0,8,8
"38057",0,2,2
"38065",0,0,-1791
"38055",0,3,3
"38041",0,1,1
"38025",0,2,2
"38089",0,2,2
"38007",0,1,1
"38087",0,0,-1791
"30109",0,0,-1791
"38033",0,1,1
"38053",0,1,1
"38011",0,1,1
"38101",4,12,8
"38061",0,2,2
"38075",0,1,1
"38013",0,1,1
"38023",0,0,-1791
"38105",4,5,1
"30009",0,1,1
"30095",0,2,2
"30111",45,22,-23
"30075",0,1,1
"30103",0,0,-1791
"30097",0,1,1
"30065",0,1,1
"30067",3,1,-2
"30027",0,1,1
"30069",0,0,-1791
"30107",0,1,1
"30037",0,0,-1791
"30059",0,1,1
"30033",0,0,-1791
"30031",14,9,-5
"30055",0,1,1
"30085",0,3,3
"30105",0,2,2
"30091",0,2,2
"30083",0,1,1
"30079",0,0,-1791
"30021",0,3,3
"30019",0,1,1
"30071",0,2,2
"30017",0,2,2
"30025",0,1,1
"30013",20,13,-7
"30015",0,1,1
"30049",18,7,-11
"30099",0,1,1
"30035",0,1,1
"30045",0,1,1
"30051",0,1,1
"30101",0,3,3
"30041",5,2,-3
"30043",0,1,1
"30007",0,1,1
"30023",0,2,2
"30093",7,8,1
"30057",0,1,1
"30039",0,0,-1791
"30077",0,1,1
"30001",0,1,1
"30063",25,16,-9
"30061",0,0,-1791
"30047",0,1,1
"30089",0,1,1
"30081",4,5,1
"17043",240,27,-213
"17089",95,17,-78
"17111",31,8,-23
"17007",3,1,-2
"17037",15,4,-11
"17141",4,3,-1
"17091",21,11,-10
"17197",103,20,-83
"17063",6,3,-3
"17105",4,3,-1
"17093",10,6,-4
"17099",20,13,-7
"17103",0,1,1
"17075",0,1,1
"17053",0,5,5
"17183",22,10,-12
"17019",41,9,-32
"17113",47,19,-28
"17085",0,1,1
"17177",5,4,-1
"17201",69,21,-48
"17015",0,3,3
"17195",14,7,-7
"17161",57,27,-30
"17131",0,1,1
"17073",3,2,-1
"17011",0,2,2
"17123",0,3,3
"17155",0,1,1
"17175",0,0,-1791
"17095",11,5,-6
"17187",0,1,1
"17109",4,1,-3
"17057",7,1,-6
"17071",0,1,1
"17067",3,5,2
"17169",0,0,-1791
"17143",43,20,-23
"17203",0,3,3
"17179",31,9,-22
"17125",0,2,2
"17107",8,2,-6
"17039",0,1,1
"17115",22,20,-2
"17045",3,3,0
"17147",0,1,1
"17041",3,3,0
"17029",14,4,-10
"17139",0,3,3
"17173",0,3,3
"17023",8,3,-5
"17035",0,3,3
"17119",79,35,-44
"17117",0,1,1
"17013",0,2,2
"17051",3,1,-2
"17083",0,1,1
"17135",10,2,-8
"17061",3,1,-2
"17005",0,0,-1791
"17163",55,20,-35
"17021",5,4,-1
"17137",14,1,-13
"17171",0,1,1
"17189",0,3,3
"17027",4,2,-2
"17157",3,8,5
"17133",0,4,4
"17145",5,1,-4
"17077",13,4,-9
"17001",19,7,-12
"17149",0,4,4
"17009",0,3,3
"17049",10,3,-7
"17185",0,1,1
"17033",0,1,1
"17101",0,1,1
"17159",3,0,-3
"17079",0,0,-1791
"17025",0,7,7
"17191",0,1,1
"17047",0,1,1
"17167",41,17,-24
"17017",0,1,1
"17129",0,2,2
"17081",15,2,-13
"17121",6,5,-1
"17065",0,0,-1791
"17055",9,6,-3
"17193",0,3,3
"17199",23,4,-19
"17059",0,1,1
"17165",7,1,-6
"17181",3,1,-2
"17087",0,1,1
"17127",4,1,-3
"17151",0,1,1
"17003",0,1,1
"17069",0,0,-1791
"17153",0,3,3
"29071",25,2,-23
"29189",258,80,-178
"29099",49,10,-39
"29073",0,1,1
"29187",33,3,-30
"29221",3,2,-1
"29186",0,0,-1791
"29055",0,5,5
"29510",69,22,-47
"29183",79,26,-53
"29163",0,1,1
"29113",3,1,-2
"29139",0,2,2
"29007",12,4,-8
"29219",0,1,1
"29173",0,2,2
"29027",9,1,-8
"29127",13,3,-10
"29121",4,1,-3
"29205",0,1,1
"29111",0,2,2
"29137",0,4,4
"29103",0,0,-1791
"29001",5,1,-4
"29175",9,1,-8
"29171",0,1,1
"29197",0,1,1
"29211",0,1,1
"29115",0,5,5
"29041",0,2,2
"29093",0,1,1
"29123",0,4,4
"29179",0,0,-1791
"29065",0,1,1
"29203",0,1,1
"29223",0,1,1
"29017",0,1,1
"29157",6,4,-2
"29031",25,2,-23
"29207",13,2,-11
"29201",11,3,-8
"29133",0,5,5
"29143",3,2,-1
"29069",17,1,-16
"29155",0,3,3
"29023",22,3,-19
"29035",0,3,3
"29149",0,3,3
"29181",0,1,1
"29107",0,5,5
"29101",7,4,-3
"29037",14,4,-10
"29095",390,48,-342
"29177",0,1,1
"29165",10,2,-8
"29195",9,7,-2
"29047",70,13,-57
"29033",0,7,7
"29049",3,5,2
"29025",0,1,1
"29021",24,8,-16
"29075",0,3,3
"29227",0,1,1
"29003",3,1,-2
"29063",0,3,3
"29147",0,1,1
