"ZCTA","third_spaces_total","population","thirdspaces_pop"
"21555",0,1501,0
"21557",5,1592,314.070351758794
"21560",,,
"21561",0,2392,0
"21562",14,3426,408.639813193228
"21601",196,23338,839.832033593281
"21607",0,770,0
"21610",0,412,0
"21612",0,597,0
"21613",109,17115,636.868244230207
"21617",35,10534,332.257452059996
"21619",35,5789,604.59492140266
"21620",68,12989,523.519901455077
"21622",0,704,0
"21623",3,2248,133.451957295374
"21624",0,115,0
"21625",0,2401,0
"21626",0,47,0
"21627",0,4,0
"21628",0,324,0
"21629",34,9464,359.256128486898
"21631",0,2708,0
"21632",20,5885,339.847068819031
"21634",0,243,0
"21635",0,1970,0
"21636",0,837,0
"21638",16,5227,306.102927109241
"21639",8,5410,147.874306839187
"21640",0,1467,0
"21641",0,87,0
"21643",3,5956,50.3693754197448
"21644",0,78,0
"21645",0,1345,0
"21647",0,357,0
"21648",0,126,0
"21649",0,2204,0
"21650",0,296,0
"21651",3,2683,111.815132314573
"21652",0,149,0
"21653",0,96,0
"21654",10,1221,819.000819000819
"21655",3,4763,62.9855133319337
"21657",0,727,0
"21658",13,4177,311.228154177639
"21659",0,1509,0
"21660",7,4361,160.513643659711
"21661",22,2695,816.326530612245
"21662",0,369,0
"21663",36,3715,969.044414535666
"21664",3,497,603.621730382294
"21665",0,194,0
"21666",50,13463,371.388249275793
"21667",0,255,0
"21668",0,1763,0
"21669",0,114,0
"21671",4,808,495.049504950495
"21672",0,149,0
"21673",3,3019,99.3706525339516
"21675",0,57,0
"21676",0,367,0
"21677",0,579,0
"21678",3,1549,193.673337637185
"21679",0,272,0
"21701",297,38390,773.638968481375
"21702",150,41729,359.462244482255
"21703",117,37048,315.806521269704
"21704",129,16478,782.861997815269
"21705",4,4,1e+05
"21710",0,4847,0
"21711",0,1139,0
"21713",23,9979,230.484016434512
"21714",0,179,0
"21715",,,
"21716",27,5453,495.140289748762
"21717",0,126,0
"21718",0,167,0
"21719",0,1074,0
"21722",15,6389,234.778525590859
"21723",0,648,0
"21727",24,6965,344.580043072505
"21733",0,988,0
"21734",0,840,0
"21737",4,2476,161.550888529887
"21738",9,3861,233.100233100233
"21740",373,60922,612.258297495158
"21742",127,33425,379.955123410621
"21746",0,3036,0
"21750",21,3787,554.52865064695
"21754",23,7117,323.169874947309
"21755",9,5745,156.657963446475
"21756",3,2912,103.021978021978
"21757",4,2753,145.296040682891
"21758",7,4616,151.646447140381
"21762",0,131,0
"21766",0,660,0
"21767",3,694,432.276657060519
"21769",29,11868,244.354566902595
"21770",10,6145,162.73393002441
"21771",99,31366,315.628387425875
"21773",6,5404,111.028867505551
"21774",24,13618,176.237332941695
"21776",8,6137,130.356851882027
"21777",4,2067,193.51717464925
"21778",0,930,0
"21779",0,1712,0
"21780",0,1864,0
"21781",0,128,0
"21782",3,4348,68.9972401103956
"21783",16,9637,166.026771816955
"21784",136,36484,372.766144063151
"21787",21,10194,206.003531489111
"21788",43,12241,351.278490319418
"21790",0,104,0
"21791",14,5080,275.590551181102
"21793",27,10477,257.707358976806
"21794",4,2191,182.565038795071
"21795",33,9150,360.655737704918
"21797",24,8558,280.439354989483
"21798",5,2412,207.296849087894
"21801",214,30122,710.444193612642
"21804",120,39842,301.189699312284
"21810",0,656,0
"21811",131,24356,537.855148628675
"21813",10,2636,379.362670713202
"21814",0,274,0
"21817",29,4247,682.83494231222
"21821",0,834,0
"21822",0,1527,0
"21824",0,181,0
"21826",16,5317,300.921572315215
"21829",3,397,755.667506297229
"21830",6,4790,125.260960334029
"21835",0,207,0
"21837",0,3322,0
"21838",0,1805,0
"21840",0,353,0
"21841",0,1455,0
"21842",392,10525,3724.46555819477
"21849",0,3659,0
"21850",4,3442,116.211504938989
"21851",31,7237,428.354290451845
"21853",20,11437,174.871032613448
"21856",0,957,0
"21861",0,687,0
"21862",0,86,0
"21863",18,4578,393.184796854522
"21864",0,643,0
"21865",0,433,0
"21866",0,80,0
"21867",0,23,0
"21869",0,1155,0
"21871",4,2031,196.947316592811
"21872",0,585,0
"21874",4,1917,208.659363588941
"21875",12,7084,169.395821569735
"21890",0,3272,0
"21901",50,17694,282.581666101503
"21902",0,262,0
"21903",29,5794,500.517777010701
"21904",14,6484,215.916101172116
"21911",27,11103,243.1775195893
"21912",0,1520,0
"21913",0,901,0
"21914",0,804,0
"21915",16,2739,584.154801022271
"21917",0,2017,0
"21918",0,4321,0
"21919",3,2905,103.270223752151
"21920",0,953,0
"21921",136,45225,300.718629076838
"21930",4,120,3333.33333333333
"22003",306,58252,525.30385222825
"22015",143,45028,317.580172337212
"22025",38,19634,193.541815218499
"22026",67,16701,401.173582420214
"22027",6,2427,247.218788627936
"22030",425,60220,705.745599468615
"22031",241,35110,686.414127029336
"22032",79,31103,253.994791499212
"22033",205,38724,529.387459973143
"22035",0,183,0
"22039",51,18095,281.845813760707
"22041",154,28476,540.806293018682
"22042",158,36744,430.002177226214
"22043",57,25012,227.890612505997
"22044",129,14078,916.323341383719
"22046",143,18639,767.208541230753
"22060",21,9800,214.285714285714
"22066",79,17393,454.205714942793
"22079",76,36839,206.303102690084
"22101",205,30598,669.978429962743
"22102",235,26875,874.418604651163
"22124",53,18377,288.40398323992
"22125",16,797,2007.52823086575
"22134",26,7354,353.549088931194
"22150",217,29585,733.479803954707
"22151",86,18631,461.596264290698
"22152",60,30314,197.928349937323
"22153",52,31897,163.024735868577
"22172",7,11494,60.9013398294762
"22180",230,24011,957.894298446545
"22181",13,14531,89.4639047553506
"22182",199,25985,765.826438329806
"22191",219,73081,299.667492234644
"22192",310,59670,519.524048935814
"22193",155,82060,188.886180843285
"22201",341,38990,874.583226468325
"22202",271,26742,1013.38718121307
"22203",194,24841,780.966949800733
"22204",144,53855,267.384643951351
"22205",43,18570,231.556273559505
"22206",87,20716,419.965244255648
"22207",162,34113,474.892269809164
"22209",154,13172,1169.14667476465
"22211",3,1482,202.429149797571
"22213",10,4168,239.923224568138
"22214",0,0,0
"22301",89,13188,674.855929633
"22302",69,17985,383.653044203503
"22303",51,14688,347.222222222222
"22304",165,49262,334.943770045877
"22305",57,18377,310.170321597649
"22306",125,34391,363.467186182431
"22307",29,10286,281.936612871865
"22308",24,12980,184.899845916795
"22309",93,36110,257.546386042647
"22310",121,32329,374.276964954066
"22311",27,18890,142.932768660667
"22312",106,30327,349.52352689023
"22314",643,35208,1826.28947966371
"22315",97,29634,327.326719308902
"22401",311,29059,1070.23641556833
"22405",80,33482,238.934352786572
"22406",81,25665,315.604909409702
"22407",271,59551,455.072123054189
"22408",90,30129,298.715523250025
"22427",12,5259,228.180262407302
"22432",4,233,1716.73819742489
"22433",0,402,0
"22435",11,2559,429.855412270418
"22436",0,1055,0
"22437",0,1002,0
"22438",0,379,0
"22443",42,8906,471.592185043791
"22448",0,714,0
"22454",0,1968,0
"22460",0,1276,0
"22469",0,2347,0
"22472",,,
"22473",11,5013,219.429483343307
"22476",0,225,0
"22480",0,692,0
"22482",42,2980,1409.39597315436
"22485",72,25997,276.95503327307
"22488",3,678,442.477876106195
"22503",10,3606,277.315585135885
"22504",0,117,0
"22508",30,15323,195.784115382105
"22509",0,55,0
"22511",3,816,367.647058823529
"22514",5,2307,216.731686172518
"22520",28,5410,517.560073937153
"22529",0,11,0
"22534",0,2910,0
"22535",0,432,0
"22538",0,177,0
"22539",9,2429,370.522848909016
"22542",0,1846,0
"22546",34,16553,205.400833685737
"22548",0,439,0
"22551",24,20218,118.706103472154
"22553",40,15960,250.62656641604
"22554",172,57488,299.19287503479
"22556",52,31545,164.843873831035
"22560",47,6269,749.720848620195
"22567",0,3336,0
"22572",31,7378,420.168067226891
"22576",3,1972,152.129817444219
"22578",11,2596,423.728813559322
"22580",8,5467,146.332540698738
"22601",283,29192,969.443683200877
"22602",89,30665,290.233164845916
"22603",69,16073,429.291358178311
"22610",0,1499,0
"22611",48,9059,529.85980792582
"22620",3,2865,104.712041884817
"22623",0,892,0
"22624",0,3107,0
"22625",4,3739,106.980476063118
"22627",3,780,384.615384615385
"22630",148,33623,440.174880290277
"22637",0,2042,0
"22639",0,526,0
"22640",0,294,0
"22641",0,470,0
"22642",0,4702,0
"22643",0,286,0
"22644",0,2415,0
"22645",5,4321,115.713955102985
"22646",3,50,6000
"22650",0,656,0
"22652",0,1403,0
"22654",0,833,0
"22655",58,21567,268.929382853433
"22656",0,4052,0
"22657",46,10389,442.776013090769
"22660",7,1803,388.241819190239
"22663",4,690,579.710144927536
"22664",55,9528,577.246011754828
"22701",162,34793,465.610898744
"22709",0,1425,0
"22711",0,25,0
"22712",25,8209,304.543793397491
"22713",0,1812,0
"22714",0,1027,0
"22715",0,1379,0
"22716",0,757,0
"22718",0,579,0
"22719",0,81,0
"22720",0,1060,0
"22722",0,421,0
"22723",0,114,0
"22724",0,2342,0
"22725",,,
"22726",0,886,0
"22727",16,5761,277.729560840132
"22728",3,2615,114.72275334608
"22729",0,1391,0
"22730",0,211,0
"22731",0,35,0
"22732",0,89,0
"22733",3,1314,228.310502283105
"22734",6,3641,164.78989288657
"22735",0,2686,0
"22736",0,990,0
"22737",4,3475,115.107913669065
"22738",0,1394,0
"22740",7,922,759.219088937093
"22741",0,209,0
"22742",4,1838,217.627856365615
"22743",0,183,0
"22746",,,
"22747",10,1261,793.021411578113
"22749",0,225,0
"22801",335,40284,831.595670737762
"22802",101,30534,330.778803956245
"22807",3,3345,89.6860986547085
"22810",4,754,530.503978779841
"22811",0,512,0
"22812",31,9100,340.659340659341
"22815",24,8915,269.209197980931
"22820",0,296,0
"22821",22,5791,379.899844586427
"22824",12,6410,187.207488299532
"22827",35,10675,327.868852459016
"22830",3,2180,137.614678899083
"22831",0,1056,0
"22832",0,743,0
"22834",0,1057,0
"22835",62,12077,513.372526289641
"22840",13,5065,256.663376110563
"22841",8,2746,291.332847778587
"22842",16,5572,287.150035893754
"22843",0,2536,0
"22844",18,4881,368.776889981561
"22845",0,8,0
"22846",12,1843,651.112316874661
"22847",0,718,0
"22849",13,4957,262.255396409118
"22850",0,1302,0
"22851",7,6002,116.627790736421
"22853",11,4339,253.514634708458
"22901",235,34687,677.487243059359
"22902",248,25815,960.681774162309
"22903",286,40192,711.584394904459
"22904",0,5634,0
"22908",,,
"22911",90,18610,483.610961848469
"22920",9,3731,241.222192441705
"22922",0,2098,0
"22923",0,5766,0
"22931",0,188,0
"22932",38,7779,488.494665124052
"22935",0,814,0
"22936",6,4950,121.212121212121
"22937",0,2152,0
"22938",3,833,360.144057623049
"22939",19,6716,282.9064919595
"22940",0,1266,0
"22942",34,10494,323.994663617305
"22943",3,549,546.448087431694
"22946",0,198,0
"22947",9,3837,234.558248631744
"22948",0,143,0
"22949",11,1084,1014.76014760148
"22952",4,2263,176.756517896597
"22957",,,
"22958",7,2082,336.215177713737
"22959",4,1679,238.237045860631
"22960",52,10319,503.924798914623
"22963",28,16170,173.160173160173
"22964",0,221,0
"22967",5,2582,193.648334624322
"22968",41,10865,377.358490566038
"22969",3,1966,152.594099694812
"22971",0,1921,0
"22972",0,430,0
"22973",0,5750,0
"22974",6,5180,115.830115830116
"22976",0,408,0
"22980",177,31800,556.603773584906
"22989",0,19,0
"23002",23,10512,218.797564687976
"23004",0,925,0
"23005",152,18059,841.685586134337
"23009",11,6955,158.159597411934
"23011",0,1404,0
"23015",8,4101,195.074372104365
"23021",0,318,0
"23022",0,798,0
"23023",0,713,0
"23024",0,9492,0
"23025",0,168,0
"23027",0,1385,0
"23030",14,4560,307.017543859649
"23032",0,314,0
"23035",3,1330,225.563909774436
"23038",0,1612,0
"23039",0,1074,0
"23040",9,4353,206.753962784287
"23043",11,1749,628.930817610063
"23045",0,43,0
"23047",7,1628,429.97542997543
"23050",0,638,0
"23055",0,1198,0
"23056",0,389,0
"23059",123,39602,310.590374223524
"23060",256,36042,710.282448254814
"23061",80,21364,374.461711290021
"23062",8,2326,343.938091143594
"23063",31,4610,672.451193058568
"23065",3,1956,153.374233128834
"23066",0,319,0
"23068",0,69,0
"23069",8,2817,283.990060347888
"23070",0,556,0
"23071",4,1700,235.294117647059
"23072",42,12380,339.256865912763
"23075",15,9238,162.372807967092
"23076",0,813,0
"23079",0,497,0
"23081",,,
"23083",3,2299,130.491518051327
"23084",4,1504,265.957446808511
"23085",0,548,0
"23086",9,3282,274.223034734918
"23089",6,5361,111.919418019026
"23091",0,313,0
"23092",0,682,0
"23093",41,13441,305.036827616993
"23102",7,3562,196.518809657496
"23103",22,5692,386.507378777231
"23106",0,1381,0
"23108",0,155,0
"23109",15,2592,578.703703703704
"23110",0,647,0
"23111",174,36511,476.568705321684
"23112",211,55165,382.488896945527
"23113",189,25387,744.4755189664
"23114",46,19904,231.109324758842
"23116",93,31510,295.144398603618
"23117",28,9817,285.219517164103
"23119",0,285,0
"23120",11,11529,95.4115708214069
"23123",3,1807,166.021029330382
"23124",13,4625,281.081081081081
"23126",0,505,0
"23128",0,505,0
"23129",3,542,553.50553505535
"23130",0,192,0
"23138",0,587,0
"23139",73,25214,289.521694296819
"23140",20,6453,309.93336432667
"23141",25,7550,331.12582781457
"23146",5,3356,148.986889153754
"23147",,,
"23148",4,1648,242.718446601942
"23149",12,2883,416.233090530697
"23150",31,12523,247.54451808672
"23153",0,1245,0
"23156",3,1384,216.763005780347
"23160",0,2552,0
"23161",0,80,0
"23163",0,46,0
"23168",19,7601,249.967109590843
"23169",5,947,527.983104540655
"23173",0,2295,0
"23175",11,1634,673.194614443084
"23176",0,336,0
"23177",0,776,0
"23180",0,670,0
"23181",28,5075,551.724137931034
"23185",303,49874,607.530978064723
"23188",230,44561,516.146406050133
"23192",16,6785,235.81429624171
"23219",198,4652,4256.23387790198
"23220",327,34853,938.226264597022
"23221",158,14619,1080.78527943088
"23222",70,28542,245.252610188494
"23223",215,53917,398.761058664243
"23224",145,40136,361.271676300578
"23225",172,43454,395.820868044369
"23226",114,16452,692.924872355945
"23227",101,26467,381.607284543016
"23228",178,35847,496.554802354451
"23229",170,35626,477.179587941391
"23230",247,6993,3532.10353210353
"23231",130,36587,355.317462486676
"23233",226,31572,715.824147979222
"23234",103,45455,226.59773402266
"23235",244,31778,767.826798413997
"23236",103,24235,425.005157829585
"23237",33,26609,124.018189334436
"23238",76,26962,281.878198946666
"23250",0,0,0
"23284",,,
"23294",149,18493,805.710268750338
"23298",,,
"23301",7,2200,318.181818181818
"23302",0,48,0
"23303",0,298,0
"23304",0,0,0
"23306",0,913,0
"23307",0,599,0
"23308",0,1891,0
"23310",24,4176,574.712643678161
"23314",27,9028,299.069561364643
"23315",0,1211,0
"23316",0,652,0
"23320",394,59248,665.001350256549
"23321",143,36768,388.925152306353
"23322",243,65272,372.2882706214
"23323",71,40644,174.687530754847
"23324",70,23232,301.308539944904
"23325",40,17516,228.362639872117
"23336",49,2912,1682.69230769231
"23337",0,302,0
"23347",4,778,514.13881748072
"23350",14,3468,403.690888119954
"23354",0,237,0
"23356",0,1384,0
"23357",0,707,0
"23358",0,108,0
"23359",0,1192,0
"23389",0,214,0
"23395",0,349,0
"23398",0,37,0
"23401",0,304,0
"23405",0,962,0
"23407",0,894,0
"23408",0,101,0
"23409",0,110,0
"23410",0,1826,0
"23413",0,725,0
"23414",0,156,0
"23415",0,1582,0
"23416",3,160,1875
"23417",15,3383,443.393437777121
"23418",21,771,2723.73540856031
"23420",0,3610,0
"23421",3,3755,79.8934753661784
"23422",0,58,0
"23423",0,333,0
"23426",0,70,0
"23427",0,298,0
"23430",78,17493,445.892642771394
"23432",3,1451,206.753962784287
"23433",7,1105,633.484162895928
"23434",195,49583,393.279954823226
"23435",126,32137,392.071444129819
"23436",0,1064,0
"23437",5,4488,111.408199643494
"23438",0,1555,0
"23440",4,506,790.513833992095
"23441",0,68,0
"23442",3,1167,257.06940874036
"23451",495,41512,1192.42628637502
"23452",364,56392,645.481628599801
"23453",69,34377,200.715594729034
"23454",327,57508,568.616540307435
"23455",222,49405,449.347232061532
"23456",262,57705,454.033445975219
"23457",10,4695,212.992545260916
"23459",6,1384,433.526011560694
"23460",5,1863,268.384326355341
"23461",0,422,0
"23462",336,67963,494.386651560408
"23464",245,77623,315.628099918838
"23480",0,309,0
"23486",0,19,0
"23487",23,6187,371.747211895911
"23488",0,682,0
"23502",197,20642,954.364887123341
"23503",67,32815,204.174920006095
"23504",61,24354,250.472201691714
"23505",119,29508,403.28046631422
"23507",22,6528,337.009803921569
"23508",74,21627,342.164886484487
"23509",36,12961,277.75634596096
"23510",182,9216,1974.82638888889
"23511",19,13926,136.435444492317
"23513",61,30836,197.820729018031
"23517",160,4129,3875.03027367401
"23518",139,29098,477.696061584989
"23523",17,7179,236.801782978131
"23551",0,1481,0
"23601",128,25345,505.030578023279
"23602",206,39714,518.708767688976
"23603",0,4012,0
"23604",3,6150,48.780487804878
"23605",43,13544,317.483756645009
"23606",178,28222,630.71362766636
"23607",86,24065,357.365468522751
"23608",102,42136,242.073286500854
"23651",3,409,733.496332518337
"23661",38,12947,293.504286707345
"23662",47,12085,388.911874224245
"23663",42,14275,294.220665499124
"23664",16,9771,163.749872070412
"23665",0,6855,0
"23666",265,52119,508.451812199006
"23667",,,
"23668",,,
"23669",134,40014,334.882791023142
"23681",,,
"23690",13,4908,264.873675631622
"23691",0,95,0
"23692",82,18192,450.747581354442
"23693",114,23650,482.029598308668
"23696",3,3980,75.3768844221105
"23701",98,23540,416.312659303314
"23702",33,12072,273.359840954274
"23703",58,26019,222.914024366809
"23704",101,18673,540.887913029508
"23707",49,14145,346.412159773772
"23708",5,512,976.5625
"23709",0,0,0
"23801",7,5944,117.765814266487
"23803",172,37939,453.359339993147
"23805",69,19312,357.290803645402
"23821",0,2071,0
"23824",38,6222,610.736097717776
"23827",0,1606,0
"23828",0,462,0
"23829",0,2351,0
"23830",0,1570,0
"23831",136,35986,377.924748513311
"23832",88,37973,231.743607299924
"23833",3,2538,118.203309692671
"23834",182,26526,686.119279197768
"23836",31,12479,248.417341133104
"23837",8,4395,182.025028441411
"23838",27,16523,163.408581976639
"23839",0,1035,0
"23840",0,2305,0
"23841",6,2745,218.579234972678
"23842",9,6824,131.887456037515
"23843",0,360,0
"23844",0,815,0
"23845",0,381,0
"23846",0,699,0
"23847",49,15929,307.615041747756
"23850",0,922,0
"23851",73,12960,563.271604938272
"23856",0,1025,0
"23857",0,692,0
"23860",125,30388,411.346584177965
"23866",3,1959,153.139356814701
"23867",0,1914,0
"23868",19,6893,275.641955607138
"23870",,,
"23872",6,2861,209.716882209018
"23874",0,790,0
"23875",34,12370,274.858528698464
"23876",0,238,0
"23878",3,1385,216.606498194946
"23879",0,477,0
"23881",4,2045,195.59902200489
"23882",13,1708,761.124121779859
"23883",6,2069,289.995166747221
"23884",0,38,0
"23885",0,2541,0
"23887",0,224,0
"23888",4,2344,170.648464163823
"23889",3,703,426.74253200569
"23890",11,4531,242.772015007725
"23891",0,1776,0
"23893",0,228,0
"23894",0,995,0
"23897",0,461,0
"23898",0,2104,0
"23899",0,446,0
"23901",79,18462,427.905969017441
"23909",0,386,0
"23915",0,1366,0
"23917",10,2937,340.483486550902
"23919",5,2360,211.864406779661
"23920",0,2868,0
"23921",5,1405,355.871886120996
"23922",5,4029,124.100273020601
"23923",0,2729,0
"23924",14,6135,228.198859005705
"23927",24,4552,527.240773286468
"23930",16,5279,303.087706004925
"23934",0,565,0
"23936",17,7976,213.139418254764
"23937",4,2143,186.654223051797
"23938",0,233,0
"23942",0,1323,0
"23943",0,63,0
"23944",14,3359,416.790711521286
"23947",8,3461,231.147067321583
"23950",7,3683,190.062449090415
"23952",0,290,0
"23954",3,2533,118.436636399526
"23955",,,
"23958",0,2906,0
"23959",0,1379,0
"23960",0,2089,0
"23962",0,721,0
"23963",0,82,0
"23964",0,1146,0
"23966",3,1735,172.910662824207
"23967",0,1206,0
"23968",0,534,0
"23970",55,8028,685.102142501246
"23974",10,5326,187.758167480285
"23976",0,65,0
"24011",66,672,9821.42857142857
"24012",190,30055,632.174347030444
"24013",18,8022,224.382946896036
"24014",109,16010,680.824484697064
"24015",101,15478,652.539087737434
"24016",73,8912,819.120287253142
"24017",55,24273,226.589214353397
"24018",182,38063,478.154638362714
"24019",117,26969,433.831436093292
"24020",0,612,0
"24022",,,
"24053",0,2513,0
"24054",10,6406,156.103652825476
"24055",28,11938,234.545149941364
"24058",0,222,0
"24059",0,874,0
"24060",213,56423,377.505627137869
"24061",,,
"24064",4,5314,75.2728641324802
"24065",9,6311,142.608144509586
"24066",15,5177,289.743094456249
"24067",0,2293,0
"24069",0,1433,0
"24070",0,1795,0
"24072",0,1141,0
"24073",168,29451,570.439034328206
"24076",0,1292,0
"24077",3,923,325.027085590466
"24078",31,6952,445.914844649022
"24079",0,1929,0
"24082",0,549,0
"24083",28,3065,913.539967373573
"24084",43,11361,378.487809171728
"24085",3,2375,126.315789473684
"24086",0,125,0
"24087",0,4110,0
"24088",5,4957,100.867460157353
"24089",5,3078,162.443144899285
"24090",12,5032,238.473767885533
"24091",43,7338,585.990733169801
"24092",0,3578,0
"24093",0,105,0
"24095",0,3924,0
"24101",14,6118,228.83295194508
"24102",0,1724,0
"24104",13,3046,426.789231779383
"24105",0,479,0
"24112",150,28791,520.99614462853
"24120",0,1569,0
"24121",56,10489,533.892649442273
"24122",0,1519,0
"24124",5,4808,103.993344425957
"24127",4,4195,95.3516090584029
"24128",0,2007,0
"24129",,,
"24131",0,22,0
"24132",0,301,0
"24133",3,2167,138.440239963083
"24134",30,5166,580.720092915215
"24136",0,3097,0
"24137",6,3286,182.592818015825
"24138",0,1506,0
"24139",0,662,0
"24141",102,23080,441.941074523397
"24142",0,2658,0
"24147",5,1347,371.195248700817
"24148",19,8868,214.25349571493
"24149",3,3942,76.103500761035
"24150",0,788,0
"24151",103,19552,526.800327332242
"24153",193,37801,510.568503478744
"24161",0,402,0
"24162",4,2435,164.271047227926
"24165",3,1251,239.808153477218
"24167",0,140,0
"24168",3,295,1016.94915254237
"24171",19,8498,223.582019298659
"24174",3,3344,89.7129186602871
"24175",30,8101,370.32465127762
"24176",0,1197,0
"24179",76,18715,406.091370558376
"24184",0,4263,0
"24185",0,729,0
"24201",109,15867,686.960357975673
"24202",49,12345,396.921830700689
"24210",106,16132,657.07909744607
"24211",15,10260,146.198830409357
"24216",3,2575,116.504854368932
"24217",0,237,0
"24219",22,11725,187.633262260128
"24220",0,1199,0
"24221",0,514,0
"24224",9,5503,163.547156096675
"24225",0,2557,0
"24226",0,1298,0
"24228",19,6224,305.269922879177
"24230",15,7382,203.19696559198
"24236",11,3060,359.477124183007
"24237",0,769,0
"24239",0,206,0
"24243",0,1666,0
"24244",4,6085,65.7354149548069
"24245",0,912,0
"24246",0,309,0
"24248",0,2196,0
"24250",0,1217,0
"24251",19,7647,248.463449718844
"24256",3,3585,83.6820083682008
"24258",0,1495,0
"24260",0,4940,0
"24263",5,6144,81.3802083333333
"24265",0,1328,0
"24266",34,9301,365.552091172992
"24269",0,424,0
"24270",0,468,0
"24271",0,2495,0
"24272",0,639,0
"24273",33,6052,545.274289491077
"24277",18,6731,267.419402763334
"24279",6,5400,111.111111111111
"24280",0,1070,0
"24281",0,2447,0
"24282",0,672,0
"24283",11,1831,600.764609503004
"24290",12,2127,564.174894217207
"24292",0,383,0
"24293",29,9606,301.894649177597
"24301",53,13594,389.877887303222
"24311",0,1613,0
"24312",0,2118,0
"24313",0,704,0
"24314",3,1199,250.208507089241
"24315",3,3765,79.6812749003984
"24316",0,0,0
"24317",0,4147,0
"24318",0,567,0
"24319",20,6838,292.483182217023
"24322",0,33,0
"24323",0,919,0
"24324",3,2373,126.422250316056
"24325",0,1017,0
"24326",4,985,406.091370558376
"24327",,,
"24328",5,1621,308.451573103023
"24330",0,2905,0
"24333",70,17317,404.227060114338
"24340",16,6489,246.571120357528
"24343",38,9221,412.102808805986
"24347",0,1341,0
"24348",8,4800,166.666666666667
"24350",0,1370,0
"24351",0,313,0
"24352",0,1168,0
"24354",45,14137,318.313645044918
"24360",14,5816,240.715268225585
"24361",4,5484,72.9394602479942
"24363",0,1256,0
"24366",0,544,0
"24368",10,5582,179.147259046937
"24370",6,6199,96.789804807227
"24374",0,793,0
"24375",0,1670,0
"24377",0,507,0
"24378",0,998,0
"24380",0,2782,0
"24381",4,3727,107.324926214113
"24382",78,13839,563.624539345328
"24401",238,35772,665.324835066533
"24411",0,21,0
"24412",0,174,0
"24413",0,266,0
"24415",0,0,0
"24416",18,8901,202.224469160768
"24421",12,4189,286.464550011936
"24422",30,5953,503.947589450697
"24426",70,13258,527.983104540655
"24430",0,4025,0
"24431",0,2567,0
"24432",0,307,0
"24433",0,77,0
"24435",0,1707,0
"24437",0,1520,0
"24439",3,1208,248.344370860927
"24440",4,3003,133.200133200133
"24441",8,5765,138.768430182134
"24442",0,116,0
"24445",13,2773,468.806346916697
"24448",0,393,0
"24450",118,17385,678.746045441472
"24457",0,333,0
"24458",0,241,0
"24459",0,611,0
"24460",0,915,0
"24464",0,291,0
"24465",5,1350,370.37037037037
"24467",0,2474,0
"24469",,,
"24471",0,1623,0
"24472",0,1866,0
"24473",0,854,0
"24474",0,495,0
"24476",3,234,1282.05128205128
"24477",31,10851,285.687955027186
"24479",0,1737,0
"24482",21,5297,396.450821219558
"24483",0,846,0
"24484",0,556,0
"24485",0,405,0
"24486",9,3269,275.313551544815
"24487",0,379,0
"24501",145,27828,521.0579272675
"24502",297,45450,653.465346534653
"24503",60,19682,304.847068387359
"24504",62,9331,664.451827242525
"24515",,,
"24517",43,4958,867.285195643405
"24520",5,2158,231.696014828545
"24521",37,9184,402.87456445993
"24522",45,9230,487.540628385699
"24523",90,20791,432.879611370304
"24526",4,1431,279.524807826695
"24527",4,3141,127.347978350844
"24528",10,3530,283.28611898017
"24529",0,1602,0
"24530",0,876,0
"24531",33,8697,379.441186616075
"24534",0,1281,0
"24536",0,223,0
"24538",7,5601,124.977682556686
"24539",0,135,0
"24540",159,31257,508.686054323832
"24541",174,27452,633.833600466268
"24549",7,3885,180.18018018018
"24550",7,7870,88.9453621346887
"24551",115,26654,431.454941097021
"24553",0,2030,0
"24554",7,3518,198.976691301876
"24555",4,2249,177.856825255669
"24556",4,2626,152.322924600152
"24557",30,7773,385.951370127364
"24558",17,6134,277.143788718618
"24562",0,661,0
"24563",11,5164,213.013168086754
"24565",3,1010,297.029702970297
"24566",0,1260,0
"24569",3,1112,269.784172661871
"24570",0,0,0
"24571",0,2270,0
"24572",56,16480,339.805825242718
"24574",6,4345,138.089758342923
"24577",6,4479,133.958472873409
"24578",3,948,316.455696202532
"24579",0,948,0
"24580",3,578,519.031141868512
"24581",0,27,0
"24586",11,5334,206.224221972253
"24588",23,9886,232.652235484524
"24589",0,2656,0
"24590",17,8179,207.849370338672
"24592",78,13669,570.634281951862
"24593",0,2562,0
"24594",0,1387,0
"24595",0,608,0
"24597",5,1088,459.558823529412
"24598",0,1596,0
"24599",0,883,0
"24601",0,0,0
"24602",0,803,0
"24603",0,743,0
"24604",0,138,0
"24605",32,7965,401.757689893283
"24606",0,130,0
"24607",0,271,0
"24609",15,6351,236.183278223902
"24612",0,153,0
"24613",0,636,0
"24614",26,6488,400.739827373613
"24620",0,3288,0
"24622",0,539,0
"24630",26,6903,376.647834274953
"24631",0,2263,0
"24634",0,422,0
"24635",0,1407,0
"24637",7,3954,177.035912999494
"24639",0,4025,0
"24641",19,5532,343.456254519161
"24646",0,765,0
"24649",0,2761,0
"24651",20,5346,374.111485222596
"24656",0,2495,0
"24657",0,504,0
"24701",82,18517,442.836312577631
"24712",6,2124,282.485875706215
"24714",0,135,0
"24715",0,399,0
"24716",0,308,0
"24719",0,25,0
"24724",0,104,0
"24726",0,711,0
"24729",0,225,0
"24731",0,139,0
"24733",0,373,0
"24736",0,467,0
