"ZCTA","third_spaces_total","population","thirdspaces_pop"
"50672",0,520,0
"50673",0,189,0
"50674",15,3861,388.500388500389
"50675",10,2525,396.039603960396
"50676",3,2388,125.628140703518
"50677",63,12428,506.919858384294
"50680",0,1048,0
"50681",0,371,0
"50682",0,1906,0
"50701",125,30515,409.634605931509
"50702",124,19833,625.220591942722
"50703",77,18906,407.278112768433
"50707",12,8132,147.56517461879
"50801",41,9252,443.147427583225
"50830",0,1885,0
"50831",,,
"50833",4,2162,185.013876040703
"50835",0,75,0
"50836",0,281,0
"50837",0,330,0
"50839",0,52,0
"50840",0,675,0
"50841",16,2393,668.616798997075
"50842",0,69,0
"50843",0,402,0
"50845",0,803,0
"50846",0,1044,0
"50847",0,51,0
"50848",0,225,0
"50849",14,2434,575.18488085456
"50851",5,2100,238.095238095238
"50853",0,817,0
"50854",14,2598,538.876058506543
"50857",0,165,0
"50858",0,693,0
"50859",0,703,0
"50860",0,135,0
"50861",0,289,0
"50862",0,222,0
"50863",0,215,0
"50864",0,1858,0
"51001",6,2167,276.880479926165
"51002",4,2682,149.142431021626
"51003",3,1920,156.25
"51004",0,865,0
"51005",3,1318,227.617602427921
"51006",0,1176,0
"51007",0,521,0
"51008",0,140,0
"51009",0,147,0
"51010",0,365,0
"51011",0,56,0
"51012",28,6139,456.100342075257
"51014",0,415,0
"51015",,,
"51016",6,1366,439.238653001464
"51018",0,570,0
"51019",0,721,0
"51020",0,682,0
"51022",0,824,0
"51023",15,3536,424.20814479638
"51024",4,2076,192.678227360308
"51025",8,1903,420.388859695218
"51026",0,970,0
"51027",3,1140,263.157894736842
"51028",4,2231,179.291797400269
"51029",0,290,0
"51030",0,1624,0
"51031",68,12021,565.676732384993
"51033",0,419,0
"51034",0,1621,0
"51035",4,1688,236.96682464455
"51036",0,805,0
"51037",0,332,0
"51038",0,1831,0
"51039",4,2800,142.857142857143
"51040",16,3458,462.695199537305
"51041",38,7070,537.482319660538
"51044",0,332,0
"51045",,,
"51046",4,1461,273.78507871321
"51047",0,829,0
"51048",0,558,0
"51049",0,512,0
"51050",8,2763,289.540354686935
"51051",0,89,0
"51052",0,1000,0
"51053",0,1078,0
"51054",10,5423,184.399778720266
"51055",4,1290,310.077519379845
"51056",0,461,0
"51058",3,911,329.308452250274
"51060",0,535,0
"51061",0,440,0
"51062",0,389,0
"51063",0,1082,0
"51101",66,685,9635.03649635037
"51103",51,16784,303.860819828408
"51104",55,22066,249.252243270189
"51105",17,10690,159.027128157156
"51106",157,26494,592.587000830377
"51108",15,5961,251.635631605435
"51109",10,3218,310.752019888129
"51111",0,123,0
"51201",33,5900,559.322033898305
"51230",0,367,0
"51231",0,583,0
"51232",0,738,0
"51234",3,1235,242.914979757085
"51235",3,1147,261.5518744551
"51237",6,1541,389.357560025957
"51238",3,1185,253.164556962025
"51239",15,2967,505.561172901921
"51240",5,2172,230.202578268877
"51241",0,2025,0
"51242",3,194,1546.39175257732
"51243",3,639,469.483568075117
"51244",0,114,0
"51245",7,1389,503.959683225342
"51246",11,3853,285.491824552297
"51247",24,4905,489.296636085627
"51248",5,1689,296.03315571344
"51249",13,3186,408.035153797866
"51250",53,9032,586.802480070859
"51301",74,12161,608.502590247512
"51331",36,976,3688.52459016393
"51333",0,436,0
"51334",31,6875,450.909090909091
"51338",0,938,0
"51340",,,
"51341",0,26,0
"51342",0,1471,0
"51343",0,287,0
"51345",0,451,0
"51346",7,2108,332.068311195446
"51347",7,1515,462.046204620462
"51350",0,486,0
"51351",15,4577,327.725584443959
"51354",5,1107,451.6711833785
"51355",15,951,1577.28706624606
"51357",0,716,0
"51358",0,1364,0
"51360",53,8282,639.942042984786
"51363",0,250,0
"51364",0,869,0
"51365",0,385,0
"51366",0,336,0
"51401",74,11838,625.105592160838
"51430",3,1350,222.222222222222
"51431",0,341,0
"51432",,,
"51433",0,643,0
"51436",0,924,0
"51439",0,943,0
"51440",0,304,0
"51441",0,431,0
"51442",34,9615,353.614144565783
"51443",3,1355,221.40221402214
"51444",0,250,0
"51445",14,2583,542.0054200542
"51446",3,570,526.315789473684
"51447",0,210,0
"51448",0,582,0
"51449",3,2050,146.341463414634
"51450",8,1445,553.63321799308
"51451",0,96,0
"51452",,,
"51453",3,607,494.233937397035
"51454",0,1421,0
"51455",9,2223,404.858299595142
"51458",6,1220,491.803278688525
"51459",0,90,0
"51460",,,
"51461",0,1207,0
"51462",3,1014,295.85798816568
"51463",0,488,0
"51465",0,905,0
"51466",0,1303,0
"51467",0,575,0
"51501",127,35511,357.635662189181
"51503",131,36846,355.533843565109
"51510",0,3799,0
"51520",0,233,0
"51521",6,1731,346.620450606586
"51523",0,394,0
"51525",0,1131,0
"51526",3,1871,160.342063067878
"51527",0,607,0
"51528",0,713,0
"51529",6,1887,317.965023847377
"51530",0,616,0
"51531",3,732,409.83606557377
"51532",0,661,0
"51533",0,933,0
"51534",24,9498,252.684775742262
"51535",0,1873,0
"51536",0,395,0
"51537",34,6478,524.853349799321
"51540",0,360,0
"51541",0,419,0
"51542",0,1062,0
"51543",0,419,0
"51544",0,668,0
"51545",0,334,0
"51546",10,2966,337.154416722859
"51548",0,500,0
"51549",0,517,0
"51550",0,138,0
"51551",3,1618,185.414091470952
"51552",0,254,0
"51553",0,1035,0
"51554",0,220,0
"51555",21,4493,467.393723569998
"51556",0,445,0
"51557",0,828,0
"51558",0,603,0
"51559",0,1820,0
"51560",10,2047,488.519785051295
"51561",0,1199,0
"51562",0,451,0
"51563",0,738,0
"51564",0,364,0
"51565",0,538,0
"51566",30,6526,459.699662886914
"51570",0,930,0
"51571",0,673,0
"51572",0,442,0
"51573",3,1055,284.36018957346
"51575",4,1442,277.392510402219
"51576",4,2301,173.837461973055
"51577",3,1084,276.752767527675
"51578",0,86,0
"51579",5,2252,222.02486678508
"51601",34,5680,598.591549295775
"51630",0,152,0
"51631",0,278,0
"51632",37,6993,529.100529100529
"51636",0,460,0
"51637",0,249,0
"51638",0,1149,0
"51639",0,758,0
"51640",0,1660,0
"51645",0,213,0
"51646",0,933,0
"51647",0,116,0
"51648",0,215,0
"51649",0,418,0
"51650",0,282,0
"51651",,,
"51652",0,1545,0
"51653",0,1484,0
"51654",0,387,0
"51656",0,47,0
"52001",222,42710,519.78459377195
"52002",84,17484,480.439258750858
"52003",61,13507,451.617679721626
"52030",0,451,0
"52031",13,5298,245.375613439034
"52032",0,1519,0
"52033",13,3242,400.98704503393
"52035",0,965,0
"52036",,,
"52037",0,959,0
"52038",0,537,0
"52039",0,962,0
"52040",28,5553,504.23194669548
"52041",0,1886,0
"52042",9,1571,572.883513685551
"52043",9,2287,393.528640139921
"52044",0,305,0
"52045",0,2645,0
"52046",0,2655,0
"52047",0,829,0
"52048",0,320,0
"52049",3,1237,242.522231204527
"52050",0,518,0
"52052",9,2999,300.100033344448
"52053",0,941,0
"52054",0,769,0
"52056",,,
"52057",40,7963,502.323245008163
"52060",28,8107,345.38053533983
"52064",0,846,0
"52065",0,875,0
"52066",0,67,0
"52068",5,4649,107.550010755001
"52069",0,1610,0
"52070",0,1067,0
"52071",,,
"52072",0,417,0
"52073",0,1553,0
"52074",0,395,0
"52075",,,
"52076",11,2023,543.746910528917
"52077",0,317,0
"52078",0,503,0
"52079",0,642,0
"52101",86,13145,654.241156333207
"52132",7,2049,341.630063445583
"52133",0,662,0
"52134",0,272,0
"52135",3,586,511.945392491468
"52136",19,5485,346.399270738377
"52140",0,474,0
"52141",0,1273,0
"52142",5,1678,297.973778307509
"52144",0,1026,0
"52146",0,783,0
"52147",3,1007,297.914597815293
"52151",14,1850,756.756756756757
"52154",0,795,0
"52155",3,1608,186.567164179104
"52156",0,529,0
"52157",12,1825,657.534246575343
"52158",0,250,0
"52159",8,2412,331.67495854063
"52160",0,1003,0
"52161",4,1295,308.880308880309
"52162",4,3445,116.11030478955
"52163",4,352,1136.36363636364
"52164",0,315,0
"52165",0,963,0
"52166",0,93,0
"52168",0,193,0
"52169",0,310,0
"52170",0,541,0
"52171",0,1144,0
"52172",24,6051,396.628656420426
"52175",20,3630,550.964187327824
"52201",0,1541,0
"52202",0,1111,0
"52203",7,2509,278.995615783181
"52205",23,8526,269.763077644851
"52206",0,2644,0
"52207",0,412,0
"52208",6,2997,200.2002002002
"52209",3,1092,274.725274725275
"52210",0,903,0
"52211",8,2435,328.542094455852
"52212",0,258,0
"52213",6,3887,154.360689477746
"52214",11,3460,317.919075144509
"52215",0,1086,0
"52216",3,1352,221.89349112426
"52217",0,593,0
"52218",0,1957,0
"52219",0,165,0
"52220",0,221,0
"52221",0,209,0
"52222",0,531,0
"52223",0,937,0
"52224",3,1788,167.785234899329
"52225",0,323,0
"52227",0,2871,0
"52228",0,3668,0
"52229",0,730,0
"52231",0,310,0
"52232",0,362,0
"52233",23,7039,326.750958943032
"52235",0,819,0
"52236",0,607,0
"52237",0,1633,0
"52240",250,35965,695.120255804254
"52241",168,21473,782.377869883109
"52242",3,1417,211.714890613973
"52245",74,25664,288.341645885287
"52246",47,23233,202.298454784143
"52247",18,4837,372.131486458549
"52248",0,1684,0
"52249",0,941,0
"52251",0,742,0
"52252",,,
"52253",6,2966,202.292650033715
"52254",0,796,0
"52255",0,1426,0
"52257",0,191,0
"52301",3,3493,85.8860578299456
"52302",117,41745,280.273086597197
"52305",0,731,0
"52306",0,1436,0
"52307",0,89,0
"52308",0,168,0
"52309",0,629,0
"52310",24,6504,369.0036900369
"52312",0,46,0
"52313",0,237,0
"52314",28,5827,480.521709284366
"52315",0,1200,0
"52316",0,1665,0
"52317",62,20874,297.020216537319
"52318",0,950,0
"52320",0,1329,0
"52321",0,385,0
"52322",3,2014,148.957298907646
"52323",0,1079,0
"52324",0,1740,0
"52325",0,604,0
"52326",0,710,0
"52327",6,3455,173.661360347323
"52328",3,3098,96.8366688185926
"52329",0,820,0
"52330",3,849,353.356890459364
"52332",3,2027,148.001973359645
"52333",13,7116,182.686902754356
"52334",0,236,0
"52335",0,740,0
"52336",5,2602,192.159877017679
"52337",0,872,0
"52338",0,3672,0
"52339",7,3887,180.087471057371
"52340",6,3881,154.59933006957
"52341",0,1331,0
"52342",11,3005,366.056572379368
"52344",,,
"52345",0,1462,0
"52346",3,1425,210.526315789474
"52347",3,1346,222.882615156018
"52348",0,80,0
"52349",27,7765,347.714101738571
"52351",0,1307,0
"52352",0,1832,0
"52353",34,9372,362.782757148954
"52354",0,315,0
"52355",0,328,0
"52356",5,2600,192.307692307692
"52358",9,3774,238.473767885533
"52359",0,204,0
"52361",24,4294,558.91942244993
"52362",3,1061,282.752120640905
"52401",104,2173,4786.01012425219
"52402",259,41471,624.532806057245
"52403",60,23968,250.333778371162
"52404",202,39628,509.74058746341
"52405",56,25942,215.866162978953
"52411",19,8530,222.74325908558
"52501",132,29613,445.750177287002
"52530",3,1065,281.69014084507
"52531",20,5823,343.46556757685
"52533",0,1211,0
"52534",0,359,0
"52535",0,952,0
"52536",0,821,0
"52537",19,6962,272.910083309394
"52540",3,1224,245.098039215686
"52542",0,298,0
"52543",0,540,0
"52544",32,7612,420.388859695218
"52548",0,99,0
"52549",0,946,0
"52550",0,602,0
"52551",0,580,0
"52552",0,1044,0
"52553",0,1777,0
"52554",0,1206,0
"52555",0,281,0
"52556",70,13440,520.833333333333
"52557",0,74,0
"52560",0,229,0
"52561",0,906,0
"52562",,,
"52563",0,1709,0
"52565",4,1714,233.372228704784
"52566",0,251,0
"52567",0,651,0
"52568",,,
"52569",0,621,0
"52570",0,1026,0
"52571",0,1468,0
"52572",0,1184,0
"52573",0,193,0
"52574",0,566,0
"52576",0,483,0
"52577",73,15088,483.828207847296
"52580",0,1000,0
"52581",0,287,0
"52583",0,371,0
"52584",0,643,0
"52585",4,882,453.514739229025
"52586",0,600,0
"52588",0,26,0
"52590",0,1003,0
"52591",13,2966,438.300741739717
"52593",0,165,0
"52594",0,495,0
"52595",0,485,0
"52601",160,28354,564.294279466742
"52619",0,743,0
"52620",0,898,0
"52621",0,820,0
"52623",3,1850,162.162162162162
"52624",0,422,0
"52625",9,2529,355.871886120996
"52626",3,1264,237.341772151899
"52627",59,12486,472.52923274067
"52630",0,313,0
"52631",,,
"52632",62,12651,490.07983558612
"52635",0,1232,0
"52637",11,3014,364.963503649635
"52638",0,607,0
"52639",0,1782,0
"52640",3,1510,198.675496688742
"52641",52,11941,435.474415878067
"52644",0,414,0
"52645",0,3761,0
"52646",0,334,0
"52647",0,166,0
"52649",0,1006,0
"52650",0,652,0
"52651",0,571,0
"52652",,,
"52653",10,3175,314.96062992126
"52654",7,1668,419.664268585132
"52655",32,3978,804.424333836098
"52656",3,2097,143.061516452074
"52657",0,53,0
"52658",0,857,0
"52659",3,1341,223.713646532438
"52660",0,144,0
"52701",0,160,0
"52720",0,751,0
"52721",0,928,0
"52722",163,37835,430.818025637637
"52726",0,5374,0
"52727",0,284,0
"52728",3,1013,296.150049358342
"52729",0,886,0
"52730",10,4906,203.832042397065
"52731",0,662,0
"52732",125,26717,467.86690122394
"52737",0,387,0
"52738",5,3649,137.023842148534
"52739",0,763,0
"52742",34,7385,460.39268788084
"52745",0,419,0
"52746",3,1126,266.429840142096
"52747",6,1945,308.483290488432
"52748",21,10421,201.516169273582
"52749",0,1083,0
"52750",0,569,0
"52751",3,850,352.941176470588
"52752",0,416,0
"52753",31,5461,567.66160043948
"52754",0,1328,0
"52755",0,2284,0
"52756",0,1650,0
"52757",0,263,0
"52758",0,311,0
"52759",,,
"52760",0,424,0
"52761",129,30353,424.999176358185
"52765",0,332,0
"52766",0,758,0
"52767",0,75,0
"52768",0,1446,0
"52769",0,636,0
"52771",,,
"52772",20,5368,372.5782414307
"52773",7,2912,240.384615384615
"52774",0,121,0
"52776",14,4993,280.392549569397
"52777",4,1409,283.88928317956
"52778",14,3866,362.131401965856
"52801",59,1297,4548.95913646877
"52802",47,9913,474.12488651266
"52803",76,21291,356.958339204359
"52804",61,28169,216.550108275054
"52806",131,27869,470.056334995873
"52807",154,16357,941.492938802959
"53001",4,1806,221.483942414175
"53002",4,2181,183.402109124255
"53003",0,138,0
"53004",7,3428,204.200700116686
"53005",225,20514,1096.81193331383
"53006",0,1735,0
"53007",6,1964,305.498981670061
"53010",21,8099,259.291270527226
"53011",0,2051,0
"53012",87,18532,469.458234405353
"53013",11,3428,320.886814469078
"53014",26,7512,346.112886048988
"53015",5,2916,171.467764060357
"53016",0,346,0
"53017",0,5494,0
"53018",66,8031,821.815465072843
"53019",3,1763,170.164492342598
"53020",20,3845,520.156046814044
"53021",9,4619,194.847369560511
"53022",75,19665,381.3882532418
"53023",0,2435,0
"53024",82,17977,456.138399065473
"53027",76,23361,325.328539018022
"53029",75,21484,349.097002420406
"53031",0,0,0
"53032",14,4860,288.065843621399
"53033",15,4924,304.630381803412
"53034",0,1629,0
"53035",0,2206,0
"53036",4,3009,132.934529744101
"53037",19,9823,193.423597678917
"53038",12,4402,272.603362108133
"53039",7,4637,150.959672201855
"53040",24,8252,290.838584585555
"53042",26,6432,404.228855721393
"53044",8,2115,378.250591016548
"53045",143,21464,666.231830040999
"53046",0,1184,0
"53047",0,45,0
"53048",13,3119,416.800256492466
"53049",7,2704,258.87573964497
"53050",23,6820,337.243401759531
"53051",143,37668,379.632579377721
"53057",3,1712,175.233644859813
"53058",8,3348,238.9486260454
"53059",6,1975,303.79746835443
"53061",14,4882,286.7677181483
"53063",3,1553,193.174500965873
"53065",0,2333,0
"53066",157,35414,443.327497599819
"53069",3,762,393.700787401575
"53070",12,5005,239.76023976024
"53072",153,25850,591.876208897485
"53073",65,14913,435.861329041776
"53074",66,12788,516.108852048796
"53075",10,3106,321.957501609787
"53076",17,3854,441.100155682408
"53078",0,1608,0
"53079",0,1421,0
"53080",27,5388,501.113585746103
"53081",252,41666,604.809676954831
"53083",79,20969,376.746625971672
"53085",53,11644,455.170044658193
"53086",31,8246,375.93984962406
"53088",3,363,826.446280991736
"53089",47,19223,244.498777506112
"53090",38,22118,171.805769056877
"53091",0,1949,0
"53092",154,20625,746.666666666667
"53093",3,2026,148.075024679171
"53094",103,19175,537.15775749674
"53095",178,27596,645.021017538774
"53097",18,6881,261.589885191106
"53098",16,11748,136.193394620361
"53099",,,
"53103",10,3669,272.553829381303
"53104",14,5610,249.554367201426
"53105",93,29302,317.384478875162
"53108",15,3329,450.585761489937
"53110",47,18211,258.085772335402
"53114",10,2560,390.625
"53115",105,15722,667.853962600178
"53118",15,6860,218.65889212828
"53119",8,6055,132.122213047069
"53120",36,10476,343.642611683849
"53121",66,18993,347.496446059074
"53122",29,6156,471.085120207927
"53125",14,1700,823.529411764706
"53126",12,7265,165.175498967653
"53127",,,
"53128",7,9161,76.4108721755267
"53129",66,14005,471.26026419136
"53130",60,7789,770.317113878547
"53132",106,35619,297.593980740616
"53137",0,1614,0
"53139",3,2330,128.755364806867
"53140",137,30425,450.287592440427
"53142",169,33967,497.541731680749
"53143",47,21675,216.83967704729
"53144",92,26843,342.73367358343
"53146",8,7509,106.538820082568
"53147",147,17092,860.051486075357
"53149",66,19849,332.51045392715
"53150",82,25913,316.443483965577
"53151",131,32154,407.414318591777
"53153",6,2624,228.658536585366
"53154",136,36321,374.439029762396
"53156",10,3364,297.265160523187
"53157",,,
"53158",39,17085,228.270412642669
"53167",0,552,0
"53168",28,9512,294.365012615643
"53170",4,2389,167.434072833822
"53172",47,20857,225.344009205543
"53176",,,
"53177",40,7970,501.882057716437
"53178",6,2552,235.109717868339
"53179",5,7036,71.0631040363843
"53181",19,7338,258.926137912238
"53182",27,9873,273.473108477666
"53183",15,2779,539.762504498021
"53184",17,4115,413.122721749696
"53185",51,18706,272.639794718272
"53186",193,34092,566.115217646369
"53188",97,35045,276.786988158082
"53189",79,27399,288.331690937625
"53190",70,19484,359.269143912954
"53191",13,2927,444.140758455757
"53192",3,11,27272.7272727273
"53195",0,138,0
"53202",447,24967,1790.36327952898
"53203",84,1743,4819.27710843374
"53204",205,38778,528.650265614524
"53205",39,9119,427.678473516833
"53206",48,23612,203.286464509571
"53207",220,37103,592.943966795138
"53208",98,29205,335.558979626776
"53209",102,48321,211.088346681567
"53210",58,25800,224.806201550388
"53211",143,34389,415.83064351973
"53212",121,30115,401.793126348996
"53213",151,27755,544.04611781661
"53214",203,35210,576.540755467197
"53215",136,61028,222.848528544275
"53216",68,31476,216.037615961367
"53217",185,28398,651.454327769561
"53218",50,42728,117.019284778131
"53219",95,34315,276.846859973772
"53220",100,27224,367.322950337937
"53221",107,39602,270.188374324529
"53222",108,26340,410.02277904328
"53223",75,28640,261.871508379888
"53224",32,22320,143.36917562724
"53225",38,26036,145.951759102781
"53226",141,18985,742.691598630498
"53227",106,23975,442.127215849844
"53228",50,14718,339.720070661775
"53233",66,14850,444.444444444444
"53235",36,9555,376.766091051805
"53295",0,169,0
"53402",102,33780,301.953818827709
"53403",131,26486,494.600921241411
"53404",41,13935,294.223179045569
"53405",79,26450,298.676748582231
"53406",124,25624,483.921323758976
"53501",0,0,0
"53502",7,2375,294.736842105263
"53503",4,1909,209.533787323206
"53504",4,2182,183.318056828598
"53505",0,363,0
"53506",0,1017,0
"53507",3,2214,135.50135501355
"53508",21,5826,360.453141091658
"53510",4,1517,263.6783124588
"53511",187,48897,382.436550299609
"53515",0,2180,0
"53516",0,2349,0
"53517",0,1815,0
"53518",0,1431,0
"53520",20,6670,299.850074962519
"53521",0,3491,0
"53522",0,971,0
"53523",25,5008,499.201277955272
"53525",12,4132,290.416263310745
"53526",0,555,0
"53527",26,11112,233.98128149748
"53528",21,6376,329.360100376412
"53529",5,2342,213.492741246798
"53530",7,4455,157.12682379349
"53531",0,4465,0
"53532",39,15997,243.795711695943
"53533",28,7072,395.927601809955
"53534",41,11764,348.520911254675
"53536",28,8813,317.712470214456
"53537",3,998,300.60120240481
"53538",82,18657,439.513319397545
"53540",0,231,0
"53541",0,916,0
"53543",6,1787,335.758254057079
"53544",0,824,0
"53545",192,22763,843.474058779599
"53546",80,30123,265.577797696113
"53548",53,20165,262.831638978428
"53549",38,10193,372.804866084568
"53550",0,1286,0
"53551",42,9055,463.832136940917
"53553",0,717,0
"53554",0,1022,0
"53555",24,8625,278.260869565217
"53556",0,2325,0
"53557",0,394,0
"53558",33,12609,261.71782060433
"53559",9,6478,138.931769064526
"53560",10,3569,280.190529560101
"53561",3,2077,144.439094848339
"53562",155,26490,585.126462816157
"53563",37,11282,327.956036163801
"53565",20,4685,426.894343649947
"53566",92,15015,612.720612720613
"53569",0,1216,0
"53570",3,2555,117.416829745597
"53571",0,48,0
"53572",38,11455,331.732867743344
"53573",4,3061,130.676249591637
"53574",24,3986,602.107375815354
"53575",51,17518,291.129124329261
"53576",7,2379,294.241277847835
"53577",0,1388,0
"53578",15,6406,234.155479238214
"53579",0,1693,0
"53580",0,527,0
"53581",45,10080,446.428571428571
"53582",0,1100,0
"53583",36,6029,597.113949245314
"53584",,,
"53585",0,2134,0
"53586",5,2133,234.41162681669
"53587",0,1210,0
"53588",20,3930,508.905852417303
"53589",78,20300,384.23645320197
"53590",162,40911,395.98152086236
"53593",83,24775,335.015136226034
"53594",14,5117,273.59781121751
"53597",72,19579,367.740946932938
"53598",9,2857,315.015750787539
"53599",0,45,0
"53703",448,35834,1250.20929843166
"53704",285,46614,611.404299137598
"53705",142,25256,562.242635413367
"53706",6,6226,96.370061034372
"53711",181,48455,373.542462078217
"53713",105,22726,462.025873448913
"53714",45,15750,285.714285714286
"53715",103,13202,780.184820481745
"53716",144,18756,767.754318618042
"53717",69,12859,536.58915934365
"53718",49,15882,308.525374637955
"53719",224,32594,687.243050868258
"53726",8,5270,151.80265654649
"53792",0,0,0
"53801",0,1046,0
"53802",0,39,0
"53803",3,1183,253.592561284869
"53804",0,1396,0
"53805",25,5336,468.515742128936
"53806",3,1580,189.873417721519
"53807",20,4742,421.762969211303
"53808",3,971,308.959835221421
"53809",19,4318,440.018527095878
"53810",0,357,0
"53811",3,3325,90.2255639097744
"53812",,,
"53813",23,6003,383.141762452107
"53816",0,911,0
"53817",0,172,0
"53818",76,16158,470.355241985394
"53820",0,2251,0
"53821",52,7962,653.102235619191
"53825",0,544,0
"53826",0,1330,0
"53827",0,205,0
"53901",85,14729,577.092810102519
"53910",12,3468,346.020761245675
"53911",0,1322,0
"53913",114,20534,555.176779974676
"53916",110,22485,489.215032243718
"53919",3,2462,121.852152721365
"53920",0,502,0
"53922",0,1049,0
"53923",0,2243,0
"53924",0,1284,0
"53925",36,8097,444.609114486847
"53926",0,1581,0
"53928",0,92,0
"53929",0,2602,0
"53930",0,1329,0
"53931",0,232,0
"53932",0,2495,0
"53933",9,4572,196.850393700787
"53934",14,4244,329.877474081056
"53935",0,246,0
"53936",0,2343,0
"53937",0,1121,0
"53939",0,306,0
"53940",,,
"53941",7,3151,222.151697873691
"53942",,,
"53943",0,1169,0
"53944",3,2267,132.333480370534
"53946",9,4243,212.114070233325
"53947",0,175,0
"53948",35,8384,417.461832061069
"53949",22,6188,355.526826115061
"53950",19,5431,349.843491069785
"53951",7,2671,262.074129539498
"53952",3,3130,95.8466453674121
"53953",0,267,0
"53954",16,6822,234.535326883612
"53955",14,5530,253.164556962025
"53956",16,3141,509.391913403375
"53959",54,13717,393.672085733032
"53960",4,3383,118.238250073899
"53961",0,838,0
"53962",,,
"53963",52,13788,377.139541630403
"53964",10,3560,280.898876404494
"53965",175,10625,1647.05882352941
"53968",4,2399,166.736140058358
"53969",0,416,0
"54001",43,7648,562.238493723849
"54002",23,6454,356.368143786799
"54003",3,1108,270.758122743682
"54004",3,2317,129.477772982305
"54005",6,3017,198.873052701359
"54006",0,675,0
"54007",0,960,0
"54009",3,2528,118.670886075949
"54011",24,6706,357.888458097226
"54013",10,3318,301.386377335744
"54014",4,2074,192.864030858245
"54015",9,3743,240.448837830617
"54016",168,32171,522.209443287433
"54017",69,18289,377.275958226256
"54020",27,7306,369.559266356419
"54021",29,7202,402.66592613163
"54022",80,23775,336.487907465825
"54023",6,4412,135.99274705349
"54024",37,4602,803.99826162538
"54025",13,7179,181.083716395041
"54026",3,2038,147.20314033366
"54027",0,1002,0
"54028",4,2665,150.093808630394
"54082",0,1649,0
"54101",3,2694,111.358574610245
"54102",0,737,0
"54103",0,483,0
"54104",3,1094,274.223034734918
"54106",13,5566,233.560905497664
"54107",14,3600,388.888888888889
"54110",16,5308,301.431801055011
"54111",3,2243,133.749442710655
"54112",0,2450,0
"54113",3,3588,83.6120401337793
"54114",38,5302,716.710675216899
"54115",151,46443,325.129728915014
"54119",0,751,0
"54120",0,229,0
"54121",17,3097,548.918308040039
"54123",0,256,0
"54124",12,3570,336.134453781513
"54125",0,550,0
"54126",3,3475,86.3309352517986
"54127",0,43,0
"54128",0,2080,0
"54129",0,3233,0
"54130",77,27076,284.384694932782
"54135",3,3396,88.339222614841
"54136",17,6517,260.856222188123
"54137",0,1083,0
"54138",11,933,1178.99249732047
"54139",8,3220,248.447204968944
"54140",22,8890,247.469066366704
"54141",0,2125,0
"54143",102,14811,688.677334413612
"54149",5,1211,412.881915772089
"54150",0,1072,0
"54151",11,3198,343.96497811132
"54152",,,
"54153",23,7069,325.364266515773
"54154",12,5534,216.841344416335
"54155",6,7715,77.7705767984446
"54156",3,1414,212.164073550212
"54157",15,6026,248.921340856289
"54159",0,1142,0
"54160",0,238,0
"54161",7,2564,273.010920436817
"54162",18,9351,192.492781520693
"54165",24,7653,313.602508820071
"54166",104,16547,628.512721339216
"54169",7,2794,250.536864710093
"54170",4,3704,107.991360691145
"54171",0,3803,0
"54173",11,4324,254.394079555967
"54174",19,3165,600.315955766193
"54175",0,1055,0
"54177",8,2684,298.06259314456
"54180",9,3494,257.584430452204
"54201",18,5094,353.356890459364
"54202",15,1536,976.5625
"54204",0,1613,0
"54205",4,2130,187.793427230047
"54207",0,145,0
"54208",18,6487,277.478032989055
"54209",21,1397,1503.22118826056
"54210",13,661,1966.71709531014
"54211",15,227,6607.9295154185
"54212",33,910,3626.37362637363
"54213",0,1267,0
"54214",0,291,0
"54215",,,
"54216",16,6254,255.836264790534
"54217",21,7393,284.052482077641
"54220",179,38653,463.094714511163
"54227",0,1433,0
"54228",4,2919,137.03323055841
"54229",0,5386,0
"54230",3,4594,65.302568567697
"54232",0,936,0
"54234",36,1846,1950.1625135428
"54235",135,16822,802.520508857448
"54241",48,13893,345.497732671129
"54245",0,1950,0
"54246",14,828,1690.82125603865
"54247",0,2449,0
"54301",121,21485,563.183616476612
"54302",127,31670,401.010419955794
"54303",159,26142,608.216662841405
"54304",184,27524,668.507484377271
"54307",5,1237,404.203718674212
"54311",97,35754,271.298316272305
"54313",91,40083,227.028915001372
"54401",173,30625,564.897959183673
"54403",131,23977,546.356925386829
"54405",10,2697,370.782350760104
"54406",13,3502,371.216447744146
"54407",4,1333,300.075018754689
"54408",3,1063,282.220131702728
"54409",77,12953,594.456882575465
"54410",0,2633,0
"54411",10,5017,199.322304165836
"54412",0,2043,0
"54413",0,160,0
"54414",9,3409,264.007040187738
"54416",3,1671,179.533213644524
"54417",0,20,0
"54418",0,993,0
"54420",0,1304,0
"54421",10,4330,230.94688221709
"54422",0,1284,0
"54423",9,2422,371.59372419488
"54424",0,1641,0
"54425",6,2016,297.619047619048
"54426",7,4339,161.327494814473
"54427",0,1298,0
"54428",5,941,531.34962805526
"54430",0,153,0
"54433",0,1888,0
"54435",3,1959,153.139356814701
"54436",3,2320,129.310344827586
"54437",3,2988,100.401606425703
"54440",3,2844,105.485232067511
"54441",0,1016,0
"54442",0,1287,0
"54443",0,2156,0
"54446",7,3080,227.272727272727
"54447",0,431,0
"54448",22,4384,501.824817518248
"54449",141,26324,535.632882540647
"54450",0,406,0
"54451",48,11261,426.249888997425
"54452",70,18649,375.35524693013
"54454",0,1395,0
