"ZCTA","Post.Office.Name","State","mortality_allcausemortalityrate_pop"
"95693","Wilton","CA",0.00702445922851563
"95694","Winters","CA",0.00632940551757813
"95695","Woodland","CA",0.00618883972167969
"95697","Yolo","CA",0.00613075134277344
"95698","Zamora","CA",0.00638800842285156
"95699","Drytown","CA",0.006037822265625
"95701","Alta","CA",0.00602212341308594
"95703","Applegate","CA",0.00597017700195313
"94952","Petaluma","CA",0.0057270166015625
"94954","Petaluma","CA",0.00567034912109375
"94956","Point Reyes Station","CA",0.00465269989013672
"94957","Ross","CA",0.00473152801513672
"94960","San Anselmo","CA",0.00460710876464844
"94963","San Geronimo","CA",0.00467038757324219
"94964","San Quentin","CA",0.00429926727294922
"94965","Sausalito","CA",0.00462992248535156
"94970","Stinson Beach","CA",0.00467163146972656
"94971","Tomales","CA",0.00420408264160156
"94972","Valley Ford","CA",0.00416437591552734
"94973","Woodacre","CA",0.00477223052978516
"95002","Alviso","CA",0.00486125
"95003","Aptos","CA",0.00557912231445312
"95004","Aromas","CA",0.00603867065429687
"95005","Ben Lomond","CA",0.00558381225585937
"95006","Boulder Creek","CA",0.00554084716796875
"95007","Brookdale","CA",0.00546989807128906
"95008","Campbell","CA",0.00494197143554688
"95010","Capitola","CA",0.00539803649902344
"95012","Castroville","CA",0.00539121215820313
"95013","Coyote","CA",0.00511136657714844
"95014","Cupertino","CA",0.00408830535888672
"95017","Davenport","CA",0.00563594970703125
"95018","Felton","CA",0.005597783203125
"95019","Freedom","CA",0.00562749694824219
"95020","Gilroy","CA",0.00509593536376953
"95023","Hollister","CA",0.00586422424316406
"95709","Camino","CA",0.00604310485839844
"95713","Colfax","CA",0.00594886657714844
"95714","Dutch Flat","CA",0.00607355712890625
"95715","Emigrant Gap","CA",0.00603178955078125
"95717","Gold Run","CA",0.00600873657226563
"95720","Kyburz","CA",0.00632562072753906
"95721","Echo Lake","CA",0.00626739929199219
"95722","Meadow Vista","CA",0.00612176025390625
"95724","Norden","CA",0.00599894714355469
"95726","Pollock Pines","CA",0.00591986206054688
"95728","Soda Springs","CA",0.00605315673828125
"95735","Twin Bridges","CA",0.00631419189453125
"95736","Weimar","CA",0.00615052978515625
"95742","Rancho Cordova","CA",0.00613089050292969
"95746","Granite Bay","CA",0.00562703125
"95747","Roseville","CA",0.00556678039550781
"92371","Phelan","CA",0.00758843872070313
"92372","Pinon Hills","CA",0.00769717712402344
"92373","Redlands","CA",0.00763573608398437
"92374","Redlands","CA",0.00698526489257812
"95030","Los Gatos","CA",0.0053286279296875
"95032","Los Gatos","CA",0.00516998657226563
"95033","Holy City","CA",0.00552663513183594
"95035","Milpitas","CA",0.00398431427001953
"95037","Morgan Hill","CA",0.00508828887939453
"95039","Moss Landing","CA",0.00537668884277344
"95041","Mount Hermon","CA",0.00583218017578125
"95043","Paicines","CA",0.00632331298828125
"95045","San Juan Bautista","CA",0.00606740295410156
"95046","San Martin","CA",0.00498907562255859
"95050","Santa Clara","CA",0.00481169616699219
"95051","Santa Clara","CA",0.004395546875
"95053","Santa Clara","CA",0.00486883483886719
"95054","Santa Clara","CA",0.00423040954589844
"95060","Santa Cruz","CA",0.00546653503417969
"95062","Santa Cruz","CA",0.00560033447265625
"95064","Santa Cruz","CA",0.00489585205078125
"95065","Santa Cruz","CA",0.00563663452148438
"95066","Scotts Valley","CA",0.00556880798339844
"95070","Saratoga","CA",0.00450765808105469
"95073","Soquel","CA",0.00559657470703125
"95075","Tres Pinos","CA",0.00632989929199219
"95076","Watsonville","CA",0.00560058288574219
"95110","San Jose","CA",0.00499038208007813
"92376","Rialto","CA",0.00630021118164063
"92377","Rialto","CA",0.00666546569824219
"92378","Rimforest","CA",0.00686396118164063
"92382","Running Springs","CA",0.00801837463378906
"92384","Shoshone","CA",0.00683519775390625
"92385","Skyforest","CA",0.00786180358886719
"92386","Sugarloaf","CA",0.00801042358398438
"92389","Tecopa","CA",0.00683519775390625
"92391","Twin Peaks","CA",0.007703056640625
"92392","Victorville","CA",0.00673652465820312
"92394","Victorville","CA",0.006639228515625
"92395","Victorville","CA",0.00713632263183594
"92397","Wrightwood","CA",0.00785121948242187
"92398","Yermo","CA",0.00733192443847656
"92399","Yucaipa","CA",0.00755549865722656
"92401","San Bernardino","CA",0.006958896484375
"92404","San Bernardino","CA",0.00666230895996094
"92405","San Bernardino","CA",0.00662590637207031
"95111","San Jose","CA",0.00447368957519531
"95112","San Jose","CA",0.00470055114746094
"95113","San Jose","CA",0.00477471282958984
"95116","San Jose","CA",0.00464386627197266
"95117","San Jose","CA",0.00490735382080078
"95118","San Jose","CA",0.00493851531982422
"95119","San Jose","CA",0.00494683166503906
"95120","New Almaden","CA",0.00471991119384766
"95121","San Jose","CA",0.00416916564941406
"95122","San Jose","CA",0.00447318878173828
"95123","San Jose","CA",0.00482382385253906
"95124","San Jose","CA",0.00497926452636719
"95125","San Jose","CA",0.00505062927246094
"95126","San Jose","CA",0.00493488494873047
"95127","San Jose","CA",0.00468853363037109
"95128","San Jose","CA",0.0049664111328125
"95129","San Jose","CA",0.00412743011474609
"95130","San Jose","CA",0.00472741668701172
"95131","San Jose","CA",0.00398087921142578
"95132","San Jose","CA",0.00402011260986328
"95133","San Jose","CA",0.00408881530761719
"95134","San Jose","CA",0.00432125244140625
"95135","San Jose","CA",0.00427372802734375
"95136","San Jose","CA",0.00471233581542969
"95138","San Jose","CA",0.00435159454345703
"95139","San Jose","CA",0.00485983123779297
"95140","Mount Hamilton","CA",0.00468957000732422
"95148","San Jose","CA",0.00415437530517578
"92407","San Bernardino","CA",0.00653398986816406
"92408","San Bernardino","CA",0.00620499572753906
"92410","San Bernardino","CA",0.00621292114257813
"92411","San Bernardino","CA",0.00621390869140625
"92501","Riverside","CA",0.00571361022949219
"92503","Riverside","CA",0.0056081884765625
"92504","Riverside","CA",0.00587732788085937
"92505","Riverside","CA",0.00552007141113281
"92506","Riverside","CA",0.00615533874511719
"92507","Riverside","CA",0.00556562622070312
"92508","Riverside","CA",0.00595038940429687
"92509","Riverside","CA",0.00556386901855469
"92518","March Air Reserve Base","CA",0.00641601806640625
"92530","Lake Elsinore","CA",0.005771748046875
"92532","Lake Elsinore","CA",0.00569596496582031
"92536","Aguanga","CA",0.00641093200683594
"92539","Anza","CA",0.00616653015136719
"92543","Hemet","CA",0.00600289001464844
"92544","Hemet","CA",0.00604920654296875
"92545","Hemet","CA",0.0060643408203125
"92548","Homeland","CA",0.0059065234375
"92549","Idyllwild","CA",0.00675765563964844
"92551","Moreno Valley","CA",0.0057319677734375
"92553","Moreno Valley","CA",0.00567655517578125
"92555","Moreno Valley","CA",0.00583665588378906
"92557","Moreno Valley","CA",0.00589549621582031
"92561","Mountain Center","CA",0.00646336486816406
"92562","Murrieta","CA",0.00612062316894531
"92563","Murrieta","CA",0.00584612182617187
"92567","Nuevo","CA",0.00574864624023438
"92570","Perris","CA",0.00562425598144531
"92571","Perris","CA",0.00549027465820312
"92582","San Jacinto","CA",0.00575795532226563
"95202","Stockton","CA",0.00704442932128906
"95203","Stockton","CA",0.00674625854492187
"95204","Stockton","CA",0.0067870068359375
"95205","Stockton","CA",0.00637191162109375
"95206","Stockton","CA",0.00633863098144531
"95207","Stockton","CA",0.00695039489746094
"95209","Stockton","CA",0.00678335815429688
"95210","Stockton","CA",0.00646148986816406
"95211","Stockton","CA",0.00715129699707031
"95212","Stockton","CA",0.006381220703125
"95215","Stockton","CA",0.00661998962402344
"95219","Stockton","CA",0.00726445617675781
"95220","Acampo","CA",0.00759209045410156
"95222","Altaville","CA",0.00650680480957031
"95223","Arnold","CA",0.00675891479492188
"95224","Avery","CA",0.00657038635253906
"95225","Burson","CA",0.00550717590332031
"95226","Campo Seco","CA",0.00550717590332031
"95227","Clements","CA",0.007627236328125
"95228","Copperopolis","CA",0.00646115112304687
"95230","Farmington","CA",0.007296181640625
"95231","French Camp","CA",0.00667241455078125
"95232","Glencoe","CA",0.00710299987792969
"95233","Hathaway Pines","CA",0.00662272277832031
"95234","Holt","CA",0.00636320739746094
"95236","Linden","CA",0.00722298095703125
"95237","Lockeford","CA",0.00735956237792969
"95240","Lodi","CA",0.00690629211425781
"95242","Lodi","CA",0.0074118505859375
"95245","Mokelumne Hill","CA",0.00623035339355469
"95246","Mountain Ranch","CA",0.00609001892089844
"95247","Douglas Flat","CA",0.00652144409179688
"95248","Rail Road Flat","CA",0.00615497741699219
"95249","San Andreas","CA",0.00582272216796875
"92583","San Jacinto","CA",0.00576495666503906
"92584","Menifee","CA",0.00604576965332031
"92585","Sun City","CA",0.0059103369140625
"92586","Sun City","CA",0.00632764709472656
"92587","Quail Valley","CA",0.00624322998046875
"92590","Temecula","CA",0.00593111450195313
"92591","Temecula","CA",0.00611929931640625
"92592","Temecula","CA",0.00605699462890625
"92595","Wildomar","CA",0.00606563415527344
"92596","Winchester","CA",0.005881904296875
"92602","Irvine","CA",0.00445848083496094
"92603","Irvine","CA",0.00507958129882813
"92604","Irvine","CA",0.00494446411132812
"92606","Irvine","CA",0.00477216339111328
"92610","Foothill Ranch","CA",0.00513614501953125
"92612","Irvine","CA",0.00498809417724609
"92614","Irvine","CA",0.00492207153320312
"92617","Irvine","CA",0.00481987518310547
"92618","Irvine","CA",0.00500693878173828
"92620","Irvine","CA",0.00461721130371094
"92624","Capistrano Beach","CA",0.00575025268554688
"92625","Corona del Mar","CA",0.00587521057128906
"92626","Costa Mesa","CA",0.00526452697753906
"92627","Costa Mesa","CA",0.00527922485351563
"92629","Dana Point","CA",0.00577575622558594
"92630","El Toro","CA",0.00528150207519531
"92637","Laguna Woods","CA",0.00568371459960937
"92646","Huntington Beach","CA",0.00553437438964844
"92647","Huntington Beach","CA",0.00523680725097656
"92648","Huntington Beach","CA",0.00553732482910156
"92649","Huntington Beach","CA",0.00543522338867188
"92651","Laguna Beach","CA",0.00576114196777344
"92653","Laguna Hills","CA",0.00537140502929687
"92655","Midway City","CA",0.00436529327392578
"95251","Vallecito","CA",0.00609990478515625
"95252","Valley Springs","CA",0.00609012390136719
"95254","Wallace","CA",0.00559742004394531
"95255","West Point","CA",0.00640125549316406
"95257","Wilseyville","CA",0.00609928771972656
"95258","Woodbridge","CA",0.00770958312988281
"95301","Atwater","CA",0.00717271850585938
"95303","Ballico","CA",0.0072276953125
"95304","Tracy","CA",0.00698067993164062
"95305","Big Oak Flat","CA",0.0071438720703125
"95306","Catheys Valley","CA",0.00667110900878906
"95307","Ceres","CA",0.00667329406738281
"95310","Columbia","CA",0.00745853942871094
"95311","Coulterville","CA",0.00585609924316406
"95312","Cressey","CA",0.00773547119140625
"92656","Aliso Viejo","CA",0.00533436218261719
"92657","Newport Coast","CA",0.00543290161132812
"92660","Newport Beach","CA",0.00585375671386719
"92661","Newport Beach","CA",0.00584378662109375
"92662","Newport Beach","CA",0.00619260864257812
"92663","Newport Beach","CA",0.00582633178710937
"92672","San Clemente","CA",0.00568300048828125
"92673","San Clemente","CA",0.00562783447265625
"92675","San Juan Capistrano","CA",0.00546297058105469
"92676","Silverado","CA",0.00582450622558594
"92677","Laguna Niguel","CA",0.00548502990722656
"92678","Trabuco Canyon","CA",0.00561416748046875
"92679","Trabuco Canyon","CA",0.00563878173828125
"92683","Westminster","CA",0.00455760772705078
"92688","Rancho Santa Margarita","CA",0.00540249206542969
"92691","Mission Viejo","CA",0.0054709619140625
"92692","Mission Viejo","CA",0.0054824951171875
"92694","Ladera Ranch","CA",0.00541271362304687
"92701","Santa Ana","CA",0.00468659576416016
"92703","Santa Ana","CA",0.00458814422607422
"92704","Santa Ana","CA",0.0046227880859375
"95757","Elk Grove","CA",0.0059001318359375
"95758","Elk Grove","CA",0.00615035400390625
"95762","El Dorado Hills","CA",0.00565371276855469
"95765","Rocklin","CA",0.00549182312011719
"95776","Woodland","CA",0.00586421447753906
"95811","Sacramento","CA",0.00680176696777344
"95814","Sacramento","CA",0.00689482849121094
"95815","Sacramento","CA",0.00621052185058594
"95313","Crows Landing","CA",0.00689648559570312
"95315","Delhi","CA",0.00667519287109375
"95316","Denair","CA",0.00799818786621094
"95317","El Nido","CA",0.00715123840332031
"95318","El Portal","CA",0.00567412963867187
"95319","Empire","CA",0.00691128601074219
"95320","Escalon","CA",0.00761348205566406
"95321","Groveland","CA",0.00743126342773438
"95322","Gustine","CA",0.00711071533203125
"95323","Hickman","CA",0.00804613342285156
"95324","Hilmar","CA",0.00780949462890625
"95325","Hornitos","CA",0.00625821411132813
"95326","Hughson","CA",0.00751833129882813
"95327","Chinese Camp","CA",0.00661503723144531
"95328","Keyes","CA",0.006572021484375
"95816","Sacramento","CA",0.00684685241699219
"95817","Sacramento","CA",0.00673427124023437
"95818","Sacramento","CA",0.00665179504394531
"95819","Sacramento","CA",0.00688691955566406
"95820","Sacramento","CA",0.00623688293457031
"95821","Sacramento","CA",0.00674811950683594
"95822","Sacramento","CA",0.00620250793457031
"95823","Sacramento","CA",0.00601014770507812
"95329","La Grange","CA",0.00624293762207031
"95330","Lathrop","CA",0.00642606811523438
"95333","Le Grand","CA",0.00687675903320312
"95334","Livingston","CA",0.0062740576171875
"95335","Long Barn","CA",0.00752925048828125
"95336","Manteca","CA",0.00697674438476562
"95337","Manteca","CA",0.00687365539550781
"95338","Mariposa","CA",0.0062295263671875
"95340","Merced","CA",0.00713241943359375
"95341","Merced","CA",0.00659216247558594
"95345","Midpines","CA",0.00620376953125
"95346","MI Wuk Village","CA",0.00744096862792969
"95348","Merced","CA",0.00712357727050781
"95350","Modesto","CA",0.00750179565429687
"95351","Modesto","CA",0.00629692077636719
"95354","Modesto","CA",0.00738750061035156
"95355","Modesto","CA",0.00758967834472656
"95356","Modesto","CA",0.007316875
"95357","Modesto","CA",0.0071509375
"95358","Modesto","CA",0.00674705688476562
"95360","Newman","CA",0.00659551452636719
"95361","Oakdale","CA",0.00787276977539062
"95363","Patterson","CA",0.00658482971191406
"95364","Pinecrest","CA",0.00753145385742188
"95365","Planada","CA",0.00634661804199219
"95366","Ripon","CA",0.00760581176757812
"95824","Sacramento","CA",0.00577459838867187
"92252","Joshua Tree","CA",0.00778049255371094
"92253","La Quinta","CA",0.00620438232421875
"92254","Mecca","CA",0.00518269165039062
"92256","Morongo Valley","CA",0.00820002807617187
"92257","Niland","CA",0.00678773986816406
"92258","North Palm Springs","CA",0.00605325988769531
"92259","Ocotillo","CA",0.00750392517089844
"92260","Palm Desert","CA",0.00634075500488281
"92262","Palm Springs","CA",0.00624445190429688
"92264","Palm Springs","CA",0.0064915087890625
"92266","Palo Verde","CA",0.00758957641601563
"92267","Parker Dam","CA",0.00619449829101563
"92268","Pioneertown","CA",0.00824170288085938
"92270","Rancho Mirage","CA",0.00667225463867187
"92273","Seeley","CA",0.00555884155273437
"92274","Thermal","CA",0.00543800903320312
"92275","Salton City","CA",0.0065318798828125
"92276","Thousand Palms","CA",0.005958359375
"92277","Twentynine Palms","CA",0.00739039672851563
"92278","Twentynine Palms","CA",0.00734895751953125
"92280","Vidal","CA",0.00622366821289063
"92281","Westmorland","CA",0.00584082580566406
"92282","Whitewater","CA",0.00625265319824219
"92283","Winterhaven","CA",0.00642005798339844
"92284","Yucca Valley","CA",0.00783876159667969
"91324","Northridge","CA",0.00555546630859375
"91325","Northridge","CA",0.00559037109375
"91980","Tecate","CA",0.00531471313476563
"92003","Bonsall","CA",0.00565813232421875
"92285","Landers","CA",0.00803329040527344
"92301","Adelanto","CA",0.00675622497558594
"92304","Amboy","CA",0.00701256774902344
"92305","Angelus Oaks","CA",0.00802757385253906
"92307","Apple Valley","CA",0.00754907470703125
"92308","Apple Valley","CA",0.00751759826660156
"92309","Baker","CA",0.00682651916503906
"92310","Fort Irwin","CA",0.00736828979492187
"92311","Barstow","CA",0.00693521118164062
"92313","Grand Terrace","CA",0.00691169982910156
"92314","Big Bear City","CA",0.00805432189941406
"92315","Big Bear Lake","CA",0.007901181640625
"92316","Bloomington","CA",0.00625111572265625
"92320","Calimesa","CA",0.00638441833496094
"92321","Cedar Glen","CA",0.00786263488769531
"92322","Cedarpines Park","CA",0.008146728515625
"91326","Porter Ranch","CA",0.00538902160644531
"91330","Northridge","CA",0.00559048400878906
"91331","Pacoima","CA",0.00508257965087891
"91335","Reseda","CA",0.00543731140136719
"91340","San Fernando","CA",0.005115361328125
"91342","Sylmar","CA",0.00522649536132812
"91343","Northridge","CA",0.00518729797363281
"92324","Colton","CA",0.00643041137695313
"92325","Crestline","CA",0.00789903564453125
"92327","Daggett","CA",0.00755824401855469
"92328","Death Valley","CA",0.00683519775390625
"92332","Essex","CA",0.00680469482421875
"92333","Fawnskin","CA",0.00890900024414062
"92335","Fontana","CA",0.00615315002441406
"92336","Fontana","CA",0.00640561706542969
"92337","Fontana","CA",0.00617070190429688
"92338","Ludlow","CA",0.00681822875976563
"92339","Forest Falls","CA",0.00846754455566406
"92341","Green Valley Lake","CA",0.00886507690429687
"92342","Helendale","CA",0.00780575439453125
"92344","Hesperia","CA",0.0070669384765625
"92345","Hesperia","CA",0.00692560729980469
"92346","Highland","CA",0.00692584350585938
"92347","Hinkley","CA",0.00750427917480469
"92352","Blue Jay","CA",0.00803589538574219
"92354","Bryn Mawr","CA",0.0066589794921875
"92356","Lucerne Valley","CA",0.0077414501953125
"92358","Lytle Creek","CA",0.00769680419921875
"92359","Mentone","CA",0.00737706970214844
"92363","Needles","CA",0.00723079772949219
"92364","Cima","CA",0.00681822814941406
"91344","Granada Hills","CA",0.005517353515625
"91345","Mission Hills","CA",0.00521643310546875
"91350","Santa Clarita","CA",0.00565548461914062
"91351","Canyon Country","CA",0.00552785095214844
"91352","Sun Valley","CA",0.00523551452636719
"91354","Valencia","CA",0.00576449768066406
"91355","Castaic","CA",0.00568944702148438
"91356","Tarzana","CA",0.00600735168457031
"91360","Thousand Oaks","CA",0.00571552612304688
"91361","Westlake Village","CA",0.00602688842773438
"91362","Westlake Village","CA",0.00573517211914062
"91364","Woodland Hills","CA",0.00611809753417969
"91367","Woodland Hills","CA",0.00580177917480469
"91371","Woodland Hills","CA",0.0057926953125
"91377","Oak Park","CA",0.00557924438476563
"91381","Stevenson Ranch","CA",0.00560356323242187
"91384","Castaic","CA",0.0056381298828125
"91387","Canyon Country","CA",0.005536337890625
"92365","Newberry Springs","CA",0.00777158203125
"92368","Oro Grande","CA",0.00680345825195313
"95519","McKinleyville","CA",0.00773426818847656
"95521","Arcata","CA",0.00747281982421875
"95524","Bayside","CA",0.00792048889160156
"95525","Blue Lake","CA",0.00769515258789063
"95526","Bridgeville","CA",0.00816778198242188
"95527","Burnt Ranch","CA",0.00703976867675781
"95528","Carlotta","CA",0.00797844421386719
"95531","Crescent City","CA",0.00795582946777344
"95536","Ferndale","CA",0.00775990844726562
"95537","Fields Landing","CA",0.00643695190429688
"95540","Fortuna","CA",0.0076182275390625
"95542","Garberville","CA",0.00793465148925781
"95543","Gasquet","CA",0.00793612854003906
"95545","Honeydew","CA",0.00796442749023438
"95546","Hoopa","CA",0.00870766052246094
"95547","Hydesville","CA",0.007855439453125
"95548","Klamath","CA",0.00859501953125
"95549","Kneeland","CA",0.00796497131347656
"95550","Korbel","CA",0.00776929077148438
"95551","Loleta","CA",0.00772335571289063
"95552","Mad River","CA",0.00629691650390625
"95553","Miranda","CA",0.00805853332519531
"95554","Myers Flat","CA",0.00818999389648437
"95555","Orick","CA",0.00786973693847656
"95556","Orleans","CA",0.007619296875
"95558","Petrolia","CA",0.00720238891601563
"95559","Phillipsville","CA",0.0082797509765625
"95560","Redway","CA",0.00784410827636719
"95562","Rio Dell","CA",0.00782391174316406
"95563","Salyer","CA",0.00654146240234375
"91390","Santa Clarita","CA",0.0058555078125
"91401","Van Nuys","CA",0.00571174255371094
"91402","Panorama City","CA",0.00504666534423828
"91403","Sherman Oaks","CA",0.00612460754394531
"91405","Van Nuys","CA",0.00537936462402344
"91406","Van Nuys","CA",0.00538242431640625
"91411","Van Nuys","CA",0.00555596557617188
"91423","Sherman Oaks","CA",0.00603947998046875
"91436","Encino","CA",0.00623018127441406
"91501","Burbank","CA",0.00591618835449219
"95564","Samoa","CA",0.00750172058105469
"95565","Scotia","CA",0.00777669494628906
"95567","Smith River","CA",0.00728249938964844
"95568","Somes Bar","CA",0.00722233093261719
"95569","Redcrest","CA",0.00778313293457031
"95570","Trinidad","CA",0.00788963684082031
"95571","Weott","CA",0.00828345092773437
"95573","Willow Creek","CA",0.0070428515625
"95585","Leggett","CA",0.00655705932617187
"95587","Piercy","CA",0.00658297424316406
"95589","Whitethorn","CA",0.00803107788085937
"95595","Zenia","CA",0.00608643615722656
"95601","Amador City","CA",0.00548738708496094
"95602","Auburn","CA",0.00590257873535156
"95603","Auburn","CA",0.0058327099609375
"95604","Auburn","CA",0.00607887390136719
"95605","West Sacramento","CA",0.00604953063964844
"95606","Brooks","CA",0.0059380712890625
"95607","Capay","CA",0.00596633666992187
"95608","Carmichael","CA",0.00683629211425781
"95610","Citrus Heights","CA",0.00692796447753906
"95612","Clarksburg","CA",0.00644201110839844
"95614","Cool","CA",0.00619555236816406
"95615","Courtland","CA",0.0063587451171875
"95616","Davis","CA",0.00581494750976562
"95618","Davis","CA",0.00586643371582031
"95619","Diamond Springs","CA",0.00604050476074219
"95620","Dixon","CA",0.00600357177734375
"91502","Burbank","CA",0.0057724609375
"91504","Burbank","CA",0.00566708129882812
"91505","Burbank","CA",0.00565508239746094
"95621","Citrus Heights","CA",0.00686578979492187
"95623","El Dorado","CA",0.00616329650878906
"95624","Elk Grove","CA",0.00629590270996094
"95625","Elmira","CA",0.00656744506835938
"95626","Elverta","CA",0.00687723022460938
"95627","Esparto","CA",0.00594330139160156
"95628","Fair Oaks","CA",0.0070272900390625
"95629","Fiddletown","CA",0.00641509399414063
"95630","Folsom","CA",0.0066690087890625
"95631","Foresthill","CA",0.00602521118164063
"95632","Galt","CA",0.00636062194824219
"95633","Garden Valley","CA",0.00608141845703125
"95634","Georgetown","CA",0.00600495910644531
"95635","Greenwood","CA",0.00612916076660156
"95636","Grizzly Flats","CA",0.00581144897460938
"95637","Guinda","CA",0.00589764892578125
"95638","Herald","CA",0.00685217651367187
"95639","Hood","CA",0.00545103149414063
"95640","Ione","CA",0.0057170556640625
"95641","Isleton","CA",0.00690398498535156
"95642","Jackson","CA",0.00629950561523438
"95645","Knights Landing","CA",0.00631878051757812
"95646","Kirkwood","CA",0.00715392761230469
"95648","Lincoln","CA",0.00562651245117188
"95650","Loomis","CA",0.00573479187011719
"95651","Lotus","CA",0.00621591125488281
"95652","McClellan","CA",0.006706201171875
"95653","Madison","CA",0.00601304504394531
"95655","Mather","CA",0.00662566162109375
"95658","Newcastle","CA",0.00583654235839844
"95659","Nicolaus","CA",0.00783636352539063
"95660","North Highlands","CA",0.0066027587890625
"95661","Roseville","CA",0.00571567749023438
"95662","Orangevale","CA",0.00702475219726563
"95663","Penryn","CA",0.00591415649414063
"95664","Pilot Hill","CA",0.00590737243652344
"95665","Pine Grove","CA",0.00647480102539063
"95666","Kit Carson","CA",0.00633382507324219
"95667","Coloma","CA",0.00597177368164062
"95668","Pleasant Grove","CA",0.00740610168457031
"95669","Plymouth","CA",0.00599575561523437
"95670","Rancho Cordova","CA",0.00656154968261719
"95672","Rescue","CA",0.00566510314941406
"95673","Rio Linda","CA",0.0068151904296875
"95674","Rio Oso","CA",0.00777606689453125
"95675","River Pines","CA",0.0066582958984375
"95677","Rocklin","CA",0.00562750061035156
"95678","Roseville","CA",0.00549217590332031
"95679","Rumsey","CA",0.00591475646972656
"95680","Ryde","CA",0.00623664428710937
"95681","Sheridan","CA",0.00567936218261719
"95682","Shingle Springs","CA",0.00588805908203125
"95683","Sloughhouse","CA",0.00704729797363281
"95684","Mount Aukum","CA",0.00593808166503906
"95685","Martell","CA",0.00627106872558594
"95686","Thornton","CA",0.00673266662597656
"95687","Vacaville","CA",0.00638464233398438
"95688","Vacaville","CA",0.00645975463867187
"95689","Volcano","CA",0.00636960693359375
"90001","Los Angeles","CA",0.00531213012695313
"90002","Los Angeles","CA",0.00573809753417969
"90003","Los Angeles","CA",0.00577436462402344
"90004","Los Angeles","CA",0.00506934143066406
"90005","Los Angeles","CA",0.00490979858398437
"90006","Los Angeles","CA",0.00493920166015625
"90007","Los Angeles","CA",0.00535587890625
"90008","Los Angeles","CA",0.00732568237304687
"90010","Los Angeles","CA",0.00490951080322266
"90011","Los Angeles","CA",0.00528834777832031
"90012","Los Angeles","CA",0.00529532104492187
"90013","Los Angeles","CA",0.00610256408691406
"90014","Los Angeles","CA",0.0061586767578125
"90015","Los Angeles","CA",0.00523113891601563
"90016","Los Angeles","CA",0.00616761657714844
"90017","Los Angeles","CA",0.00513101623535156
"90018","Los Angeles","CA",0.00605438049316406
"90019","Los Angeles","CA",0.00562767944335938
"90020","Los Angeles","CA",0.00476144866943359
"90021","Los Angeles","CA",0.00628919921875
"90022","Los Angeles","CA",0.00499420043945312
"90023","Los Angeles","CA",0.00501698059082031
"90024","Los Angeles","CA",0.00542657104492188
"90025","Los Angeles","CA",0.0055274072265625
"90026","Los Angeles","CA",0.00525455688476562
"90027","Los Angeles","CA",0.005782763671875
"90028","Los Angeles","CA",0.00581465148925781
"90029","Los Angeles","CA",0.00521700622558594
"90031","Los Angeles","CA",0.00486558166503906
"90032","Los Angeles","CA",0.00501589294433594
"90033","Los Angeles","CA",0.00499785797119141
"90034","Los Angeles","CA",0.00561114929199219
"95412","Annapolis","CA",0.00574483764648437
"95415","Boonville","CA",0.00566111572265625
"95417","Branscomb","CA",0.00641553894042969
"95420","Caspar","CA",0.00698259033203125
"95421","Cazadero","CA",0.00597893615722656
"95422","Clearlake","CA",0.00863354309082031
"95423","Clearlake Oaks","CA",0.00929253173828125
"95425","Cloverdale","CA",0.00557340576171875
"95426","Cobb","CA",0.00962429565429688
"95427","Comptche","CA",0.00696951416015625
"95428","Covelo","CA",0.0065253466796875
"95429","Dos Rios","CA",0.00717199340820312
"95430","Duncans Mills","CA",0.00593910461425781
"95431","Eldridge","CA",0.00630151733398438
"90035","Los Angeles","CA",0.0061336767578125
"90036","Los Angeles","CA",0.00580454284667969
"90037","Los Angeles","CA",0.00560459167480469
"90038","Los Angeles","CA",0.00551425537109375
"90039","Los Angeles","CA",0.00531415344238281
"90040","Los Angeles","CA",0.00504273773193359
"90041","Los Angeles","CA",0.00512911254882813
"90042","Los Angeles","CA",0.00510357818603516
"90043","Los Angeles","CA",0.00715283752441406
"90044","Los Angeles","CA",0.00622579528808594
"90045","Los Angeles","CA",0.005826279296875
"90046","Los Angeles","CA",0.00613458984375
"90047","Los Angeles","CA",0.00729757263183594
"90048","Los Angeles","CA",0.00605305358886719
"90049","Los Angeles","CA",0.00608415771484375
"95432","Elk","CA",0.00705568664550781
"95435","Finley","CA",0.00875822998046875
"95436","Forestville","CA",0.00595007019042969
"95437","Fort Bragg","CA",0.00662837646484375
"95439","Fulton","CA",0.00531091552734375
"95441","Geyserville","CA",0.00551808410644531
"95442","Glen Ellen","CA",0.00596522338867187
"95443","Glenhaven","CA",0.00938790283203125
"95444","Graton","CA",0.00553972412109375
"95445","Gualala","CA",0.00722424255371094
"95446","Guerneville","CA",0.00570611999511719
"90062","Los Angeles","CA",0.00612513854980469
"90063","Los Angeles","CA",0.00499403930664062
"90064","Los Angeles","CA",0.00583709777832031
"90065","Los Angeles","CA",0.00510189697265625
"90066","Los Angeles","CA",0.00553846801757813
"90067","Los Angeles","CA",0.0059555322265625
"90068","Los Angeles","CA",0.00601490966796875
"90069","West Hollywood","CA",0.00602712890625
"90071","Los Angeles","CA",0.00512829650878906
"90073","Los Angeles","CA",0.00658238098144531
"90077","Los Angeles","CA",0.00608471435546875
"90079","Los Angeles","CA",0
"90089","Los Angeles","CA",0.00538565612792969
